target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,da_cue,da_target,da_word_combo_related,da_word_combo_unrelated,da_cue_word_related,da_cue_word_unrelated
komité,785.747598298795,822.183184206344,0.215833723912179,0.206104265688156,45.8439358780698,57.8949772205145,0.123903491139972,0.16848861015713,81,54,2,0,59,38,72,46,0,0,0.819444444444444,0.826086956521739,81,54,2,0,72,45,72,46,0,0,1,0.978260869565217,59,38,36.4355859075488,-0.00972945822402302,da,commission,committee,kommission,komité,kommissionkomité,golfkomité,kommission,golf
komme,534.107682358376,571.865212766626,-0.625706439508623,-0.54988163557607,18.3750676246346,27.2495591992469,0.0689984848019227,0.101109247660878,56,54,1,0,51,47,51,47,1,0,1,1,56,54,1,0,51,47,52,47,0,0,0.980769230769231,1,51,47,37.7575304082504,0.0758248039325534,da,arrive,come,ankomme,komme,ankommekomme,hobbykomme,ankomme,hobby
kommissær,700.800581827057,700.722000037052,-0.101327298309126,-0.163660302312603,34.3555280348412,34.745722865553,0.118364753536155,0.0948767576922928,63,70,1,1,55,60,57,63,1,0,0.964912280701754,0.952380952380952,64,70,0,1,57,59,58,63,0,0,0.982758620689655,0.936507936507937,55,60,-0.0785817900049324,-0.0623330040034774,da,inspector,commissioner,inspektør,kommissær,inspektørkommissær,madkommissær,inspektør,mad
kommunikation,633.273360649766,668.725115393925,-0.323710299614043,-0.267857603075195,23.3668257338949,34.0016341800757,0.068941180590875,0.0890972633288806,71,58,0,0,61,52,61,52,0,0,1,1,71,58,0,0,58,48,61,52,0,0,0.950819672131147,0.923076923076923,61,52,35.4517547441588,0.055852696538848,da,navigation,communication,navigation,kommunikation,navigationkommunikation,ydmygkommunikation,navigation,ydmyg
kommunist,669.93717475644,638.214735853831,-0.253964088754664,-0.217666115841203,29.6818697950054,24.2861918642332,0.0828716323689088,0.107651839226001,117,61,1,1,103,54,104,54,0,1,0.990384615384615,1,117,61,1,1,104,52,104,54,0,1,1,0.962962962962963,103,53,-31.7224389026087,0.036297972913461,da,racist,communist,racist,kommunist,racistkommunist,hormonkommunist,racist,hormon
komplet,607.886500008562,681.054522713244,-0.48019960378451,-0.211950103223681,25.6860166343022,53.4420215743054,0.0823172973448629,0.145951691093345,61,51,0,0,52,44,52,44,0,0,1,1,60,51,1,0,51,44,51,44,1,0,1,1,52,44,73.1680227046826,0.268249500560828,da,total,complete,total,komplet,totalkomplet,sjælkomplet,total,sjæl
koncentrere,728.695403539364,640.237673472716,-0.153836908554891,-0.278632420924321,36.5742791525975,32.7649898453672,0.0813053114146332,0.0910786526701508,131,52,0,0,113,50,113,50,0,0,1,1,131,52,0,0,112,50,113,50,0,0,0.991150442477876,1,113,49,-88.4577300666475,-0.12479551236943,da,focus,concentrate,fokusere,koncentrere,fokuserekoncentrere,læbestiftkoncentrere,fokusere,læbestift
koncert,570.082379998792,589.115541653326,-0.572497313768531,-0.47932970919276,22.2187505724691,27.6931170986086,0.0656318095411901,0.0777178732205872,54,51,1,0,50,48,50,49,1,0,1,0.979591836734694,54,51,1,0,40,48,50,49,1,0,0.8,0.979591836734694,50,48,19.0331616545341,0.0931676045757708,da,tour,concert,turné,koncert,turnékoncert,hængningkoncert,turné,hængning
konge,538.928416655149,519.555480018197,-0.683359034670203,-0.72793439839125,27.4829457517591,15.6695759226326,0.0952702524826298,0.0456052438369264,53,54,1,0,48,50,48,50,0,0,1,1,53,54,1,0,48,44,48,50,0,0,1,0.88,48,50,-19.3729366369522,-0.0445753637210468,da,queen,king,dronning,konge,dronningkonge,tobakkonge,dronning,tobak
kongerige,780.588673074068,841.350746487895,0.155110037135905,0.384678452106132,52.014787227825,39.9305295914351,0.149829620743192,0.142445386896001,60,83,0,0,52,71,53,73,0,0,0.981132075471698,0.972602739726027,60,83,0,0,51,73,53,73,0,0,0.962264150943396,1,52,71,60.7620734138272,0.229568414970227,da,royal,kingdom,royal,kongerige,royalkongerige,navigationkongerige,royal,navigation
konstant,555.14561290772,606.616459996832,-0.570621407983342,-0.42695386725742,21.4227984349745,22.6067050276715,0.0652850811652209,0.0643740514294806,71,51,3,0,62,50,63,50,2,0,0.984126984126984,1,70,50,4,1,62,45,63,49,2,1,0.984126984126984,0.918367346938776,62,50,51.4708470891126,0.143667540725922,da,always,constantly,altid,konstant,altidkonstant,tunfiskkonstant,altid,tunfisk
kontor,573.880775856879,521.601113631358,-0.587424227895428,-0.70478792570418,20.2884279473735,15.4493513433354,0.0542844063497554,0.0474671262194211,64,51,1,1,58,44,58,44,1,0,1,1,63,51,2,1,56,44,57,44,2,0,0.982456140350877,1,58,44,-52.2796622255217,-0.117363697808752,da,desk,office,skrivebord,kontor,skrivebordkontor,gæstfrihedkontor,skrivebord,gæstfrihed
kopi,593.259173069645,614.799857143626,-0.471946028752281,-0.349064476974043,27.0889617587419,29.4764134735822,0.10037076645598,0.115458661616813,57,53,0,0,52,49,52,49,0,0,1,1,57,53,0,0,52,48,52,49,0,0,1,0.979591836734694,52,49,21.5406840739812,0.122881551778238,da,original,copy,original,kopi,originalkopi,tyverikopi,original,tyveri
korrekt,602.376882357822,590.59006249882,-0.485238482412439,-0.492372203703226,27.3420707690015,41.8029026106397,0.0823001734850156,0.132355954242482,53,52,1,0,51,49,51,49,1,0,1,1,54,52,0,0,52,47,52,49,0,0,1,0.959183673469388,51,48,-11.7868198590023,-0.00713372129078699,da,wrong,correct,forkert,korrekt,forkertkorrekt,syndkorrekt,forkert,synd
kraft,541.522571427875,610.585954547365,-0.612317169566535,-0.408687922724008,15.7241313728695,33.8870695220085,0.0481856844114411,0.111820208447422,98,51,2,0,85,44,86,45,1,0,0.988372093023256,0.977777777777778,98,51,2,0,85,44,86,45,1,0,0.988372093023256,0.977777777777778,84,44,69.0633831194899,0.203629246842527,da,strength,force,styrke,kraft,styrkekraft,helbredkraft,styrke,helbred
kram,540.370882331406,570.291323943097,-0.650639885929225,-0.542580499096618,29.8590395622698,28.8505598973976,0.0978594605035691,0.101257843265479,53,83,0,1,51,72,51,74,0,0,1,0.972972972972973,53,83,0,1,51,71,51,74,0,0,1,0.959459459459459,51,71,29.9204416116909,0.108059386832608,da,kiss,hug,kys,kram,kyskram,hændelsekram,kys,hændelse
kranium,683.802979613448,759.177310284544,-0.226621472259734,0.000395598939326031,36.8396396949753,39.4131034165425,0.10333601861922,0.0925417269312844,50,81,0,2,49,68,50,70,0,2,0.98,0.971428571428571,50,83,0,0,50,72,50,72,0,0,1,1,49,68,75.3743306710963,0.22701707119906,da,bone,skull,knogle,kranium,knoglekranium,værdikranium,knogle,værdi
kreativitet,632.495941185535,827.605042259724,-0.308567965018283,0.337350314686474,24.5807047745216,47.5442789362818,0.0759933631517127,0.161960153998736,54,84,0,1,51,71,51,76,0,1,1,0.93421052631579,54,83,0,2,51,73,51,75,0,2,1,0.973333333333333,51,71,195.109101074189,0.645918279704757,da,imagination,creativity,fantasi,kreativitet,fantasikreativitet,nålkreativitet,fantasi,nål
kredsløb,625.26484615503,714.645512497599,-0.354060255749686,-0.0710022041531952,23.4276939118344,29.9097631973144,0.0716146447999293,0.0915383371924555,59,60,0,0,52,56,52,56,0,0,1,1,59,60,0,0,50,29,52,56,0,0,0.961538461538462,0.517857142857143,52,56,89.3806663425687,0.283058051596491,da,planet,orbit,planet,kredsløb,planetkredsløb,treokredsløb,planet,treo
kriger,561.298788219888,614.468357144693,-0.591880000236059,-0.384799454459175,21.1979503838498,23.982305831788,0.0496807282226496,0.0662274524438705,95,62,1,0,85,56,86,56,1,0,0.988372093023256,1,95,61,1,1,81,50,86,55,1,1,0.941860465116279,0.909090909090909,85,56,53.1695689248047,0.207080545776884,da,soldier,warrior,soldat,kriger,soldatkriger,muliggørekriger,soldat,muliggøre
kriminel,697.223979171896,654.396175433168,-0.26575247509146,-0.236863224240342,40.8094482085779,42.7588796410102,0.0826355242205059,0.116558303751559,51,63,0,0,48,57,48,60,0,0,1,0.95,51,63,0,0,44,58,48,60,0,0,0.916666666666667,0.966666666666667,48,57,-42.8278037387279,0.0288892508511186,da,thief,criminal,tyv,kriminel,tyvkriminel,svinekødkriminel,tyv,svinekød
krise,603.679148936644,617.913333335478,-0.491889338227733,-0.346647677170037,33.0262990044893,30.9898433134514,0.095810531703898,0.0970003664743395,52,62,0,0,47,60,47,61,0,0,1,0.983606557377049,52,62,0,0,47,52,47,61,0,0,1,0.852459016393443,47,60,14.2341843988347,0.145241661057696,da,situation,crisis,situation,krise,situationkrise,sensorkrise,situation,sensor
kristen,604.176023814907,740.3290000083,-0.472815825380437,0.111086380379808,27.8793343114181,39.2238094419923,0.0790402599328165,0.11690671513338,101,57,0,0,84,53,86,55,0,0,0.976744186046512,0.963636363636364,100,56,1,1,68,51,85,54,1,1,0.8,0.944444444444444,84,53,136.152976193394,0.583902205760246,da,catholic,christian,katolsk,kristen,katolskkristen,akkuratkristen,katolsk,akkurat
kræft,570.457244910621,627.92584615843,-0.533323509367826,-0.34267871380748,33.5182595328685,34.7699152372527,0.112570538248755,0.125035633808599,52,54,0,0,49,52,49,52,0,0,1,1,52,54,0,0,32,49,49,52,0,0,0.653061224489796,0.942307692307692,49,52,57.4686012478099,0.190644795560346,da,tumor,cancer,svulst,kræft,svulstkræft,anonymkræft,svulst,anonym
kuffert,681.054129637351,590.530978717028,-0.0787228958801767,-0.482031866127191,30.5823212231012,18.883755031999,0.112115767483947,0.0778617417973105,58,51,1,0,54,47,54,47,1,0,1,1,57,51,2,0,14,46,54,47,1,0,0.259259259259259,0.978723404255319,54,47,-90.5231509203231,-0.403308970247014,da,briefcase,suitcase,attachetaske,kuffert,attachetaskekuffert,højskolekuffert,attachetaske,højskole
kuglepen,648.485071417278,687.150166656906,-0.325508005155624,-0.0957454783807193,24.2137414355659,36.8422226883832,0.082318330325012,0.135918534148774,52,52,0,1,42,48,45,48,0,0,0.933333333333333,1,52,52,0,1,45,41,45,48,0,0,1,0.854166666666667,42,48,38.6650952396283,0.229762526774905,da,paper,pen,papir,kuglepen,papirkuglepen,marinekuglepen,papir,marine
kunstig,648.288622228558,671.309634610489,-0.293418529463691,-0.167035276890758,32.4393786810224,31.4403358908234,0.10633820811807,0.0960445323616549,55,55,0,0,45,52,46,53,0,0,0.978260869565217,0.981132075471698,55,54,0,1,45,50,46,52,0,1,0.978260869565217,0.961538461538462,45,52,23.021012381931,0.126383252572933,da,natural,artificial,naturlig,kunstig,naturligkunstig,sekretærkunstig,naturlig,sekretær
kvalitet,640.424166663069,578.215142859029,-0.449561858427432,-0.486212908280025,39.7247796994879,21.2926030940517,0.0846413481849613,0.0752207659867224,52,52,0,0,48,50,48,51,0,0,1,0.980392156862745,52,52,0,0,43,49,48,51,0,0,0.895833333333333,0.96078431372549,48,49,-62.2090238040396,-0.036651049852593,da,quantity,quality,kvantitet,kvalitet,kvantitetkvalitet,øjekvalitet,kvantitet,øje
kvalme,588.873516124268,612.760333327418,-0.513192524851071,-0.48633622021221,28.1218806382551,22.1262479425397,0.0856919822267049,0.050052052628007,70,53,0,0,62,51,62,51,0,0,1,1,70,53,0,0,58,51,62,51,0,0,0.935483870967742,1,62,51,23.8868172031499,0.0268563046388604,da,diarrhea,nausea,diarré,kvalme,diarrékvalme,populærkvalme,diarré,populær
kvart,611.159630445602,789.698147543591,-0.481910426777517,0.171345316802863,27.4069084686867,44.586182720991,0.0848212446467524,0.119298721295224,55,73,0,0,46,61,48,67,0,0,0.958333333333333,0.91044776119403,55,72,0,1,47,63,48,66,0,1,0.979166666666667,0.954545454545455,46,61,178.538517097989,0.65325574358038,da,half,quarter,halv,kvart,halvkvart,tvivlekvart,halv,tvivle
kvinde,552.645775514337,588.416061209126,-0.645737482370326,-0.569757121699705,30.54393533797,38.0313953775436,0.0879126672051817,0.102819250558849,55,53,0,0,49,49,50,49,0,0,0.98,1,55,53,0,0,41,39,50,49,0,0,0.82,0.795918367346939,49,49,35.7702856947886,0.0759803606706209,da,widow,woman,enke,kvinde,enkekvinde,financieltkvinde,enke,financielt
kvinde.1,500.756528305496,575.434933324244,-0.777243476124573,-0.625909029632404,18.4412381021734,38.3205335926922,0.0611169873303052,0.0962057327770062,56,54,0,0,53,45,53,45,0,0,1,1,55,54,1,0,52,45,52,45,1,0,1,1,53,45,74.6784050187474,0.151334446492169,da,male,female,mand,kvinde,mandkvinde,smadrekvinde,mand,smadre
kynisk,724.024538468659,702.338350006332,-0.0936038878204039,-0.0446738385289116,35.5198958353635,29.0196367507967,0.109616895674165,0.0862357888269986,71,57,0,0,65,50,68,54,0,0,0.955882352941177,0.925925925925926,71,57,0,0,64,54,68,54,0,0,0.941176470588235,1,65,50,-21.686188462327,0.0489300492914924,da,naive,cynical,naiv,kynisk,naivkynisk,tilladelsekynisk,naiv,tilladelse
kyst,574.795403837474,604.764437506358,-0.458460093415421,-0.423809154071183,22.5863137388035,29.9846489705346,0.0778011639287894,0.0911424937325134,54,55,1,2,52,48,53,48,0,0,0.981132075471698,1,55,56,0,1,53,46,53,48,0,0,1,0.958333333333333,52,48,29.9690336688839,0.0346509393442381,da,beach,coast,strand,kyst,strandkyst,jazzkyst,strand,jazz
kæmper,626.77853062678,653.606958353599,-0.466371518904009,-0.267911236431966,47.9829943989573,44.6520128824856,0.119011260639239,0.124000205222616,54,52,0,0,49,48,50,48,0,0,0.98,1,53,52,1,0,48,45,49,48,1,0,0.979591836734694,0.9375,49,48,26.8284277268194,0.198460282472043,da,champion,fighter,mester,kæmper,mesterkæmper,månedkæmper,mester,måned
kærlighed,560.879673063644,547.306595737814,-0.563665139793677,-0.68830330087749,22.0258826755618,19.4576798671766,0.0663720257325821,0.0533078227474106,57,52,0,0,52,47,52,47,0,0,1,1,57,52,0,0,49,47,52,47,0,0,0.942307692307692,1,52,47,-13.5730773258294,-0.124638161083813,da,hate,love,had,kærlighed,hadkærlighed,miljøkærlighed,had,miljø
køber,547.482705884207,568.067540012419,-0.609868050505884,-0.590392590563204,21.5174165392472,24.7045897836069,0.0682047110354662,0.0734753355242884,53,56,0,0,52,50,52,50,0,0,1,1,53,56,0,0,52,50,52,50,0,0,1,1,51,50,20.5848341282115,0.0194754599426801,da,seller,buyer,sælger,køber,sælgerkøber,hudkøber,sælger,hud
købmand,669.336065572548,591.465589277339,-0.284993632491805,-0.48312697573196,38.3983359168283,30.6205106472445,0.0966987026631432,0.0966647239805994,66,63,0,1,61,56,61,56,0,1,1,1,66,63,0,1,57,56,61,56,0,1,0.934426229508197,1,61,56,-77.8704762952085,-0.198133343240154,da,commercial,merchant,kommerciel,købmand,kommercielkøbmand,balancekøbmand,kommerciel,balance
kød,443.205581075089,515.350239151432,-0.923346025420461,-0.717043472577952,9.41574119482794,22.2897530011092,0.0299804896088645,0.0787088466557326,88,50,1,0,74,46,75,46,0,0,0.986666666666667,1,88,50,1,0,75,43,75,46,0,0,1,0.934782608695652,74,46,72.1446580763433,0.206302552842509,da,pork,meat,svinekød,kød,svinekødkød,seminarkød,svinekød,seminar
køkkenchef,597.520959182039,714.301738474074,-0.39238408353648,-0.00186853256718198,26.6507047540022,22.9597927580659,0.0847464153369937,0.106256504997494,53,73,0,0,50,65,52,66,0,0,0.961538461538462,0.984848484848485,52,73,1,0,50,64,51,66,1,0,0.980392156862745,0.96969696969697,49,65,116.780779292035,0.390515550969298,da,cook,chef,kok,køkkenchef,kokkøkkenchef,støjkøkkenchef,kok,støj
kølig,631.59602631429,667.524472718891,-0.316702704765561,-0.212586516488267,29.7769951683601,31.3564079490856,0.0983043367533964,0.114645713442665,91,63,1,1,77,55,79,59,0,1,0.974683544303797,0.932203389830508,91,63,1,1,78,32,79,59,0,1,0.987341772151899,0.542372881355932,76,55,35.9284464046009,0.104116188277294,da,warm,cool,varm,kølig,varmkølig,artefaktkølig,varm,artefakt
lade,597.91288460645,593.946666670208,-0.492945501937164,-0.379956800050286,37.3910559419148,23.0851762140428,0.136281720942434,0.0931311870054751,57,58,0,2,53,51,54,54,0,1,0.981481481481482,0.944444444444444,55,58,2,2,50,51,53,54,1,1,0.943396226415094,0.944444444444444,52,51,-3.9662179362424,0.112988701886878,da,allow,let,tillade,lade,tilladelade,laglade,tillade,lag
landkort,656.941444446254,619.431255324125,-0.187267332481088,-0.363380092266684,37.8992486491823,29.0725402546943,0.165208968102104,0.114677156869145,52,51,0,1,45,47,45,48,0,1,1,0.979166666666667,52,51,0,1,44,46,45,48,0,1,0.977777777777778,0.958333333333333,45,47,-37.510189122129,-0.176112759785597,da,compass,map,kompas,landkort,kompaslandkort,retfærdiglandkort,kompas,retfærdig
landsby,673.746680847473,663.803736840959,-0.280368212318939,-0.217526723293223,35.1104925598901,41.7069756530286,0.0843816725627027,0.121380938834312,53,61,3,0,47,58,47,58,1,0,1,1,54,61,2,0,43,57,47,58,1,0,0.914893617021277,0.982758620689655,47,57,-9.94294400651404,0.0628414890257166,da,camp,village,lejr,landsby,lejrlandsby,symptomlandsby,lejr,symptom
lang,579.607709090504,548.62448076198,-0.548509566740573,-0.49865911558618,30.3190698447427,18.235684441194,0.107649102113247,0.101406751063904,64,54,0,1,55,52,55,52,0,1,1,1,64,54,0,1,54,52,55,52,0,1,0.981818181818182,1,55,52,-30.9832283285243,0.0498504511543932,da,short,long,kort,lang,kortlang,flygtelang,kort,flygte
last,620.837692295431,794.021575791083,-0.300449040863384,0.195511610309893,33.7077606760781,63.0185147330084,0.122020962614469,0.209700009776034,58,51,0,2,52,33,55,43,0,2,0.945454545454545,0.767441860465116,58,51,0,2,55,38,55,43,0,2,1,0.883720930232558,52,33,173.183883495652,0.495960651173277,da,load,cargo,belastning,last,belastninglast,kirurglast,belastning,kirurg
lastbil,619.635722221587,624.895512816728,-0.368282094317476,-0.376399398821458,21.5602527889086,24.9895584330003,0.0674947751928368,0.080893379322334,59,89,0,0,54,78,54,80,0,0,1,0.975,59,88,0,1,44,59,54,79,0,1,0.814814814814815,0.746835443037975,54,78,5.25979059514066,-0.00811730450398235,da,jeep,truck,jeep,lastbil,jeeplastbil,orkesterlastbil,jeep,orkester
leder,567.264203703614,571.339959180316,-0.510325188523356,-0.538039591335555,44.7566766089314,21.9445224331681,0.184017953807081,0.0687678106373233,55,50,0,0,54,49,54,49,0,0,1,1,54,50,1,0,53,48,53,49,1,0,1,0.979591836734694,54,49,4.07575547670217,-0.0277144028121987,da,member,leader,medlem,leder,medlemleder,forfærdeligleder,medlem,forfærdelig
ledsage,797.913156863389,737.673799986399,0.163499400839642,-0.118691586550551,46.0194997036554,40.7965564545337,0.131822220577702,0.102738423347895,60,50,1,1,51,45,54,47,0,0,0.944444444444444,0.957446808510638,60,50,1,1,50,46,54,47,0,0,0.925925925925926,0.978723404255319,51,45,-60.2393568769907,-0.282190987390192,da,escort,accompany,eskortere,ledsage,eskortereledsage,gravstedledsage,eskortere,gravsted
legende,647.533763633489,686.419529406315,-0.282292759455249,-0.127188674424479,35.7919813658629,40.187150744324,0.0845690393282287,0.142151196528556,57,60,0,0,55,53,56,55,0,0,0.982142857142857,0.963636363636364,56,59,1,1,49,44,55,54,1,1,0.890909090909091,0.814814814814815,55,51,38.8857657728257,0.155104085030769,da,myth,legend,myte,legende,mytelegende,gendannelegende,myte,gendanne
legetøj,574.180411792521,636.841593210204,-0.552451495542224,-0.319730732655885,29.6848245886122,49.1062786844649,0.0995839931489564,0.171585470560004,51,71,1,1,51,59,51,62,0,0,1,0.951612903225806,52,70,0,2,51,56,51,61,0,1,1,0.918032786885246,51,59,62.6611814176824,0.232720762886338,da,doll,toy,dukke,legetøj,dukkelegetøj,konservativlegetøj,dukke,konservativ
leje,520.191192987762,592.674574450435,-0.700301780782976,-0.461639622833313,17.3481106110784,52.2954898771194,0.0580295611422455,0.154682814389948,60,53,0,0,58,49,58,49,0,0,1,1,60,53,0,0,54,47,58,49,0,0,0.931034482758621,0.959183673469388,57,47,72.4833814626728,0.238662157949663,da,hire,rent,hyre,leje,hyreleje,vredeleje,hyre,vrede
lejlighed,514.890511638664,596.804286943167,-0.698993489110966,-0.499259996258439,14.3426012353554,16.9382874866365,0.0475652754652758,0.0498101668862361,52,130,0,3,43,115,44,115,0,0,0.977272727272727,1,52,129,0,4,43,114,44,114,0,1,0.977272727272727,1,43,115,81.9137753045028,0.199733492852528,da,house,apartment,hus,lejlighed,huslejlighed,flydendelejlighed,hus,flydende
let,555.63378845533,641.929692309548,-0.643031782904799,-0.366023548949857,21.5341952718609,39.8543208277786,0.0798460936941562,0.130569274444495,59,58,1,0,52,53,55,55,1,0,0.945454545454545,0.963636363636364,59,58,1,0,55,53,55,55,1,0,1,0.963636363636364,52,52,86.2959038542181,0.277008233954942,da,impossible,easy,umulig,let,umuliglet,biograflet,umulig,biograf
lever,484.532958329889,625.785916667718,-0.882810786887771,-0.409608107602805,14.9432216707538,49.8252398795066,0.0396575016752708,0.13554572996388,54,52,0,1,49,48,50,48,0,0,0.98,1,54,52,0,1,49,44,50,48,0,0,0.98,0.916666666666667,48,48,141.252958337829,0.473202679284966,da,kidney,liver,nyre,lever,nyrelever,fjendelever,nyre,fjende
liberal,599.807386665703,663.753381816063,-0.457194434399778,-0.299008135509901,23.217488427758,38.8180678374148,0.0800997129637113,0.0884605538558558,85,57,0,0,76,55,76,55,0,0,1,1,85,57,0,0,76,55,76,55,0,0,1,1,75,55,63.9459951503605,0.158186298889876,da,conservative,liberal,konservativ,liberal,konservativliberal,ægtemandliberal,konservativ,ægtemand
lidenskab,700.087352942784,717.129021268878,-0.141749871761067,-0.17686473618739,44.8524628402726,32.9537349778669,0.133284835839915,0.0820392707640215,54,53,0,0,52,47,52,49,0,0,1,0.959183673469388,54,53,0,0,50,46,52,49,0,0,0.961538461538462,0.938775510204082,51,47,17.0416683260938,-0.0351148644263224,da,enthusiasm,passion,entusiasme,lidenskab,entusiasmelidenskab,tjenerlidenskab,entusiasme,tjener
lig,685.752359986885,673.446972975573,-0.149971830773884,-0.259957073304776,45.2337876297997,30.9787365929971,0.138923162535199,0.110752425294612,89,52,0,0,75,37,75,40,0,0,1,0.925,89,51,0,1,65,38,75,39,0,1,0.866666666666667,0.974358974358974,75,37,-12.3053870113127,-0.109985242530892,da,body,corpse,legeme,lig,legemelig,meninglig,legeme,mening
lige,541.600230784804,641.46915384083,-0.630406832120222,-0.319220617272855,25.8283616638472,37.6593614269273,0.0654587361017542,0.126122332137435,59,53,0,1,52,52,52,53,0,1,1,0.981132075471698,59,52,0,2,49,27,52,52,0,2,0.942307692307692,0.519230769230769,52,52,99.8689230560254,0.311186214847367,da,direct,directly,direkte,lige,direktelige,ærværdiglige,direkte,ærværdig
limousine,816.700000012164,785.353131150773,0.244190405748935,0.140494499736908,47.7303821640061,43.6585676374411,0.148053998152289,0.120629547917931,59,74,1,3,55,62,56,65,0,3,0.982142857142857,0.953846153846154,59,77,1,0,55,67,56,68,0,0,0.982142857142857,0.985294117647059,55,61,-31.3468688613906,-0.103695906012026,da,taxi,limousine,taxa,limousine,taxalimousine,ingentinglimousine,taxa,ingenting
ling,812.577624998445,667.169600002375,0.280743090756845,-0.0505157391919142,105.375474688803,160.395652200778,0.288921769252411,0.522197005234082,80,55,0,0,8,5,69,47,0,0,0.115942028985507,0.106382978723404,80,55,0,0,8,47,69,47,0,0,0.115942028985507,1,8,5,-145.408024996069,-0.331258829948759,da,ming,ling,ming,ling,mingling,drikling,ming,drik
litteratur,615.936519229344,612.671222232504,-0.384684372106748,-0.467134438178199,29.9799975401353,21.6960732625254,0.100677950478206,0.0565514669942509,56,50,0,1,52,36,52,37,0,0,1,0.972972972972973,56,50,0,1,50,33,52,37,0,0,0.961538461538462,0.891891891891892,52,36,-3.26529699684033,-0.0824500660714503,da,art,literature,kunst,litteratur,kunstlitteratur,kolitteratur,kunst,ko
livsfarlig,652.053736814188,655.864863514277,-0.324898854670062,-0.309267910796222,41.7147334832002,26.9093099418392,0.122386159693035,0.067972757734673,61,103,0,0,58,85,58,86,0,0,1,0.988372093023256,59,103,2,0,56,86,56,86,2,0,1,1,57,85,3.81112670008827,0.0156309438738396,da,deadly,fatal,dødbringende,livsfarlig,dødbringendelivsfarlig,eksamensbevislivsfarlig,dødbringende,eksamensbevis
lokal,542.795303586569,558.033076931223,-0.646561773013548,-0.530206248562206,16.8554222088512,18.0931748706433,0.055145233472089,0.0670630851875572,59,55,0,0,56,52,56,52,0,0,1,1,59,55,0,0,56,52,56,52,0,0,1,1,56,52,15.2377733446543,0.116355524451342,da,regional,local,regional,lokal,regionallokal,fornøjelselokal,regional,fornøjelse
lokkemad,675.881500018217,788.938521737651,-0.085760011277913,0.112533157891641,23.0037345665752,29.2248036674981,0.10146322118737,0.0841156738289648,52,136,0,2,48,115,48,121,0,0,1,0.950413223140496,52,136,0,2,46,118,48,121,0,0,0.958333333333333,0.975206611570248,48,115,113.057021719434,0.198293169169554,da,trap,bait,fælde,lokkemad,fældelokkemad,totallokkemad,fælde,total
lommetørklæde,813.526588227459,829.111108682927,0.320576830432902,0.293481783071968,40.3164170529825,57.1642413983214,0.124945611034141,0.150210104976476,52,50,0,0,51,46,51,47,0,0,1,0.978723404255319,52,50,0,0,50,43,51,47,0,0,0.980392156862745,0.914893617021277,51,46,15.5845204554681,-0.0270950473609342,da,cloth,handkerchief,klæde,lommetørklæde,klædelommetørklæde,ninjalommetørklæde,klæde,ninja
lovlig,531.172552632143,568.015865387333,-0.608072308686279,-0.596075069117252,21.6840164214966,16.8003301770341,0.0736321714315656,0.0540959175231684,86,58,3,1,76,52,76,53,2,1,1,0.981132075471698,85,58,4,1,74,53,75,53,3,1,0.986666666666667,1,76,52,36.8433127551897,0.0119972395690272,da,illegal,legal,ulovlig,lovlig,ulovliglovlig,medbringelovlig,ulovlig,medbringe
lufthavn,573.693086960467,623.385187493545,-0.568440963323115,-0.432527515834971,31.6576284500472,24.3237234765664,0.0884311853146492,0.0703188672887783,50,51,0,0,47,48,47,48,0,0,1,1,50,51,0,0,45,48,47,48,0,0,0.957446808510638,1,46,48,49.6921005330776,0.135913447488144,da,terminal,airport,terminal,lufthavn,terminallufthavn,vidunderliglufthavn,terminal,vidunderlig
lugt,584.256653193859,616.596571423222,-0.59344311423498,-0.414006885785328,29.2526929201127,29.6683305897154,0.0926964424859098,0.1045488888525,53,110,0,2,47,98,47,99,0,0,1,0.98989898989899,53,111,0,1,46,87,47,99,0,0,0.978723404255319,0.878787878787879,47,98,32.3399182293633,0.179436228449653,da,taste,smell,smag,lugt,smaglugt,skinnelugt,smag,skinne
lukke,517.599109084016,545.368215684232,-0.699878536323514,-0.568280618466329,17.3611694728453,16.0727345076249,0.0558181392010125,0.0552250220075533,61,53,1,0,55,51,55,51,1,0,1,1,61,53,1,0,54,50,55,51,1,0,0.981818181818182,0.980392156862745,55,51,27.7691066002166,0.131597917857186,da,open,close,åbne,lukke,åbnelukke,heltlukke,åbne,helt
