target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,el_cue,el_target,el_word_combo
συνταγματάρχης,872.874311122816,762.085666662846,0.556732910792063,0.096791766302817,47.089601904699,49.0313119410892,0.143395418158328,0.16406298889525,51,51,1,0,45,45,46,45,1,0,0.978260869565217,1,52,50,0,1,46,42,47,44,0,1,0.978723404255319,0.954545454545455,45,45,-110.78864445997,-0.459941144489246,el,general,colonel,γενικός,συνταγματάρχης,γενικόςσυνταγματάρχης
συσκευή,607.279510208331,649.677891295693,-0.394772095789663,-0.323443056005095,24.2115688306934,27.2971739600539,0.0811428220996551,0.0801662924688777,51,51,1,0,49,46,50,47,0,0,0.98,0.978723404255319,50,51,2,0,44,43,49,47,1,0,0.897959183673469,0.914893617021277,49,46,42.3983810873617,0.0713290397845687,el,chip,device,τσιπάκι,συσκευή,τσιπάκισυσκευή
συχνά,569.99392157285,537.985411755632,-0.551944350928652,-0.715583434540539,18.4888192817087,14.7925226472936,0.0600905805954126,0.0579107407696833,53,52,2,0,51,51,51,51,1,0,1,1,53,51,2,1,33,51,51,51,1,0,0.647058823529412,1,51,51,-32.0085098172176,-0.163639083611886,el,sometimes,often,ενίοτε,συχνά,ενίοτεσυχνά
σφαίρα,609.175319988135,569.555093029634,-0.407937699070182,-0.608144455371365,25.1022142794642,20.3471650066391,0.0964508997096331,0.0773544954226607,51,50,2,0,50,43,50,43,2,0,1,1,52,50,1,0,41,41,51,43,1,0,0.803921568627451,0.953488372093023,50,43,-39.6202269585009,-0.200206756301183,el,caliber,bullet,διαμέτρημα,σφαίρα,διαμέτρημασφαίρα
σφυρί,622.824875017808,640.636204112018,-0.330271634512439,-0.338549854690013,47.5604868570995,31.4063078458763,0.135330711810364,0.105747918321849,52,51,1,1,48,49,49,50,0,0,0.979591836734694,0.98,51,51,2,1,43,48,49,50,0,0,0.877551020408163,0.96,48,49,17.81132909421,-0.00827822017757363,el,stick,hammer,ραβδί,σφυρί,ραβδίσφυρί
σφυρίζω,628.311489328381,666.04053191882,-0.37012956449999,-0.261756803186236,24.7964755145373,23.1382117415399,0.0906045626274618,0.0764110257954797,51,51,0,2,47,47,49,47,0,1,0.959183673469388,1,51,52,0,1,49,47,49,48,0,0,1,0.979166666666667,47,47,37.7290425904392,0.108372761313753,el,horn,whistle,κέρατο,σφυρίζω,κέρατοσφυρίζω
σχεδίαση,720.967702129722,559.368340420057,0.0543479470916245,-0.582105857874124,39.2176791228933,20.8346468486406,0.145596828074954,0.0783820263643773,54,51,1,1,47,47,47,47,0,1,1,1,54,51,1,1,44,43,47,47,0,1,0.936170212765957,0.914893617021277,47,47,-161.599361709665,-0.636453804965748,el,preparation,planning,παρασκευή,σχεδίαση,παρασκευήσχεδίαση
σχεδιάζω,622.888169809663,671.855020425048,-0.38204722270087,-0.299805139381068,21.3168449590448,55.1685834677771,0.0780058432253834,0.193599284248632,54,52,0,0,53,49,53,50,0,0,1,0.98,54,52,0,0,52,48,53,50,0,0,0.981132075471698,0.96,53,49,48.9668506153851,0.082242083319802,el,paint,draw,χρώμα,σχεδιάζω,χρώμασχεδιάζω
σχετικά με,742.599311115424,776.08077083958,0.0868054205125019,0.231025611023859,36.4944458498523,34.2492079290547,0.102674119196028,0.118501825153627,50,53,0,1,45,48,47,49,0,1,0.957446808510638,0.979591836734694,50,53,0,1,46,40,47,49,0,1,0.978723404255319,0.816326530612245,45,48,33.4814597241567,0.144220190511357,el,out,about,έξω,σχετικά με,έξωσχετικά με
σχολείο,614.904416663327,597.581930213093,-0.48322190935818,-0.564250511382041,33.3405770629843,27.1512687173919,0.0887213646247667,0.111443144345134,53,51,0,1,48,43,50,46,0,0,0.96,0.934782608695652,53,51,0,1,48,44,50,46,0,0,0.96,0.956521739130435,48,43,-17.3224864502334,-0.0810286020238609,el,class,school,τάξη,σχολείο,τάξησχολείο
σωματίδιο,651.738163268747,641.346191501324,-0.155432025376711,-0.263272429034916,21.8729628336509,21.5028915702614,0.0931374188468958,0.0810817837547847,53,52,1,0,49,47,50,49,0,0,0.98,0.959183673469388,54,52,0,0,50,48,50,49,0,0,1,0.979591836734694,49,47,-10.3919717674233,-0.107840403658204,el,matter,particle,ύλη,σωματίδιο,ύλησωματίδιο
σωστός,556.438679238932,552.174725495192,-0.553899935940069,-0.554186888220888,18.4982033755446,26.4579085421402,0.0664450504876869,0.0838995719459787,55,53,1,1,53,51,53,52,1,0,1,0.980769230769231,54,53,2,1,52,50,53,52,1,0,0.981132075471698,0.961538461538462,53,51,-4.2639537437401,-0.000286952280819208,el,wrong,correct,λανθασμένος,σωστός,λανθασμένοςσωστός
σωτήρας,567.800199998027,563.576583339045,-0.562513648602777,-0.544377458375481,25.9935705202536,23.8126892593685,0.0797395062450648,0.0828814881167404,53,52,1,1,50,48,50,49,0,0,1,0.979591836734694,53,53,1,0,50,48,50,49,0,0,1,0.979591836734694,50,48,-4.22361665898177,0.0181361902272954,el,hero,savior,ήρωας,σωτήρας,ήρωαςσωτήρας
σόδα,551.992166642663,644.659145844863,-0.571899890119229,-0.300608361966202,21.9783797462727,31.7346321541852,0.0658573052044087,0.103300620049535,52,52,0,0,48,48,51,49,0,0,0.941176470588235,0.979591836734694,52,52,0,0,49,47,51,49,0,0,0.96078431372549,0.959183673469388,48,48,92.6669792022001,0.271291528153027,el,lemonade,soda,λεμονάδα,σόδα,λεμονάδασόδα
σύγχυση,599.332229159516,649.279057716306,-0.454564288552927,-0.231919169811414,19.8786640928628,24.2152599987908,0.0649143359838671,0.0788207883892172,51,56,0,2,48,52,48,54,0,0,1,0.962962962962963,51,56,0,2,47,53,48,54,0,0,0.979166666666667,0.981481481481482,48,52,49.9468285567895,0.222645118741514,el,chaos,confusion,χάος,σύγχυση,χάοςσύγχυση
σύλληψη,604.967900006491,591.853937510528,-0.472575232521431,-0.471963012464424,25.8395358185608,18.8547356620326,0.0808591370806371,0.0684739929288094,52,52,0,0,50,48,51,49,0,0,0.980392156862745,0.979591836734694,52,52,0,0,51,47,51,49,0,0,1,0.959183673469388,50,48,-13.1139624959629,0.000612220057007007,el,punish,arrest,τιμωρώ,σύλληψη,τιμωρώσύλληψη
σύμβολο,591.126139559315,597.180531920941,-0.485633622677899,-0.450434627257412,57.8019021480953,33.3163161658618,0.238945510659227,0.126300138249233,50,50,1,0,43,47,43,47,0,0,1,1,50,50,1,0,42,47,43,47,0,0,0.976744186046512,1,43,47,6.05439236162579,0.0351989954204869,el,flag,symbol,σημαία,σύμβολο,σημαίασύμβολο
σύνδεση,538.594352942158,637.9065510164,-0.749561220255303,-0.520613971095299,16.2478042217307,44.5936412035234,0.045493632335884,0.114728283651217,52,53,2,1,51,49,51,49,0,0,1,1,52,52,2,2,50,47,51,48,0,1,0.980392156862745,0.979166666666667,51,49,99.3121980742413,0.228947249160004,el,contact,connection,επικοινωνία,σύνδεση,επικοινωνίασύνδεση
σύνδρομο,625.958400011288,613.657808488568,-0.280851323844182,-0.469560935306028,34.5231794329909,24.5585275665654,0.132159246584862,0.0690016764794438,52,52,0,0,50,47,50,47,0,0,1,1,52,52,0,0,50,46,50,47,0,0,1,0.978723404255319,50,47,-12.3005915227202,-0.188709611461845,el,symptom,syndrome,σύμπτωμα,σύνδρομο,σύμπτωμασύνδρομο
σύνταγμα,577.804408163487,650.450510156467,-0.57966845784772,-0.292565489822639,25.0355213844723,34.656613574565,0.0806336699670839,0.101195476796768,52,50,3,1,50,49,50,49,1,0,1,1,52,51,3,0,47,49,50,49,1,0,0.94,1,49,49,72.64610199298,0.28710296802508,el,law,constitution,νόμος,σύνταγμα,νόμοςσύνταγμα
σύριγγα,627.959630415966,677.446413063621,-0.321115246379286,-0.0432592442437162,25.3016460346023,43.420486773791,0.0812650375758409,0.152476096494489,51,50,1,1,46,46,47,47,0,0,0.978723404255319,0.978723404255319,51,50,1,1,46,46,47,47,0,0,0.978723404255319,0.978723404255319,46,46,49.4867826476554,0.27785600213557,el,needle,syringe,βελόνα,σύριγγα,βελόνασύριγγα
σύρμα,661.559388896424,692.343632640142,-0.308584688758927,0.046724905761478,34.5267626767415,48.7278362455104,0.100930704558516,0.214431705173488,55,52,0,2,54,49,54,50,0,0,1,0.98,55,52,0,2,52,47,54,50,0,0,0.962962962962963,0.94,54,49,30.7842437437181,0.355309594520405,el,cable,wire,καλώδιο,σύρμα,καλώδιοσύρμα
σύστημα,553.406862740973,539.245727249995,-0.6063530040364,-0.642837079754483,17.3221682456079,22.3950711983083,0.0778164777862222,0.085376642465078,54,51,1,0,51,44,51,47,1,0,1,0.936170212765957,54,51,1,0,51,45,51,47,1,0,1,0.957446808510638,51,44,-14.1611354909788,-0.0364840757180825,el,network,system,δίκτυο,σύστημα,δίκτυοσύστημα
τάγμα,676.915212753341,641.384652181227,-0.0873294711104379,-0.276390489093079,35.5762935487677,22.0041652359373,0.138352773686798,0.0867158526830777,53,51,0,0,47,46,49,47,0,0,0.959183673469388,0.978723404255319,53,51,0,0,49,45,49,47,0,0,1,0.957446808510638,47,46,-35.5305605721138,-0.189061017982641,el,regiment,battalion,σύνταγμα,τάγμα,σύνταγματάγμα
τέλειος,575.628235294953,569.273653071067,-0.537496674816184,-0.541569014953918,25.198230335814,22.4306304128696,0.0803506594350587,0.0760084013068508,55,51,1,0,51,49,51,49,1,0,1,1,55,50,1,1,48,46,51,48,1,1,0.941176470588235,0.958333333333333,51,49,-6.35458222388604,-0.00407234013773361,el,ideal,perfect,ιδανικός,τέλειος,ιδανικόςτέλειος
τένις,633.185595735937,620.928956519414,-0.420428599086002,-0.442484949991647,45.9530497692386,31.7608595615445,0.145095073674005,0.100170253965837,51,53,0,0,47,46,48,49,0,0,0.979166666666667,0.938775510204082,51,53,0,0,41,47,48,49,0,0,0.854166666666667,0.959183673469388,47,46,-12.2566392165236,-0.0220563509056446,el,golf,tennis,γκολφ,τένις,γκολφτένις
τέσσερις,556.970784308684,635.591977779659,-0.696450354011237,-0.324141030486262,17.0652948071805,36.9915098339269,0.0485072907905497,0.104673457131446,52,51,1,0,51,45,51,46,1,0,1,0.978260869565217,53,51,0,0,52,44,52,46,0,0,1,0.956521739130435,51,45,78.6211934709748,0.372309323524976,el,two,four,δύο,τέσσερις,δύοτέσσερις
τέταρτο,601.103020405241,596.604938830896,-0.489618475549094,-0.453564036429484,34.3776763417908,24.5277145550739,0.117182881945123,0.0761373614087384,51,52,0,1,49,49,49,49,0,0,1,1,51,50,0,3,47,45,49,48,0,1,0.959183673469388,0.9375,49,49,-4.49808157434529,0.0360544391196105,el,half,quarter,μισό,τέταρτο,μισότέταρτο
τέταρτος,522.908204098607,609.043571430289,-0.710958630779234,-0.388420288092846,20.967214969405,19.9182841528564,0.0610811167422441,0.0696563338027999,52,52,0,0,49,49,49,49,0,0,1,1,52,52,0,0,47,49,49,49,0,0,0.959183673469388,1,49,49,86.135367331682,0.322538342686388,el,third,fourth,τρίτος,τέταρτος,τρίτοςτέταρτος
τίμιος,536.83804442992,637.999106408576,-0.690762665567731,-0.407430298337587,15.4046979953271,49.7542673276136,0.0713003009946627,0.152324633276147,52,51,3,1,45,47,46,47,2,0,0.978260869565217,1,53,51,2,1,40,46,47,47,1,0,0.851063829787234,0.978723404255319,45,47,101.161061978657,0.283332367230144,el,decent,honest,κόσμιος,τίμιος,κόσμιοςτίμιος
τίτλος,563.683431362833,555.883872343876,-0.60772788484711,-0.635011168522289,33.5794863193178,16.9932492166376,0.136229080865486,0.0638781807491156,53,50,0,0,51,47,51,47,0,0,1,1,53,50,0,0,51,47,51,47,0,0,1,1,51,47,-7.79955901895676,-0.0272832836751784,el,name,title,όνομα,τίτλος,όνοματίτλος
ταινία,612.371470581803,657.480954547774,-0.473125168685017,-0.331143257079959,49.2839996172002,39.0140911073631,0.131081393230968,0.114162752792369,54,50,0,0,51,44,51,45,0,0,1,0.977777777777778,53,50,1,0,49,36,50,45,1,0,0.98,0.8,51,44,45.1094839659704,0.141981911605058,el,porn,movie,πορνογραφία,ταινία,πορνογραφίαταινία
ταλέντο,563.231866631939,657.36786275582,-0.568778997427597,-0.307034561209281,24.9416005991152,40.6785794836502,0.0865030405827062,0.134740556273922,53,53,1,0,45,51,47,51,1,0,0.957446808510638,1,53,53,1,0,40,49,47,51,1,0,0.851063829787234,0.96078431372549,45,51,94.1359961238809,0.261744436218316,el,potential,talent,δυνητικός,ταλέντο,δυνητικόςταλέντο
ταχύτητα,508.96950943233,612.630636339672,-0.783371418760374,-0.4518211895693,14.5274541253468,46.4330581683155,0.0558490628463051,0.134944526126088,56,58,0,1,53,55,53,55,0,0,1,1,56,58,0,1,51,52,53,55,0,0,0.962264150943396,0.945454545454545,53,55,103.661126907342,0.331550229191074,el,distance,speed,απόσταση,ταχύτητα,απόστασηταχύτητα
τελετή,575.108377716531,633.610523806284,-0.477994770389901,-0.24017808633179,27.7094185123061,35.6294811645162,0.112896728811119,0.106561450172053,51,51,0,0,45,43,47,44,0,0,0.957446808510638,0.977272727272727,51,51,0,0,44,44,47,44,0,0,0.936170212765957,1,45,42,58.5021460897527,0.237816684058111,el,ritual,ceremony,τελετουργία,τελετή,τελετουργίατελετή
τελευταίος,659.527619991044,597.963080013528,-0.317191418776397,-0.434864379206766,54.7979226975623,22.7125428227212,0.162623370300387,0.0828910371213473,51,50,0,0,50,50,50,50,0,0,1,1,51,50,0,0,50,49,50,50,0,0,1,0.98,50,50,-61.5645399775159,-0.11767296043037,el,first,last,πρώτα,τελευταίος,πρώτατελευταίος
τελικά,586.586921571264,586.896176483883,-0.601365794115094,-0.515664304145887,25.3093166711599,21.8865300213993,0.073916189031869,0.0790186221079923,52,52,0,0,51,51,51,51,0,0,1,1,52,52,0,0,50,50,51,51,0,0,0.980392156862745,0.980392156862745,51,51,0.309254912618485,0.0857014899692063,el,finally,eventually,επιτέλους,τελικά,επιτέλουςτελικά
τεράστιος,580.322632664783,631.20130612871,-0.582108163958322,-0.209982566810874,19.8019626118226,28.4270248927612,0.0609601897819029,0.106042442454972,53,54,0,0,49,49,49,50,0,0,1,0.98,53,54,0,0,48,49,49,50,0,0,0.979591836734694,0.98,49,49,50.878673463927,0.372125597147447,el,big,huge,μεγάλο,τεράστιος,μεγάλοτεράστιος
τεχνητός,664.201282594402,728.141854246206,-0.225381182186969,-0.0974096381949375,54.6415375422649,47.1042874662349,0.152947112694045,0.127386288384214,52,51,1,0,46,48,48,49,1,0,0.958333333333333,0.979591836734694,52,51,1,0,44,49,48,49,1,0,0.916666666666667,1,46,48,63.9405716518038,0.127971543992031,el,natural,artificial,φυσικός,τεχνητός,φυσικόςτεχνητός
τεχνική,642.44028270485,628.223360003072,-0.24022225548677,-0.376016491544407,43.5850373645799,28.86124372737,0.151093931052326,0.0862442978942975,52,52,0,0,46,50,50,52,0,0,0.92,0.961538461538462,52,52,0,0,49,42,50,52,0,0,0.98,0.807692307692308,46,50,-14.2169227017775,-0.135794236057638,el,method,technique,μέθοδος,τεχνική,μέθοδοςτεχνική
τηλέφωνο,575.821187523196,550.845380003388,-0.615964354823592,-0.660170263096399,25.8832502498631,22.1137376531973,0.0840876403157214,0.0623977372301677,52,52,0,2,48,50,49,50,0,1,0.979591836734694,1,52,53,0,1,47,50,49,51,0,0,0.959183673469388,0.980392156862745,48,50,-24.9758075198076,-0.044205908272807,el,call,telephone,κλήση,τηλέφωνο,κλήσητηλέφωνο
τηλεόραση,597.363244896808,626.288760010983,-0.577521153528459,-0.387325558936268,28.7896079038072,32.0465580393786,0.0879676727733199,0.087499341107947,52,53,0,1,49,50,49,51,0,0,1,0.980392156862745,52,53,0,1,49,51,49,51,0,0,1,1,49,50,28.9255151141755,0.19019559459219,el,radio,television,ραδιόφωνο,τηλεόραση,ραδιόφωνοτηλεόραση
τιμή,535.150576924759,613.18827273665,-0.719544290627562,-0.491660961153904,17.7321926289229,46.7429683727202,0.0560122239029665,0.103625662693536,52,51,0,2,52,44,52,44,0,1,1,1,52,52,0,1,51,43,52,45,0,0,0.980769230769231,0.955555555555556,52,44,78.0376958118914,0.227883329473658,el,value,price,αξία,τιμή,αξίατιμή
τιμή.1,622.889441871965,585.031961524614,-0.414893944854636,-0.506529028595553,29.8973505111188,16.9023729346199,0.0830468719572521,0.0620705408733069,51,52,0,0,43,52,44,52,0,0,0.977272727272727,1,50,51,1,1,42,49,44,51,0,1,0.954545454545455,0.96078431372549,43,52,-37.8574803473506,-0.0916350837409171,el,privilege,honor,προνόμιο,τιμή,προνόμιοτιμή
τιμιότητα,634.286291682746,700.071921571112,-0.348807490690096,-0.088893472415328,21.2210606894464,37.213396416295,0.0583963071700382,0.0984286702504443,52,55,0,1,48,51,49,52,0,1,0.979591836734694,0.980769230769231,52,55,0,1,47,52,49,52,0,1,0.959183673469388,1,48,51,65.7856298883655,0.259914018274768,el,loyalty,honesty,αφοσίωση,τιμιότητα,αφοσίωσητιμιότητα
τομή,684.74052175406,652.225333332931,-0.273565538650553,-0.154972335973139,44.4953126748639,34.5275513054269,0.14601330834304,0.122894044282208,51,53,0,0,46,48,48,50,0,0,0.958333333333333,0.96,51,53,0,0,42,47,48,50,0,0,0.875,0.94,46,48,-32.515188421129,0.118593202677414,el,tear,cut,σχίσιμο,τομή,σχίσιμοτομή
τοπικός,578.863804337249,671.089411782661,-0.446410019785275,-0.0843430530820417,23.444054948418,44.2011766189767,0.0810715945506568,0.191136220323488,51,54,0,0,46,51,46,52,0,0,1,0.980769230769231,51,54,0,0,46,50,46,52,0,0,1,0.961538461538462,46,51,92.2256074454126,0.362066966703234,el,regional,local,περιφερειακό,τοπικός,περιφερειακότοπικός
τοποθεσία,624.95645831697,609.1900408334,-0.409306026850437,-0.404415169742309,37.3749820546349,20.3040512015462,0.112294400144951,0.0684935820880497,53,50,0,1,48,49,49,50,0,0,0.979591836734694,0.98,53,50,0,1,47,50,49,50,0,0,0.959183673469388,1,48,49,-15.7664174835708,0.00489085710812776,el,place,location,θέση,τοποθεσία,θέσητοποθεσία
τουαλέτα,646.830980756048,595.293104171975,-0.263449604684343,-0.400621902836318,37.5053667252478,18.728234736984,0.12609892212028,0.0771392751416917,56,50,1,0,52,48,52,49,0,0,1,0.979591836734694,56,50,1,0,38,49,52,49,0,0,0.730769230769231,1,52,48,-51.5378765840727,-0.137172298151975,el,shower,bathroom,ντους,τουαλέτα,ντουςτουαλέτα
τρία,596.979469403179,615.575466660213,-0.550069426006978,-0.431999381379925,36.6478011446893,44.2902889026382,0.122865496900626,0.187428119091147,52,50,0,1,49,45,49,45,0,1,1,1,52,50,0,1,48,43,49,45,0,1,0.979591836734694,0.955555555555556,49,45,18.5959972570345,0.118070044627052,el,one,three,ένας,τρία,έναςτρία
τρίγωνο,546.523688881435,565.55655320191,-0.667748844245019,-0.594352504798396,20.4126699799887,20.4520574844014,0.0724511952334521,0.0667919749629967,52,51,1,1,45,47,45,48,1,1,1,0.979166666666667,53,51,0,1,46,46,46,48,0,1,1,0.958333333333333,45,47,19.0328643204748,0.0733963394466233,el,circle,triangle,κύκλος,τρίγωνο,κύκλοςτρίγωνο
τρίτη,552.173000002949,562.480450984873,-0.745495985239565,-0.632531472820777,27.5274819413645,20.1988808066954,0.0795276176074644,0.0657366586691547,51,53,0,4,48,51,48,53,0,1,1,0.962264150943396,51,55,0,2,45,51,48,54,0,0,0.9375,0.944444444444444,48,51,10.3074509819232,0.112964512418788,el,monday,tuesday,δευτέρα,τρίτη,δευτέρατρίτη
τραβήξτε,561.967428548406,701.089607823715,-0.576870356797949,-0.144127005802757,22.1552204820489,26.5355547101336,0.0769713214948005,0.0870756079848177,51,53,1,1,49,51,49,52,1,1,1,0.980769230769231,51,53,1,1,44,45,49,52,1,1,0.897959183673469,0.865384615384615,49,51,139.122179275309,0.432743350995193,el,push,pull,σπρώξτε,τραβήξτε,σπρώξτετραβήξτε
τραγικός,654.68853059309,568.642404251842,-0.336599044626787,-0.575518850621679,40.1913226032012,15.6687250162834,0.159879297202939,0.0534115519213252,52,51,0,0,49,47,49,48,0,0,1,0.979166666666667,52,51,0,0,46,48,49,48,0,0,0.938775510204082,1,49,47,-86.0461263412473,-0.238919805994892,el,sad,tragic,λυπημένος,τραγικός,λυπημένοςτραγικός
τραγούδι,551.217702111546,584.217419990786,-0.612295135898615,-0.545521428175309,29.6968736652655,32.3994013493644,0.102638513468192,0.121396378722596,50,54,0,0,47,50,47,51,0,0,1,0.980392156862745,50,54,0,0,45,51,47,51,0,0,0.957446808510638,1,47,50,32.9997178792397,0.0667737077233062,el,album,song,άλμπουμ,τραγούδι,άλμπουμτραγούδι
τρελός,604.7418490693,557.082122443341,-0.47535812801638,-0.574090100658152,31.5510498539036,25.2541120920417,0.106058828721997,0.0903187132093874,53,52,0,1,53,49,53,49,0,0,1,1,53,52,0,1,51,47,53,49,0,0,0.962264150943396,0.959183673469388,53,49,-47.659726625959,-0.0987319726417722,el,paranoid,crazy,παρανοϊκός,τρελός,παρανοϊκόςτρελός
τριγύρω,589.349300012308,673.294603766604,-0.474683080184857,-0.200334127531121,20.1407689067404,34.747308736096,0.0750534358035862,0.109112125006331,55,57,0,0,50,53,51,55,0,0,0.980392156862745,0.963636363636364,55,57,0,0,49,55,51,55,0,0,0.96078431372549,1,50,53,83.9453037542967,0.274348952653736,el,round,around,γύρω,τριγύρω,γύρωτριγύρω
τριπλό,531.486404255867,722.15135555122,-0.684455522902477,0.152653620519527,23.5878941525065,45.0099708880644,0.0824478793080474,0.155103836204434,52,51,0,1,47,46,48,50,0,0,0.979166666666667,0.92,52,49,0,3,47,42,48,48,0,2,0.979166666666667,0.875,47,45,190.664951295352,0.837109143422004,el,double,triple,διπλό,τριπλό,διπλότριπλό
τρομάζω,572.526936164577,578.807520815922,-0.554013380417281,-0.398865584192454,22.5841971023472,23.8998522644058,0.0746846557682739,0.107226078894853,51,52,0,1,47,48,47,49,0,0,1,0.979591836734694,51,52,0,1,46,48,47,49,0,0,0.978723404255319,0.979591836734694,47,48,6.28058465134541,0.155147796224827,el,alert,alarm,συναγερμός,τρομάζω,συναγερμόςτρομάζω
τρομάζω.1,541.381833367994,568.10686280486,-0.64969247226291,-0.597364867769381,18.6141909091165,27.1134357065268,0.0671228083910793,0.0861158783812645,52,52,1,1,48,51,49,51,0,0,0.979591836734694,1,52,52,1,1,47,49,49,51,0,0,0.959183673469388,0.96078431372549,48,51,26.7250294368658,0.0523276044935287,el,scare,frighten,φόβος,τρομάζω,φόβοςτρομάζω
τροχιά,623.999749996947,685.165130440109,-0.399213146448584,-0.154815385996721,42.2431687092167,38.0474330385466,0.140167992077383,0.118284743322195,51,51,0,0,44,46,46,47,0,0,0.956521739130435,0.978723404255319,51,51,0,0,45,45,46,47,0,0,0.978260869565217,0.957446808510638,44,46,61.1653804431618,0.244397760451863,el,planet,orbit,πλανήτης,τροχιά,πλανήτηςτροχιά
τρύπα,554.276647043918,569.376826913932,-0.588683610533051,-0.608427479256723,22.4898381651567,30.185045873069,0.0874992550169648,0.0805710560018743,53,52,1,0,52,52,53,52,0,0,0.981132075471698,1,52,52,2,0,44,52,52,52,1,0,0.846153846153846,1,51,52,15.1001798700137,-0.0197438687236714,el,crack,hole,ρωγμή,τρύπα,ρωγμήτρύπα
τρώω,692.734062504902,560.59378721858,-0.101577322192627,-0.556677262247306,40.5459836725942,20.4041929699552,0.16815714631415,0.0689118205991956,51,50,0,1,48,47,48,47,0,1,1,1,50,50,1,1,38,45,47,47,1,1,0.808510638297872,0.957446808510638,48,47,-132.140275286321,-0.455099940054679,el,feed,eat,ταίζω,τρώω,ταίζωτρώω
τσάντα,555.629094342234,602.949458340533,-0.669851379444655,-0.426622027974704,18.5481095604482,24.5459994263071,0.0632086945836838,0.0877695661370774,59,50,0,0,53,48,55,48,0,0,0.963636363636364,1,59,50,0,0,53,48,55,48,0,0,0.963636363636364,1,53,48,47.3203639982988,0.243229351469951,el,box,bag,κουτί,τσάντα,κουτίτσάντα
τσίρκο,569.887387773063,647.889960045753,-0.477801012349361,-0.301285628511148,20.4064693245484,32.2451364742998,0.0667605294022071,0.0935922870533662,52,54,2,2,49,50,49,50,0,1,1,1,52,55,2,1,49,51,49,51,0,0,1,1,49,50,78.0025722726898,0.176515383838212,el,zoo,circus,ζωολογικός κήπος,τσίρκο,ζωολογικός κήποςτσίρκο
τσιγάρο,580.773509819698,604.213653027298,-0.554589498242119,-0.333472509758663,25.2388639304602,21.2984361069208,0.0870808904511611,0.0837206976936,54,52,0,0,51,49,51,49,0,0,1,1,54,52,0,0,50,44,51,49,0,0,0.980392156862745,0.897959183673469,51,49,23.4401432076002,0.221116988483456,el,tobacco,cigarette,καπνός,τσιγάρο,καπνόςτσιγάρο
τυρί,502.127458338989,587.330729166132,-0.834495281982036,-0.491688390867159,14.9736150641658,26.6634364589554,0.0539706779671728,0.0883857477796372,53,52,1,0,48,48,50,48,0,0,0.96,1,53,52,1,0,48,47,50,48,0,0,0.96,0.979166666666667,48,48,85.2032708271431,0.342806891114877,el,bread,cheese,ψωμί,τυρί,ψωμίτυρί
τύπος,553.963115349547,572.543999974567,-0.674857834452255,-0.604573961206782,19.5296963012399,19.5789277657593,0.0630430110238439,0.0668452412164136,53,52,0,0,52,50,52,50,0,0,1,1,53,52,0,0,51,50,52,50,0,0,0.980769230769231,1,52,50,18.5808846250202,0.0702838732454731,el,button,press,κουμπί,τύπος,κουμπίτύπος
υδρογόνο,724.01224998491,724.86595453536,-0.148351162854831,-0.0426146345607234,41.2058089352764,45.816843258421,0.129113823220805,0.156621724496494,51,52,0,0,48,44,49,47,0,0,0.979591836734694,0.936170212765957,51,52,0,0,49,47,49,47,0,0,1,1,48,44,0.853704550449834,0.105736528294108,el,carbon,hydrogen,άνθρακας,υδρογόνο,άνθρακαςυδρογόνο
υιός,695.991600006386,854.693833343478,-0.0798792157920354,0.361654776697384,32.6859221816016,75.8884023673656,0.124735443362301,0.222116192113367,53,51,1,0,45,42,50,45,1,0,0.9,0.933333333333333,53,51,1,0,49,44,50,45,1,0,0.98,0.977777777777778,45,42,158.702233337092,0.441533992489419,el,daughter,son,κόρη,υιός,κόρηυιός
υπέροχο,563.906480010094,585.052099973778,-0.654474364053393,-0.562459624272266,19.125088616179,29.186159662572,0.0592308316345997,0.0839307826108792,52,51,0,0,50,50,51,50,0,0,0.980392156862745,1,52,51,0,0,51,48,51,50,0,0,1,0.96,50,50,21.1456199636842,0.0920147397811268,el,nice,lovely,όμορφη,υπέροχο,όμορφηυπέροχο
υπαινίσομαι,1221.31115789417,1014.65337838024,1.43149923465974,1.02915127017291,103.434456716633,64.2814414749311,0.262574905884625,0.214515804289983,51,51,1,0,38,37,47,46,1,0,0.808510638297872,0.804347826086957,52,51,0,0,46,46,48,46,0,0,0.958333333333333,1,38,37,-206.65777951393,-0.402347964486826,el,propose,suggest,προτείνω,υπαινίσομαι,προτείνωυπαινίσομαι
