target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,sl_cue,sl_target,sl_word_combo,unrelated_sl_cue
občutljiv,406.100000011909,731.599999928462,-0.97743596755248,-0.315483266210201,,218.737731134172,,0.506147272856152,1,4,0,0,1,4,1,4,0,0,1,1,1,4,0,0,1,4,1,4,0,0,1,1,1,4,325.499999916553,0.661952701342279,sl,delicate,sensitive,delikaten,občutljiv,delikatenobčutljiv,original
ocean,549.799999976181,752.399999952293,-0.904267239976411,-0.0522820996240528,,,,,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,202.599999976112,0.851985140352358,sl,sea,ocean,morje,ocean,morjeocean,profil
odbor,523.599999952305,504.633333222067,-0.296820520447077,-0.5103253798618,,52.220440835804,,0.24585581384649,1,3,0,0,1,3,1,3,0,0,1,1,1,3,0,0,1,3,1,3,0,0,1,1,1,3,-18.9666667302376,-0.213504859414722,sl,commission,committee,komisija,odbor,komisijaodbor,raj
oddajnik,685.190199990453,489.051000047708,-0.226560123653468,-1.03574757660071,116.705062378242,,0.188742929997863,,5,1,0,0,5,1,5,1,0,0,1,1,5,1,0,0,4,1,5,1,0,0,0.8,1,5,1,-196.139199942745,-0.809187452947242,sl,sensor,transmitter,senzor,oddajnik,senzoroddajnik,žalosten
odhod,465.841000035754,704.275599961853,-0.888561383751152,0.484438876035709,43.7599798889719,93.2455045428685,0.103482800253509,0.788715859106238,4,5,0,0,4,5,4,5,0,0,1,1,4,5,0,0,4,5,4,5,0,0,1,1,4,5,238.434599926099,1.37300025978686,sl,arrival,departure,prihod,odhod,prihododhod,svinjina
odkupnina,704,610,0.0141458879056181,-0.376707745372055,,,,,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,-94,-0.390853633277673,sl,kidnapper,ransom,ugrabitelj,odkupnina,ugrabiteljodkupnina,ming
odločnost,598.549999999756,539.099999999977,-0.217955471611288,-0.693015131876202,187.050000000221,,0.521486913273916,,2,1,0,0,2,1,2,1,0,0,1,1,2,1,0,0,2,1,2,1,0,0,1,1,2,1,-59.4499999997786,-0.475059660264914,sl,courage,determination,pogum,odločnost,pogumodločnost,veriga
odnos,,549.716800023837,,-0.638730727614786,,25.2776432384179,,0.106125335785939,,5,,0,,5,,5,,0,,1,,5,,0,,5,,5,,0,,1,,5,,,sl,opinion,attitude,mnenje,odnos,mnenjeodnos,živalski vrt
odobritev,658.633333321428,791.880500071524,-0.226163214060949,0.95483779726795,42.3287267774545,230.619500071526,0.217854449851616,1.44321432577765,4,2,0,0,3,2,3,2,0,0,1,1,4,2,0,0,3,2,3,2,0,0,1,1,3,2,133.247166750096,1.1810010113289,sl,permission,approval,dovoljenje,odobritev,dovoljenjeodobritev,glas
odpustitev,723.890000000014,,0.418457346279601,,218.109999999986,,0.687005058688587,,2,,0,,2,,2,,0,,1,,2,,0,,2,,2,,0,,1,,2,,,,sl,resignation,dismissal,odpoved,odpustitev,odpovedodpustitev,žlica
odsotnost,485.536999964243,736,-0.725757272438219,0.147202443915039,3.8579999642385,,0.122041991361741,,2,1,0,0,2,1,2,1,0,0,1,1,2,1,0,0,2,1,2,1,0,0,1,1,2,1,250.463000035757,0.872959716353257,sl,presence,absence,prisotnost,odsotnost,prisotnostodsotnost,zmaj
odstavek,,499.936666642898,,-0.599762018833928,,23.4903315746135,,0.053449882259342,,3,,0,,3,,3,,0,,1,,3,,0,,3,,3,,0,,1,,3,,,sl,section,paragraph,odsek,odstavek,odsekodstavek,hvaležen
odstraniti,510.329000190832,542.224500024051,-0.630387230626011,-0.640858034552425,,72.124499976344,,0.331109282015924,1,2,0,0,1,2,1,2,0,0,1,1,1,2,0,0,1,2,1,2,0,0,1,1,1,2,31.8954998332189,-0.0104708039264142,sl,eliminate,remove,izločiti,odstraniti,izločitiodstraniti,čebela
odziv,524.650000000023,662.94449998805,-0.775324265798013,-0.0691949984183002,139.149999976158,166.775500011921,0.284683379621563,0.44051980297995,2,2,0,0,2,2,2,2,0,0,1,1,2,2,0,0,2,2,2,2,0,0,1,1,2,2,138.294499988027,0.706129267379713,sl,answer,reply,odgovor,odziv,odgovorodziv,oko
ogaben,525.23549995305,530,-0.503870346541957,-0.690492291614609,84.2804999515795,,0.378263450132317,,2,1,0,0,2,1,2,1,0,0,1,1,2,1,0,0,2,1,2,1,0,0,1,1,2,1,4.76450004694948,-0.186621945072652,sl,dirty,disgusting,umazan,ogaben,umazanogaben,potres
ogledalo,,457.116666642833,,-0.862499821135356,,19.143080699233,,0.026281191848837,,3,,0,,3,,3,,0,,1,,3,,0,,3,,3,,0,,1,,3,,,sl,reflection,mirror,odsev,ogledalo,odsevogledalo,ideja
ograja,381.899999999441,,-0.842381464583195,,,,,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,,,sl,wall,fence,zid,ograja,zidograja,topiti se
ogrlica,533.150000047753,632.594599966629,-0.165197526659091,-0.228617006668334,44.7500000476135,47.0137690286289,0.306811911306756,0.355663232472099,2,5,0,0,2,5,2,5,0,0,1,1,2,5,0,0,2,3,2,5,0,0,1,0.6,2,5,99.4445999188757,-0.0634194800092426,sl,ring,necklace,prstan,ogrlica,prstanogrlica,okraj
ogromen,598.727000000014,578.869500083489,-0.368397052519446,-0.348997389953055,,64.8999874682858,,0.213688549214322,1,4,0,0,1,4,1,4,0,0,1,1,1,4,0,0,1,4,1,4,0,0,1,1,1,4,-19.8574999165253,0.0193996625663908,sl,big,huge,velik,ogromen,velikogromen,hči
oklep,490.100000047591,,-0.891111610805018,,,,,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,,,sl,shield,armor,ščit,oklep,ščitoklep,brutalen
okoli,513.5,617.099999999977,-1.03848974730952,-0.369784228468383,31.5,,0.205425069850155,,2,1,0,0,2,1,2,1,0,0,1,1,2,1,0,0,2,1,2,1,0,0,1,1,2,1,103.599999999977,0.66870551884114,sl,round,around,okrogel,okoli,okrogelokoli,gesta
okoli,513.5,617.099999999977,-1.03848974730952,-0.369784228468383,31.5,,0.205425069850155,,2,1,0,0,2,1,2,1,0,0,1,1,2,1,0,0,2,1,2,1,0,0,1,1,2,1,103.599999999977,0.66870551884114,sl,round,around,okrogel,okoli,okrogelokoli,uprava
okoli.1,451.087999854004,,-0.961577796259095,,47.48800014006,,0.032625099878674,,2,,0,,2,,2,,0,,1,,2,,0,,2,,2,,0,,1,,2,,,,sl,out,about,ven,okoli,venokoli,gesta
okoli.1,451.087999854004,,-0.961577796259095,,47.48800014006,,0.032625099878674,,2,,0,,2,,2,,0,,1,,2,,0,,2,,2,,0,,1,,2,,,,sl,out,about,ven,okoli,venokoli,uprava
oktober,412.150000071532,,-1.03129395188992,,29.1500000715315,,0.192737926081222,,2,,0,,2,,2,,0,,1,,2,,0,,2,,2,,0,,1,,2,,,,sl,september,october,september,oktober,septemberoktober,protistrup
okužba,569.650000047676,544.800000000047,-0.488412681719611,-0.437959482349509,74.4453594927416,70.1999999999535,0.269439711481825,0.0820418238539267,3,2,0,0,3,2,3,2,0,0,1,1,3,2,0,0,3,2,3,2,0,0,1,1,3,2,-24.8500000476295,0.0504531993701015,sl,virus,infection,virus,okužba,virusokužba,poveljnik
omaka,479.399999944376,,-0.543320674332008,,53.9767851976026,,0.365442889049523,,3,,0,,3,,3,,0,,1,,3,,0,,3,,3,,0,,1,,3,,,,sl,cream,sauce,krema,omaka,kremaomaka,priseči
omara,433.149999988091,,-0.821929255114096,,62.049999964249,,0.295798398168498,,2,,0,,2,,2,,0,,1,,2,,0,,2,,2,,0,,1,,2,,,,sl,cabinet,closet,kabinet,omara,kabinetomara,prepoznati
operacija,652.599999976112,750.772499988117,-0.532604619497553,0.419343186802159,,102.77249998806,,0.806988887559853,1,2,0,0,1,2,1,2,0,0,1,1,1,2,0,0,1,2,1,2,0,0,1,1,1,2,98.1725000120055,0.951947806299712,sl,operate,surgery,operirati,operacija,operiratioperacija,vtis
opis,399.051000047708,,-1.45325444226827,,,,,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,,,sl,profile,description,profil,opis,profilopis,država
opravičiti,594.80000001192,613.515999999992,-0.597302617165937,-0.190475292612435,109.099999940488,41.8067345916537,0.311597248810733,0.228169825802621,2,5,0,0,2,5,2,5,0,0,1,1,2,5,0,0,2,4,2,5,0,0,1,0.8,2,5,18.7159999880711,0.406827324553502,sl,forgive,excuse,odpustiti,opravičiti,odpustitiopravičiti,zdrav
opremiti,670.588749952338,626.699999928494,-0.0388329295084281,-0.454533755495634,85.1227728620894,55.0598764791587,0.151373399370718,0.249837812617675,4,3,0,0,4,3,4,3,0,0,1,1,4,3,0,0,4,3,4,3,0,0,1,1,4,3,-43.8887500238438,-0.415700825987206,sl,equipment,equip,oprema,opremiti,opremaopremiti,zunaj
oranžna,692.5,,-0.0728518686677658,,,,,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,,,sl,green,orange,zelena,oranžna,zelenaoranžna,preprečiti
orbita,,902.966666682564,,0.289854454392101,,226.308066769822,,0.437003409818075,,4,,0,,3,,4,,0,,0.75,,4,,0,,3,,4,,0,,0.75,,3,,,sl,planet,orbit,planet,orbita,planetorbita,aspirin
organizirati,,553.812000047677,,-0.625094413370578,,53.1951081768527,,0.137557274345878,,3,,0,,3,,3,,0,,1,,3,,0,,3,,3,,0,,1,,3,,,sl,arrange,organize,urediti,organizirati,ureditiorganizirati,ventil
oropati,493.918666662707,711.166800009523,-0.775349596587074,-0.100372226281823,35.6439148886712,155.465001413729,0.300570650098018,0.436451789907133,6,5,0,0,6,5,6,5,0,0,1,1,6,5,0,0,6,4,6,5,0,0,1,0.8,6,5,217.248133346817,0.67497737030525,sl,steal,rob,krasti,oropati,krastioropati,absolutno
orožarna,676.19999999972,618.299999952316,-0.247238126977064,-0.114995502477863,92.2161771782063,,0.100269171601696,,3,2,0,0,3,1,3,2,0,0,1,0.5,3,2,0,0,1,2,3,2,0,0,0.333333333333333,1,3,1,-57.9000000474042,0.132242624499201,sl,arsenal,armory,arzenal,orožarna,arzenalorožarna,božič
orožje,465.29999989667,535.422999904651,-0.957589015004175,-0.566367553576788,10.0776980643885,81.823000095392,0.19008713338936,0.101653289802388,3,2,0,0,3,2,3,2,0,0,1,1,3,2,0,0,3,2,3,2,0,0,1,1,3,2,70.1230000079813,0.391221461427387,sl,pistol,weapon,pištola,orožje,pištolaorožje,plus
osamljen,621.999999968219,647.189999996866,-0.569333476750141,-0.413218068375538,35.2751092338243,33.0263950009148,0.0902275816950644,0.123885263342991,3,4,0,0,3,4,3,4,0,0,1,1,3,4,0,0,3,4,3,4,0,0,1,1,3,4,25.1900000286477,0.156115408374603,sl,alone,lonely,sam,osamljen,samosamljen,lazanja
osebek,623,424.945333333298,-0.414258294040388,-0.878936166553754,,25.6869938900894,,0.0682956920135502,1,3,0,0,1,3,1,3,0,0,1,1,1,3,0,0,1,3,1,3,0,0,1,1,1,3,-198.054666666702,-0.464677872513367,sl,object,subject,predmet,osebek,predmetosebek,avtogram
osredotočiti se,715.300000011921,669.220399979735,0.16847400615758,0.132617174396269,92.699999988079,29.7447171229757,0.278105688778655,0.232789037296447,2,5,0,0,2,5,2,5,0,0,1,1,2,5,0,0,2,5,2,5,0,0,1,1,2,5,-46.0796000321861,-0.0358568317613105,sl,focus,concentrate,fokus,osredotočiti se,fokusosredotočiti se,šminka
ostati,561.899999713874,598,0.0384894809268594,-0.572425090180947,,,,,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,36.100000286126,-0.610914571107806,sl,stay,remain,obstati,ostati,obstatiostati,zlat
ostrostrelec,,608.345666698471,,-0.374832792735214,,75.3537435778922,,0.0305914551075938,,3,,0,,3,,3,,0,,1,,3,,0,,3,,3,,0,,1,,3,,,sl,shooter,sniper,strelec,ostrostrelec,strelecostrostrelec,osvoboditi
osvežiti,442.400000023889,613.062000047707,-0.961424966666486,0.0665617699197161,10.3000000237955,11.0579999522885,0.164168191045576,0.440091523004905,2,2,0,0,2,2,2,2,0,0,1,1,2,2,0,0,2,1,2,2,0,0,1,0.5,2,2,170.662000023818,1.0279867365862,sl,fresh,refresh,svež,osvežiti,svežosvežiti,odpoved
otrok,707.295499904664,477.738499809173,-0.40228952144114,-0.974777450201559,227.095499999937,89.461499904632,0.960050593850433,0.0024216463006424,2,2,0,0,2,2,2,2,0,0,1,1,2,2,0,0,2,2,2,2,0,0,1,1,2,2,-229.55700009549,-0.572487928760419,sl,baby,child,dojenček,otrok,dojenčekotrok,območje
otroštvo,613.213500142738,530.162499964296,-0.508767571690196,-0.585442249521771,144.58649985661,4.56249996420252,0.238461442574522,0.162150483744527,3,2,0,0,2,2,3,2,0,0,0.666666666666667,1,3,2,0,0,3,2,3,2,0,0,1,1,2,2,-83.051000178442,-0.076674677831575,sl,youth,childhood,mladost,otroštvo,mladostotroštvo,zakon
očarljiv,589.37550000001,,-0.464993843227332,,36.6755000476695,,0.064784495475989,,2,,0,,2,,2,,0,,1,,2,,0,,2,,2,,0,,1,,2,,,,sl,attractive,charming,privlačen,očarljiv,privlačenočarljiv,spredaj
oče,467.03333336468,,-0.794531349347853,,37.1281713891337,,0.0962510721840471,,3,,0,,3,,3,,0,,1,,3,,0,,3,,3,,0,,1,,3,,,,sl,mother,father,mati,oče,matioče,hrepenenje
očitno,367.54999999996,,-1.01327583586039,,4.3499999999475,,0.136117655164741,,2,,0,,2,,2,,0,,1,,2,,0,,2,,2,,0,,1,,2,,,,sl,clearly,obviously,jasno,očitno,jasnoočitno,narednik
očka,534.733000029853,529.964999961288,-0.823174739393426,-0.84073364703982,120.233000065622,47.6647657090556,0.465049588290389,0.11237381966589,2,4,0,0,2,4,2,4,0,0,1,1,2,4,0,0,2,4,2,4,0,0,1,1,2,4,-4.76800006856479,-0.0175589076463936,sl,uncle,dad,stric,očka,stricočka,zgoditi se
paket,552.649999999208,,-0.761475258426205,,119.649999999208,,0.217132062916356,,2,,0,,2,,2,,0,,1,,2,,0,,2,,2,,0,,1,,2,,,,sl,envelope,package,ovojnica,paket,ovojnicapaket,dramatičen
palec,394.300000011863,,-1.0781311876866,,49.200000011886,,0.242971007881745,,2,,0,,2,,2,,0,,1,,2,,0,,2,,2,,0,,1,,2,,,,sl,finger,thumb,prst,palec,prstpalec,veličanstvo
paluba,749.234999976179,916.699999952223,0.191371041837996,1.11439316915901,110.645040954712,,0.360165419990855,,6,2,0,0,4,1,6,2,0,0,0.666666666666667,0.5,6,2,0,0,6,2,6,2,0,0,1,1,4,1,167.464999976044,0.923022127321015,sl,cabin,deck,kabina,paluba,kabinapaluba,aktiven
paradižnik,623,721.878250011912,-0.322653519493228,-0.326099407245998,,130.38167380528,,0.435562864195009,1,4,0,0,1,4,1,4,0,0,1,1,1,4,0,0,1,4,1,4,0,0,1,1,1,4,98.8782500119122,-0.00344588775277083,sl,potato,tomato,krompir,paradižnik,krompirparadižnik,boj
paranormalen,862.899999809262,,2.00210543541263,,,,,,1,,0,,1,,1,,0,,1,,1,,0,,0,,1,,0,,0,,1,,,,sl,supernatural,paranormal,nadnaraven,paranormalen,nadnaravenparanormalen,mati
parfum,576.454999982496,361,-0.514922987159161,-0.915064801259671,31.101561986509,,0.125350882631696,,4,1,0,0,4,1,4,1,0,0,1,1,4,1,0,0,4,1,4,1,0,0,1,1,4,1,-215.454999982496,-0.40014181410051,sl,lipstick,perfume,šminka,parfum,šminkaparfum,nočna mora
pastila,,684.413000095403,,-0.274913868152748,,,,,,2,,0,,1,,2,,0,,0.5,,2,,0,,2,,2,,0,,1,,1,,,sl,tablet,pill,tableta,pastila,tabletapastila,odpuščanje
patetičen,761.672800019092,835.299999964246,0.021275258529671,0.402741375250062,78.0985932770179,213.900000011953,0.247559665098438,0.504965078525354,5,2,0,0,5,2,5,2,0,0,1,1,5,2,0,0,5,2,5,2,0,0,1,1,5,2,73.6271999451541,0.381466116720391,sl,miserable,pathetic,nesrečen,patetičen,nesrečenpatetičen,okus
patruljirati,1037.30699988057,699.768999952357,1.20371185895136,0.233620183557417,373.123213740929,,0.89983904017221,,3,2,0,0,3,1,3,2,0,0,1,0.5,3,2,0,0,3,2,3,2,0,0,1,1,3,1,-337.537999928211,-0.970091675393941,sl,guard,patrol,stražiti,patruljirati,stražitipatruljirati,desna
pekel,458.679999999993,483.131000000052,-0.577082166957323,-0.628647398590726,,,,,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,24.451000000059,-0.051565231633403,sl,paradise,hell,raj,pekel,rajpekel,dovoliti
penis,513.066666698452,699.191999988048,-0.732557095723641,0.321041314149103,27.1146536660816,,0.0708353255419399,,3,1,0,0,3,1,3,1,0,0,1,1,3,1,0,0,3,1,3,1,0,0,1,1,3,1,186.125333289596,1.05359840987274,sl,vagina,penis,vagina,penis,vaginapenis,zamenjati
pero,600.024500023836,512.569333325761,-0.430447532763386,-0.556208659677575,152.12449997614,80.8414770276596,0.47759807398952,0.246562526255602,3,3,0,0,2,3,3,3,0,0,0.666666666666667,1,3,3,0,0,3,3,3,3,0,0,1,1,2,3,-87.4551666980742,-0.125761126914189,sl,paper,pen,papir,pero,papirpero,marinec
perspektiva,826.20299999998,,1.11241881789278,,,,,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,,,sl,view,perspective,pogled,perspektiva,pogledperspektiva,september
pesek,544.114333319556,,-0.550479676132425,,15.21187229795,,0.150100458996247,,3,,0,,3,,3,,0,,1,,3,,0,,3,,3,,0,,1,,3,,,,sl,mud,sand,blato,pesek,blatopesek,plačanec
pesem,605.462500000024,557.600000000093,-0.507425787195127,-0.639513675129637,69.5374999999765,,0.0620856370515613,,2,1,0,0,2,1,2,1,0,0,1,1,2,1,0,0,2,1,2,1,0,0,1,1,2,1,-47.8624999999305,-0.132087887934509,sl,album,song,album,pesem,albumpesem,idealen
pesem,605.462500000024,557.600000000093,-0.507425787195127,-0.639513675129637,69.5374999999765,,0.0620856370515613,,2,1,0,0,2,1,2,1,0,0,1,1,2,1,0,0,2,1,2,1,0,0,1,1,2,1,-47.8624999999305,-0.132087887934509,sl,album,song,album,pesem,albumpesem,pacient
pesem.1,532.308750029813,,-0.596996722916966,,88.2126389908539,,0.325784620933323,,4,,0,,4,,4,,0,,1,,4,,0,,4,,4,,0,,1,,4,,,,sl,text,poem,besedilo,pesem,besedilopesem,idealen
pesem.1,532.308750029813,,-0.596996722916966,,88.2126389908539,,0.325784620933323,,4,,0,,4,,4,,0,,1,,4,,0,,4,,4,,0,,1,,4,,,,sl,text,poem,besedilo,pesem,besedilopesem,pacient
pijan,539.599999857194,395.721000095393,-0.407608055531363,-0.975290270119785,16.4000001432725,24.978999904619,0.193632628104651,0.0461955670491435,2,2,0,0,2,2,2,2,0,0,1,1,2,2,0,0,2,2,2,2,0,0,1,1,2,2,-143.878999761801,-0.567682214588422,sl,sober,drunk,trezen,pijan,trezenpijan,orodje
pisanje,552.618428566302,466.406666666696,-0.742713824693302,-0.75256451260987,51.2201296742176,3.90598401315171,0.181248704207218,0.135565381933603,7,3,0,0,7,3,7,3,0,0,1,1,7,3,0,0,7,3,7,3,0,0,1,1,7,3,-86.2117618996056,-0.00985068791656807,sl,reading,writing,branje,pisanje,branjepisanje,dobiček
pisarna,422.523999976169,521.822499904622,-0.867464544428778,-0.317755694703467,,49.8775000000165,,0.420176859093614,1,2,0,0,1,2,1,2,0,0,1,1,1,2,0,0,1,2,1,2,0,0,1,1,1,2,99.2984999284525,0.549708849725311,sl,desk,office,pisalna miza,pisarna,pisalna mizapisarna,brati
pisatelj,447.122000019066,,-0.940897711300814,,47.4524560399079,,0.203284343160429,,5,,0,,5,,5,,0,,1,,5,,0,,5,,5,,0,,1,,5,,,,sl,poet,writer,pesnik,pisatelj,pesnikpisatelj,puška
pisati,544.855999988068,501.149999976158,-0.449537399067302,-1.0743533612092,43.8836174715868,116.050000071525,0.155240664513931,0.0405368929751916,4,2,0,0,4,2,4,2,0,0,1,1,4,2,0,0,4,2,4,2,0,0,1,1,4,2,-43.7060000119091,-0.624815962141902,sl,read,write,brati,pisati,bratipisati,izbira
pivo,619.599999999976,478.910333428716,-0.498400385466981,-0.725981127291021,18.5999999999765,37.1250546944865,0.206025275650309,0.132979701693265,2,3,0,0,2,3,2,3,0,0,1,1,2,3,0,0,2,3,2,3,0,0,1,1,2,3,-140.68966657126,-0.22758074182404,sl,drink,beer,pijača,pivo,pijačapivo,kamp
pištola,,756.800000095362,,1.58610801843763,,,,,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,,sl,rifle,gun,puška,pištola,puškapištola,ritem
piščalka,624.750000047672,520.478000023882,0.0757749725337722,-0.775974422392735,151.850000000035,6.25600002381549,0.789809056576215,0.055491501761965,3,2,0,0,2,2,3,2,0,0,0.666666666666667,1,3,2,0,0,3,2,3,2,0,0,1,1,2,2,-104.272000023789,-0.851749394926507,sl,horn,whistle,rog,piščalka,rogpiščalka,vesolje
plamen,545.259500002896,,-0.301367886624586,,112.459500003082,,0.364000092936661,,2,,0,,2,,2,,0,,1,,2,,0,,2,,2,,0,,1,,2,,,,sl,fire,flame,ogenj,plamen,ogenjplamen,aktovka
plastika,601.21249999979,456.948499905411,-0.153073176050713,-0.850142200641964,220.887499999837,69.748500096146,0.841562754809824,0.251048407974833,2,2,0,0,2,2,2,2,0,0,1,1,2,2,0,0,2,2,2,2,0,0,1,1,2,2,-144.264000094379,-0.697069024591251,sl,cement,plastic,cement,plastika,cementplastika,poskus
plavati,446.009999999951,632.80000004769,-1.05072267524113,-0.561414625895569,23.869999999937,,0.155743656173301,,2,1,0,0,2,1,2,1,0,0,1,1,2,1,0,0,2,1,2,1,0,0,1,1,2,1,186.790000047739,0.48930804934556,sl,drown,swim,utoniti,plavati,utonitiplavati,poročevalec
plača,605.299999952317,528.525500023854,-0.586666058077715,-0.877444320544581,25.7000000476835,77.474499976146,0.297276677586842,0.33458393267132,2,2,0,0,2,2,2,2,0,0,1,1,2,2,0,0,2,2,2,2,0,0,1,1,2,2,-76.7744999284625,-0.290778262466866,sl,pension,salary,pokojnina,plača,pokojninaplača,obrniti
plenilec,526.93433341283,746.413999904763,-1.00530255064547,0.189303240817242,79.2987352279403,212.008954526001,0.116863342337656,0.658428628991811,3,3,0,0,3,3,3,3,0,0,1,1,3,3,0,0,2,3,3,3,0,0,0.666666666666667,1,3,3,219.479666491933,1.19460579146272,sl,prey,predator,plen,plenilec,plenplenilec,ustnica
ples,519.32249999704,,-0.917390048010653,,55.1873778417279,,0.228082113504489,,4,,0,,4,,4,,0,,1,,4,,0,,4,,4,,0,,1,,4,,,,sl,dancer,dance,plesalec,ples,plesalecples,odvetnik
poceni,445.446000002907,,-0.988004644679912,,52.646000003093,,0.0560362512155372,,2,,0,,2,,2,,0,,1,,2,,0,,2,,2,,0,,1,,2,,,,sl,expensive,cheap,drag,poceni,dragpoceni,knjižnica
podgana,,604.260000023836,,-0.302113532029702,,86.2389293353368,,0.407631867941825,,3,,0,,3,,3,,0,,1,,3,,0,,3,,3,,0,,1,,3,,,sl,mouse,rat,miš,podgana,mišpodgana,zasebno
podjetnik,577.814333364921,547.453000002977,-0.765517634170374,-0.72219367575082,64.9595389558102,56.6632603673638,0.0873364594915105,0.225751770370183,3,4,0,0,3,4,3,4,0,0,1,1,3,4,0,0,3,4,3,4,0,0,1,1,3,4,-30.3613333619435,0.0433239584195545,sl,millionaire,entrepreneur,milijonar,podjetnik,milijonarpodjetnik,las
podpis,505.225500011918,,-1.07054648295684,,113.17449996424,,0.415180715530148,,2,,0,,2,,2,,0,,1,,2,,0,,2,,2,,0,,1,,2,,,,sl,stamp,signature,žig,podpis,žigpodpis,lunin
pogosto,489,,-0.97524415912317,,,,,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,,,sl,sometimes,often,včasih,pogosto,včasihpogosto,okej
pogreb,513.634499991036,809.241666634886,-0.591716186500245,0.295480070749196,55.764500014877,319.700999769237,0.104045969210218,1.0247922908735,2,3,0,0,2,3,2,3,0,0,1,1,2,3,0,0,2,3,2,3,0,0,1,1,2,3,295.60716664385,0.887196257249441,sl,coffin,funeral,krsta,pogreb,krstapogreb,delujoč
pogumen,801,496.20449998809,0.114447636800596,-0.55417163144877,,25.2854999642295,,0.0782016124024636,1,2,0,0,1,2,1,2,0,0,1,1,1,2,0,0,1,2,1,2,0,0,1,1,1,2,-304.79550001191,-0.668619268249366,sl,noble,brave,plemeniti,pogumen,plemenitipogumen,oblika
poizkus,,1115,,1.09516829348398,,,,,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,,sl,try,attempt,poskus,poizkus,poskuspoizkus,prikolica
poker,480.425500047684,424.051000047679,-1.02608840799335,-1.3372803129163,2.374499999976,,0.060687785522279,,2,1,0,0,2,1,2,1,0,0,1,1,2,1,0,0,2,1,2,1,0,0,1,1,2,1,-56.374500000005,-0.311191904922947,sl,gambling,poker,kockanje,poker,kockanjepoker,želodec
pokopališče,565.858333317679,,-0.491097384172881,,14.551203956167,,0.0685429179695158,,3,,0,,3,,3,,0,,1,,3,,0,,3,,3,,0,,1,,3,,,,sl,grave,cemetery,grob,pokopališče,grobpokopališče,nanesti
poldan,616.033333238137,741.500000000291,-0.585418677950527,0.118098339699494,51.5078096079976,,0.238071772938794,,3,1,0,0,3,1,3,1,0,0,1,1,3,1,0,0,3,1,3,1,0,0,1,1,3,1,125.466666762154,0.703517017650021,sl,midnight,noon,polnoč,poldan,polnočpoldan,vohun
politik,593.833000055631,,-0.470709590858307,,87.1635498146136,,0.172755407731272,,3,,0,,3,,3,,0,,1,,3,,0,,3,,3,,0,,1,,3,,,,sl,policy,politician,politika,politik,politikapolitik,najmanj
politika,543.712749988117,508.200000011944,-0.695903334979191,-0.568185078468678,37.0223362516035,,0.163167970099155,,4,1,0,0,4,1,4,1,0,0,1,1,4,1,0,0,4,1,4,1,0,0,1,1,4,1,-35.5127499761733,0.127718256510513,sl,journalism,politics,novinarstvo,politika,novinarstvopolitika,noht
političen,525.437749974662,537.353333349262,-0.796806055051374,-0.288569745034155,46.9388989689182,67.2369108129055,0.0573618422095353,0.358343678493255,4,3,0,0,4,3,4,3,0,0,1,1,4,3,0,0,4,3,4,3,0,0,1,1,4,3,11.9155833745998,0.508236310017219,sl,critical,political,kritičen,političen,kritičenpolitičen,metulj
polkovnik,630.759666670696,714.049999856943,-0.137308207999557,-0.472516165961867,134.226759411657,4.65000004766597,0.461895349516895,0.0159807671009963,3,3,0,0,3,2,3,2,0,0,1,1,3,3,0,0,3,2,3,2,0,0,1,1,3,2,83.290333186247,-0.33520795796231,sl,general,colonel,general,polkovnik,generalpolkovnik,svila
