target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,zh_cue,zh_target,zh_word_combo,unrelated_zh_cue
文明,533.7093555637,515.604079998379,-0.571659203855435,-0.656186739873826,49.2580554595694,14.2356934301233,0.176793475731985,0.0460492795044366,57,57,0,0,45,50,46,51,0,0,0.978260869565217,0.980392156862745,56,57,1,0,45,41,46,51,0,0,0.978260869565217,0.803921568627451,45,50,-18.1052755653208,-0.0845275360183918,zh,culture,civilization,文化,文明,文化文明,春日
文档,575.435461535092,560.246368422646,-0.463016443668165,-0.488428814563486,21.0176995838852,15.7439004914559,0.0608943549161893,0.0717906586525102,60,62,1,1,52,57,54,57,1,1,0.962962962962963,1,60,63,1,0,29,58,54,58,1,0,0.537037037037037,1,52,57,-15.1890931124461,-0.0254123708953209,zh,file,document,卷宗,文档,卷宗文档,赛场
斗士,621.145651173588,731.494449994516,-0.0648422779670691,0.0980493211358671,43.6632276597982,55.2937496415751,0.199228139266764,0.168157760242441,62,55,0,0,43,40,47,47,0,0,0.914893617021277,0.851063829787234,62,54,0,1,45,45,47,47,0,0,0.957446808510638,0.957446808510638,43,40,110.348798820928,0.162891599102936,zh,champion,fighter,冠军,斗士,冠军斗士,讲话
新娘,485.935983057083,594.801208332124,-0.737076827672495,-0.409721838291644,16.3095793969115,42.2180037734847,0.0575068791055769,0.102017910852162,75,62,1,2,59,48,60,48,0,1,0.983333333333333,1,75,63,1,1,59,43,60,49,0,0,0.983333333333333,0.877551020408163,59,48,108.865225275042,0.327354989380851,zh,groom,bride,新郎,新娘,新郎新娘,候选
新闻,558.926127651642,508.549660363666,-0.478548161063297,-0.61163954196368,44.3511763575911,22.440480856332,0.15852121333282,0.0730711070573284,63,56,1,1,47,53,47,53,0,0,1,1,63,56,1,1,45,53,47,53,0,0,0.957446808510638,1,47,53,-50.3764672879758,-0.133091380900383,zh,channel,news,频道,新闻,频道新闻,触发
旅馆,514.096450985105,539.689846141449,-0.632626037439027,-0.538174875403744,17.9041024462666,17.547071162048,0.0637696980430017,0.0809069331771735,64,56,0,0,51,52,52,52,0,0,0.980769230769231,1,64,56,0,0,51,52,52,52,0,0,0.980769230769231,1,51,52,25.5933951563435,0.0944511620352828,zh,hotel,motel,酒店,旅馆,酒店旅馆,酒精
旋转,579.596081637861,579.684764705668,-0.482865801977875,-0.479265119429998,39.7877101127691,29.9361515707448,0.129831250877491,0.0740510093030057,57,66,1,0,49,51,49,51,0,0,1,1,57,66,1,0,49,51,49,51,0,0,1,1,49,51,0.0886830678074375,0.00360068254787688,zh,turn,rotate,转动,旋转,转动旋转,阴谋
旋风,612.08753061713,686.424471734196,-0.22691053663423,0.0338784383342451,35.7344225478481,34.7424035111415,0.141325686816152,0.11482097996997,61,55,2,1,49,53,50,53,0,0,0.98,1,61,55,2,1,33,52,50,53,0,0,0.66,0.981132075471698,49,53,74.3369411170662,0.260788974968476,zh,hurricane,tornado,飓风,旋风,飓风旋风,叔叔
无名,730.371053581219,682.075999998004,0.0993951929341333,0.0144443786218623,51.0144823419918,31.1579211653104,0.177269206638333,0.109887485185196,74,58,1,1,56,43,58,45,0,0,0.96551724137931,0.955555555555556,75,58,0,1,56,43,58,45,0,0,0.96551724137931,0.955555555555556,56,43,-48.2950535832149,-0.084950814312271,zh,anonymous,unknown,匿名,无名,匿名无名,夜间
无法,569.720480773239,682.399042556018,-0.421143473310991,0.019264357643914,22.8195329324441,47.4773529847533,0.107241055307361,0.173766403375486,65,56,0,1,52,47,55,48,0,0,0.945454545454545,0.979166666666667,65,56,0,1,54,47,55,48,0,0,0.981818181818182,0.979166666666667,52,47,112.678561782779,0.440407830954905,zh,inability,unable,不会,无法,不会无法,突然
早晨,499.231437513771,531.917086962963,-0.702631383807396,-0.579506151254045,13.5250414869574,40.5857052627964,0.0509618323725565,0.127304098626647,53,54,0,1,48,46,48,46,0,0,1,1,53,54,0,1,47,43,48,46,0,0,0.979166666666667,0.934782608695652,48,46,32.6856494491921,0.123125232553351,zh,tomorrow,morning,明天,早晨,明天早晨,月份
早餐,590.006979590768,559.756571431961,-0.387330204293888,-0.553902576606607,36.492932968761,30.8481816639767,0.125930442892434,0.0715230563515274,58,57,0,0,49,43,49,44,0,0,1,0.977272727272727,58,57,0,0,47,42,49,44,0,0,0.959183673469388,0.954545454545455,49,42,-30.2504081588071,-0.166572372312719,zh,dinner,breakfast,晚饭,早餐,晚饭早餐,获得
时期,627.689092584966,600.222659088985,-0.151352885556308,-0.39739192869389,41.4060517214843,33.5472366003423,0.222346051302204,0.0978804494884879,66,55,0,1,55,44,57,47,0,0,0.964912280701754,0.936170212765957,66,55,0,1,51,44,57,47,0,0,0.894736842105263,0.936170212765957,54,44,-27.4664334959803,-0.246039043137582,zh,phase,period,阶段,时期,阶段时期,风险
昆虫,573.392717387379,545.399232560423,-0.418045851316156,-0.508965603803186,25.0901991703648,26.1024372848184,0.092150519440472,0.072147008457596,55,55,2,2,46,43,46,43,0,1,1,1,55,54,2,3,46,41,46,43,0,1,1,0.953488372093023,46,43,-27.993484826956,-0.0909197524870302,zh,spider,insect,蜘蛛,昆虫,蜘蛛昆虫,公文包
明亮,522.115456517163,565.069863637081,-0.597291519977783,-0.440487250352855,22.2743316677712,22.524228088631,0.0731837637170689,0.081299463072355,58,57,2,2,46,44,47,44,0,0,0.978723404255319,1,58,57,2,2,47,37,47,44,0,0,1,0.840909090909091,46,44,42.9544071199182,0.156804269624928,zh,shine,bright,闪耀,明亮,闪耀明亮,线人
明显,575.365787241628,601.497209301057,-0.481247059263844,-0.215193868817903,25.8824773669337,29.9105270016846,0.0967011305855208,0.122908787177377,59,53,1,1,47,43,48,43,1,0,0.979166666666667,1,59,54,1,0,46,43,48,43,1,0,0.958333333333333,1,47,43,26.1314220594289,0.266053190445941,zh,clearly,obviously,清楚,明显,清楚明显,测试
星期,602.809921567218,669.754232573071,-0.276685980080469,0.0100010257284757,38.2118092645838,49.7987461378742,0.116589407207599,0.188505753106076,58,55,1,1,51,44,53,44,0,0,0.962264150943396,1,58,55,1,1,52,41,53,44,0,0,0.981132075471698,0.931818181818182,51,43,66.9443110058527,0.286687005808944,zh,month,week,月份,星期,月份星期,项目
星系,632.991434804001,752.260413023131,-0.192617122554322,0.180368696239788,29.4616400449509,43.7609056368988,0.0943734923105214,0.164090441861718,60,67,1,0,46,46,53,52,0,0,0.867924528301887,0.884615384615385,61,67,0,0,50,48,53,52,0,0,0.943396226415094,0.923076923076923,46,46,119.26897821913,0.372985818794109,zh,universe,galaxy,宇宙,星系,宇宙星系,数数
昨天,514.65146511937,615.241021758853,-0.649172223780947,-0.300907806756186,30.3677889000226,31.8384222130048,0.0935816686933975,0.119379726637526,53,56,1,3,43,47,44,47,0,0,0.977272727272727,1,53,57,1,2,44,45,44,46,0,1,1,0.978260869565217,43,46,100.589556639483,0.348264417024761,zh,today,yesterday,今日,昨天,今日昨天,强壮
是的,524.34992683444,658.636952372894,-0.657348932979055,-0.164363263768624,15.5870771186371,53.442765944461,0.0695581716363449,0.175832673393237,95,51,0,1,82,42,85,43,0,0,0.964705882352941,0.976744186046512,95,51,0,1,82,41,85,43,0,0,0.964705882352941,0.953488372093023,82,42,134.287025538454,0.492985669210432,zh,okay,yeah,好的,是的,好的是的,移动
显微镜,564.864613630155,586.57111363581,-0.465757567127859,-0.418733215999555,32.9173486555065,18.0370949662608,0.0814897060880262,0.0534775807730518,54,53,1,0,44,44,44,45,0,0,1,0.977777777777778,54,53,1,0,44,44,44,45,0,0,1,0.977777777777778,44,44,21.7065000056543,0.0470243511283044,zh,telescope,microscope,望远镜,显微镜,望远镜显微镜,舞者
晚上,533.951428568629,527.34370690507,-0.558480304083915,-0.568591877425045,26.0003497148396,20.5851552811702,0.0785713014579053,0.0741415014197898,52,68,1,2,42,58,42,59,0,0,1,0.983050847457627,51,68,2,2,41,56,42,59,0,0,0.976190476190476,0.949152542372881,42,58,-6.607721663559,-0.0101115733411293,zh,night,evening,夜间,晚上,夜间晚上,方法
智能,582.630389840097,643.297999995907,-0.409771984843986,-0.23219590843418,29.292277004306,36.9679990606525,0.0942414197265891,0.116657991325873,66,55,2,0,59,45,60,45,0,0,0.983333333333333,1,66,55,2,0,60,34,60,45,0,0,1,0.755555555555556,59,45,60.6676101558093,0.177576076409806,zh,smart,intelligent,聪明,智能,聪明智能,男爵
曾经,546.417471709722,532.804156854865,-0.487993186430275,-0.638178869366647,29.7869130391887,25.300855794563,0.117820595065901,0.0670724749968582,64,58,0,1,53,51,53,53,0,1,1,0.962264150943396,63,59,1,0,46,52,52,54,1,0,0.884615384615385,0.962962962962963,53,51,-13.6133148548569,-0.150185682936372,zh,never,ever,绝不,曾经,绝不曾经,学生
最后,520.694053327184,570.615346178066,-0.708692840605658,-0.462438920546924,15.0754356516095,26.9098693853406,0.0551626262661767,0.0862589254695683,79,64,2,2,75,52,75,53,2,1,1,0.981132075471698,80,65,1,1,76,54,76,54,1,0,1,1,75,52,49.9212928508822,0.246253920058735,zh,first,last,第一,最后,第一最后,蜗牛
最后,520.694053327184,570.615346178066,-0.708692840605658,-0.462438920546924,15.0754356516095,26.9098693853406,0.0551626262661767,0.0862589254695683,79,64,2,2,75,52,75,53,2,1,1,0.981132075471698,80,65,1,1,76,54,76,54,1,0,1,1,75,52,49.9212928508822,0.246253920058735,zh,first,last,第一,最后,第一最后,番茄酱
最后.1,493.247279064655,538.529111151912,-0.736222459954018,-0.615899236957402,28.5525044693794,22.2099687381693,0.0741254798531886,0.0676624943920698,55,56,1,1,44,45,44,46,0,0,1,0.978260869565217,55,56,1,1,43,45,44,46,0,0,0.977272727272727,0.978260869565217,43,45,45.2818320872569,0.120323222996616,zh,final,ultimate,终于,最后,终于最后,蜗牛
最后.1,493.247279064655,538.529111151912,-0.736222459954018,-0.615899236957402,28.5525044693794,22.2099687381693,0.0741254798531886,0.0676624943920698,55,56,1,1,44,45,44,46,0,0,1,0.978260869565217,55,56,1,1,43,45,44,46,0,0,0.977272727272727,0.978260869565217,43,45,45.2818320872569,0.120323222996616,zh,final,ultimate,终于,最后,终于最后,番茄酱
最大,534.197106375495,636.583176460496,-0.649852709235165,-0.17328721640866,49.3730895986102,32.9416736986028,0.156998061024341,0.117294378629752,60,57,0,1,47,51,49,51,0,1,0.959183673469388,1,59,58,1,0,44,49,48,52,1,0,0.916666666666667,0.942307692307692,47,51,102.386070085001,0.476565492826505,zh,minimum,maximum,最小,最大,最小最大,夏日
最近,514.981893618815,616.569488894032,-0.614076805625618,-0.252095502748935,23.7022420802585,39.3789547626289,0.0823041114890118,0.124279903895733,58,53,0,0,47,45,47,45,0,0,1,1,58,53,0,0,44,45,47,45,0,0,0.936170212765957,1,47,45,101.587595275217,0.361981302876684,zh,just,recently,刚才,最近,刚才最近,公司
有效,515.631545446207,609.213770846817,-0.676654738123244,-0.372700282684082,18.8862472521939,37.0979430801575,0.0558644020064985,0.120631715228078,56,60,1,0,44,49,45,49,0,0,0.977777777777778,1,57,60,0,0,42,46,45,49,0,0,0.933333333333333,0.938775510204082,44,48,93.5822254006105,0.303954455439162,zh,useful,effective,有用,有效,有用有效,阻碍
有罪,678.347448285128,580.324926500304,-0.0740875902973652,-0.295276333256318,40.7300658603306,25.6815689235596,0.139170340002122,0.0994059059522376,70,76,0,1,58,68,60,69,0,0,0.966666666666667,0.985507246376812,69,76,1,1,56,68,60,69,0,0,0.933333333333333,0.985507246376812,58,68,-98.022521784824,-0.221188742958953,zh,innocent,guilty,清白,有罪,清白有罪,打扫
有趣,538.518102046913,576.049538464989,-0.503625823373809,-0.473923798512806,24.3827252323855,29.7715855327533,0.0962885802840915,0.102836896186387,60,62,2,3,49,52,49,52,0,1,1,1,61,63,1,2,47,51,49,52,0,1,0.959183673469388,0.980769230769231,49,52,37.5314364180759,0.0297020248610025,zh,exciting,interesting,兴奋,有趣,兴奋有趣,两个
有趣,538.518102046913,576.049538464989,-0.503625823373809,-0.473923798512806,24.3827252323855,29.7715855327533,0.0962885802840915,0.102836896186387,60,62,2,3,49,52,49,52,0,1,1,1,61,63,1,2,47,51,49,52,0,1,0.959183673469388,0.980769230769231,49,52,37.5314364180759,0.0297020248610025,zh,exciting,interesting,兴奋,有趣,兴奋有趣,红酒
有趣.1,534.752807697371,558.452083348704,-0.508952776591472,-0.428578781140115,29.6840209991326,15.3447940953907,0.153617168795995,0.0626741460863325,60,54,0,2,52,48,52,48,0,1,1,1,59,54,1,2,50,47,51,48,1,1,0.980392156862745,0.979166666666667,52,48,23.699275651333,0.0803739954513572,zh,witty,funny,机智,有趣,机智有趣,两个
有趣.1,534.752807697371,558.452083348704,-0.508952776591472,-0.428578781140115,29.6840209991326,15.3447940953907,0.153617168795995,0.0626741460863325,60,54,0,2,52,48,52,48,0,1,1,1,59,54,1,2,50,47,51,48,1,1,0.980392156862745,0.979166666666667,52,48,23.699275651333,0.0803739954513572,zh,witty,funny,机智,有趣,机智有趣,红酒
朋友,491.308744675241,505.634729176604,-0.73507266417688,-0.699588901576986,17.7592800249752,15.4115837453094,0.0544440440737861,0.0644963388084028,58,58,0,0,47,48,48,48,0,0,0.979166666666667,1,58,58,0,0,48,45,48,48,0,0,1,0.9375,47,48,14.3259845013633,0.0354837625998947,zh,colleague,friend,同事,朋友,同事朋友,有用
期待,551.423884609689,576.700931360216,-0.554054098710998,-0.458957191146797,28.1918346063367,26.0383407176238,0.0870945638965448,0.113303857318341,59,112,0,0,52,102,52,104,0,0,1,0.980769230769231,59,112,0,0,52,103,52,104,0,0,1,0.990384615384615,52,102,25.2770467505264,0.0950969075642013,zh,wait,expect,等待,期待,等待期待,新郎
朱丽叶,494.794235292138,804.985716036724,-0.707226542359042,0.442083491401309,14.7904013944349,39.5762688659297,0.0622597951675208,0.141280950527326,53,89,0,2,51,81,51,83,0,1,1,0.975903614457831,53,89,0,2,50,81,51,83,0,1,0.980392156862745,0.975903614457831,51,81,310.191480744586,1.14931003376035,zh,romeo,juliet,罗密欧,朱丽叶,罗密欧朱丽叶,绑匪
机器,517.432265306619,568.541250006352,-0.680036295793582,-0.511658482154464,15.9309358133594,35.8727744262988,0.0517169842542271,0.100311047868455,55,55,0,2,49,44,49,44,0,1,1,1,55,55,0,2,47,37,49,44,0,1,0.959183673469388,0.840909090909091,49,44,51.1089846997335,0.168377813639118,zh,robot,machine,程序,机器,程序机器,国会
机场,531.313411744395,587.917558438727,-0.585957980584407,-0.430539298393375,12.5193139931547,14.4518671614635,0.0523217219207105,0.0611319671223268,59,84,2,1,51,77,52,79,0,0,0.980769230769231,0.974683544303797,60,84,1,1,39,75,52,79,0,0,0.75,0.949367088607595,51,77,56.6041466943317,0.155418682191032,zh,terminal,airport,航站,机场,航站机场,恐怖
机构,621.654425930633,588.843285712319,-0.25010221801467,-0.38137896969108,28.2072830602993,24.091433361726,0.0978889806827681,0.0974322728334473,67,65,2,0,54,56,55,56,0,0,0.981818181818182,1,67,65,2,0,54,55,55,56,0,0,0.981818181818182,0.982142857142857,54,56,-32.811140218314,-0.13127675167641,zh,firm,agency,公司,机构,公司机构,品质
机械,617.934163267419,642.875953484956,-0.332167749725476,-0.177944594407806,32.0949834703134,26.801611086132,0.0994405457947,0.106073919036237,57,104,1,3,49,86,49,87,1,0,1,0.988505747126437,57,103,1,4,49,85,49,87,1,0,1,0.977011494252874,49,86,24.941790217537,0.15422315531767,zh,technical,mechanical,技术,机械,技术机械,超人
杀死,580.463400010039,698.913863630807,-0.400101356163913,0.0144914027318959,24.8059932301912,59.4896384808137,0.098331800234366,0.200125921359969,52,57,1,2,45,44,45,48,0,0,1,0.916666666666667,52,57,1,2,33,48,45,48,0,0,0.733333333333333,1,45,44,118.450463620768,0.414592758895809,zh,poison,kill,毒害,杀死,毒害杀死,美好
杂志,601.871839297198,593.698782602081,-0.346491812607169,-0.4094192757405,37.2399595999011,29.9317841938125,0.135708859045974,0.0981256124383274,67,56,0,0,56,46,58,47,0,0,0.96551724137931,0.978723404255319,67,56,0,0,58,46,58,47,0,0,1,0.978723404255319,56,46,-8.17305669511666,-0.0629274631333315,zh,playboy,magazine,花花公子,杂志,花花公子杂志,低估
权威,588.930264142281,676.084399986675,-0.385740949565168,-0.150440678208811,31.2531638298204,57.5457561212394,0.100907878925111,0.133832719338353,59,65,4,1,53,50,53,51,0,0,1,0.980392156862745,58,65,5,1,42,47,52,51,1,0,0.807692307692308,0.92156862745098,53,50,87.154135844394,0.235300271356357,zh,jurisdiction,authority,管辖,权威,管辖权威,悲惨
村庄,538.740875005915,622.291326535169,-0.537943097335265,-0.349777478059563,17.559972548367,47.2063513900276,0.0725349922567632,0.11838410445418,55,57,1,0,48,49,48,49,0,0,1,1,55,56,1,1,47,46,48,48,0,1,0.979166666666667,0.958333333333333,48,49,83.5504515292536,0.188165619275703,zh,camp,village,营地,村庄,营地村庄,无偿
极好,693.420350012087,642.964907415556,0.0309152417770828,-0.114464546430742,41.2045626138643,28.6865733381449,0.150546200225028,0.100855654261038,53,64,1,2,40,54,44,56,0,1,0.909090909090909,0.964285714285714,53,65,1,1,43,57,44,57,0,0,0.977272727272727,1,40,54,-50.4554425965305,-0.145379788207825,zh,wonderful,fantastic,精彩,极好,精彩极好,道路
果汁,500.079314815975,573.61857778287,-0.745495824154295,-0.474907128096842,16.1361842793309,25.9047303318477,0.0525049820013507,0.0740575789312269,63,54,0,1,54,45,54,46,0,1,1,0.978260869565217,63,54,0,1,54,46,54,46,0,1,1,1,54,45,73.5392629668952,0.270588696057452,zh,milk,juice,牛奶,果汁,牛奶果汁,学习
某地,671.94094117641,673.36657143216,-0.0358503328902612,-0.0577562731386769,28.4752785760338,26.1919965363734,0.124806377718337,0.0990003538461974,62,58,1,2,51,42,52,44,0,1,0.980769230769231,0.954545454545455,62,59,1,1,41,43,52,45,0,0,0.788461538461538,0.955555555555556,51,42,1.42563025574952,-0.0219059402484157,zh,elsewhere,somewhere,别处,某地,别处某地,外部
某物,898.589617644334,748.899027032093,0.758454756806353,0.302650123654118,85.1464311699817,54.3196107315137,0.276338167699477,0.19237606902615,60,60,3,3,34,38,47,52,1,3,0.723404255319149,0.730769230769231,62,61,1,2,46,51,48,53,0,2,0.958333333333333,0.962264150943396,34,37,-149.690590612241,-0.455804633152235,zh,nothing,something,没有,某物,没有某物,玩耍
栅栏,764.208140008111,612.961800007941,0.298263738859244,-0.160915048459793,49.484829618297,23.1540420080555,0.159383615025363,0.114362763157383,68,52,0,2,50,45,51,46,0,0,0.980392156862745,0.978260869565217,68,51,0,3,48,44,51,45,0,1,0.941176470588235,0.977777777777778,50,45,-151.24634000017,-0.459178787319037,zh,wall,fence,墙壁,栅栏,墙壁栅栏,已经
树木,513.907818185674,622.985357144837,-0.630242993208104,-0.228301066127511,16.848381509863,50.2737654249372,0.0544475566046323,0.148399967581179,62,51,2,0,55,42,55,43,0,0,1,0.976744186046512,63,51,1,0,49,42,55,43,0,0,0.890909090909091,0.976744186046512,55,42,109.077538959163,0.401941927080593,zh,bush,tree,丛林,树木,丛林树木,野蛮
核实,652.151346146612,761.832413040708,-0.093484384526074,0.20023370589614,38.3428065650492,53.7694542738616,0.134960729774443,0.170752323701912,62,61,0,0,52,46,53,52,0,0,0.981132075471698,0.884615384615385,62,61,0,0,52,51,53,52,0,0,0.981132075471698,0.980769230769231,52,46,109.681066894096,0.293718090422214,zh,check,verify,查看,核实,查看核实,眼睛
核能,633.909306097716,613.862914898988,-0.173857027775319,-0.304415251160863,25.4459174900997,24.1045691878444,0.0949132539034884,0.0871966182011528,60,56,0,1,49,47,54,47,0,0,0.907407407407407,1,60,56,0,1,43,46,54,47,0,0,0.796296296296296,0.978723404255319,49,47,-20.0463911987279,-0.130558223385544,zh,atomic,nuclear,原子,核能,原子核能,芯片
检察官,551.17843635838,639.10206521616,-0.463534936469865,-0.134522228705501,20.8637667192709,44.691955353778,0.0909149193820365,0.171421086052216,58,57,1,1,55,46,55,47,0,0,1,0.978723404255319,58,57,1,1,55,46,55,47,0,0,1,0.978723404255319,55,46,87.9236288577798,0.329012707764364,zh,lawyer,prosecutor,律师,检察官,律师检察官,墓碑
检查,543.364191490415,557.869456522017,-0.528389047710882,-0.603155357983676,37.6133750497108,27.7410267845338,0.151168980669717,0.0767513987274838,57,58,2,1,47,46,47,46,1,1,1,1,57,56,2,3,46,44,47,45,1,2,0.978723404255319,0.977777777777778,47,46,14.5052650316014,-0.0747663102727946,zh,examination,inspection,测试,检查,测试检查,终于
棉花,528.054388888938,525.766792452882,-0.607011355607941,-0.63884173944009,21.9765613652311,23.8778407344208,0.0738166781901444,0.0583651776703552,67,63,1,4,54,53,54,53,0,1,1,1,66,63,2,4,50,50,54,53,0,1,0.925925925925926,0.943396226415094,54,53,-2.28759643605611,-0.0318303838321486,zh,silk,cotton,丝绸,棉花,丝绸棉花,清白
棒球,560.395634630811,631.436521738417,-0.542490088007335,-0.2296795142094,20.1966236378084,26.5220850065654,0.0688265174409641,0.107899940697824,57,60,0,0,52,47,52,48,0,0,1,0.979166666666667,57,60,0,0,51,45,52,48,0,0,0.980769230769231,0.9375,52,46,71.040887107606,0.312810573797935,zh,stadium,baseball,赛场,棒球,赛场棒球,威严
森林,491.206500026105,532.552337497659,-0.727721386072799,-0.691823144729625,14.818375745796,20.3436228670911,0.045075314770234,0.0547260726269846,52,86,2,1,46,80,46,81,1,0,1,0.987654320987654,52,86,2,1,41,80,46,81,1,0,0.891304347826087,0.987654320987654,46,80,41.3458374715537,0.0358982413431739,zh,jungle,forest,丛林,森林,丛林森林,猎物
椅子,531.327150004947,522.068060004482,-0.662815778881074,-0.648542863458596,19.5984045633812,15.5663819467874,0.0593730886775381,0.0664209120546564,73,55,0,0,60,50,61,51,0,0,0.983606557377049,0.980392156862745,73,55,0,0,52,50,61,51,0,0,0.852459016393443,0.980392156862745,60,50,-9.25909000046511,0.0142729154224773,zh,table,chair,方桌,椅子,方桌椅子,火药
橙色,498.701117649296,556.662863651751,-0.721146743501916,-0.430394525625353,17.6404188043253,19.905355816871,0.0689494899445957,0.0718506981597396,66,62,4,3,52,44,52,45,0,1,1,0.977777777777778,66,64,4,1,51,43,52,46,0,0,0.980769230769231,0.934782608695652,51,44,57.9617460024551,0.290752217876564,zh,green,orange,绿色,橙色,绿色橙色,解剖
欢迎,495.720416668647,500.315976196999,-0.713330265908554,-0.717064127555218,20.7685069892789,13.5629140736939,0.0749783893420521,0.0553141310209373,57,54,0,0,48,42,49,43,0,0,0.979591836734694,0.976744186046512,57,54,0,0,46,42,49,43,0,0,0.938775510204082,0.976744186046512,48,42,4.59555952835188,-0.003733861646664,zh,congratulate,greet,祝贺,欢迎,祝贺欢迎,网络
欣赏,557.597844473704,663.55479628951,-0.499088594448734,-0.174801296830662,34.6102343738864,42.7456827251677,0.136473830613003,0.123257612231387,59,65,1,2,45,54,47,55,0,1,0.957446808510638,0.981818181818182,59,65,1,2,42,21,47,55,0,1,0.893617021276596,0.381818181818182,45,54,105.956951815806,0.324287297618071,zh,admire,appreciate,钦佩,欣赏,钦佩欣赏,鲔鱼
欺骗,598.579169231621,582.493333338635,-0.41845695091205,-0.309115993938243,33.6766791602442,27.8321790575791,0.0954842285039991,0.121956803494569,82,60,0,2,66,54,68,55,0,0,0.970588235294118,0.981818181818182,80,60,2,2,62,53,67,55,1,0,0.925373134328358,0.963636363636364,65,54,-16.0858358929855,0.109340956973807,zh,conspiracy,fraud,阴谋,欺骗,阴谋欺骗,物质
歌曲,538.848509799076,511.047250006408,-0.586524370494514,-0.686135832043696,51.6683991699173,16.8304715552463,0.149708828222597,0.0611459678728633,62,51,1,0,51,44,51,44,0,0,1,1,62,51,1,0,46,44,51,44,0,0,0.901960784313726,1,51,44,-27.8012597926677,-0.0996114615491823,zh,album,song,专辑,歌曲,专辑歌曲,火星
正义,516.753459991995,568.719181825542,-0.700163901911597,-0.457941133572859,20.0556303728465,42.0613674470311,0.0668621584613519,0.147474123738585,59,53,0,0,50,44,50,44,0,0,1,1,59,53,0,0,50,42,50,44,0,0,1,0.954545454545455,50,44,51.9657218335465,0.242222768338738,zh,revenge,justice,复仇,正义,复仇正义,管理
正常,516.929361700292,523.427333329708,-0.60463302450611,-0.646492690638921,36.1743308440849,29.4293048226775,0.134912224791373,0.0923496244365459,56,58,1,0,47,48,47,48,0,0,1,1,56,58,1,0,44,46,47,48,0,0,0.936170212765957,0.958333333333333,47,48,6.49797162941661,-0.0418596661328112,zh,healthy,normal,健康,正常,健康正常,合同
正确,584.627581832973,503.052718295313,-0.446152059124421,-0.787049694746982,51.0031637782325,18.3033344955339,0.153791585189616,0.0758466229689498,57,76,1,1,55,71,55,71,0,0,1,1,56,76,2,1,52,71,54,71,1,0,0.962962962962963,1,55,71,-81.5748635376601,-0.340897635622561,zh,wrong,correct,错误,正确,错误正确,信任
武器,521.659333327248,584.816846150099,-0.62510734284159,-0.54632666276303,15.3378815813109,36.3730533090192,0.0612847204539389,0.114048855959794,64,56,0,2,54,52,54,52,0,1,1,1,64,57,0,1,53,41,54,53,0,0,0.981481481481482,0.773584905660377,54,52,63.1575128228508,0.0787806800785601,zh,pistol,weapon,手枪,武器,手枪武器,塔楼
武士,560.100365854619,640.635839291423,-0.505794756588991,-0.250541337762435,26.9997562653825,33.9461471945996,0.0975444547178642,0.108740136268917,59,69,1,0,41,56,44,57,0,0,0.931818181818182,0.982456140350877,59,69,1,0,42,57,44,57,0,0,0.954545454545455,1,41,56,80.535473436804,0.255253418826556,zh,ninja,samurai,忍者,武士,忍者武士,概念
死亡,504.800365082375,559.401106652534,-0.64598490485212,-0.506217100110271,13.5061211955631,18.3909790287155,0.0453382581929731,0.0705668338925274,79,79,2,0,64,75,64,75,1,0,1,1,79,79,2,0,59,74,65,75,0,0,0.907692307692308,0.986666666666667,63,75,54.6007415701583,0.139767804741849,zh,suffer,die,受苦,死亡,受苦死亡,母亲
死的,464.408750010167,772.941000011918,-0.804509384962709,0.310023424045034,11.6863242178538,35.5683587966687,0.0451399953794775,0.146442585021729,62,64,1,1,52,38,52,50,0,1,1,0.76,62,64,1,1,48,50,52,50,0,1,0.923076923076923,1,52,38,308.532250001752,1.11453280900774,zh,alive,dead,活的,死的,活的死的,爷爷
残忍,558.714661298038,603.754272742245,-0.457706868914819,-0.28801848814302,27.3903062588626,41.2878079056594,0.094089959503858,0.162833584397245,74,54,2,1,63,44,63,44,0,0,1,1,74,54,2,1,62,44,63,44,0,0,0.984126984126984,1,62,44,45.0396114442069,0.169688380771799,zh,evil,cruelty,邪恶,残忍,邪恶残忍,季夏
残忍,558.714661298038,603.754272742245,-0.457706868914819,-0.28801848814302,27.3903062588626,41.2878079056594,0.094089959503858,0.162833584397245,74,54,2,1,63,44,63,44,0,0,1,1,74,54,2,1,62,44,63,44,0,0,0.984126984126984,1,62,44,45.0396114442069,0.169688380771799,zh,evil,cruelty,邪恶,残忍,邪恶残忍,复仇
