target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,he_cue,he_target,he_word_combo
צרפתית,477.125999986229,481.75800004708,-0.663568114275893,-0.61520334343375,44.629042006745,26.4164711129387,0.135483274276739,0.0946562235668836,22,11,1,2,21,10,21,10,0,0,1,1,22,11,1,2,21,10,21,10,0,0,1,1,21,10,4.63200006085123,0.0483647708421429,he,english,french,אנגלית,צרפתית,אנגליתצרפתית
קבוצה,428.233125081962,475.274833343153,-0.765606920241875,-0.556230993623232,23.2676518712021,23.4752601329697,0.116811832202131,0.101668844378488,13,13,0,1,8,12,9,12,0,0,0.888888888888889,1,13,13,0,1,9,12,9,12,0,0,1,1,8,12,47.0417082611906,0.209375926618643,he,gang,group,כנופיה,קבוצה,כנופיהקבוצה
קבוצה.1,555.266699956508,485.146399963275,-0.292458915399723,-0.508208787235999,110.772186686692,26.6771203115575,0.4747512687203,0.103459267534195,10,26,0,1,10,25,10,25,0,0,1,1,10,26,0,1,9,22,10,25,0,0,0.9,0.88,10,25,-70.1202999932338,-0.215749871836277,he,league,team,ליגה,קבוצה,ליגהקבוצה
קהילה,521.782178560679,534.924107135207,-0.366520304078542,-0.389742126782822,21.6198921451559,30.0251360598486,0.0973705267046908,0.13726336073852,32,33,2,4,28,28,29,28,0,0,0.96551724137931,1,32,33,2,4,29,28,29,28,0,0,1,1,28,28,13.1419285745277,-0.0232218227042794,he,society,community,חברה,קהילה,חברהקהילה
קהל מאזינים,663.86774072174,709.549533354002,0.210986790238529,0.34201386014681,41.306097604987,67.2362815076431,0.159176022922694,0.259367607746588,61,17,5,0,54,16,55,16,0,0,0.981818181818182,1,62,17,4,0,51,15,55,16,0,0,0.927272727272727,0.9375,54,15,45.6817926322622,0.131027069908281,he,crowd,audience,קהל,קהל מאזינים,קהלקהל מאזינים
קול,605.247399988992,483.881250005208,-0.180021017927639,-0.340860457079122,86.6500063872447,29.6401637704279,0.289310622208234,0.168291009411116,10,9,0,1,10,8,10,8,0,0,1,1,10,9,0,1,10,8,10,8,0,0,1,1,10,8,-121.366149983784,-0.160839439151483,he,noise,sound,רעש,קול,רעשקול
קומדיה,494.621349983268,502.898300073197,-0.591895899556915,-0.360858212136277,35.4400852196754,52.3493913805163,0.0755772904123119,0.266674518393907,22,10,1,1,20,10,20,10,0,0,1,1,23,10,0,1,19,8,20,10,0,0,0.95,0.8,20,10,8.27695008992913,0.231037687420637,he,drama,comedy,דרמה,קומדיה,דרמהקומדיה
קומוניסט,567.372000020265,894.664999997031,-0.11815586292726,1.21103404694511,45.7674833411561,114.899607206321,0.184491913250584,0.431147470499962,8,7,0,0,6,6,6,6,0,0,1,1,8,7,0,0,6,2,6,6,0,0,1,0.333333333333333,5,6,327.292999976766,1.32918990987237,he,racist,communist,גזען,קומוניסט,גזעןקומוניסט
קונה,588.367538461014,552.229499978039,0.0624753619864687,-0.17502134830002,83.0565812042505,41.812450935913,0.347421628800649,0.2103841945887,15,22,2,2,13,16,13,17,0,1,1,0.941176470588235,15,23,2,1,13,16,13,18,0,0,1,0.888888888888889,13,16,-36.138038482975,-0.237496710286489,he,seller,buyer,מוכר,קונה,מוכרקונה
קוניאק,679.55141181409,877.568500029299,0.272866224184665,1.49077078989699,29.572239363415,133.173341269884,0.121435931556321,0.694000504051684,23,13,0,0,17,12,20,12,0,0,0.85,1,23,13,0,0,17,9,20,12,0,0,0.85,0.75,17,12,198.017088215209,1.21790456571233,he,rum,cognac,רום,קוניאק,רוםקוניאק
קורה,484.29533331349,517.974142797198,-0.577295573200524,-0.389617631164247,43.0138775892531,37.1911577664737,0.142114981299388,0.151899334056528,12,23,0,1,9,21,9,21,0,0,1,1,12,23,0,1,9,21,9,21,0,0,1,1,9,21,33.6788094837079,0.187677942036277,he,occur,happen,מתרחש,קורה,מתרחשקורה
קטן,434.036500115238,635.538695628333,-0.764390285595308,-0.0894593426655391,26.8658577678252,109.886872296244,0.179753006094341,0.321636780759052,9,28,0,3,6,24,6,24,0,0,1,1,9,28,0,3,6,21,6,24,0,0,1,0.875,6,23,201.502195513095,0.674930942929769,he,little,small,קצת,קטן,קצתקטן
קיסר,663.37199996922,594.008636325191,0.621250529831335,-0.0542913224618357,211.509334014002,70.5945415638006,1.26188142809183,0.308999629732114,8,28,1,2,6,22,7,23,0,0,0.857142857142857,0.956521739130435,8,29,1,1,4,22,7,23,0,0,0.571428571428571,0.956521739130435,6,22,-69.3633636440294,-0.675541852293171,he,imperial,emperor,קיסרי,קיסר,קיסריקיסר
קל,403.01150000521,494.527999996596,-0.966477580775899,-0.6176911632192,13.9468353392813,34.8071394898651,0.0814072841946996,0.130128039725462,9,21,0,3,8,18,8,18,0,0,1,1,9,21,0,3,8,18,8,18,0,0,1,1,8,18,91.5164999913857,0.348786417556698,he,impossible,easy,בלתי אפשרי,קל,בלתי אפשריקל
קלאסי,500.983363679054,478.359750096832,-0.46037771899888,-0.44435058007469,46.5096093431966,69.95364956869,0.208061779370939,0.420572152881455,11,4,0,0,11,4,11,4,0,0,1,1,11,4,0,0,11,4,11,4,0,0,1,1,11,4,-22.6236135822227,0.0160271389241899,he,typical,classic,טיפוסי,קלאסי,טיפוסיקלאסי
קמח,494.299230769012,609.182714268698,-0.311361491961215,-0.025918799940377,41.7909249639546,42.4908081472642,0.220816791450762,0.21787461748486,14,9,0,0,13,7,13,7,0,0,1,1,14,9,0,0,8,6,13,7,0,0,0.615384615384615,0.857142857142857,13,7,114.883483499686,0.285442692020838,he,grain,flour,תבואה,קמח,תבואהקמח
קמפינג,505.590199979144,607.502799948002,-0.209455324427759,0.0649539863088811,17.8265876564956,37.1159569919621,0.0909258500655694,0.127574971106524,10,24,0,2,10,20,10,23,0,0,1,0.869565217391304,10,24,0,2,10,22,10,23,0,0,1,0.956521739130435,10,20,101.912599968858,0.27440931073664,he,picnic,camping,פיקניק,קמפינג,פיקניקקמפינג
קפה,367.412000095355,503.231222292421,-1.16155465221116,-0.440291081734361,,47.5585056819724,,0.194880027130388,1,11,1,2,1,9,1,9,0,0,1,1,1,11,1,2,1,7,1,9,0,0,1,0.777777777777778,1,9,135.819222197066,0.721263570476796,he,cup,coffee,כוס,קפה,כוסקפה
קפיטליזם,636.202782636818,722.747571375598,0.165889432851704,0.487809262820023,30.2930615106838,49.9881803906305,0.0976498016283245,0.148993200996646,28,23,2,0,23,21,24,23,0,0,0.958333333333333,0.91304347826087,28,23,2,0,22,22,24,23,0,0,0.916666666666667,0.956521739130435,23,21,86.5447887387799,0.321919829968318,he,anarchy,capitalism,אנרכיה,קפיטליזם,אנרכיהקפיטליזם
קר,476.687124994331,570.97857142711,-0.5526610748645,-0.255810867877442,29.960522426351,29.94109916986,0.135309983622104,0.116875129366183,27,23,1,4,24,21,24,21,0,0,1,1,27,23,1,4,22,20,24,21,0,0,0.916666666666667,0.952380952380952,24,21,94.2914464327783,0.296850206987058,he,hot,cold,חם,קר,חםקר
קרב,487.732333286644,695.235999998978,-0.579136072943017,0.227304688996113,54.8876290461282,79.0155060726619,0.185982224417584,0.233980419398028,6,11,0,1,6,11,6,11,0,0,1,1,6,11,0,1,6,8,6,11,0,0,1,0.727272727272727,6,11,207.503666712334,0.80644076193913,he,war,battle,מלחמה,קרב,מלחמהקרב
קרדינל,428.743999988073,587.072500019422,-0.964839687138403,-0.233892610201857,153.268000011914,212.50827915098,0.565441648132121,0.77779536098889,11,18,0,0,2,4,10,14,0,0,0.2,0.285714285714286,11,18,0,0,4,14,10,14,0,0,0.4,1,2,4,158.328500031349,0.730947076936546,he,bishop,cardinal,בישוף,קרדינל,בישוףקרדינל
קרטל,679.90786664238,593.513000007154,0.396220198274244,0.0141663814565021,59.2878066066697,59.5429236297821,0.286159877451357,0.307532517998679,22,10,5,0,15,5,21,10,1,0,0.714285714285714,0.5,23,10,4,0,22,10,22,10,0,0,1,1,15,5,-86.3948666352255,-0.382053816817742,he,mafia,cartel,מאפיה,קרטל,מאפיהקרטל
קרינה,542.440277793682,556.339214267412,-0.262789579129848,-0.235580266208031,33.2991116084585,20.7208173700068,0.152578472508557,0.11076563598048,20,19,0,1,18,14,18,14,0,0,1,1,20,19,0,1,18,14,18,14,0,0,1,1,18,14,13.8989364737296,0.0272093129218178,he,contamination,radiation,זיהום,קרינה,זיהוםקרינה
קריר,542.239649997917,498.073888919358,-0.369415179682292,-0.525430870846129,39.9300047744835,41.475155058171,0.124006769129754,0.196466769711021,23,10,0,1,21,9,22,10,0,1,0.954545454545455,0.9,23,10,0,1,20,7,22,10,0,1,0.909090909090909,0.7,20,9,-44.1657610785584,-0.156015691163837,he,warm,cool,חמים,קריר,חמיםקריר
קרקס,551.317624978579,565.88822582669,-0.377297939928279,-0.139057436639657,48.6196567768419,23.646135170599,0.154080358793952,0.119495341194291,43,37,3,2,40,31,40,31,0,0,1,1,42,37,4,2,39,30,39,31,1,0,1,0.967741935483871,40,31,14.5706008481109,0.238240503288621,he,zoo,circus,גן חיות,קרקס,גן חיותקרקס
קשה,547.452695686915,466.93672732122,-0.387167612808902,-0.573240071767201,40.8790704269239,33.2257185864517,0.152653922374437,0.130132602068004,24,12,1,2,23,11,23,11,0,0,1,1,24,13,1,1,23,11,23,11,0,0,1,1,23,11,-80.5159683656948,-0.186072458958299,he,tough,hard,קשוח,קשה,קשוחקשה
ראוי,524.213653795681,618.243399982038,-0.55529620692737,0.042149954487959,62.6772657385431,122.408007800112,0.129086255552198,0.414233724030032,29,6,1,1,27,5,28,5,0,0,0.964285714285714,1,29,6,1,1,26,3,28,5,0,0,0.928571428571429,0.6,26,5,94.0297461863574,0.597446161415329,he,deserve,worthy,מגיע,ראוי,מגיעראוי
ראוי לציון,527.19433329755,496.298749963913,-0.303925262166675,-0.352607075576241,44.5615842083407,49.9193167977026,0.242253255956211,0.218344022708831,6,10,0,0,3,8,3,8,0,0,1,1,6,10,0,0,2,8,3,8,0,0,0.666666666666667,1,3,8,-30.8955833336368,-0.048681813409566,he,exceptional,remarkable,יוצא דופן,ראוי לציון,יוצא דופןראוי לציון
ראי,614.439030286105,627.915846134364,0.0850652391099793,0.212865814501334,33.9502554033411,87.103142668181,0.151324399064469,0.384852607444413,36,15,1,0,33,13,36,14,1,0,0.916666666666667,0.928571428571429,36,15,1,0,36,13,36,14,1,0,1,0.928571428571429,33,13,13.476815848259,0.127800575391355,he,reflection,mirror,השתקפות,ראי,השתקפותראי
ראש העיר,551.571461526929,486.443000066826,-0.331035092256822,-0.550936789310687,43.7110683075902,48.7026901900252,0.121784348915867,0.215657998115178,31,8,3,0,26,7,26,8,0,0,1,0.875,31,8,3,0,20,6,26,8,0,0,0.769230769230769,0.75,26,7,-65.128461460103,-0.219901697053866,he,sheriff,mayor,שריף,ראש העיר,שריףראש העיר
ראשוני,660.715428574825,649.41836366376,0.19707640069488,0.146917189806912,217.906941671176,90.9051220470969,0.981545195161534,0.321010430360165,7,12,0,2,7,11,7,11,0,1,1,1,7,12,0,2,6,10,7,11,0,1,0.857142857142857,0.909090909090909,7,11,-11.2970649110653,-0.050159210887968,he,secondary,primary,משני,ראשוני,משניראשוני
רביעי,430.138636351739,449.887000031079,-0.865314237575331,-0.642560692785908,31.3836843635234,30.4801784497177,0.142311123927565,0.137377703918661,12,15,2,1,11,14,11,14,0,0,1,1,12,15,2,1,11,10,11,14,0,0,1,0.714285714285714,11,14,19.7483636793399,0.222753544789423,he,third,fourth,שלישי,רביעי,שלישירביעי
רבע,465.27720001906,557.510764745161,-0.569864693454859,-0.18872762836216,30.1558888614183,50.2350907387297,0.13018412449,0.219975042214813,10,18,0,2,10,17,10,17,0,0,1,1,10,18,0,2,8,16,10,17,0,0,0.8,0.941176470588235,10,17,92.233564726101,0.381137065092699,he,half,quarter,חצי,רבע,חצירבע
רגוע,498.285599974055,572.355529397558,-0.540791290283621,-0.375604863835454,25.223575823181,78.3980753090825,0.08532822424941,0.217636322673834,52,22,1,3,50,17,50,19,0,0,1,0.894736842105263,52,22,1,3,48,11,50,19,0,0,0.96,0.578947368421053,50,17,74.0699294235026,0.165186426448167,he,quiet,calm,שקט,רגוע,שקטרגוע
רגיש,485.55419998406,573.094473682246,-0.7092187556026,-0.123133729960808,26.2439580019783,50.8871600255016,0.109170663000722,0.208695151150855,15,22,3,1,15,19,15,19,0,0,1,1,15,21,3,2,14,12,15,19,0,0,0.933333333333333,0.631578947368421,15,19,87.5402736981853,0.586085025641792,he,delicate,sensitive,עדין,רגיש,עדיןרגיש
רגשי,409.360999961861,572.323299982113,-0.813249830477372,-0.271757668881187,29.2718950166049,27.5098338375765,0.11201383232326,0.10432774874421,6,13,0,1,5,10,5,11,0,0,1,0.909090909090909,6,13,0,1,5,11,5,11,0,0,1,1,5,10,162.962300020252,0.541492161596186,he,mental,emotional,מנטלי,רגשי,מנטלירגשי
רוזנת,593.25441668057,695.286666658717,-0.0126767903488171,0.748388201783485,54.9034858175219,71.6387882703609,0.225692523107315,0.211999990797724,21,5,2,0,12,3,19,5,0,0,0.631578947368421,0.6,21,5,2,0,14,5,19,5,0,0,0.736842105263158,1,12,3,102.032249978147,0.761064992132302,he,baron,countess,ברון,רוזנת,ברוןרוזנת
רוח,480.378333460462,585.479384655921,-0.556828488355351,-0.04302879480382,79.7703624962795,76.8341013617982,0.316884363647023,0.315534105316884,6,13,0,1,3,13,4,13,0,0,0.75,1,6,13,0,1,3,13,4,13,0,0,0.75,1,3,13,105.101051195459,0.513799693551531,he,soul,spirit,נפש,רוח,נפשרוח
רוטב,437.315714253778,566.559147039276,-0.663602186082946,-0.106299470897632,64.3006974232039,28.8047142420454,0.212928841028544,0.150602530364487,7,40,0,1,7,34,7,36,0,0,1,0.944444444444444,7,40,0,1,6,30,7,36,0,0,0.857142857142857,0.833333333333333,7,34,129.243432785498,0.557302715185313,he,cream,sauce,קצפת,רוטב,קצפתרוטב
רומא,467.402214324886,677.303687490596,-0.485891228111072,0.154265476868545,16.91921447533,86.5869093184571,0.100755686037294,0.365810535940343,15,19,1,1,14,16,14,17,0,0,1,0.941176470588235,15,19,1,1,13,15,14,17,0,0,0.928571428571429,0.88235294117647,14,16,209.90147316571,0.640156704979617,he,caesar,rome,קיסר,רומא,קיסררומא
רומנטי,547.92810526402,527.451538440124,-0.261609616130076,-0.364996909832927,81.3933520044735,47.190827905249,0.289128013543328,0.18335781522398,23,16,1,0,19,13,20,13,0,0,0.95,1,23,16,1,0,17,13,20,13,0,0,0.85,1,19,13,-20.4765668238954,-0.103387293702851,he,dramatic,romantic,דרמטי,רומנטי,דרמטירומנטי
רוצח,498.834499982123,485.846444448417,-0.562505722626532,-0.400237557585977,57.3739538859714,22.1862762014647,0.301046201036337,0.10485259593927,6,23,0,2,6,18,6,18,0,0,1,1,6,23,0,2,5,17,6,18,0,0,0.833333333333333,0.944444444444444,6,18,-12.9880555337051,0.162268165040555,he,killer,murderer,הורג,רוצח,הורגרוצח
רחב,405.27542858506,560.839857279107,-0.866101852790654,-0.187016324470585,22.8408430482237,55.0453749517487,0.0891075393933829,0.277517183598049,10,8,0,0,7,7,7,7,0,0,1,1,10,8,0,0,5,7,7,7,0,0,0.714285714285714,1,7,7,155.564428694047,0.679085528320069,he,narrow,wide,צר,רחב,צררחב
רחוב,572.629875032219,477.2578333105,-0.196846828035007,-0.582205352357849,53.7027857993495,32.6866662298329,0.196307020648408,0.16747398669418,31,15,2,0,24,12,26,12,0,0,0.923076923076923,1,31,15,2,0,25,12,26,12,0,0,0.961538461538462,1,24,12,-95.3720417217191,-0.385358524322842,he,avenue,street,שדרה,רחוב,שדרהרחוב
רחוק,581.118500007952,496.17149997378,-0.250222357563405,-0.473288296687381,114.974257102131,36.6901660287461,0.438074790540652,0.139965483874177,14,13,1,2,12,10,12,10,0,0,1,1,14,13,1,2,12,6,12,10,0,0,1,0.6,12,10,-84.9470000341719,-0.223065939123977,he,near,far,קרוב,רחוק,קרוברחוק
רחמים,592.80062501376,500.125799992979,-0.115182303681928,-0.454658250538754,140.703781924552,22.755928135264,0.484899264802969,0.116691669062467,16,21,2,0,16,20,16,20,0,0,1,1,16,21,2,0,16,19,16,20,0,0,1,0.95,16,20,-92.6748250207812,-0.339475946856826,he,forgiveness,mercy,סליחה,רחמים,סליחהרחמים
רטוב,632.006999957753,528.303478222573,0.0224619094889031,-0.395584054444183,99.131793711668,29.4825719734222,0.466330293116627,0.103689450027695,3,24,0,2,3,23,3,23,0,0,1,1,3,24,0,2,3,23,3,23,0,0,1,1,3,23,-103.70352173518,-0.418045963933086,he,dry,wet,יבש,רטוב,יבשרטוב
ריח,362.051999998541,494.327611101306,-1.01289336967802,-0.522648971670325,18.2312151049569,26.2701160317208,0.149051051108677,0.123244838001462,5,21,0,1,4,18,4,18,0,1,1,1,5,22,0,0,4,17,4,19,0,0,1,0.894736842105263,4,18,132.275611102765,0.490244398007697,he,taste,smell,טעם,ריח,טעםריח
ריקוד,470.462714296761,486.220115386646,-0.675380638624206,-0.558830723308274,54.1396917180337,24.0446763167004,0.155222156797572,0.103384569166391,19,28,1,1,14,26,14,26,0,0,1,1,19,28,1,1,13,25,14,26,0,0,0.928571428571429,0.961538461538462,14,26,15.7574010898847,0.116549915315932,he,dancer,dance,רקדן,ריקוד,רקדןריקוד
רכב מסחרי,507.533333257811,570.7710000126,-0.470132750319781,-0.0529965323136133,71.608629072817,23.6740030273036,0.322243529043021,0.0994884530957796,4,15,1,0,3,14,3,15,0,0,1,0.933333333333333,4,15,1,0,3,13,3,15,0,0,1,0.866666666666667,3,14,63.2376667547889,0.417136218006168,he,trailer,van,נגרר,רכב מסחרי,נגרררכב מסחרי
רע,416.088199988689,521.443785676296,-0.957835033408449,-0.447527061553816,24.2948282577802,36.9689093229245,0.104123489842422,0.143386471468887,11,14,0,0,10,14,10,14,0,0,1,1,11,14,0,0,10,12,10,14,0,0,1,0.857142857142857,10,14,105.355585687607,0.510307971854633,he,good,bad,טוב,רע,טוברע
רעב,444.847857128396,511.19216675907,-0.8768372144499,-0.426658468580656,26.5834146141484,15.6503728296838,0.120284758118217,0.100059892636675,8,7,0,2,7,6,7,6,0,0,1,1,8,7,0,2,7,6,7,6,0,0,1,1,7,6,66.3443096306736,0.450178745869243,he,tired,hungry,עייף,רעב,עייףרעב
רעם,677.782124997015,454.202941194526,-0.101529045157359,-0.666547615565668,220.008551421061,38.5232352987962,0.677998703660894,0.168106703395533,9,23,0,0,8,17,8,18,0,0,1,0.944444444444444,9,23,0,0,8,18,8,18,0,0,1,1,8,17,-223.579183802489,-0.565018570408309,he,lightning,thunder,ברק,רעם,ברקרעם
רצח,495.291851882821,442.152333281627,-0.609478902216077,-0.698941104917916,82.5608667859569,19.7347565649086,0.328139917836874,0.0859029130572132,31,24,3,1,27,21,27,22,0,0,1,0.954545454545455,31,24,3,1,27,21,27,22,0,0,1,0.954545454545455,27,21,-53.139518601194,-0.0894622027018386,he,suicide,murder,התאבדות,רצח,התאבדותרצח
רקמה,519.286166640839,554.523866724685,-0.287909268338746,-0.160088062557386,35.8613551588247,23.7979970949341,0.180547624308724,0.127846831357015,19,16,1,1,18,15,18,15,0,0,1,1,19,16,1,1,16,11,18,15,0,0,0.888888888888889,0.733333333333333,18,15,35.2377000838453,0.12782120578136,he,skin,tissue,עור,רקמה,עוררקמה
רשות,467.039227244537,396.374666642844,-0.54881924360577,-0.864516903942167,26.1647214224535,48.682080320191,0.113666449545186,0.236179100690482,26,7,1,0,22,6,23,6,0,0,0.956521739130435,1,26,7,1,0,23,6,23,6,0,0,1,1,22,6,-70.6645606016932,-0.315697660336397,he,jurisdiction,authority,סמכות,רשות,סמכותרשות
רשמי,527.724124986511,499.807800057133,-0.44985269093712,-0.515426354177671,71.5797079332822,17.787012484842,0.209595824120559,0.0744356829583317,19,39,2,2,16,35,16,36,0,0,1,0.972222222222222,19,39,2,2,16,36,16,36,0,0,1,1,16,35,-27.9163249293779,-0.0655736632405506,he,officially,official,רשמית,רשמי,רשמיתרשמי
רשת,414.359333363138,483.117466720698,-0.827978139647065,-0.680515157019843,36.2070535828582,29.7120911054714,0.096111791140569,0.0837316764193225,7,17,2,1,6,15,6,15,0,0,1,1,7,17,2,1,6,14,6,15,0,0,1,0.933333333333333,6,15,68.7581333575596,0.147462982627222,he,internet,web,אינטרנט,רשת,אינטרנטרשת
שבוע,461.724999933597,486.37299996466,-0.74963465832211,-0.644142198836785,56.7724914544206,41.9695080935031,0.179668517454038,0.155714209468321,16,14,0,0,14,14,14,14,0,0,1,1,16,14,0,0,13,10,14,14,0,0,0.928571428571429,0.714285714285714,14,14,24.6480000310632,0.105492459485325,he,month,week,חודש,שבוע,חודששבוע
שבועה,531.219499977633,579.852615411799,-0.199787419930781,-0.149349315265726,40.2776271833383,55.2757813427725,0.229221018231001,0.177906893209818,10,16,1,2,8,13,8,13,0,0,1,1,10,16,1,2,7,12,8,13,0,0,0.875,0.923076923076923,8,13,48.633115434166,0.0504381046650552,he,swear,oath,להשבע,שבועה,להשבעשבועה
שבועי,460.555399956391,492.216727268951,-0.84850343506622,-0.665144800776095,53.5122523471477,49.0955912119769,0.0916767632188715,0.136909650268546,5,12,0,0,5,12,5,12,0,0,1,1,5,12,0,0,4,12,5,12,0,0,0.8,1,5,11,31.6613273125596,0.183358634290125,he,daily,weekly,יומי,שבועי,יומישבועי
שדה קרב,524.112176466028,585.313823491027,-0.407756651934454,-0.194171604624071,16.1295243452152,22.2289701315187,0.0716643890018105,0.0936904001873566,18,34,1,4,17,34,17,34,0,0,1,1,18,34,1,4,17,33,17,34,0,0,1,0.970588235294118,17,34,61.2016470249991,0.213585047310383,he,arena,battlefield,זירה,שדה קרב,זירהשדה קרב
שדה תעופה,511.665411683012,559.910291656226,-0.464494325312173,-0.189250774348019,30.7214729318653,47.5309549568838,0.0974494185597609,0.190679491570097,18,26,0,1,17,24,17,24,0,0,1,1,18,26,0,1,17,20,17,24,0,0,1,0.833333333333333,17,24,48.2448799732144,0.275243550964154,he,terminal,airport,טרמינל,שדה תעופה,טרמינלשדה תעופה
שוד,486.74822216393,586.65949999704,-0.460644565123687,0.0561502026838927,36.0856434398478,115.364499996998,0.190612350177115,0.800604089719632,12,3,0,0,9,2,9,2,0,0,1,1,11,3,1,0,9,2,9,2,0,0,1,1,9,2,99.9112778331103,0.51679476780758,he,theft,robbery,גנבה,שוד,גנבהשוד
שונה,595.349000007753,563.517117645279,0.165411977874261,-0.308024456381191,134.952536073504,54.1132612246516,0.778633715221553,0.155646029686349,8,22,0,1,5,17,5,17,0,0,1,1,8,22,0,1,5,15,5,17,0,0,1,0.88235294117647,5,17,-31.8318823624741,-0.473436434255452,he,similar,different,דומה,שונה,דומהשונה
שופט,549.482538487666,448.958695635922,-0.208789045684331,-0.722030954847925,55.2397990086442,21.3906395237226,0.242705999331457,0.128768667270378,15,26,1,2,13,23,13,23,0,0,1,1,15,26,1,2,13,23,13,23,0,0,1,1,13,23,-100.523842851744,-0.513241909163594,he,court,judge,בית משפט,שופט,בית משפטשופט
שוקולד,494.709214253037,524.493444429051,-0.491032961449609,-0.391793371824471,18.4435399257787,51.1799766348041,0.0829557493095007,0.164107054756236,16,12,2,0,14,9,15,9,0,0,0.933333333333333,1,16,12,2,0,12,9,15,9,0,0,0.8,1,14,9,29.7842301760135,0.0992395896251384,he,sugar,chocolate,סוכר,שוקולד,סוכרשוקולד
שחור,510.58889473433,528.508124987993,-0.486987218626207,-0.302910858357143,49.8062353883671,19.0985458840214,0.143385878770851,0.0990324469265675,21,31,1,0,19,24,19,25,0,0,1,0.96,21,31,1,0,18,23,19,25,0,0,0.947368421052632,0.92,19,24,17.9192302536626,0.184076360269064,he,white,black,לבן,שחור,לבןשחור
שחקן,425.727850018589,423.362647000775,-0.85186148864169,-0.81681694267019,18.131396819408,13.1263409842902,0.0574728552574089,0.0551713219761796,23,19,2,1,20,17,20,17,0,0,1,1,23,19,2,1,18,17,20,17,0,0,0.9,1,20,17,-2.36520301781383,0.0350445459715003,he,coach,player,מאמן,שחקן,מאמןשחקן
שחקן.1,459.637166700976,505.249818227127,-0.637627701365078,-0.470426998690513,19.7049182527207,23.2101992649646,0.11939597250705,0.0908274639944345,6,27,0,2,6,22,6,23,0,0,1,0.956521739130435,6,27,0,2,6,22,6,23,0,0,1,0.956521739130435,6,22,45.6126515261508,0.167200702674565,he,author,actor,מחבר,שחקן,מחברשחקן
שחר,476.145249983623,599.128451623863,-0.608687846121408,-0.169843298687852,31.5046146595718,77.625927614015,0.109285199353413,0.241054817096148,10,36,0,3,9,31,9,33,0,0,1,0.93939393939394,10,36,0,3,9,32,9,33,0,0,1,0.96969696969697,8,31,122.983201640239,0.438844547433556,he,sunset,dawn,שקיעה,שחר,שקיעהשחר
שטח,639.756666660361,571.301285731328,0.236424008375301,-0.173617465643069,100.283451047427,64.8589253697071,0.426065277894393,0.272042285675493,9,10,2,2,9,7,9,7,1,0,1,1,9,10,2,2,7,5,9,7,1,0,0.777777777777778,0.714285714285714,9,7,-68.455380929033,-0.410041474018371,he,area,zone,אזור,שטח,אזורשטח
שטיח,488.734818152287,492.380357117313,-0.517206609172366,-0.424496773684767,36.7810359852605,41.5652101806425,0.164142419340796,0.199386869945205,12,15,0,1,11,14,11,15,0,0,1,0.933333333333333,12,15,0,1,9,14,11,15,0,0,0.818181818181818,0.933333333333333,11,14,3.64553896502605,0.092709835487599,he,floor,carpet,רצפה,שטיח,רצפהשטיח
שטן,591.214153730622,482.876736827149,-0.20214561469083,-0.448504900810963,54.8841440610782,26.3219443594979,0.196510501192713,0.142037956283651,15,26,0,0,13,19,14,21,0,0,0.928571428571429,0.904761904761905,15,26,0,0,13,17,14,21,0,0,0.928571428571429,0.80952380952381,13,19,-108.337416903473,-0.246359286120133,he,angel,devil,מלאך,שטן,מלאךשטן
שיווק,500.826749984393,471.800297295202,-0.518586377428941,-0.619886259329181,43.6843878056705,17.5352440991041,0.166891415137278,0.0813327432740688,11,41,1,1,8,37,8,37,0,0,1,1,11,41,1,1,7,37,8,37,0,0,0.875,1,8,37,-29.0264526891911,-0.10129988190024,he,advertising,marketing,פרסום,שיווק,פרסוםשיווק
שיטוט,627.261187422706,746.56533331744,0.211524449127389,0.067062960316227,47.6436002994891,227.884536271683,0.265632574625034,0.67336651685445,20,5,1,0,16,3,18,5,1,0,0.888888888888889,0.6,21,5,0,0,15,5,19,5,0,0,0.789473684210526,1,16,3,119.304145894734,-0.144461488811162,he,nap,stroll,תנומה,שיטוט,תנומהשיטוט
שיכור,479.585999966796,439.935499958257,-0.683989422981934,-0.770730380307337,61.3055891325005,41.8035662993038,0.201844129934061,0.183590363448805,9,5,3,3,8,4,8,5,0,0,1,0.8,9,6,3,2,7,5,8,5,0,0,0.875,1,8,4,-39.6505000085381,-0.0867409573254032,he,sober,drunk,צלול,שיכור,צלולשיכור
