target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,fr_cue,fr_target,fr_word_combo
impuissant,624.280966674725,570.579634621926,-0.174267658479758,-0.357072467451207,24.9905370809382,19.8040184459415,0.115786055895221,0.0854956249861038,65,57,1,0,60,52,62,53,0,0,0.967741935483871,0.981132075471698,65,57,1,0,60,52,62,53,0,0,0.967741935483871,0.981132075471698,60,52,-53.701332052799,-0.182804808971449,fr,helpless,powerless,désespéré,impuissant,désespéréimpuissant
incapable,655.280256365722,650.662500002776,-0.268960615799892,-0.0720103075134252,25.6487380665294,29.6575440349411,0.0901604123561077,0.116660451031302,59,59,3,1,56,58,56,58,0,0,1,1,59,59,3,1,55,56,56,58,0,0,0.982142857142857,0.96551724137931,55,58,-4.61775636294635,0.196950308286467,fr,inability,unable,incapacité,incapable,incapacitéincapable
inconnu,544.686843143255,572.58830555745,-0.513100806929485,-0.497078918057334,34.1189027520761,19.333721974938,0.116089102998963,0.060821338950278,55,76,1,1,52,73,52,74,0,1,1,0.986486486486487,55,76,1,1,51,74,52,74,0,1,0.980769230769231,1,51,72,27.9014624141954,0.0160218888721513,fr,anonymous,unknown,anonyme,inconnu,anonymeinconnu
incroyable,566.748811485417,572.094601588564,-0.490866496858444,-0.480144713364576,19.2231768545734,32.6645921209001,0.0852334118934946,0.0938145855906426,63,68,0,3,61,63,61,65,0,1,1,0.969230769230769,63,68,0,3,59,65,61,65,0,1,0.967213114754098,1,61,63,5.34579010314735,0.0107217834938684,fr,impressive,amazing,impressionnant,incroyable,impressionnantincroyable
indiquer,589.099803023375,626.14205820602,-0.336081757052918,-0.208186803243604,18.9574473470567,21.6120625759215,0.0715407873174634,0.0931691605596385,70,67,0,4,66,67,67,67,0,1,0.985074626865672,1,69,67,1,4,64,57,66,67,1,1,0.96969696969697,0.850746268656716,66,67,37.0422551826448,0.127894953809314,fr,point,indicate,pointer,indiquer,pointerindiquer
individu,536.301851864227,569.110391082402,-0.594255549971906,-0.449735257519692,17.8100709448618,28.481744164852,0.0752847103354818,0.100390632245347,59,58,2,2,54,56,54,56,0,0,1,1,59,58,2,2,54,51,54,56,0,0,1,0.910714285714286,54,56,32.8085392181748,0.144520292452215,fr,person,individual,personne,individu,personneindividu
infection,559.40410169293,604.828033343151,-0.403209716493176,-0.276067999613992,19.7897711528718,23.2764378523383,0.0747851572032685,0.0907290211085293,66,61,3,2,59,60,62,60,0,0,0.951612903225806,1,66,61,3,2,58,58,62,60,0,0,0.935483870967742,0.966666666666667,59,60,45.4239316502208,0.127141716879184,fr,virus,infection,virus,infection,virusinfection
informateur,643.79445762077,706.004257574687,-0.0954758035646471,0.151196302363866,32.1041219053872,43.2513907189893,0.123340127357791,0.171174493524478,62,66,4,1,59,66,61,66,0,1,0.967213114754098,1,61,66,5,1,58,65,61,66,0,1,0.950819672131147,0.984848484848485,59,66,62.2097999539171,0.246672105928513,fr,source,informant,source,informateur,sourceinformateur
information,575.118172422033,591.819428575474,-0.437900826726773,-0.337698332846321,21.7763655520865,24.9509268076162,0.1027492571456,0.0804407750605647,60,58,3,2,58,56,59,57,0,1,0.983050847457627,0.982456140350877,60,58,3,2,57,56,59,57,0,1,0.966101694915254,0.982456140350877,58,56,16.7012561534403,0.100202493880452,fr,data,information,données,information,donnéesinformation
informations,633.082505377457,571.284661290999,-0.29097691113957,-0.385743085146082,28.6013027183866,16.767490685777,0.0951549196743485,0.0572848324014691,57,66,2,1,56,62,56,62,0,0,1,1,57,66,2,1,54,61,56,62,0,0,0.964285714285714,0.983870967741935,56,62,-61.7978440864576,-0.0947661740065115,fr,channel,news,chaîne,informations,chaîneinformations
informer,572.793523110456,575.155238102637,-0.454938586335596,-0.366872300772245,24.7892463573174,20.9710905463341,0.0875478041075651,0.0880099168207044,65,65,0,2,65,63,65,64,0,0,1,0.984375,64,65,1,2,64,63,64,64,1,0,1,0.984375,65,63,2.36171499218074,0.0880662855633506,fr,report,inform,rapporter,informer,rapporterinformer
injection,602.947767849386,691.784491558277,-0.263176877643863,0.11217373523239,21.3704956121582,32.3699667170004,0.0903110350245702,0.141275116203192,58,66,1,2,56,59,56,62,0,1,1,0.951612903225806,57,67,2,1,52,62,56,63,0,0,0.928571428571429,0.984126984126984,56,59,88.8367237088903,0.375350612876253,fr,dose,injection,dose,injection,doseinjection
inquiétude,608.115016695522,618.899535716202,-0.28105665651875,-0.318092542617745,29.2056110506704,26.523299740121,0.0950734381361399,0.0824020618434029,63,60,1,1,61,56,62,57,0,0,0.983870967741935,0.982456140350877,62,60,2,1,59,57,61,57,1,0,0.967213114754098,1,60,56,10.7845190206801,-0.0370358860989947,fr,concern,worry,préoccupation,inquiétude,préoccupationinquiétude
insecte,564.515105470124,575.173084744812,-0.491093922540259,-0.383076883246156,22.8153833395291,31.7405107782547,0.0751413440728652,0.0937545244051739,57,65,2,0,55,59,56,59,1,0,0.982142857142857,1,57,65,2,0,54,54,56,59,1,0,0.964285714285714,0.915254237288136,55,59,10.6579792746883,0.108017039294104,fr,spider,insect,araignée,insecte,araignéeinsecte
inspection,644.178016665272,788.008546884437,-0.00484026580174345,0.399051233770462,30.762153006917,47.6710613645209,0.19550080440393,0.157708427160988,62,68,5,3,60,64,62,66,0,0,0.967741935483871,0.96969696969697,62,68,5,3,60,64,62,66,0,0,0.967741935483871,0.96969696969697,60,64,143.830530219165,0.403891499572205,fr,examination,inspection,examen,inspection,exameninspection
inspiration,674.263873056072,581.463218756621,-0.135689383899637,-0.322792889683284,42.5263992898258,20.7422798518903,0.135617500787472,0.0855929452118158,66,68,0,0,63,64,63,65,0,0,1,0.984615384615385,66,68,0,0,62,64,63,65,0,0,0.984126984126984,0.984615384615385,63,64,-92.8006542994511,-0.187103505783647,fr,inspire,inspiration,inspirer,inspiration,inspirerinspiration
instrument,644.736966673688,580.000367094547,-0.230635821213355,-0.28614191948249,27.807565149295,19.390739787249,0.0914221736888995,0.0726549923801451,64,80,0,1,60,79,62,79,0,0,0.967741935483871,1,64,80,0,1,60,78,62,79,0,0,0.967741935483871,0.987341772151899,60,79,-64.7365995791404,-0.0555060982691352,fr,tool,instrument,outil,instrument,outilinstrument
intelligent,565.835621211397,571.533409834447,-0.432081539772919,-0.41453954588849,25.4309960052714,26.2251688674876,0.104204871459758,0.113384027376388,69,64,2,3,66,61,66,61,0,1,1,1,69,64,2,3,63,61,66,61,0,1,0.954545454545455,1,66,61,5.6977886230494,0.017541993884429,fr,smart,intelligent,malin,intelligent,malinintelligent
intention,608.009277775092,705.794846552469,-0.336873208708893,-0.0827060851230838,25.3766659003416,36.6323892313395,0.118517303206885,0.128947509252255,57,61,2,3,54,58,54,60,1,0,1,0.966666666666667,57,60,2,4,52,57,54,59,1,1,0.962962962962963,0.966101694915254,54,58,97.7855687773764,0.254167123585809,fr,purpose,intention,objectif,intention,objectifintention
intentionnellement,713.050174634892,901.419290561467,0.22134234411205,1.02568189080775,26.8344061725852,43.140470139801,0.115028737337159,0.168834937028811,66,65,2,3,63,64,63,64,0,0,1,1,66,64,2,4,59,59,63,63,0,1,0.936507936507937,0.936507936507937,63,64,188.369115926575,0.804339546695697,fr,accidentally,intentionally,accidentellement,intentionnellement,accidentellementintentionnellement
interroger,581.603612685937,579.603849136036,-0.416350870123041,-0.34580637018537,21.4466952345134,20.1028925804273,0.0841386590040058,0.0722745935175108,67,60,1,3,63,59,63,59,0,0,1,1,68,60,0,3,60,59,63,59,0,0,0.952380952380952,1,63,59,-1.99976354990088,0.0705444999376712,fr,question,ask,question,interroger,questioninterroger
intime,597.126741660427,637.060944443898,-0.319169740940899,-0.251314719037852,27.415151824032,31.5498102503623,0.093698045479365,0.0989394228280077,64,56,1,0,60,54,60,55,0,0,1,0.981818181818182,64,56,1,0,59,49,60,55,0,0,0.983333333333333,0.890909090909091,60,54,39.9342027834712,0.0678550219030461,fr,personal,intimate,personnel,intime,personnelintime
intimité,565.793338704289,624.259762712841,-0.417805578272014,-0.201014388279965,20.2719988679701,36.3627929280838,0.0681000051265673,0.137991887831821,66,62,1,0,62,59,64,59,0,0,0.96875,1,66,62,1,0,64,58,64,59,0,0,1,0.983050847457627,62,59,58.4664240085522,0.216791189992048,fr,private,privacy,privé,intimité,privéintimité
intuition,592.486873020912,633.956235287674,-0.238265334079342,-0.120035993503662,18.7484400643178,23.5063098591937,0.0814574423988285,0.0857427850185063,67,53,2,1,63,51,65,51,1,0,0.969230769230769,1,67,53,2,1,61,49,65,51,1,0,0.938461538461538,0.96078431372549,63,51,41.4693622667628,0.11822934057568,fr,instinct,intuition,instinct,intuition,instinctintuition
intéressant,592.857174606886,583.70308521824,-0.360751580590139,-0.377944642096677,32.5949633699165,21.5658533871037,0.1247670718492,0.0815958759995923,64,55,1,2,63,54,63,54,0,0,1,1,63,55,2,2,61,54,62,54,1,0,0.983870967741935,1,63,54,-9.15408938864607,-0.0171930615065382,fr,exciting,interesting,passionnant,intéressant,passionnantintéressant
intérieur,561.453172469393,536.906844836938,-0.537998726730678,-0.547945636067291,26.721892931937,16.6554992776608,0.0912727195027993,0.0665215278171541,61,58,0,1,58,58,58,58,0,0,1,1,61,58,0,1,58,56,58,58,0,0,1,0.96551724137931,58,58,-24.5463276324542,-0.00994690933661391,fr,outside,inside,extérieur,intérieur,extérieurintérieur
investir,627.414285683296,641.252673334191,-0.237706238495555,-0.170822662669394,30.7481345845028,28.1876343078426,0.103007325950464,0.10952350233955,57,63,1,1,56,60,57,61,0,0,0.982456140350877,0.983606557377049,57,63,1,1,55,61,57,61,0,0,0.964912280701754,1,56,60,13.8383876508949,0.0668835758261607,fr,finance,invest,finance,investir,financeinvestir
investisseur,636.681393939996,718.323117645957,-0.0970400373458398,0.0736375466380234,23.3188084010376,41.0560619594964,0.0800438503313669,0.130841948583559,68,69,1,1,66,68,67,69,0,0,0.985074626865672,0.985507246376812,68,69,1,1,66,69,67,69,0,0,0.985074626865672,1,66,68,81.6417237059612,0.170677583983863,fr,banker,investor,banquier,investisseur,banquierinvestisseur
ironique,590.679189624179,626.331859642191,-0.315124949982583,-0.200825590293607,19.0481197496279,28.6228459560656,0.0800874012925316,0.102312072118162,59,58,3,3,58,57,58,57,0,1,1,1,59,59,3,2,55,58,58,58,0,0,0.948275862068966,1,58,57,35.6526700180119,0.114299359688976,fr,irony,ironic,ironie,ironique,ironieironique
irresponsable,644.01516491561,709.647711862817,-0.222399782515334,0.20494232479127,29.8095573986624,36.1826876992653,0.108885108561263,0.15147837814892,59,59,1,0,57,59,57,59,0,0,1,1,59,59,1,0,53,56,57,59,0,0,0.929824561403509,0.949152542372881,57,59,65.6325469472074,0.427342107306604,fr,unreasonable,irresponsible,déraisonnable,irresponsable,déraisonnableirresponsable
ivre,639.663237292644,694.386134481963,-0.204296644405755,0.0720796449300588,35.7702947092244,24.3527029458667,0.118002480787246,0.0871033628211329,63,61,2,1,59,58,62,60,1,0,0.951612903225806,0.966666666666667,63,61,2,1,55,60,62,60,1,0,0.887096774193548,1,59,58,54.7228971893196,0.276376289335814,fr,sober,drunk,sobre,ivre,sobreivre
jaune,537.997864412378,555.237062506145,-0.645924544240189,-0.454994657287676,42.3710964799645,22.2097196659048,0.12817013669803,0.0986217222192743,60,66,1,2,59,65,59,65,0,0,1,1,60,66,1,2,58,64,59,65,0,0,0.983050847457627,0.984615384615385,59,64,17.2391980937673,0.190929886952512,fr,red,yellow,rouge,jaune,rougejaune
jeu,493.882245906851,489.301442216631,-0.74791514774573,-0.668715377664989,16.2504576015205,17.9127994310747,0.0682122061454625,0.0909187267335623,64,53,2,1,61,52,63,53,0,0,0.968253968253968,0.981132075471698,64,53,2,1,60,50,63,53,0,0,0.952380952380952,0.943396226415094,61,52,-4.58080369021997,0.0791997700807409,fr,play,game,jouer,jeu,jouerjeu
jeune,522.98929310627,564.71653861031,-0.618287854771497,-0.544223345588343,19.8149699936588,31.2274976632796,0.0924716263482752,0.11325278524096,64,70,6,1,58,70,58,70,0,0,1,1,64,70,6,1,57,69,58,70,0,0,0.982758620689655,0.985714285714286,58,70,41.7272455040398,0.0740645091831541,fr,old,young,vieux,jeune,vieuxjeune
joie,540.550644062216,550.64507856539,-0.658426600315097,-0.65508774431762,36.0278204179335,25.1526906562868,0.0972986482375937,0.0948018019766538,62,77,1,0,59,70,59,70,0,0,1,1,62,77,1,0,59,69,59,70,0,0,1,0.985714285714286,59,70,10.0944345031741,0.00333885599747685,fr,pleasure,joy,plaisir,joie,plaisirjoie
joli,544.176260877469,637.960006466042,-0.594245940754861,-0.228256043501101,27.2373330690928,42.3209556539761,0.0788586866300955,0.153193543858071,70,65,4,2,69,62,69,64,0,1,1,0.96875,70,65,4,2,67,64,69,64,0,1,0.971014492753623,1,69,62,93.7837455885733,0.365989897253759,fr,sweet,cute,mignon,joli,mignonjoli
joue,552.796086668007,498.266645162142,-0.562028055387032,-0.732149380449096,18.9001957671498,13.8731888120204,0.0725730612423695,0.0726811787077833,79,66,1,1,75,62,76,62,0,0,0.986842105263158,1,79,66,1,1,73,58,76,62,0,0,0.960526315789474,0.935483870967742,75,62,-54.529441505865,-0.170121325062064,fr,lip,cheek,lèvre,joue,lèvrejoue
jouet,539.052985283268,556.056159675318,-0.617101475604384,-0.58943016268559,19.6595303875308,18.8875491251517,0.0696008148138,0.0849001936308005,70,54,5,2,68,52,69,53,0,0,0.985507246376812,0.981132075471698,70,54,5,2,68,53,69,53,0,0,0.985507246376812,1,68,52,17.0031743920498,0.0276713129187933,fr,doll,toy,poupée,jouet,poupéejouet
joueur,559.915790330878,563.5477508511,-0.567608205801588,-0.338016544389075,27.0959575291531,27.9208838588857,0.0776082088336239,0.174294193805023,67,60,4,1,62,59,62,59,1,0,1,1,68,60,3,1,63,57,63,59,0,0,1,0.966101694915254,62,59,3.63196052022158,0.229591661412513,fr,coach,player,entraîneur,joueur,entraîneurjoueur
journal,544.636768106149,560.113733339001,-0.557483960272618,-0.394551857650144,29.4570910733132,30.4892179363448,0.0942843909095461,0.145821653433179,70,62,4,1,69,60,70,60,1,0,0.985714285714286,1,71,62,3,1,70,58,71,60,0,0,0.985915492957746,0.966666666666667,69,60,15.4769652328521,0.162932102622474,fr,article,newspaper,article,journal,articlejournal
journaliste,571.851018518456,571.107876936067,-0.321685469956588,-0.462110415224089,25.7459986468651,22.8112121637584,0.100923320291363,0.0814487423243319,57,66,2,2,54,65,56,65,0,0,0.964285714285714,1,57,66,2,2,53,61,56,65,0,0,0.946428571428571,0.938461538461538,54,65,-0.743141582388375,-0.140424945267501,fr,reporter,journalist,reporter,journaliste,reporterjournaliste
juge,519.973253969255,510.336840612909,-0.571770061071345,-0.649956527731617,17.056314135281,19.0203311458101,0.0648777390054983,0.0732858273855568,66,71,1,1,64,69,65,69,1,0,0.984615384615385,1,66,71,1,1,61,69,65,69,1,0,0.938461538461538,1,63,69,-9.6364133563452,-0.0781864666602715,fr,court,judge,tribunal,juge,tribunaljuge
juillet,504.526293336288,536.502706778208,-0.682640763270181,-0.592353742860116,11.6655751795626,17.5712950629529,0.0486717006147576,0.0794552494627553,76,62,2,4,75,59,75,59,0,0,1,1,76,62,2,4,70,57,75,59,0,0,0.933333333333333,0.966101694915254,75,59,31.9764134419196,0.0902870204100652,fr,june,july,juin,juillet,juinjuillet
juliette,586.070824993094,686.695701886211,-0.318710889079534,0.189266135569349,31.9985264652946,30.3002216285122,0.13539860616597,0.168651484832868,58,59,1,0,52,53,56,55,0,0,0.928571428571429,0.963636363636364,58,58,1,1,45,54,56,55,0,0,0.803571428571429,0.981818181818182,52,53,100.624876893118,0.507977024648883,fr,romeo,juliet,roméo,juliette,roméojuliette
junior,532.388454471602,585.801464811138,-0.553901097076249,-0.372496811587902,20.2934938744157,18.8102241901502,0.0807673494758402,0.0785083339776201,70,73,1,2,66,72,67,73,0,0,0.985074626865672,0.986301369863014,70,72,1,3,64,68,67,72,0,1,0.955223880597015,0.944444444444444,66,71,53.4130103395361,0.181404285488347,fr,senior,junior,sénior,junior,séniorjunior
jus,550.653150993573,592.144263149443,-0.524352141265667,-0.377619457747175,16.3111774806906,26.6024661762687,0.06564996914398,0.106546037814783,56,60,1,2,53,57,55,60,0,0,0.963636363636364,0.95,56,60,1,2,52,57,55,60,0,0,0.945454545454545,0.95,53,57,41.4911121558699,0.146732683518493,fr,milk,juice,lait,jus,laitjus
justice,525.423508775868,573.488435482066,-0.543591126734253,-0.379599972649669,21.7053626826157,26.3393719997631,0.0827283835275174,0.0985607058643423,59,65,0,5,58,63,58,65,0,0,1,0.969230769230769,58,65,1,5,57,64,57,65,1,0,1,0.984615384615385,57,62,48.0649267061981,0.163991154084584,fr,revenge,justice,vengeance,justice,vengeancejustice
lac,559.058951621326,592.212383339645,-0.532376065862365,-0.354642210233439,21.6693773485927,29.3985859036269,0.068327654003084,0.100763378206759,66,71,2,0,62,66,64,68,0,0,0.96875,0.970588235294118,66,71,2,0,59,66,64,68,0,0,0.921875,0.970588235294118,62,66,33.1534317183191,0.177733855628926,fr,river,lake,fleuve,lac,fleuvelac
laid,686.838800003076,623.770694639248,-0.0152389572203432,-0.203929434158365,34.9533007096027,21.0388176978339,0.131722477998436,0.0950750572039111,67,59,3,1,65,56,66,59,0,0,0.984848484848485,0.949152542372881,67,59,3,1,65,56,66,59,0,0,0.984848484848485,0.949152542372881,65,56,-63.0681053638283,-0.188690476938022,fr,disgusting,ugly,dégoutant,laid,dégoutantlaid
laisser,536.945741378906,558.782316664847,-0.618527970872293,-0.537953634454734,18.9214371342862,43.1701238590278,0.0734214334227824,0.111114877496274,59,61,2,2,58,60,58,60,0,0,1,1,59,61,2,2,57,59,58,60,0,0,0.982758620689655,0.983333333333333,58,60,21.8365752859412,0.0805743364175596,fr,allow,let,autoriser,laisser,autoriserlaisser
lapin,523.27722034277,511.371865383235,-0.623644482320102,-0.695775313105227,23.279736244397,15.083535064251,0.10738193159162,0.05581307994121,60,55,2,3,59,53,60,53,1,0,0.983333333333333,1,60,55,2,3,58,52,60,53,1,0,0.966666666666667,0.981132075471698,59,52,-11.9053549595354,-0.072130830785125,fr,fox,rabbit,renard,lapin,renardlapin
large,563.23444062706,587.91105085054,-0.511187760352803,-0.391939133162783,18.6110045049554,20.2097475379922,0.0722350897009044,0.0671050906687563,67,61,3,0,65,60,65,60,0,0,1,1,67,61,3,0,62,59,65,60,0,0,0.953846153846154,0.983333333333333,64,59,24.6766102234799,0.11924862719002,fr,narrow,wide,étroit,large,étroitlarge
laver,564.978882358008,593.110871436743,-0.445039311407375,-0.401654674001295,30.069522722779,29.3807378501451,0.149214614371111,0.128883820097981,71,59,5,1,68,56,68,58,0,0,1,0.96551724137931,71,59,5,1,67,56,68,58,0,0,0.985294117647059,0.96551724137931,68,56,28.1319890787345,0.0433846374060805,fr,clean,wash,nettoyer,laver,nettoyerlaver
lettre,546.646411480289,489.424184614236,-0.518338568026192,-0.738523738239563,23.2875085352219,11.3133363836809,0.0874014063554997,0.0484529565979367,61,65,0,0,61,65,61,65,0,0,1,1,61,65,0,0,60,63,61,65,0,0,0.983606557377049,0.969230769230769,61,65,-57.2222268660535,-0.220185170213371,fr,telegram,letter,télégramme,lettre,télégrammelettre
libre,510.625888886476,528.4762181866,-0.677545805381564,-0.604704005986177,14.268466045518,17.4326369384389,0.0554650884715913,0.0659926122077013,56,58,0,0,54,55,55,57,0,0,0.981818181818182,0.964912280701754,56,58,0,0,54,57,55,57,0,0,0.981818181818182,1,54,55,17.8503293001236,0.0728417993953873,fr,freely,free,librement,libre,librementlibre
libéral,642.334240021766,605.46006184441,-0.289208807799079,-0.206309191554774,28.6734479221819,16.5881174487627,0.112403048402979,0.0765334222746985,55,78,1,1,50,76,52,76,0,1,0.961538461538462,1,55,78,1,1,52,59,52,76,0,1,1,0.776315789473684,50,76,-36.8741781773555,0.0828996162443047,fr,conservative,liberal,conservateur,libéral,conservateurlibéral
licenciement,737.664932123109,805.583050822282,0.128783972566876,0.700447335911982,44.8441762790213,50.2816504064115,0.137686652928626,0.279386547438546,64,65,2,1,59,59,62,62,1,0,0.951612903225806,0.951612903225806,64,65,2,1,62,60,62,62,1,0,1,0.967741935483871,59,59,67.918118699173,0.571663363345106,fr,resignation,dismissal,démission,licenciement,démissionlicenciement
lieu,578.959292311791,593.928150933483,-0.477387257541621,-0.412879028028329,45.2868096112936,30.0223889153236,0.136043832434318,0.114768376915297,68,57,3,1,65,53,65,53,2,0,1,1,68,57,3,1,65,52,65,53,2,0,1,0.981132075471698,65,53,14.9688586216924,0.064508229513292,fr,place,location,place,lieu,placelieu
lieutenant,667.168107711057,683.76791071599,-0.0364824285059918,-0.0729586138679874,22.397164314002,28.5803125951078,0.0977919644028871,0.11934751404287,67,64,1,4,65,56,66,62,0,0,0.984848484848485,0.903225806451613,67,64,1,4,66,62,66,62,0,0,1,1,65,56,16.5998030049325,-0.0364761853619956,fr,sergeant,lieutenant,sergent,lieutenant,sergentlieutenant
limousine,662.85252171385,684.025021274646,-0.00621184431090333,0.241057746438957,29.433160158633,26.7540403231203,0.0964420091102624,0.125861314766787,58,55,1,4,46,47,56,49,0,0,0.821428571428571,0.959183673469388,58,55,1,4,54,49,56,49,0,0,0.964285714285714,1,46,47,21.1724995607957,0.247269590749861,fr,taxi,limousine,taxi,limousine,taxilimousine
lion,506.61321621562,522.474292302109,-0.715795824018693,-0.572916816318181,15.0314767983295,24.3981182000989,0.0553518333157954,0.111059765399613,80,66,1,1,74,65,75,65,0,0,0.986666666666667,1,80,66,1,1,72,62,75,65,0,0,0.96,0.953846153846154,74,65,15.8610760864896,0.142879007700512,fr,dragon,lion,dragon,lion,dragonlion
lit,560.865375001623,523.219344851738,-0.444573254685752,-0.593130551653662,29.7056845871271,17.6149168385693,0.14539209383044,0.0730808689118541,66,59,1,1,64,58,65,58,0,0,0.984615384615385,1,66,59,1,1,51,57,65,58,0,0,0.784615384615385,0.982758620689655,64,58,-37.6460301498856,-0.14855729696791,fr,sofa,bed,sofa,lit,sofalit
littérature,618.975786925988,586.288712121624,-0.281889347185999,-0.452348279476281,25.0721482495037,25.6851039338982,0.0916751151671742,0.0851064243614708,61,68,5,2,61,66,61,66,0,0,1,1,61,68,5,2,58,65,61,66,0,0,0.950819672131147,0.984848484848485,61,66,-32.6870748043638,-0.170458932290282,fr,art,literature,art,littérature,artlittérature
livre,553.26417169922,507.407400030846,-0.702489727268006,-0.722572496900143,21.305093938231,17.9368110613826,0.0585534813358685,0.063631007905872,56,64,0,0,54,60,54,62,0,0,1,0.967741935483871,56,64,0,0,50,58,54,62,0,0,0.925925925925926,0.935483870967742,53,60,-45.8567716683733,-0.020082769632137,fr,bible,book,bible,livre,biblelivre
local,552.291090918372,539.762573780035,-0.578942527048944,-0.497590373857224,19.5439211614826,16.1675272131118,0.0948462470255071,0.0766610584596345,80,63,4,5,77,61,78,62,0,1,0.987179487179487,0.983870967741935,79,63,5,5,77,61,77,62,1,1,1,0.983870967741935,77,61,-12.5285171383368,0.0813521531917203,fr,regional,local,régional,local,régionallocal
loin,500.946232137864,555.343701754973,-0.67179758463483,-0.51746952448565,20.9351865601703,26.1204854603201,0.0950172672411075,0.0913200990063936,59,60,3,1,56,57,56,58,1,0,1,0.982758620689655,59,60,3,1,55,54,56,58,1,0,0.982142857142857,0.931034482758621,56,57,54.3974696171085,0.154328060149181,fr,near,far,près,loin,prèsloin
long,554.489688541137,574.43056924012,-0.558768165301664,-0.54981695999317,35.4284536724993,22.0290782976782,0.14203577833994,0.0684637066326795,64,69,3,5,61,65,62,66,1,2,0.983870967741935,0.984848484848485,64,71,3,3,62,67,62,68,1,0,1,0.985294117647059,61,65,19.9408806989836,0.00895120530849469,fr,short,long,court,long,courtlong
longueur,625.922672730303,697.840682430566,-0.204385216753475,0.0846977369320177,49.2038035501525,46.1129158346683,0.194109711020887,0.162226811633527,56,59,4,3,55,57,55,58,1,0,1,0.982758620689655,56,58,4,4,54,38,55,57,1,1,0.981818181818182,0.666666666666667,55,57,71.918009700263,0.289082953685492,fr,size,length,taille,longueur,taillelongueur
louer,560.996501476619,516.138131155447,-0.634356721112724,-0.623984819843603,20.1017688097306,13.6600738567682,0.0550697900531058,0.0556956894974141,70,64,1,1,68,61,68,61,0,0,1,1,70,64,1,1,67,61,68,61,0,0,0.985294117647059,1,68,61,-44.8583703211718,0.0103719012691211,fr,hire,rent,embaucher,louer,embaucherlouer
loup,533.220156479767,550.662396617296,-0.671642802341659,-0.556018553466836,18.9039552087627,24.0048128104352,0.0695540486268009,0.0902302518069515,62,61,1,1,62,59,62,59,0,0,1,1,62,61,1,1,58,57,62,59,0,0,0.935483870967742,0.966101694915254,62,59,17.4422401375292,0.115624248874823,fr,bear,wolf,ours,loup,oursloup
lourdement,618.802240752813,700.208342383094,-0.281647456603929,0.101727237714327,30.2900659457474,39.8877557484956,0.0880644719384032,0.152317423431189,58,61,0,0,55,59,55,61,0,0,1,0.967213114754098,58,61,0,0,52,51,55,61,0,0,0.945454545454545,0.836065573770492,54,59,81.4061016302803,0.383374694318255,fr,heavy,heavily,lourd,lourdement,lourdlourdement
lumière,617.334098411474,561.300427008352,-0.421612978151562,-0.600014921394273,39.8888039560517,21.0606432019737,0.141484269929965,0.0617452442063006,66,67,0,0,63,63,64,65,0,0,0.984375,0.969230769230769,66,67,0,0,61,65,64,65,0,0,0.953125,1,63,63,-56.0336714031221,-0.178401943242711,fr,darkness,light,obscurité,lumière,obscuritélumière
lutter,566.312983596807,557.013789484971,-0.380353630411886,-0.411985080962451,23.8954063312264,17.1596861744115,0.093124618041265,0.0765042539178513,63,65,0,1,61,58,61,65,0,0,1,0.892307692307692,63,65,0,1,58,62,61,65,0,0,0.950819672131147,0.953846153846154,61,57,-9.29919411183596,-0.0316314505505647,fr,combat,fight,combattre,lutter,combattrelutter
là-bas,529.545703740638,586.362525431747,-0.571399970818867,-0.376238491557751,17.1160638650821,25.6024629648186,0.0614841083389318,0.0802329135108943,57,63,0,0,54,59,55,61,0,0,0.981818181818182,0.967213114754098,57,63,0,0,55,59,55,61,0,0,1,0.967213114754098,54,59,56.8168216911085,0.195161479261116,fr,here,there,ici,là-bas,icilà-bas
lécher,572.084317446763,559.924240011307,-0.451790006737162,-0.372931224484107,21.8147290505425,17.2834160251742,0.0815812293688377,0.0735283147783896,68,72,1,1,64,70,65,71,0,0,0.984615384615385,0.985915492957746,68,72,1,1,65,67,65,71,0,0,1,0.943661971830986,63,70,-12.1600774354561,0.0788587822530545,fr,suck,lick,sucer,lécher,sucerlécher
légal,542.409816671231,590.756596411387,-0.593751856339278,-0.264043736236497,21.2371297471861,26.1110054323502,0.0724957978881238,0.115118675442314,63,58,1,0,60,57,62,57,0,0,0.967741935483871,1,63,56,1,2,61,54,62,55,0,2,0.983870967741935,0.981818181818182,60,57,48.3467797401559,0.32970812010278,fr,illegal,legal,illégal,légal,illégallégal
