target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,pt_cue,pt_target,pt_word_combo
idiota,565.597743241852,577.435024408327,-0.590353979344142,-0.446175535668105,17.8989450976697,20.9733064978069,0.049631689643883,0.0907364670502575,77,95,2,1,74,82,74,84,0,1,1,0.976190476190476,77,95,2,1,72,79,74,84,0,1,0.972972972972973,0.94047619047619,74,82,11.8372811664747,0.144178443676037,pt,fool,idiot,tolo,idiota,toloidiota
imenso,602.712037724012,661.000416666324,-0.384461465096895,-0.188829219585422,20.3047443043882,30.2565677691563,0.0680490741248362,0.0948922753852383,113,78,1,0,106,72,109,73,1,0,0.972477064220184,0.986301369863014,113,78,1,0,104,72,109,73,1,0,0.954128440366973,0.986301369863014,106,72,58.2883789423117,0.195632245511474,pt,big,huge,grande,imenso,grandeimenso
imperador,628.580014085062,626.396298852047,-0.409435410712646,-0.276064205791789,29.1509683151308,28.2763867433266,0.0817178795546581,0.105021412547429,75,93,0,0,71,87,72,88,0,0,0.986111111111111,0.988636363636364,75,93,0,0,69,86,72,88,0,0,0.958333333333333,0.977272727272727,71,87,-2.18371523301482,0.133371204920858,pt,imperial,emperor,imperial,imperador,imperialimperador
importante,555.05718181432,623.535199999278,-0.537078966057783,-0.410373810601649,37.8626880437287,23.8354808728372,0.116537274926935,0.0769162659649339,61,73,0,1,55,65,55,66,0,1,1,0.984848484848485,61,73,0,1,54,59,55,66,0,1,0.981818181818182,0.893939393939394,55,65,68.4780181849577,0.126705155456134,pt,valuable,important,valioso,importante,valiosoimportante
importância,585.978039601629,595.401736114977,-0.56535750419144,-0.375891868972841,15.8376573318101,17.9870498268326,0.0376475063284532,0.060606920956012,110,74,3,1,101,72,103,72,0,0,0.980582524271845,1,109,73,4,2,101,71,102,72,1,0,0.990196078431373,0.986111111111111,101,72,9.42369651334786,0.189465635218599,pt,meaning,importance,significado,importância,significadoimportância
impotente,770.559533338124,779.056322026534,0.0785752703839391,0.140507774237242,41.9508741331008,53.1195690670166,0.115845418590609,0.134518898130144,68,70,0,1,60,59,64,61,0,0,0.9375,0.967213114754098,67,69,1,2,61,59,63,61,1,0,0.968253968253968,0.967213114754098,60,59,8.49678868840988,0.0619325038533029,pt,helpless,powerless,desamparado,impotente,desamparadoimpotente
impressionar,640.96026667631,731.010493151692,-0.170134859243517,-0.0418583824243943,46.1402447390678,40.8638188828644,0.139957712766214,0.0838242576008609,66,76,1,4,60,73,60,74,0,2,1,0.986486486486487,66,77,1,3,45,41,60,75,0,1,0.75,0.546666666666667,60,73,90.0502264753821,0.128276476819123,pt,flatter,impress,lisonjear,impressionar,lisonjearimpressionar
impressão digital,803.299714292571,788.169166662342,0.237662176965316,0.196374975815375,41.003820616455,39.7929931485362,0.140592417872961,0.0947567568730973,84,55,2,0,77,48,78,50,2,0,0.987179487179487,0.96,86,55,0,0,47,47,80,50,0,0,0.5875,0.94,77,48,-15.1305476302289,-0.0412872011499411,pt,dna,fingerprint,dna,impressão digital,dnaimpressão digital
império,576.834328775771,539.218249994222,-0.426188345031219,-0.616792071452828,23.4871739531717,18.660005964509,0.127782722125627,0.0606411051715015,78,61,1,0,73,56,73,57,0,0,1,0.982456140350877,77,61,2,0,64,56,72,57,1,0,0.888888888888889,0.982456140350877,73,56,-37.616078781549,-0.190603726421609,pt,dynasty,empire,dinastia,império,dinastiaimpério
imundo,705.355279411292,740.381416687414,-0.17596675503646,0.0955896783301249,32.7637308083352,21.1249998016247,0.082488702407004,0.0852879718662787,74,83,3,1,69,73,71,79,1,1,0.971830985915493,0.924050632911392,75,82,2,2,71,59,72,79,0,1,0.986111111111111,0.746835443037975,68,72,35.0261372761222,0.271556433366585,pt,nasty,filthy,nojento,imundo,nojentoimundo
incapaz,550.534571425176,613.611416648622,-0.628031513651336,-0.177659104850276,24.8045047209324,22.8238955391824,0.0671303049680343,0.0922330437857295,59,51,1,1,56,48,56,48,1,0,1,1,59,51,1,1,54,47,56,48,1,0,0.964285714285714,0.979166666666667,56,48,63.0768452234464,0.45037240880106,pt,inability,unable,incapacidade,incapaz,incapacidadeincapaz
incrível,552.665953689242,540.254784610643,-0.613733319092589,-0.682547685415283,17.9823214941693,15.5186419629239,0.0583959795465677,0.051587842549058,115,67,1,0,108,65,110,65,0,0,0.981818181818182,1,115,67,1,0,108,62,110,65,0,0,0.981818181818182,0.953846153846154,108,65,-12.4111690785987,-0.0688143663226937,pt,impressive,amazing,impressionante,incrível,impressionanteincrível
indicar,599.201597568756,593.511794536004,-0.446371562775632,-0.527045644580078,23.3558632490343,20.0760199874219,0.0771159907379675,0.0554074699097089,91,76,2,0,82,73,83,73,0,0,0.987951807228916,1,91,76,2,0,81,69,83,73,0,0,0.975903614457831,0.945205479452055,82,73,-5.68980303275214,-0.0806740818044458,pt,point,indicate,apontar,indicar,apontarindicar
individual,605.411437496983,637.62779999746,-0.492731319490165,-0.348269062767371,27.6334345060157,32.6045715751178,0.0642687539765804,0.0849745359665154,67,61,0,0,64,55,64,55,0,0,1,1,67,61,0,0,64,53,64,55,0,0,1,0.963636363636364,64,55,32.2163625004773,0.144462256722794,pt,person,individual,pessoa,individual,pessoaindividual
inesperadamente,821.843075488422,913.328119048864,0.419450047685096,0.827295230954965,51.9266596646148,41.4266496573156,0.14836025831263,0.142973645159629,60,92,2,2,53,84,58,88,1,2,0.913793103448276,0.954545454545455,61,94,1,0,53,88,59,90,0,0,0.898305084745763,0.977777777777778,53,84,91.4850435604427,0.407845183269869,pt,suddenly,unexpectedly,repentino,inesperadamente,repentinoinesperadamente
infecção,624.615892855404,693.468552921939,-0.270548451869399,-0.126082818975295,26.385215139462,30.2207968792238,0.0983076831171269,0.0753046610020612,117,89,2,0,112,85,112,86,2,0,1,0.988372093023256,118,88,1,1,109,83,113,85,1,1,0.964601769911504,0.976470588235294,112,85,68.8526600665353,0.144465632894105,pt,virus,infection,vírus,infecção,vírusinfecção
inferior,600.974725280508,581.427407432463,-0.499322711878101,-0.43238826470599,29.6905515063744,36.9388957661496,0.0749182875132146,0.107795016427913,100,56,0,0,91,54,92,54,0,0,0.989130434782609,1,100,56,0,0,91,52,92,54,0,0,0.989130434782609,0.962962962962963,91,54,-19.5473178480445,0.0669344471721115,pt,top,bottom,superior,inferior,superiorinferior
inferno,589.394798086575,535.999478260783,-0.472414527788024,-0.614678432075781,21.1162869516701,18.0182783933888,0.0671324276529325,0.0609100079927613,109,102,0,1,104,92,105,93,0,1,0.99047619047619,0.989247311827957,109,102,0,1,101,90,105,93,0,1,0.961904761904762,0.967741935483871,104,92,-53.3953198257915,-0.142263904287757,pt,paradise,hell,paraíso,inferno,paraísoinferno
informante,817.794530277204,786.472431828032,0.216332151219775,0.473100279077074,46.0714946707475,53.7796421664223,0.130099059533709,0.182216396181553,76,55,0,1,66,44,72,52,0,0,0.916666666666667,0.846153846153846,76,55,0,1,72,51,72,52,0,0,1,0.980769230769231,66,44,-31.3220984491716,0.256768127857299,pt,source,informant,fonte,informante,fonteinformante
informar,557.07238889059,535.928096152759,-0.600697052792539,-0.548924092853483,20.9487917788245,21.038174224914,0.0609834577781645,0.0783985450569996,56,55,2,0,54,52,54,52,0,0,1,1,56,55,2,0,54,51,54,52,0,0,1,0.980769230769231,54,52,-21.1442927378316,0.0517729599390558,pt,report,inform,relatar,informar,relatarinformar
informação,602.391044952816,571.861662174336,-0.439487281288166,-0.546450644281854,18.7214628767486,17.9364806104052,0.0613243826987975,0.0427985191237191,97,77,0,3,89,74,91,75,0,0,0.978021978021978,0.986666666666667,97,78,0,2,89,72,91,75,0,0,0.978021978021978,0.96,89,74,-30.5293827784805,-0.106963362993688,pt,data,information,dados,informação,dadosinformação
infortúnio,816.743755555939,964.215500008633,0.372376893397275,1.01532564692309,58.9788760841523,69.7960759216102,0.175524946544301,0.222759315208948,59,54,0,0,45,42,52,50,0,0,0.865384615384615,0.84,59,54,0,0,50,49,52,50,0,0,0.961538461538462,0.98,45,42,147.471744452695,0.642948753525813,pt,unfortunate,misfortune,lamentável,infortúnio,lamentávelinfortúnio
infância,552.647692315332,555.896327850174,-0.60056968251606,-0.604668751597027,23.7568236802121,18.6147512242103,0.0688782179686595,0.0500364036246501,99,65,1,1,92,61,92,62,0,0,1,0.983870967741935,99,65,1,1,90,59,92,62,0,0,0.978260869565217,0.951612903225806,91,61,3.24863553484136,-0.00409906908096713,pt,youth,childhood,juventude,infância,juventudeinfância
injeção,676.058728560297,644.621432097849,-0.131100893835396,-0.263581035372913,25.9126427160044,25.3352598273405,0.0791707601965145,0.0712288234690109,78,86,1,1,70,81,70,81,1,1,1,1,79,87,0,0,65,81,71,82,0,0,0.915492957746479,0.98780487804878,70,81,-31.4372964624487,-0.132480141537516,pt,dose,injection,dose,injeção,doseinjeção
injusto,603.555888886955,650.185440006348,-0.483589760255802,-0.269291457755023,32.610596211931,29.2785065011118,0.0844923860185824,0.0896696601300704,85,81,0,1,81,75,81,75,0,0,1,1,84,80,1,2,77,72,80,74,1,1,0.9625,0.972972972972973,81,75,46.629551119393,0.214298302500779,pt,injustice,unfair,injustiça,injusto,injustiçainjusto
inseto,613.474898555754,707.301523813311,-0.370348570456126,-0.171715908627997,30.5487961586016,42.6003932057926,0.0900180670220354,0.115241582606027,78,68,1,0,69,63,69,63,0,0,1,1,78,68,1,0,69,61,69,63,0,0,1,0.968253968253968,69,63,93.8266252575563,0.19863266182813,pt,spider,insect,aranha,inseto,aranhainseto
inspeção,728.299258427053,776.534250013427,-0.0249471843542971,0.273282033745114,39.0443638983965,47.1035704559871,0.0957273943026094,0.155581395433646,96,60,4,1,89,52,93,53,2,0,0.956989247311828,0.981132075471698,98,60,2,1,93,52,94,53,1,0,0.98936170212766,0.981132075471698,89,52,48.2349915863739,0.298229218099411,pt,examination,inspection,exame,inspeção,exameinspeção
inspiração,619.915220009774,632.628775524446,-0.335220971654176,-0.299117062924864,27.9086844093946,41.9281699363536,0.0791035191283432,0.0830043193473776,105,53,1,1,100,49,101,49,0,1,0.99009900990099,1,105,53,1,1,101,48,101,49,0,1,1,0.979591836734694,100,49,12.7135555146717,0.0361039087293116,pt,inspire,inspiration,inspirar,inspiração,inspirarinspiração
instrumento,617.444589738832,567.668155557751,-0.350607889075711,-0.405778320736705,25.5813532386036,20.4666030053915,0.0690538871709767,0.0884739725039851,85,55,1,0,78,45,79,46,0,0,0.987341772151899,0.978260869565217,85,55,1,0,78,39,79,46,0,0,0.987341772151899,0.847826086956522,78,45,-49.7764341810804,-0.0551704316609937,pt,tool,instrument,ferramenta,instrumento,ferramentainstrumento
inteligente,598.646956035013,626.504874987997,-0.4736343091206,-0.378758734752511,19.5957874513281,31.0427742741372,0.0568584358381371,0.0769631812188481,98,78,2,0,91,72,91,72,1,0,1,1,98,78,2,0,90,70,91,72,1,0,0.989010989010989,0.972222222222222,91,72,27.8579189529837,0.094875574368089,pt,smart,intelligent,esperto,inteligente,espertointeligente
intencionalmente,823.58232258355,975.464046880226,0.217453160291945,0.739167994039427,47.9389402017897,50.6011337412008,0.101781836108792,0.123895411497013,66,69,2,2,62,64,62,64,1,1,1,1,65,69,3,2,55,62,61,64,2,1,0.901639344262295,0.96875,62,64,151.881724296677,0.521714833747482,pt,accidentally,intentionally,acidentalmente,intencionalmente,acidentalmenteintencionalmente
intenção,654.159454538618,621.862492745243,-0.275873705724215,-0.425771822135163,31.8052737555016,22.9344221409779,0.107594400572624,0.0603191795220839,81,74,0,1,77,69,79,71,0,0,0.974683544303797,0.971830985915493,81,74,0,1,78,71,79,71,0,0,0.987341772151899,1,77,69,-32.2969617933751,-0.149898116410948,pt,purpose,intention,propósito,intenção,propósitointenção
interessante,557.558470592072,636.103333332501,-0.559670657989103,-0.340410283440223,17.5728392345928,31.4570231067468,0.0482341549162097,0.0896636403460563,76,53,1,1,68,48,68,48,1,0,1,1,76,52,1,2,66,46,68,47,1,1,0.970588235294118,0.978723404255319,68,48,78.5448627404293,0.219260374548881,pt,exciting,interesting,excitante,interessante,excitanteinteressante
intuição,614.49963737162,648.662589034363,-0.419300449311565,-0.275510564603801,22.7517215989255,26.9335408265382,0.0580533500777425,0.0782506928375491,96,78,0,1,91,73,92,74,0,0,0.989130434782609,0.986486486486487,95,78,1,1,88,70,91,74,1,0,0.967032967032967,0.945945945945946,91,73,34.1629516627426,0.143789884707764,pt,instinct,intuition,instinto,intuição,instintointuição
inverno,521.842171058143,595.40975384686,-0.686067326745059,-0.428865701407802,14.0834778825749,28.8321203625698,0.045648153632276,0.109764951861376,79,71,0,1,76,65,76,67,0,0,1,0.970149253731343,79,70,0,2,74,64,76,66,0,1,0.973684210526316,0.96969696969697,76,65,73.5675827887175,0.257201625337257,pt,summer,winter,verão,inverno,verãoinverno
investidor,661.946386361047,665.486425915561,-0.285795459115364,-0.224540182581367,31.0422767392894,31.139560839451,0.0792181875889499,0.0976077922456117,93,63,2,0,89,54,89,57,1,0,1,0.947368421052632,93,62,2,1,88,55,89,57,1,0,0.98876404494382,0.964912280701754,88,54,3.54003955451401,0.0612552765339966,pt,banker,investor,banqueiro,investidor,banqueiroinvestidor
investigador,604.860576915787,640.011266670365,-0.415871806995001,-0.265679044001787,27.1513358016344,23.2037471591939,0.0549594204525277,0.0647422920680599,82,65,0,1,78,60,78,60,0,0,1,1,82,65,0,1,73,56,78,60,0,0,0.935897435897436,0.933333333333333,78,60,35.1506897545783,0.150192762993214,pt,analyst,investigator,analista,investigador,analistainvestigador
investigar,649.391026664691,656.716733333472,-0.325480818227696,-0.308341346920998,25.9159501326449,28.7623578081342,0.0659004317600771,0.0830849132709053,78,84,2,3,75,76,75,76,1,1,1,1,78,83,2,4,73,71,75,75,1,2,0.973333333333333,0.946666666666667,75,75,7.32570666878075,0.017139471306698,pt,examine,investigate,examinar,investigar,examinarinvestigar
investir,611.696436355151,555.901962265996,-0.383331251595382,-0.533138339498066,34.7428064380062,21.0908134415721,0.0968691493655598,0.0673379069918672,64,57,0,0,56,53,56,53,0,0,1,1,63,57,1,0,55,46,55,53,1,0,1,0.867924528301887,55,53,-55.7944740891551,-0.149807087902684,pt,finance,invest,finança,investir,finançainvestir
inútil,576.094653846134,608.164186810668,-0.459776485579938,-0.322174722888691,22.3587131084834,22.0753652388567,0.0762357416735638,0.0844142936389016,56,97,1,2,52,91,52,92,0,1,1,0.989130434782609,56,97,1,2,50,84,52,92,0,1,0.961538461538462,0.91304347826087,52,91,32.0695329645339,0.137601762691247,pt,useless,worthless,imprestável,inútil,imprestávelinútil
ir,538.646949366811,622.070909083818,-0.586356304987398,-0.394097871846274,15.0939515514086,26.0583782443806,0.0672961646846518,0.075906191026014,87,86,0,1,79,77,80,78,0,0,0.9875,0.987179487179487,87,86,0,1,79,75,80,78,0,0,0.9875,0.961538461538462,79,77,83.4239597170068,0.192258433141124,pt,enter,go,entrar,ir,entrarir
irmão,487.61990770956,588.850272721112,-0.802156042203975,-0.492286613476768,15.5555127039868,41.236168971752,0.0537933518711224,0.12846201402715,69,58,0,0,65,55,65,55,0,0,1,1,69,58,0,0,64,54,65,55,0,0,0.984615384615385,0.981818181818182,65,55,101.230365011552,0.309869428727207,pt,sister,brother,irmã,irmão,irmãirmão
irresponsável,676.243186672459,717.096384619564,-0.230632136236112,0.00682784640731556,31.1168992876669,43.8529519996211,0.074876718068986,0.106548738888894,80,55,1,2,75,52,75,52,1,0,1,1,80,55,1,2,72,50,75,52,1,0,0.96,0.961538461538462,75,52,40.8531979471045,0.237459982643427,pt,unreasonable,irresponsible,irracional,irresponsável,irracionalirresponsável
irónico,583.603936163943,580.093640001756,-0.45758248981395,-0.369233308463558,32.6513584514176,22.4867755382757,0.121101363042474,0.0636331192701876,57,56,0,2,47,50,47,50,0,1,1,1,57,57,0,1,46,49,47,51,0,0,0.978723404255319,0.96078431372549,47,50,-3.51029616218693,0.0883491813503915,pt,irony,ironic,ironia,irónico,ironiairónico
isca,746.83275438167,703.947358959728,0.0696626551891342,0.183583502335825,48.0547958341732,33.4296272583046,0.157502562929368,0.134170470239322,80,56,1,1,57,39,74,52,0,1,0.77027027027027,0.75,80,56,1,1,70,50,74,52,0,1,0.945945945945946,0.961538461538462,57,39,-42.885395421942,0.113920847146691,pt,trap,bait,armadilha,isca,armadilhaisca
joelho,492.614172847578,562.530419988315,-0.778016505582228,-0.478134115804325,10.3203904577078,22.0059241550936,0.0426919748236081,0.0679010806258818,86,52,3,2,81,50,81,52,2,1,1,0.961538461538462,86,52,3,2,81,50,81,52,2,1,1,0.961538461538462,81,50,69.9162471407374,0.299882389777904,pt,shoulder,knee,ombro,joelho,ombrojoelho
jogador,532.178736862766,562.8795131694,-0.602258532039673,-0.517724491783687,29.2565612710924,25.5732051155465,0.0949972698607132,0.0748922352229543,61,85,0,3,57,76,57,77,0,2,1,0.987012987012987,61,84,0,4,56,76,57,76,0,3,0.982456140350877,1,57,76,30.7007763066335,0.0845340402559861,pt,coach,player,treinador,jogador,treinadorjogador
jogo,510.658494952555,514.800197671092,-0.762268551633728,-0.703453086624218,18.9626096868455,13.739800141208,0.0561598397537433,0.0450208571234486,105,91,3,0,99,86,100,86,1,0,0.99,1,105,91,3,0,99,84,100,86,1,0,0.99,0.976744186046512,99,86,4.14170271853715,0.0588154650095105,pt,play,game,jogar,jogo,jogarjogo
jornal,508.127073790022,536.652703524741,-0.794999457671893,-0.670274241756105,27.4623367541436,29.8251099628713,0.0726507269913434,0.0771883500191665,60,62,0,2,59,60,59,60,0,0,1,1,60,62,0,2,56,58,59,60,0,0,0.949152542372881,0.966666666666667,59,60,28.5256297347196,0.124725215915789,pt,article,newspaper,artigo,jornal,artigojornal
jornalista,523.637155169504,597.527883706492,-0.693206369971676,-0.4513959294958,17.469919937272,19.8700471521036,0.0507346154389859,0.0668006161340808,60,93,0,1,58,86,58,87,0,0,1,0.988505747126437,60,93,0,1,54,83,58,87,0,0,0.931034482758621,0.954022988505747,58,86,73.8907285369885,0.241810440475876,pt,reporter,journalist,repórter,jornalista,repórterjornalista
juiz,546.460232325205,608.915999997633,-0.64899360144889,-0.287227157787485,11.9873139498929,35.656292980904,0.0338347851803971,0.114296455470852,105,56,0,0,99,50,100,50,0,0,0.99,1,105,55,0,1,96,48,100,49,0,1,0.96,0.979591836734694,99,50,62.4557676724279,0.361766443661404,pt,court,judge,tribunal,juiz,tribunaljuiz
julgamento,638.096000022237,586.565457616103,-0.222122934881786,-0.300872737599059,36.2038284576162,28.0001675575144,0.0902286539219877,0.118518156370285,63,62,1,0,59,59,59,59,0,0,1,1,64,62,0,0,59,58,59,59,0,0,1,0.983050847457627,59,59,-51.5305424061341,-0.0787498027172729,pt,hearing,trial,audição,julgamento,audiçãojulgamento
julho,510.089557693763,635.490281251599,-0.763420147201114,-0.348546656618072,15.9031756391787,27.4465839500993,0.0494273205778603,0.108763044977433,111,70,0,1,105,64,105,65,0,1,1,0.984615384615385,111,71,0,0,105,59,105,66,0,0,1,0.893939393939394,104,64,125.400723557836,0.414873490583043,pt,june,july,junho,julho,junhojulho
julieta,593.446552637043,769.804857130211,-0.461580590614432,0.293163718680243,31.357660341654,50.215226172841,0.0883550147860853,0.140219438115571,80,54,2,0,76,49,76,53,1,0,1,0.924528301886792,80,54,2,0,71,53,76,53,1,0,0.93421052631579,1,76,49,176.358304493168,0.754744309294676,pt,romeo,juliet,romeu,julieta,romeujulieta
juramento,571.611721316741,658.685379320577,-0.428807432904013,-0.283772697805445,21.5620300784943,22.7344363814415,0.0759508088570185,0.0607936446685928,66,64,0,2,61,58,61,60,0,0,1,0.966666666666667,66,64,0,2,60,59,61,60,0,0,0.983606557377049,0.983333333333333,61,58,87.0736580038364,0.145034735098568,pt,swear,oath,jurar,juramento,jurarjuramento
justiça,565.500027795952,549.173072745101,-0.527948691512452,-0.543037776200895,24.0953510589218,23.1867119999013,0.0739207773554842,0.0763987536099568,80,58,2,1,72,55,73,55,0,0,0.986301369863014,1,80,58,2,1,73,54,73,55,0,0,1,0.981818181818182,72,55,-16.326955050851,-0.0150890846884428,pt,revenge,justice,vingança,justiça,vingançajustiça
jóia,594.46462161686,614.558706879689,-0.454467552114878,-0.362086998170429,22.8550239900144,30.6766638145719,0.0694231940597206,0.0847733010655189,85,65,1,1,74,58,75,59,1,0,0.986666666666667,0.983050847457627,85,65,1,1,72,59,75,59,1,0,0.96,1,74,58,20.0940852628289,0.0923805539444492,pt,diamond,jewel,diamante,jóia,diamantejóia
júnior,479.441000009079,490.024783339784,-0.821537516888663,-0.718652018448678,15.8942175292488,16.6709280598159,0.0464030867066463,0.0729332085518409,72,64,0,3,70,60,70,61,0,3,1,0.983606557377049,72,66,0,1,70,62,70,63,0,1,1,0.984126984126984,70,60,10.5837833307052,0.102885498439986,pt,senior,junior,sénior,júnior,séniorjúnior
lagarto,643.483282351696,703.489855081899,-0.395336644284286,-0.0442385116767293,30.5347818635864,49.0807776052045,0.0866772364630388,0.160044040449774,93,76,1,0,85,69,85,72,1,0,1,0.958333333333333,94,76,0,0,81,68,86,72,0,0,0.941860465116279,0.944444444444444,85,69,60.006572730203,0.351098132607556,pt,frog,lizard,rã,lagarto,rãlagarto
lago,574.040142853766,652.956613623187,-0.541863349363251,-0.05656400927703,19.8132418148607,32.0753599245021,0.0786757544071887,0.130942683363162,80,52,0,0,77,44,77,46,0,0,1,0.956521739130435,80,52,0,0,72,44,77,46,0,0,0.935064935064935,0.956521739130435,77,44,78.9164707694206,0.485299340086221,pt,river,lake,rio,lago,riolago
lagosta,584.406581079975,683.793096777554,-0.524431067168947,-0.230734353048222,19.5795286815154,35.5512583381087,0.0631760442711401,0.0978289470913741,79,70,1,1,74,62,74,64,0,1,1,0.96875,79,69,1,2,66,64,74,64,0,1,0.891891891891892,1,74,62,99.3865156975793,0.293696714120725,pt,tuna,lobster,atum,lagosta,atumlagosta
lamber,615.238499998043,701.347090906522,-0.421224427042833,0.158856361567272,27.1594957836894,27.3822673057053,0.0700024597974514,0.171105982763811,97,57,0,0,88,44,89,52,0,0,0.98876404494382,0.846153846153846,97,57,0,0,87,51,89,52,0,0,0.97752808988764,0.980769230769231,88,44,86.1085909084792,0.580080788610105,pt,suck,lick,chupar,lamber,chuparlamber
laranja,535.785514693447,504.222140627177,-0.647284888171741,-0.706607146951165,25.2077452611847,22.9588065888229,0.0580868380380451,0.0573548171151228,76,65,0,0,68,64,69,64,0,0,0.985507246376812,1,76,65,0,0,68,64,69,64,0,0,0.985507246376812,1,68,64,-31.5633740662703,-0.0593222587794239,pt,green,orange,verde,laranja,verdelaranja
lavagem,595.902946429883,567.444836365153,-0.521472101457252,-0.486492836577296,44.0620669648577,23.9172670212137,0.115632063393835,0.0771879838638869,60,63,1,1,56,55,56,55,0,0,1,1,60,63,1,1,54,55,56,55,0,0,0.964285714285714,1,56,55,-28.45811006473,0.034979264879956,pt,clean,wash,limpar,lavagem,limparlavagem
legal,573.732077782011,533.83398112613,-0.500046499103815,-0.597175708035493,16.2422476740017,27.1223284873645,0.0479649244716439,0.0853365196565573,99,57,1,0,91,53,93,55,1,0,0.978494623655914,0.963636363636364,100,56,0,1,92,50,94,54,0,1,0.978723404255319,0.925925925925926,90,53,-39.8980966558814,-0.0971292089316775,pt,illegal,legal,ilegal,legal,ilegallegal
lembrar,526.509574049519,607.427560998071,-0.595734196919545,-0.470096652848923,18.3051398172233,32.5584754246904,0.0957833238402603,0.0749564875360023,61,88,1,0,54,82,55,82,1,0,0.981818181818182,1,61,88,1,0,53,76,55,82,1,0,0.963636363636364,0.926829268292683,54,82,80.9179869485521,0.125637544070622,pt,forget,remember,esquecer,lembrar,esquecerlembrar
lenda,542.558310807203,598.889867918004,-0.684026537401958,-0.48930270947483,19.2248827209609,39.5572537529909,0.0499302520509148,0.0988877188056294,80,58,1,1,74,53,74,54,1,0,1,0.981481481481482,81,59,0,0,72,51,75,54,0,0,0.96,0.944444444444444,74,53,56.3315571108004,0.194723827927128,pt,myth,legend,mito,lenda,mitolenda
lenço,552.466387499058,590.052021279154,-0.56802187641355,-0.328743636277957,17.3116417196925,31.6678625911377,0.0733206319479176,0.132548679338604,89,51,2,0,80,47,83,49,0,0,0.963855421686747,0.959183673469388,89,51,2,0,78,49,83,49,0,0,0.939759036144578,1,80,47,37.5856337800953,0.239278240135593,pt,cloth,handkerchief,pano,lenço,panolenço
leste,575.493602561656,640.682931507706,-0.525584746775019,-0.231228820204556,35.3482293310242,20.3045688816949,0.0982664094841931,0.0723562032592577,82,81,4,2,78,73,79,75,2,0,0.987341772151899,0.973333333333333,83,81,3,2,71,75,80,75,1,0,0.8875,1,78,73,65.1893289460503,0.294355926570463,pt,west,east,oeste,leste,oesteleste
leão,550.795878382159,545.903755104225,-0.605927084148577,-0.557048216977041,22.9595067717649,26.4504450241039,0.0741878735736384,0.105951463392505,81,55,1,0,74,49,75,50,0,0,0.986666666666667,0.98,81,55,1,0,74,48,75,50,0,0,0.986666666666667,0.96,74,49,-4.89212327793427,0.0488788671715363,pt,dragon,lion,dragão,leão,dragãoleão
liberal,607.434712477961,616.235204561076,-0.402543555397438,-0.228883303149958,34.842031560906,27.261067529695,0.0950897868238509,0.115747483788993,93,54,0,0,80,44,82,46,0,0,0.975609756097561,0.956521739130435,93,54,0,0,77,41,82,46,0,0,0.939024390243902,0.891304347826087,80,44,8.80049208311448,0.17366025224748,pt,conservative,liberal,conservador,liberal,conservadorliberal
licenciado,715.856490200777,631.781521750604,-0.0676319151652469,-0.221793288580161,52.7420749801157,26.6900775326848,0.148068405898776,0.0803810620234253,56,51,0,0,51,46,51,46,0,0,1,1,56,51,0,0,50,43,51,46,0,0,0.980392156862745,0.934782608695652,51,46,-84.0749684501726,-0.154161373414914,pt,diploma,graduate,diploma,licenciado,diplomalicenciado
limusine,968.219898281659,854.075861547006,0.827458308317883,0.55620441387542,56.1789064390785,38.7925618787396,0.170330469807823,0.124846613391873,87,84,0,1,64,65,82,79,0,1,0.780487804878049,0.822784810126582,87,84,0,1,78,78,82,79,0,1,0.951219512195122,0.987341772151899,64,65,-114.144036734653,-0.271253894442463,pt,taxi,limousine,táxi,limusine,táxilimusine
lindo,561.956728795896,529.782188401029,-0.549690637674319,-0.636046327086116,36.0331832846928,16.5317397921344,0.144945950158518,0.0519055037572924,63,74,0,2,59,69,59,70,0,0,1,0.985714285714286,62,74,1,2,58,68,58,70,1,0,1,0.971428571428571,59,69,-32.1745403948661,-0.0863556894117969,pt,pretty,beautiful,bonito,lindo,bonitolindo
ling,508.667000000016,542.461249992557,-0.861432886446072,-0.389194674210163,68.2310683336639,25.3447765827958,0.207148504710179,0.105656953238131,73,66,2,0,4,4,70,62,0,0,0.0571428571428571,0.0645161290322581,73,66,2,0,5,58,70,62,0,0,0.0714285714285714,0.935483870967742,4,4,33.7942499925408,0.47223821223591,pt,ming,ling,ming,ling,mingling
