target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,fa_cue,fa_target,fa_word_combo,unrelated_fa_cue
مورچه,457.615100004818,523.434285713709,-0.692896568266748,-0.606840391768042,21.6171081960704,54.1033905015405,0.10634645376651,0.161358272582683,11,7,1,0,11,7,11,7,0,0,1,1,11,7,1,0,11,7,11,7,0,0,1,1,10,7,65.819185708891,0.0860561764987066,fa,bee,ant,زنبور عسل,مورچه,زنبور عسلمورچه,وضعیت
موزه,640.538636369138,607.861874996326,-0.254685713582092,-0.40581630390628,81.3173634063992,49.5163698112025,0.230023500451219,0.203879011888388,11,17,0,1,11,16,11,16,0,0,1,1,11,17,0,1,11,16,11,16,0,0,1,1,11,16,-32.6767613728114,-0.151130590324188,fa,library,museum,کتابخانه,موزه,کتابخانهموزه,درست کردن
موسیقی,578.511999957516,668.382857135684,-0.396890132979069,-0.0303507233139195,49.4234850440077,121.396007454658,0.229431033168971,0.543937806760386,16,14,1,1,16,14,16,14,0,0,1,1,16,14,1,1,7,13,16,14,0,0,0.4375,0.928571428571429,16,14,89.8708571781689,0.36653940966515,fa,jazz,music,جاز,موسیقی,جازموسیقی,پست
موسیقی دان,845.820846130812,696.996333353221,0.415220297828996,0.105382403659336,98.2267451711669,77.7881956012392,0.322088872205145,0.354164536359076,13,9,1,0,13,9,13,9,0,0,1,1,13,9,1,0,12,9,13,9,0,0,0.923076923076923,1,13,9,-148.82451277759,-0.30983789416966,fa,singer,musician,خواننده,موسیقی دان,خوانندهموسیقی دان,سقوط
موش صحرایی,635.352375006951,595.148357139613,-0.188006410921184,-0.168530421870673,39.1730870812427,41.3629343509764,0.137369548690537,0.148672132354962,16,15,1,0,16,14,16,14,1,0,1,1,16,15,1,0,15,14,16,14,1,0,0.9375,1,16,14,-40.2040178673373,0.0194759890505115,fa,mouse,rat,موش,موش صحرایی,موشموش صحرایی,خصوصی
موفق شدن,542.868555559505,623.528473692458,-0.662991984749802,-0.18591854797987,33.3209888333595,52.0918254449446,0.0727776655463249,0.25070150009006,10,20,0,0,9,19,9,19,0,0,1,1,10,20,0,0,8,18,9,19,0,0,0.888888888888889,0.947368421052632,9,19,80.6599181329526,0.477073436769932,fa,manage,succeed,اداره کردن,موفق شدن,اداره کردنموفق شدن,نفرت
موقعیت,549.188416662752,553.129333311478,-0.466477310918094,-0.512130654838327,37.1656544489438,49.9571014237003,0.160719575202619,0.234966138453773,13,8,1,1,12,6,12,6,0,1,1,1,13,8,1,1,11,6,12,6,0,1,0.916666666666667,1,12,6,3.94091664872656,-0.0456533439202336,fa,status,position,وضع,موقعیت,وضعموقعیت,مجرد
مکان,615.666941181464,647.841833344624,-0.482428259880272,-0.215645826739077,71.53985249813,78.6811054342009,0.16735243477237,0.232984235606554,17,19,3,0,17,18,17,18,2,0,1,1,16,19,4,0,15,18,16,18,3,0,0.9375,1,17,18,32.1748921631596,0.266782433141195,fa,place,location,محل,مکان,محلمکان,زن همجنس گرا
مکانیکی,569.061142855449,521.353285753492,-0.489360887512727,-0.482443403680775,43.4951866558045,36.6599040173605,0.147770656610238,0.152319476531321,7,7,1,1,7,7,7,7,0,0,1,1,7,7,1,1,7,7,7,7,0,0,1,1,7,7,-47.7078571019563,0.00691748383195151,fa,technical,mechanical,فنی,مکانیکی,فنیمکانیکی,ساحل
میدان جنگ,702.743800006846,713.613823535894,-0.0642350417398966,-0.0216906126405904,130.996664676196,88.5616188631775,0.39911121899186,0.323764338081891,15,17,0,0,15,17,15,17,0,0,1,1,15,17,0,0,13,16,15,17,0,0,0.866666666666667,0.941176470588235,15,17,10.8700235290488,0.0425444290993062,fa,arena,battlefield,عرصه,میدان جنگ,عرصهمیدان جنگ,پیر
میلیارد,591.430214154368,617.289777795007,-0.212436395643455,-0.163242138514469,65.3196462358433,70.876079426634,0.335261175959526,0.302791243829843,14,11,0,0,14,9,14,10,0,0,1,0.9,14,11,0,0,14,10,14,10,0,0,1,1,14,9,25.859563640639,0.0491942571289866,fa,million,billion,میلیون,میلیارد,میلیونمیلیارد,به طور طبیعی
میوه,568.18121428963,491.535500014381,-0.556227577510514,-0.832867233437582,27.5599948783791,28.698989097991,0.104994588454046,0.134258092317948,14,11,0,0,14,10,14,11,0,0,1,0.909090909090909,14,11,0,0,13,11,14,11,0,0,0.928571428571429,1,14,10,-76.6457142752492,-0.276639655927068,fa,apple,fruit,سیب,میوه,سیبمیوه,کلاه ایمنی
میکروسکوپ,650.102555584557,599.986249998692,-0.291614022533416,-0.380223119902312,78.9987418821567,24.7111703235217,0.17929832993472,0.112845413966351,18,9,0,0,18,8,18,9,0,0,1,0.888888888888889,18,9,0,0,18,9,18,9,0,0,1,1,18,8,-50.1163055858649,-0.0886090973688953,fa,telescope,microscope,تلسکوپ,میکروسکوپ,تلسکوپمیکروسکوپ,اعدام
میکروفون,673.50278573483,759.982166672474,-0.120518877636336,0.248505365163511,77.0673897883103,214.869919180962,0.27005156498074,0.663170362160722,16,6,0,0,14,6,14,6,0,0,1,1,15,6,1,0,14,6,14,6,0,0,1,1,14,6,86.4793809376447,0.369024242799847,fa,camera,microphone,دوربین,میکروفون,دوربینمیکروفون,دست کم گرفتن
ناامیدی,673.604133297555,687.224000000492,-0.029347077574175,-0.0756761754815403,70.4405189947382,54.1153191320406,0.255326497834723,0.191121098032175,15,10,0,1,15,9,15,9,0,0,1,1,15,10,0,1,14,9,15,9,0,0,0.933333333333333,1,15,9,13.6198667029363,-0.0463290979073654,fa,surprise,disappointment,تعجب,ناامیدی,تعجبناامیدی,شاهد
ناجی,613.172071421076,664.857090906933,-0.149769198063756,-0.203524377934333,33.0187050931806,45.8570047648383,0.170718618646451,0.178997592515407,14,14,0,0,14,11,14,13,0,0,1,0.846153846153846,14,14,0,0,14,13,14,13,0,0,1,1,14,11,51.6850194858572,-0.0537551798705772,fa,hero,savior,قهرمان,ناجی,قهرمانناجی,بزرگ
ناحیه,563.80519996656,674.933714173179,-0.38323244454857,-0.316623048066005,55.1848437234197,58.2467505856144,0.189159818167431,0.140696496009713,15,8,0,2,15,7,15,8,0,0,1,0.875,15,8,0,2,15,8,15,8,0,0,1,1,15,7,111.128514206619,0.0666093964825646,fa,county,district,شهرستان,ناحیه,شهرستانناحیه,قاتل
ناخوشایند,587.748909029057,687.308500007465,-0.416534672680747,0.0284976247997981,40.4729875311047,75.0990858711145,0.0956056495458303,0.234445214547527,11,12,0,0,11,12,11,12,0,0,1,1,11,12,0,0,11,12,11,12,0,0,1,1,11,12,99.5595909784081,0.445032297480546,fa,uncomfortable,unpleasant,ناراحت,ناخوشایند,ناراحتناخوشایند,انگشت
نارنجی,560.925352950882,611.595363666695,-0.570861729793925,-0.228132334437125,59.3812001559721,42.8214716061261,0.172908957622059,0.10580363782725,18,12,0,0,17,11,17,11,0,0,1,1,18,12,0,0,15,11,17,11,0,0,0.88235294117647,1,17,11,50.670010715813,0.3427293953568,fa,green,orange,سبز,نارنجی,سبزنارنجی,جلوگیری کردن
ناشناخته,619.48700001803,616.487090885282,-0.355415267875943,-0.213175965887018,34.7382387872503,39.7641890921529,0.101662338438885,0.16631941396351,20,12,1,1,19,11,19,11,0,0,1,1,20,12,1,1,19,11,19,11,0,0,1,1,19,11,-2.99990913274848,0.142239301988925,fa,anonymous,unknown,ناشناس,ناشناخته,ناشناسناشناخته,اندازه
نام خانوادگی,604.516249993234,630.047166753667,-0.634813754162706,-0.45285140317361,91.2210497071978,69.9590506469483,0.0957522391574999,0.147032582089466,12,14,0,3,12,12,12,12,0,0,1,1,12,14,0,3,12,11,12,12,0,0,1,0.916666666666667,12,12,25.5309167604331,0.181962350989095,fa,nickname,surname,نام مستعار,نام خانوادگی,نام مستعارنام خانوادگی,یاد گرفتن
نامه,485.458583344299,588.534099951721,-0.759158075959185,-0.504443558094829,40.6452551414552,71.0088644712805,0.108837847870396,0.205358677173736,13,11,0,0,12,10,12,10,0,0,1,1,13,11,0,0,11,9,12,10,0,0,0.916666666666667,0.9,12,10,103.075516607422,0.254714517864356,fa,telegram,letter,تلگراف,نامه,تلگرافنامه,خالی
ناهار,613.403882351858,613.546083262687,-0.306368040811256,-0.361658806266951,46.7471695077999,62.6491239308571,0.186927041143065,0.21245038284908,17,13,0,0,17,12,17,12,0,0,1,1,17,13,0,0,16,11,17,12,0,0,0.941176470588235,0.916666666666667,17,12,0.14220091082916,-0.0552907654556946,fa,snack,lunch,خوراک مختصر,ناهار,خوراک مختصرناهار,سنگین
ناوگان,626.462799951103,726.007000031764,-0.0663738988595382,0.0600142169897049,60.8794483581032,18.7506395207783,0.139984223519752,0.0648772891551752,7,6,1,0,5,3,7,6,0,0,0.714285714285714,0.5,7,6,1,0,7,6,7,6,0,0,1,1,5,3,99.5442000806617,0.126388115849243,fa,naval,fleet,نیروی دریایی,ناوگان,نیروی دریاییناوگان,خیال پردازی
ناپدید شدن,513.076499997778,675.382000173826,-0.648474181256143,-0.237174039866992,28.0309087450054,63.4376442367868,0.0596998684202477,0.319885798713219,12,16,1,0,10,15,12,15,0,0,0.833333333333333,1,12,16,1,0,12,15,12,15,0,0,1,1,10,15,162.305500176048,0.411300141389151,fa,death,disappearance,مرگ,ناپدید شدن,مرگناپدید شدن,پایان دادن
ناگوار,743.531090910203,566.488249970163,-0.207120483654402,-0.579235711433389,148.293193881,81.6673690759544,0.355227013468096,0.308757527279136,13,4,0,0,11,4,11,4,0,0,1,1,13,4,0,0,10,4,11,4,0,0,0.909090909090909,1,11,4,-177.04284094004,-0.372115227778987,fa,terrible,horrible,وحشتناک,ناگوار,وحشتناکناگوار,راحت
نبرد,571.46326669408,634.929222236471,-0.360093348217798,-0.128121064306877,32.4593298933211,79.6532788312161,0.126937315082565,0.34535692575283,17,9,0,1,15,9,15,9,0,0,1,1,17,9,0,1,14,9,15,9,0,0,0.933333333333333,1,15,9,63.4659555423912,0.231972283910921,fa,war,battle,جنگ,نبرد,جنگنبرد,مولانا
نشان دادن,594.492249992798,615.176142822273,-0.505903995416344,-0.202557944056339,68.8221081187473,78.7775907254762,0.267650726375507,0.343767313437742,12,7,0,1,12,7,12,7,0,0,1,1,12,7,0,1,12,4,12,7,0,0,1,0.571428571428571,12,7,20.6838928294753,0.303346051360005,fa,point,indicate,اشاره کردن,نشان دادن,اشاره کردننشان دادن,حقه
نشانی,599.483937487266,654.866399991565,-0.307133255341003,-0.223329673507748,37.7732144760594,40.9365347036318,0.216881376191498,0.181494066964884,17,12,1,1,16,10,16,10,0,0,1,1,17,11,1,2,16,10,16,10,0,0,1,1,16,10,55.3824625042989,0.083803581833255,fa,number,address,شماره,نشانی,شمارهنشانی,درست است، واقعی
نشستن,546.165058827959,668.964571473691,-0.551930625527446,-0.0841131429375818,33.554466334103,84.6013508651521,0.121840857787707,0.319014187173792,17,7,1,1,17,7,17,7,0,0,1,1,17,7,1,1,17,6,17,7,0,0,1,0.857142857142857,17,7,122.799512645732,0.467817482589865,fa,stand,sit,ایستادن,نشستن,ایستادننشستن,سواره نظام
نشیمنگاه,905.193117588688,921.975076932238,1.10548187864824,1.13290452465128,95.9746726632598,53.0599197785814,0.403668055334651,0.23551085305277,22,15,1,1,17,13,21,15,0,0,0.80952380952381,0.866666666666667,22,15,1,1,20,14,21,15,0,0,0.952380952380952,0.933333333333333,17,13,16.7819593435501,0.0274226460030391,fa,ass,butt,باسن,نشیمنگاه,باسننشیمنگاه,مستاجر
نصیحت کردن,605.385800078079,562.253117630933,-0.285684062795597,-0.541107085038573,28.6191982209924,25.9731126014898,0.176866300722623,0.133834508876199,15,19,0,0,15,17,15,18,0,0,1,0.944444444444444,15,19,0,0,15,18,15,18,0,0,1,1,15,17,-43.1326824471458,-0.255423022242975,fa,advice,advise,توصیه,نصیحت کردن,توصیهنصیحت کردن,جوجه
نظام سرمایه داری,746.050899912747,748.007454265843,0.385833672031642,0.35940563727581,78.8094117193836,100.226627430006,0.441318252681885,0.41950706044532,10,11,0,0,10,11,10,11,0,0,1,1,10,11,0,0,9,11,10,11,0,0,0.9,1,10,11,1.95655435309584,-0.0264280347558323,fa,anarchy,capitalism,هرج و مرج,نظام سرمایه داری,هرج و مرجنظام سرمایه داری,خیابان اصلی
نظامی,596.153733321011,524.137799961842,-0.149579684402617,-0.871966771111983,69.0197190418279,38.8908200700634,0.44298289408372,0.0717858392396301,15,5,0,1,15,5,15,5,0,0,1,1,15,5,0,1,14,4,15,5,0,0,0.933333333333333,0.8,15,5,-72.0159333591697,-0.722387086709366,fa,civil,military,مدنی,نظامی,مدنینظامی,شوخ
نظریه,626.182666698946,582.642000062029,-0.570970008804463,-0.431077048986118,73.7817598400877,44.0386851679187,0.182804185373957,0.131324733522707,9,24,0,2,9,24,9,24,0,0,1,1,9,24,0,2,9,22,9,24,0,0,1,0.916666666666667,9,24,-43.5406666369178,0.139892959818345,fa,idea,theory,اندیشه,نظریه,اندیشهنظریه,حراج
نعوظ,794.937500015083,709.957200505474,0.342856933486685,-0.088943257352524,56.227287488244,73.809539358363,0.211547292051099,0.16860588406063,9,7,0,0,8,5,8,6,0,0,1,0.833333333333333,9,7,0,0,8,6,8,6,0,0,1,1,8,5,-84.9802995096092,-0.431800190839209,fa,orgasm,erection,ارگاسم,نعوظ,ارگاسمنعوظ,تمیز
نقاش,551.23794116384,532.487624724353,-0.659548354551309,-0.624780865676536,40.1952096914065,41.3733286417223,0.166392630359755,0.16062752662561,17,16,0,0,17,16,17,16,0,0,1,1,17,16,0,0,17,16,17,16,0,0,1,1,17,16,-18.7503164394876,0.0347674888747729,fa,artist,painter,هنرمند,نقاش,هنرمندنقاش,اضافه
نقاشی کشیدن,516.386249997389,635.767421060259,-0.624974798981753,-0.142086942638709,14.7521701805005,40.746882357768,0.0677411499733862,0.173898692834003,12,19,2,1,12,19,12,19,1,0,1,1,12,19,2,1,12,18,12,19,1,0,1,0.947368421052632,12,19,119.38117106287,0.482887856343044,fa,paint,draw,رنگ کردن,نقاشی کشیدن,رنگ کردننقاشی کشیدن,دلسوز
نقره اي,632.306428617407,637.350888836573,-0.0633119159604129,-0.282931672597681,31.4228553690426,60.4013954839248,0.163664609710197,0.128428442576111,7,10,1,0,7,9,7,10,0,0,1,0.9,7,10,1,0,7,10,7,10,0,0,1,1,7,9,5.0444602191659,-0.219619756637268,fa,golden,silver,طلایی,نقره اي,طلایینقره اي,عصب
نقشه,489.631333337657,518.518714275119,-0.711102409995167,-0.68921232676808,29.1853758164885,20.3721516983089,0.12636295493153,0.081826650353919,9,7,0,0,9,7,9,7,0,0,1,1,9,7,0,0,9,7,9,7,0,0,1,1,9,7,28.8873809374625,0.0218900832270869,fa,compass,map,قطب نما,نقشه,قطب نمانقشه,پارانوئید
نمازخانه,543.06609081889,478.45590906278,-0.63951777129733,-0.738090014487954,27.206734695735,29.0937502070149,0.0918732020631458,0.0924883445179484,24,12,0,0,22,11,22,11,0,0,1,1,24,12,0,0,22,11,22,11,0,0,1,1,22,11,-64.6101817561101,-0.0985722431906241,fa,church,chapel,مسجد,نمازخانه,مسجدنمازخانه,هیولا
نمایشگاه,542.540333273381,577.629299923856,-0.587570317634598,-0.462112692281044,19.0748313813938,65.3872334854664,0.0922547312993985,0.171867950487523,18,10,0,1,18,10,18,10,0,0,1,1,18,10,0,1,18,9,18,10,0,0,1,0.9,18,10,35.088966650475,0.125457625353553,fa,gallery,exhibition,گالری,نمایشگاه,گالرینمایشگاه,ساختن
نمونه اولیه,570.680249993376,967.999384598885,-0.261872291143963,0.718812543055739,39.9652636126078,174.937913403423,0.150121604623092,0.467872933436061,9,13,0,2,8,13,8,13,0,1,1,1,9,13,0,2,8,13,8,13,0,1,1,1,8,13,397.319134605508,0.980684834199701,fa,model,prototype,مدل,نمونه اولیه,مدلنمونه اولیه,خوراک مختصر
نور,500.294143085347,618.692000030658,-0.825627173241361,-0.410462821181161,38.8604201644129,36.0169225656746,0.0979965927886854,0.193968178908302,7,7,1,1,7,7,7,7,0,0,1,1,7,7,1,1,7,7,7,7,0,0,1,1,7,7,118.397856945311,0.4151643520602,fa,darkness,light,تاریکی,نور,تاریکینور,در نظر گرفتن
نوشابه,539.934833343318,583.380374981472,-0.8769701970211,-0.607924303248356,35.8871116761884,32.8955645618795,0.103625139662397,0.160712455885299,12,10,1,0,12,8,12,8,0,0,1,1,12,10,1,0,12,7,12,8,0,0,1,0.875,12,8,43.4455416381547,0.269045893772744,fa,lemonade,soda,لیموناد,نوشابه,لیمونادنوشابه,ملکه
نوشتن,531.358222164404,603.164857122228,-0.762902780417646,-0.49395951783355,24.6759291466255,36.6357932224418,0.0943881731896884,0.148600491619371,20,15,1,1,18,14,18,14,1,1,1,1,20,15,1,1,18,14,18,14,1,1,1,1,18,14,71.8066349578243,0.268943262584096,fa,reading,writing,خواندن,نوشتن,خواندننوشتن,سود
نویسنده,580.44116666743,625.781166630901,-0.447710160211943,-0.476106904987254,36.4188228604753,120.686887572505,0.0871901288024954,0.330935794569137,13,12,2,0,12,12,12,12,1,0,1,1,13,12,2,0,12,12,12,12,1,0,1,1,12,12,45.3399999634704,-0.0283967447753111,fa,poet,writer,شاعر,نویسنده,شاعرنویسنده,لب
نگرانی,532.760062503017,573.189999905008,-0.534990051518548,-0.697744629048851,40.9973243044788,59.738295599692,0.146046284548601,0.174581698596665,16,4,0,0,16,4,16,4,0,0,1,1,16,4,0,0,14,4,16,4,0,0,0.875,1,16,4,40.4299374019904,-0.162754577530304,fa,concern,worry,دغدغه,نگرانی,دغدغهنگرانی,اسطوره
نگرش,665.952125003139,532.853428618529,-0.0623117997181699,-0.520496982934663,132.612591416163,32.5017872376308,0.552923762239751,0.161232435311805,8,15,0,0,8,14,8,14,0,0,1,1,8,15,0,0,8,14,8,14,0,0,1,1,8,14,-133.09869638461,-0.458185183216493,fa,opinion,attitude,نظر,نگرش,نظرنگرش,باغ وحش
نگه داشتن,579.66921429678,625.254933326806,-0.31289667915908,-0.15541379108018,45.5475120063857,29.2095840382805,0.161624405274761,0.170346506023047,14,17,1,0,14,15,14,16,1,0,1,0.9375,14,17,1,0,14,16,14,16,1,0,1,1,14,15,45.5857190300254,0.1574828880789,fa,hold,keep,گرفتن,نگه داشتن,گرفتننگه داشتن,مدیریت
نگهداری,552.543363651576,756.953833309482,-0.51418800937521,0.113187679672022,34.303509267089,136.711645508888,0.117026704175413,0.353679452816432,23,7,1,0,22,6,22,6,0,0,1,1,23,7,1,0,22,6,22,6,0,0,1,1,22,6,204.410469657907,0.627375689047232,fa,service,maintenance,سرویس,نگهداری,سرویسنگهداری,گوشه
نگهداری کردن,557.266533329353,756.868583320914,-0.384540582788257,0.188794107081492,26.3204255425919,79.5660333600223,0.144450375172047,0.269337022593749,16,12,0,1,15,12,15,12,0,0,1,1,16,12,0,1,15,7,15,12,0,0,1,0.583333333333333,15,12,199.602049991561,0.57333468986975,fa,preserve,maintain,حفظ کردن,نگهداری کردن,حفظ کردننگهداری کردن,مهیج
نیاز داشتن,576.551636363538,580.075714280397,-0.259885006387047,-0.545507450730293,43.3334718195792,40.6040890478904,0.235989550773992,0.130467434695086,11,7,0,0,11,7,11,7,0,0,1,1,11,7,0,0,11,7,11,7,0,0,1,1,11,7,3.52407791685823,-0.285622444343246,fa,necessary,need,لازم,نیاز داشتن,لازمنیاز داشتن,مهمان نوازی
نیت,570.508416667212,811.334875012478,-0.293988501379017,0.513194641856728,38.8740560127192,76.3776396237721,0.163669211610975,0.348290553744631,15,13,0,0,12,8,14,10,0,0,0.857142857142857,0.8,15,13,0,0,10,10,14,10,0,0,0.714285714285714,1,12,8,240.826458345266,0.807183143235745,fa,purpose,intention,هدف,نیت,هدفنیت,قاشق
نیروی دریایی,537.339299917198,623.042666687136,-0.636291131178753,0.00434586908246142,48.3080327717296,47.6984527450021,0.173200329711663,0.153548173084738,10,12,0,1,10,12,10,12,0,0,1,1,10,12,0,1,10,12,10,12,0,0,1,1,10,12,85.7033667699379,0.640637000261214,fa,marine,navy,دریایی,نیروی دریایی,دریایینیروی دریایی,گنج
هاردی,861.298699994666,1235.15637500652,0.208078733459718,2.16233588269433,170.461152409933,233.626919295352,0.475330195993022,0.920013527780444,12,14,0,1,10,8,12,13,0,1,0.833333333333333,0.615384615384615,12,15,0,0,2,14,12,14,0,0,0.166666666666667,1,10,8,373.857675011859,1.95425714923461,fa,ming,ling,لورل,هاردی,لورلهاردی,ارزشمند
هدیه,579.201454496139,488.816285835259,-0.403808652413765,-0.836763459177351,39.7653814875511,34.1460666403858,0.147188645094383,0.159531702917535,23,7,0,0,22,7,23,7,0,0,0.956521739130435,1,23,7,0,0,23,7,23,7,0,0,1,1,22,7,-90.3851686608807,-0.432954806763586,fa,compliment,gift,تعریف و تمجید,هدیه,تعریف و تمجیدهدیه,بیرون از
هذیان,615.608428559775,790.797000030196,-0.151671046189205,0.64488192215606,37.5042906554398,57.0835121865737,0.141838300941495,0.225844453672981,17,14,1,1,14,12,16,14,0,1,0.875,0.857142857142857,17,15,1,0,15,12,16,15,0,0,0.9375,0.8,14,12,175.188571470421,0.796552968345265,fa,illusion,hallucination,توهم,هذیان,توهمهذیان,دراما
هروئین,533.853923054904,841.340333329499,-0.564924272839926,0.475996443011048,26.5187983776511,133.682714666216,0.110925503953602,0.214953458497308,15,16,0,0,13,12,13,14,0,0,1,0.857142857142857,15,16,0,0,11,13,13,14,0,0,0.846153846153846,0.928571428571429,13,12,307.486410274595,1.04092071585097,fa,cocaine,heroin,کوکائین,هروئین,کوکائینهروئین,مغرور
هسته ای,546.866999987478,542.569499996427,-0.578385527967993,-0.474859305326592,48.7245221833865,44.2030013928485,0.171361984155244,0.110857615164293,11,11,0,1,10,10,10,10,0,0,1,1,11,11,0,1,10,10,10,10,0,0,1,1,10,10,-4.29749999105127,0.103526222641401,fa,atomic,nuclear,اتمی,هسته ای,اتمیهسته ای,وفادار
هفته,536.625454540577,522.554374992545,-0.75240676968024,-0.521228041493565,46.1308943003297,45.5317596190448,0.156029684897669,0.091599979807568,11,8,0,0,11,8,11,8,0,0,1,1,11,8,0,0,11,8,11,8,0,0,1,1,11,8,-14.071079548032,0.231178728186675,fa,month,week,ماه,هفته,ماههفته,آدم ساده
هفتگی,525.374777789577,578.824799942784,-0.801420852999811,-0.557512629075402,40.6137038642316,79.754555932576,0.100164419156394,0.211369894359224,10,5,0,1,9,5,9,5,0,0,1,1,10,5,0,1,9,5,9,5,0,0,1,1,9,5,53.4500221532071,0.243908223924409,fa,daily,weekly,روزانه,هفتگی,روزانههفتگی,تاج پادشاهی
هماهنگی,558.127600214502,522.819181839311,-0.499748257505485,-0.685850453029039,107.215894359765,46.598712112641,0.340338999520859,0.145547920449188,5,11,0,0,5,11,5,11,0,0,1,1,5,11,0,0,5,10,5,11,0,0,1,0.909090909090909,5,11,-35.3084183751913,-0.186102195523554,fa,balance,harmony,تعادل,هماهنگی,تعادلهماهنگی,سفارت
همبرگر,704.822833262811,725.869799961799,-0.0342272305345947,0.0123020666206244,41.5804290491865,81.5450083629606,0.124499280192797,0.257534272379256,12,16,0,0,12,15,12,16,0,0,1,0.9375,12,16,0,0,11,14,12,16,0,0,0.916666666666667,0.875,12,15,21.0469666989885,0.0465292971552192,fa,sandwich,hamburger,ساندویچ,همبرگر,ساندویچهمبرگر,خط مشی
همراهی کردن,579.126199990104,574.975500025059,-0.480996887075443,-0.363706036786571,32.7644173815391,32.2223111105379,0.139204423918292,0.109963707411678,11,13,1,0,10,10,10,10,0,0,1,1,11,12,1,1,9,10,10,10,0,0,0.9,1,10,10,-4.15069996504485,0.117290850288872,fa,escort,accompany,مشایعت,همراهی کردن,مشایعتهمراهی کردن,قبر
همه‌ گیری,678.582909097138,662.489944398421,-0.062958210110455,0.00472348694539516,75.2965089251669,45.9865050369914,0.205146829381773,0.209784773971299,12,19,0,0,11,18,11,18,0,0,1,1,12,19,0,0,11,18,11,18,0,0,1,1,11,18,-16.0929646987171,0.0676816970558501,fa,plague,epidemic,طاعون,همه‌ گیری,طاعونهمه‌ گیری,دیدن
همیشه,585.806285716833,704.629166672617,-0.273994314523835,-0.35475941084208,124.075184465541,80.321909466312,0.534186231115917,0.085322445767387,15,12,1,1,14,12,14,12,0,1,1,1,15,12,1,1,13,12,14,12,0,1,0.928571428571429,1,14,12,118.822880955785,-0.0807650963182455,fa,never,ever,هرگز,همیشه,هرگزهمیشه,قند
هنوز,645.739500008573,564.200111111097,-0.114206041629317,-0.620850003010096,143.179689824587,43.3406225238844,0.401636748830998,0.149669922278014,14,10,2,0,14,9,14,10,0,0,1,0.9,13,10,3,0,12,10,13,10,1,0,0.923076923076923,1,14,9,-81.5393888974762,-0.506643961380779,fa,already,still,قبلاً,هنوز,قبلاًهنوز,تولد
هیجان زده,547.714666666172,592.951681808977,-0.634220550223777,-0.366511844035987,28.3558875635817,27.7582483309881,0.0813650071140953,0.114639889718179,12,24,1,0,12,22,12,23,0,0,1,0.956521739130435,12,24,1,0,12,21,12,23,0,0,1,0.91304347826087,12,22,45.2370151428051,0.26770870618779,fa,proud,excited,مغرور,هیجان زده,مغرورهیجان زده,نوجوان
هیجانی,529.381933340399,497.881499980149,-0.734934234518778,-0.833309499417659,33.3122204898609,27.0419468499643,0.119646677761547,0.0677055385603582,18,12,1,1,15,12,15,12,0,0,1,1,18,12,1,1,14,11,15,12,0,0,0.933333333333333,0.916666666666667,15,12,-31.5004333602499,-0.0983752648988816,fa,mental,emotional,ذهنی,هیجانی,ذهنیهیجانی,نوبل
هیدروژن,632.460812478594,707.824000006088,-0.15166798945366,0.149681154650753,50.4598207390294,87.5706838923349,0.203451300155891,0.299847036418235,17,17,0,0,16,15,16,15,0,0,1,1,17,17,0,0,14,15,16,15,0,0,0.875,1,16,15,75.3631875274942,0.301349144104413,fa,carbon,hydrogen,کربن,هیدروژن,کربنهیدروژن,بخشش
واقع بین,507.225999995362,673.526499973274,-0.603972390204359,0.0191676154111212,23.2738676646014,46.6140519274038,0.0879898115943578,0.200893881757101,15,18,0,3,14,18,14,18,0,0,1,1,15,18,0,3,14,17,14,18,0,0,1,0.944444444444444,14,18,166.300499977911,0.62314000561548,fa,optimistic,realistic,خوش بین,واقع بین,خوش بینواقع بین,کپسول
واقعا,585.178333353697,661.395750063726,-0.511926720109424,0.0114417059275014,25.3408817697203,184.100547779445,0.0784152425681497,0.759667313876136,20,9,0,0,18,8,18,8,0,0,1,1,20,9,0,0,18,7,18,8,0,0,1,0.875,18,8,76.2174167100296,0.523368426036925,fa,actually,really,در حقیقت,واقعا,در حقیقتواقعا,جلو
واقعی,551.769999957326,661.527333296748,-0.551176833225528,-0.331083549265285,33.6855275879887,138.891025385624,0.0960271793893553,0.270861519471215,15,6,0,0,13,6,13,6,0,0,1,1,15,6,0,0,13,5,13,6,0,0,1,0.833333333333333,12,6,109.757333339423,0.220093283960244,fa,true,real,درست است، واقعی,واقعی,درست است، واقعیواقعی,کارمند ارشد
