target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,ur_cue,ur_target,ur_word_combo
وہ,464.8167499583,935.602266667486,-1.10261364197065,-0.00985530864710868,25.8473160215626,106.576340162693,0.0395543650347391,0.277166529806418,14,31,1,1,8,15,8,18,0,0,1,0.833333333333333,14,30,1,2,6,13,8,18,0,0,0.75,0.722222222222222,8,15,470.785516709186,1.09275833332354,ur,what,that,یہ,وہ,یہوہ
وہاں,564.701571420152,704.191368374156,-0.908196525817458,-0.610416321428365,40.9320724602999,65.6028069903829,0.091792680556119,0.156502912610948,40,29,2,0,28,19,28,19,0,0,1,1,39,29,3,0,28,16,28,19,0,0,1,0.842105263157895,28,19,139.489796954004,0.297780204389093,ur,here,there,یہاں,وہاں,یہاںوہاں
ویب,657.355666690021,878.018416607501,-0.666520788906629,-0.265567476596603,31.4519369693448,107.225524881873,0.121023735353834,0.213697619141051,10,33,0,2,6,12,6,21,0,0,1,0.571428571428571,10,34,0,1,6,20,6,21,0,0,1,0.952380952380952,6,12,220.66274991748,0.400953312310026,ur,internet,web,انٹرنیٹ,ویب,انٹرنیٹویب
ویمپائر,1014.46322217902,996.02305876615,0.106120055589338,0.231102760005072,88.0658371230592,70.7610948824919,0.168170583705256,0.187630597358349,50,50,2,1,27,34,34,36,0,1,0.794117647058823,0.944444444444444,52,51,0,0,12,37,34,37,0,0,0.352941176470588,1,27,34,-18.4401634128682,0.124982704415735,ur,zombie,vampire,زومبی,ویمپائر,زومبیویمپائر
وینیلا,1085.60173325231,1139.92950000648,0.359846248732412,0.549891136284884,80.8119129131367,82.9503059046918,0.176285370001696,0.182394428502842,50,46,4,1,30,22,35,28,0,0,0.857142857142857,0.785714285714286,51,45,3,2,33,25,35,28,0,0,0.942857142857143,0.892857142857143,30,22,54.3277667541659,0.190044887552472,ur,cinnamon,vanilla,دار چینی,وینیلا,دار چینیوینیلا
ویٹریس,842.229363788153,1120.68083334054,-0.14299917307115,0.317335509253602,66.0330712690951,87.0437674913863,0.196068992768665,0.169371298014857,36,46,1,3,11,24,16,30,0,0,0.6875,0.8,36,48,1,1,9,29,16,30,0,0,0.5625,0.966666666666667,11,24,278.451469552391,0.460334682324752,ur,waiter,waitress,ویٹر,ویٹریس,ویٹرویٹریس
ویڈیو,891.113037058607,674.516461522907,-0.151039243940433,-0.58254886066566,59.680382430956,43.7238238407513,0.1838382654082,0.122982952522222,50,27,0,1,27,13,29,13,0,0,0.931034482758621,1,45,28,5,0,15,13,26,13,3,0,0.576923076923077,1,27,13,-216.596575535699,-0.431509616725228,ur,dvd,video,ڈی وی ڈی,ویڈیو,ڈی وی ڈیویڈیو
ویکسین,974.580473708044,866.954387086383,-0.129018126681722,-0.222686797208622,101.130063543744,56.3589342195402,0.161780683912383,0.131046968294539,40,50,3,0,19,31,23,33,0,0,0.826086956521739,0.93939393939394,40,50,3,0,6,28,23,33,0,0,0.260869565217391,0.848484848484849,19,31,-107.626086621661,-0.0936686705269001,ur,antidote,vaccine,تریاق,ویکسین,تریاقویکسین
ویگن,871.431909069489,898.65771999389,-0.18924200562298,-0.12876596725952,57.0996008102443,105.122756716274,0.138480077651457,0.241361860670919,36,48,0,3,22,25,25,25,0,0,0.88,1,36,49,0,2,2,25,25,25,0,0,0.08,1,22,25,27.2258109244011,0.0604760383634599,ur,trailer,van,ثرالا,ویگن,ثرالاویگن
ٹائمر,954.200000001664,1059.25246153736,0.269731663879916,0.473958325509704,69.3421384767848,134.908129439039,0.226871559516625,0.253699064785322,43,23,4,0,15,13,19,15,1,0,0.789473684210526,0.866666666666667,43,22,4,1,8,14,20,15,0,0,0.4,0.933333333333333,15,13,105.052461535693,0.204226661629789,ur,detonator,timer,ڈیٹونیٹر,ٹائمر,ڈیٹونیٹرٹائمر
ٹرانسمیٹر,996.945606942677,919.936277787332,0.192648939035894,0.336267727607267,89.9354079862823,62.0723518945406,0.173882187227181,0.19827819799689,51,52,1,1,28,18,29,19,1,1,0.96551724137931,0.947368421052632,51,53,1,0,25,16,30,20,0,0,0.833333333333333,0.8,28,18,-77.0093291553454,0.143618788571373,ur,sensor,transmitter,سینسر,ٹرانسمیٹر,سینسرٹرانسمیٹر
ٹرک,709.447913052078,718.087590926218,-0.623962511758561,-0.584663258246083,59.7609532263016,54.7303624208393,0.117463315216298,0.130776280092428,50,45,0,1,23,22,24,23,0,0,0.958333333333333,0.956521739130435,49,45,1,1,19,20,24,23,0,0,0.791666666666667,0.869565217391304,23,22,8.63967787414038,0.0392992535124776,ur,jeep,truck,جیپ,ٹرک,جیپٹرک
ٹرکی، فیل مرغ,1852.29414281366,1552.25919999287,2.26541884858092,1.80809507910324,206.356952260562,74.1376914236142,0.463897931566712,0.2432877593388,27,26,1,4,7,5,12,16,1,2,0.583333333333333,0.3125,28,28,0,2,12,16,13,18,0,0,0.923076923076923,0.888888888888889,7,5,-300.034942820786,-0.457323769477688,ur,chicken,turkey,چکن,ٹرکی، فیل مرغ,چکنٹرکی، فیل مرغ
ٹشو,852.371899990394,857.348363660282,-0.348380494254997,-0.121373484136378,66.1300193200818,61.6561118072731,0.145954079575508,0.148153128767327,47,40,1,1,20,22,22,22,0,0,0.909090909090909,1,47,40,1,1,22,22,22,22,0,0,1,1,20,22,4.97646366988818,0.227007010118619,ur,skin,tissue,جلد,ٹشو,جلدٹشو
ٹماٹر,596.646652166787,660.404823533298,-0.840997340675251,-0.567836740874392,35.543874293886,30.9693263074697,0.0865225146637831,0.0860982195231297,37,24,1,1,23,17,23,17,0,0,1,1,37,24,1,1,21,17,23,17,0,0,0.91304347826087,1,23,17,63.7581713665104,0.273160599800859,ur,potato,tomato,آلو,ٹماٹر,آلوٹماٹر
ٹوپی,592.81555555444,711.136214230688,-0.762700506651141,-0.6466478475204,22.1052178632726,68.2757609639082,0.0762612838623917,0.12515978078349,29,27,1,1,18,14,18,14,0,0,1,1,29,27,1,1,18,13,18,14,0,0,1,0.928571428571429,18,14,118.320658676248,0.116052659130741,ur,glasses,cap,عینک,ٹوپی,عینکٹوپی
ٹوپی.1,634.856843718259,855.386791675459,-0.836688140835406,-0.445616113620825,25.9285933472219,88.3540797082862,0.0643470935601083,0.196606726025416,45,38,2,3,32,24,32,25,0,0,1,0.96,42,38,5,3,31,23,31,25,1,0,1,0.92,32,24,220.5299479572,0.391072027214581,ur,helmet,hat,ہیلمٹ,ٹوپی,ہیلمٹٹوپی
ٹکڑا,670.390161270284,688.742687464506,-0.632168748224401,-0.633771569182845,37.889125510066,58.3322632633487,0.0833730707342627,0.0968195103742747,49,35,1,1,31,16,33,18,0,0,0.93939393939394,0.888888888888889,49,34,1,2,32,18,33,18,0,0,0.96969696969697,1,31,16,18.3525261942216,-0.001602820958444,ur,fragment,piece,حصہ,ٹکڑا,حصہٹکڑا
ٹھنڈا,590.441249975373,807.730466652569,-0.769105554424538,-0.375296476512499,36.215448208996,68.3170308670341,0.109576011191799,0.20572706814963,39,32,0,0,20,15,21,16,0,0,0.952380952380952,0.9375,38,32,1,0,20,7,21,16,0,0,0.952380952380952,0.4375,20,15,217.289216677196,0.393809077912039,ur,hot,cold,گرم,ٹھنڈا,گرمٹھنڈا
ٹیلی فون,712.215999778696,762.201961534566,-0.577935758184435,-0.487795106394919,35.8768898607845,49.7285748264064,0.134167032398423,0.110078571761095,51,45,2,1,27,26,27,26,0,0,1,1,51,45,2,1,26,26,27,26,0,0,0.962962962962963,1,27,26,49.9859617558699,0.0901406517895156,ur,call,telephone,کال,ٹیلی فون,کالٹیلی فون
ٹیلی ویژن,739.878944466398,713.332750013778,-0.475836461128486,-0.468430245355451,51.2271588285506,28.5978892929313,0.130974018363373,0.0991680130032372,33,33,3,2,18,16,19,17,0,1,0.947368421052632,0.941176470588235,32,34,4,1,19,18,19,18,0,0,1,1,18,16,-26.5461944526202,0.0074062157730348,ur,radio,television,ریڈیو,ٹیلی ویژن,ریڈیوٹیلی ویژن
ٹیم,705.361062486769,702.874821456259,-0.489008220023165,-0.647983388138238,44.8480237567317,53.5557937574398,0.0882283800851652,0.100287818453785,35,50,2,1,16,28,18,28,0,0,0.888888888888889,1,35,50,2,1,14,25,18,28,0,0,0.777777777777778,0.892857142857143,16,28,-2.48624103050929,-0.158975168115074,ur,league,team,لیگ,ٹیم,لیگٹیم
ٹین ایج,1188.24983326107,1259.63399998598,0.420738319312552,1.05207344175095,136.15479126673,94.6985525005653,0.293855077613844,0.295003630123105,23,50,1,1,13,19,13,32,0,0,1,0.59375,22,51,2,0,7,32,12,32,1,0,0.583333333333333,1,12,19,71.3841667249051,0.631335122438399,ur,teenage,teenager,ٹین ایجر,ٹین ایج,ٹین ایجرٹین ایج
ٹینس,966.055434786648,1304.51693335695,0.332147902868542,0.649840821955794,103.991215695229,168.382171535061,0.315510702354811,0.380224050093996,40,31,0,1,23,15,28,19,0,0,0.821428571428571,0.789473684210526,39,31,1,1,18,18,28,19,0,0,0.642857142857143,0.947368421052632,23,15,338.461498570303,0.317692919087252,ur,golf,tennis,گالف,ٹینس,گالفٹینس
پائلٹ,761.382281038088,833.993739138681,-0.394157693751947,-0.365756158053293,48.0483183141659,78.1296575962297,0.114857549023456,0.122712256769723,50,47,1,0,32,23,34,23,0,0,0.941176470588235,1,50,47,1,0,26,20,34,23,0,0,0.764705882352941,0.869565217391304,32,23,72.6114581005932,0.0284015356986538,ur,astronaut,pilot,خلاباز,پائلٹ,خلابازپائلٹ
پائپ,624.396370383722,637.770142856333,-0.625683298153966,-0.666178517403846,34.3755413642723,41.1427920417255,0.103563420003393,0.0916434694665626,51,24,1,2,27,14,27,14,0,0,1,1,51,24,1,2,26,14,27,14,0,0,0.962962962962963,1,27,14,13.3737724726102,-0.0404952192498799,ur,pump,hose,پمپ,پائپ,پمپپائپ
پادری,770.983428629529,814.522176301333,-0.268927508467735,-0.100551769620349,107.724036179049,48.6751783918929,0.293532489297274,0.233410476367316,26,28,0,1,14,17,14,19,0,0,1,0.894736842105263,26,28,0,1,9,16,14,19,0,0,0.642857142857143,0.842105263157895,14,17,43.5387476718039,0.168375738847385,ur,monk,priest,راھب,پادری,راھبپادری
پارٹی,845.722533327793,639.128333312886,-0.409438400931337,-0.704565374452798,120.780295350371,29.5008244267704,0.23966102649242,0.0897351126401371,25,40,0,1,15,18,15,18,0,0,1,1,25,40,0,1,15,15,15,18,0,0,1,0.833333333333333,15,18,-206.594200014907,-0.29512697352146,ur,reception,party,استقبال,پارٹی,استقبالپارٹی
پاس ورڈ,813.476625004405,1098.6942307464,-0.164589844903474,0.508244309433225,65.0493814083128,139.801428286239,0.157179929416711,0.29084235550678,40,26,3,1,16,13,17,14,1,0,0.941176470588235,0.928571428571429,40,26,3,1,9,12,18,14,0,0,0.5,0.857142857142857,16,13,285.217605741993,0.672834154336699,ur,code,password,کوڈ,پاس ورڈ,کوڈپاس ورڈ
پاسپورٹ,642.731714255742,712.833176436201,-0.69320701083608,-0.501190893996337,32.0401091118015,52.0087969103677,0.0694307387224582,0.13804556159513,37,30,2,1,21,17,22,17,0,0,0.954545454545455,1,38,30,1,1,22,17,22,17,0,0,1,1,21,17,70.1014621804588,0.192016116839743,ur,ticket,passport,ٹکٹ,پاسپورٹ,ٹکٹپاسپورٹ
پاگل,638.247545472013,686.559133381004,-0.775048056321115,-0.667777600740371,54.2832857202944,62.728829370332,0.124140412400534,0.115005172080069,24,28,1,2,11,15,11,16,0,0,1,0.9375,24,28,1,2,10,10,11,16,0,0,0.909090909090909,0.625,11,15,48.3115879089916,0.107270455580744,ur,paranoid,crazy,خوف میں مبتلا,پاگل,خوف میں مبتلاپاگل
پتھر,575.862100054091,610.972958281088,-0.978654118818938,-0.626506219048249,13.7817263764893,42.6216115507494,0.0430652420547746,0.177113219774651,26,51,0,1,10,24,10,24,0,0,1,1,26,50,0,2,10,22,10,24,0,0,1,0.916666666666667,10,24,35.1108582269976,0.352147899770689,ur,rock,stone,چٹان,پتھر,چٹانپتھر
پرائمری,726.873399970083,861.284473695029,-0.511911009793936,-0.234245559830632,58.6656845644237,78.0012791985592,0.114084826742305,0.167773392194783,28,40,1,0,15,19,15,19,0,0,1,1,28,40,1,0,13,19,15,19,0,0,0.866666666666667,1,15,19,134.411073724946,0.277665449963304,ur,secondary,primary,سیکنڈری,پرائمری,سیکنڈریپرائمری
پرائیویسی,1047.1327273026,1090.21085709683,0.30742117655181,0.146992826347816,117.159799540838,135.142452710072,0.297947952895526,0.205959655193087,29,34,2,1,11,21,13,22,0,0,0.846153846153846,0.954545454545455,30,33,1,2,12,22,13,22,0,0,0.923076923076923,1,11,21,43.078129794234,-0.160428350203994,ur,private,privacy,نجی,پرائیویسی,نجیپرائیویسی
پراسرار,875.601263174563,884.808954514878,-0.122214950880486,-0.0164332604866272,79.289258778384,73.4466537242935,0.179420263205265,0.177665103745796,30,35,1,0,19,22,20,24,0,0,0.95,0.916666666666667,30,35,1,0,8,23,20,24,0,0,0.4,0.958333333333333,19,22,9.20769134031445,0.105781690393858,ur,supernatural,paranormal,فوق الفطرت,پراسرار,فوق الفطرتپراسرار
پرسکون,726.945045434042,645.863733342261,-0.667237452675091,-0.781803574798196,44.4255816451743,68.1843966555202,0.0974923677569997,0.104044846362512,42,37,1,0,22,15,22,15,0,0,1,1,42,36,1,1,22,15,22,15,0,0,1,1,22,15,-81.0813120917812,-0.114566122123106,ur,quiet,calm,خاموش,پرسکون,خاموشپرسکون
پرندہ,633.018576912343,726.347310210366,-0.715320873910801,-0.464892995965988,41.4976515595536,55.489166988485,0.105848086847526,0.156568154479816,49,50,1,2,26,29,26,30,0,0,1,0.966666666666667,49,50,1,2,26,25,26,30,0,0,1,0.833333333333333,26,29,93.3287332980229,0.250427877944812,ur,butterfly,bird,تتلی,پرندہ,تتلیپرندہ
پرواز,698.414291651908,761.953130425708,-0.514362896892196,-0.410740217538794,45.9052507227329,68.0972519383081,0.108230196338281,0.117943941489797,50,51,1,2,24,23,25,24,0,0,0.96,0.958333333333333,50,52,1,1,21,22,25,24,0,0,0.84,0.916666666666667,24,23,63.5388387738001,0.103622679353402,ur,landing,flight,لینڈنگ,پرواز,لینڈنگپرواز
پروفیسر,676.543296282506,656.637866665126,-0.582643721081245,-0.718501120509588,32.4895396462607,29.2303920767285,0.0759927085140553,0.0678420234927044,37,43,0,1,27,30,27,30,0,1,1,1,37,44,0,0,15,31,27,31,0,0,0.555555555555556,1,27,30,-19.9054296173805,-0.135857399428344,ur,dean,professor,ڈین,پروفیسر,ڈینپروفیسر
پروفیشنل,887.772448291044,969.461999987435,-0.0960727555833568,0.231867389180318,72.8493647003552,129.833636299881,0.176426435982139,0.485148814887745,50,18,3,0,29,10,30,11,0,0,0.966666666666667,0.909090909090909,51,18,2,0,29,8,30,11,0,0,0.966666666666667,0.727272727272727,29,10,81.689551696391,0.327940144763675,ur,amateur,professional,شوقین,پروفیشنل,شوقینپروفیشنل
پروٹوکول,923.950666683357,843.029960005523,-0.0435469925651027,-0.0839890811392491,59.4363119903086,76.687101640753,0.162246618704075,0.196666987594545,34,50,1,0,15,25,16,26,0,0,0.9375,0.961538461538462,35,48,0,2,16,26,16,26,0,0,1,1,15,25,-80.9207066778336,-0.0404420885741464,ur,rule,protocol,اصول,پروٹوکول,اصولپروٹوکول
پروگرام,665.91019049773,645.709733299909,-0.756534839163351,-0.635823932765136,52.6427509291101,39.2731056651331,0.0498784241617714,0.195301731910701,39,34,0,2,21,15,21,15,0,0,1,1,39,35,0,1,21,15,21,15,0,0,1,1,21,15,-20.2004571978208,0.120710906398215,ur,project,program,منصوبے,پروگرام,منصوبےپروگرام
پرکھ,927.387799968957,911.484624968981,0.0202424370741719,-0.0262651183247732,59.8264404320615,78.2242105777783,0.124692938148055,0.157294338732642,50,38,3,0,25,24,33,25,2,0,0.757575757575758,0.96,53,38,0,0,35,25,35,25,0,0,1,1,25,24,-15.9031749999757,-0.0465075553989452,ur,experiment,test,تجربہ,پرکھ,تجربہپرکھ
پریس,699.017387087881,793.190719987865,-0.610835347129453,-0.486759362908743,55.8332127367361,65.7371006342728,0.119186015178184,0.0940518550814212,50,50,1,1,31,25,32,32,0,0,0.96875,0.78125,50,51,1,0,31,32,32,32,0,0,0.96875,1,31,25,94.1733328999843,0.12407598422071,ur,button,press,بٹن,پریس,بٹنپریس
پریشان,534.870823483127,631.703142852164,-0.972761449371413,-0.755334272042615,19.1133034716364,61.5351189380145,0.0396461820335214,0.150898358181368,29,50,0,1,17,35,17,36,0,0,1,0.972222222222222,29,50,0,1,17,35,17,36,0,0,1,0.972222222222222,17,35,96.832319369037,0.217427177328798,ur,worried,nervous,فکر مند,پریشان,فکر مندپریشان
پریشان.1,569.164478229261,627.629218695045,-0.902916708753003,-0.712180687621674,27.8511688349101,41.6291604647425,0.0548606220404505,0.0787344048102352,35,50,1,2,23,32,23,32,0,1,1,1,35,49,1,3,23,28,23,32,0,1,1,0.875,23,32,58.4647404657838,0.190736021131329,ur,interrupt,disturb,مداخلت,پریشان,مداخلتپریشان
پریمی,1018.920684266,1281.64031215052,0.0428773392940939,0.789567137857189,105.059405812707,120.774759734618,0.171883645458759,0.233113810470989,43,34,3,0,19,16,31,18,0,0,0.612903225806452,0.888888888888889,45,34,1,0,29,17,31,18,0,0,0.935483870967742,0.944444444444444,19,16,262.719627884525,0.746689798563095,ur,mistress,lover,مالکن,پریمی,مالکنپریمی
پلاسٹک,644.03299996076,778.028818172892,-0.739226039000906,-0.49003828266782,24.6855530489789,63.7171195819328,0.0668427477245504,0.106028544048306,35,35,1,0,16,22,16,22,0,0,1,1,36,35,0,0,14,22,16,22,0,0,0.875,1,16,22,133.995818212132,0.249187756333087,ur,cement,plastic,سیمنٹ,پلاسٹک,سیمنٹپلاسٹک
پلیئر,935.885833278541,1126.95356249037,0.089926512981347,0.755251680261235,58.5650522682126,101.053051599878,0.160391168540099,0.382606727782605,50,32,0,2,24,16,30,16,0,2,0.8,1,50,33,0,1,28,17,30,18,0,0,0.933333333333333,0.944444444444444,24,16,191.067729211832,0.665325167279888,ur,coach,player,کوچ,پلیئر,کوچپلیئر
پلیٹ,641.159428561345,798.002153784496,-0.696054018007636,-0.444418309805998,42.6325394972865,71.2077603409718,0.0883258577988047,0.179844619451043,34,45,1,2,21,26,21,26,0,0,1,1,34,45,1,2,21,24,21,26,0,0,1,0.923076923076923,21,26,156.842725223152,0.251635708201638,ur,bowl,plate,پیالہ,پلیٹ,پیالہپلیٹ
پناہ لینا,719.735318209251,1039.30678949681,-0.442796544099276,0.12387363373151,51.4035947283855,140.070649921637,0.141405108808443,0.265853733982411,47,35,1,1,22,19,22,19,0,0,1,1,47,35,1,1,21,17,22,19,0,0,0.954545454545455,0.894736842105263,22,19,319.571471287556,0.566670177830787,ur,refuge,shelter,پناہ گاہ,پناہ لینا,پناہ گاہپناہ لینا
پنیر,1084.76554546152,838.988222184403,0.436949385839079,-0.210413010508284,105.40019733721,51.8651769838184,0.244744530655539,0.104828994105602,50,29,2,0,33,18,35,20,0,0,0.942857142857143,0.9,51,29,1,0,34,19,35,20,0,0,0.971428571428571,0.95,33,18,-245.777323277112,-0.647362396347363,ur,bread,cheese,روٹی,پنیر,روٹیپنیر
پوزیشن,672.252833332944,759.138296295276,-0.615398666642159,-0.480068141312954,51.1371868823679,47.7312923159251,0.14131664701883,0.078781330993706,34,50,1,0,18,27,18,27,0,0,1,1,34,49,1,1,17,20,18,27,0,0,0.944444444444444,0.740740740740741,18,27,86.8854629623322,0.135330525329206,ur,status,position,حالت,پوزیشن,حالتپوزیشن
پوشاک,749.850645157333,736.744727199868,-0.430217072412298,-0.362832386465545,44.1259923406963,56.9507115671708,0.110622875352757,0.140062003369371,52,40,0,2,31,22,32,24,0,1,0.96875,0.916666666666667,52,41,0,1,30,25,32,25,0,0,0.9375,1,31,22,-13.105917957465,0.067384685946753,ur,skirt,dress,لہنگا,پوشاک,لہنگاپوشاک
پوچھنا,635.291172382842,691.983454575608,-0.715429978308951,-0.637675527301941,22.0656508703912,47.2136827154505,0.0605490305738085,0.0865770162934259,42,50,2,3,29,33,31,33,0,0,0.935483870967742,1,42,50,2,3,31,32,31,33,0,0,1,0.96969696969697,29,33,56.6922821927654,0.0777544510070101,ur,question,ask,سوال کرنا,پوچھنا,سوال کرناپوچھنا
پوکر,833.955687505882,824.293428439979,-0.244198171202358,-0.333287217386714,88.7207229814246,98.0399617722939,0.13816117411532,0.166367413452924,55,46,2,0,16,7,30,24,1,0,0.533333333333333,0.291666666666667,55,45,2,1,24,23,31,24,0,0,0.774193548387097,0.958333333333333,16,7,-9.66225906590296,-0.0890890461843559,ur,gambling,poker,جوا,پوکر,جواپوکر
پٹھا,1183.66125000001,1055.25080954844,0.386720824036231,0.369415222206306,97.8424409561937,100.750109884309,0.245282817971309,0.197755889031521,39,52,1,1,16,21,21,32,1,0,0.761904761904762,0.65625,40,51,0,2,19,18,22,32,0,0,0.863636363636364,0.5625,16,21,-128.41044045157,-0.0173056018299249,ur,nerve,muscle,اعصاب,پٹھا,اعصابپٹھا
پچھلا,615.833095231508,1038.18629998924,-0.718000314725181,0.25105715254054,31.2154837102334,211.278832795229,0.112834362003497,0.367343252547619,38,27,0,2,21,10,21,12,0,0,1,0.833333333333333,38,27,0,2,20,11,21,12,0,0,0.952380952380952,0.916666666666667,21,10,422.353204757736,0.969057467265721,ur,front,rear,اگلا,پچھلا,اگلاپچھلا
پکڑنا,685.50406245022,672.160799931079,-0.660920564209098,-0.543205094465868,73.2480807030268,31.0342041496455,0.142630567884074,0.0901970877988356,27,25,3,0,16,15,16,15,1,0,1,1,26,25,4,0,16,15,16,15,1,0,1,1,16,15,-13.343262519141,0.117715469743231,ur,grab,catch,جھپٹنا,پکڑنا,جھپٹناپکڑنا
پگڈنڈی,1084.93871428147,1281.70800001873,0.662361226775651,0.917602717892919,100.945188605658,95.1763451386513,0.325961789536544,0.196189948599532,23,50,2,1,7,17,10,30,1,0,0.7,0.566666666666667,25,50,0,1,8,11,11,30,0,0,0.727272727272727,0.366666666666667,7,17,196.769285737259,0.255241491117268,ur,route,path,راسته,پگڈنڈی,راستهپگڈنڈی
پھانسی دینا,832.723500059711,854.941866686544,-0.369393275454265,-0.434231120757614,82.6590717769074,61.0831022877244,0.141841343742348,0.0841096952941478,33,34,3,0,18,15,19,15,1,0,0.947368421052632,1,35,34,1,0,18,10,20,15,0,0,0.9,0.666666666666667,18,15,22.2183666268328,-0.0648378453033486,ur,hanging,execution,لٹکا دینا,پھانسی دینا,لٹکا دیناپھانسی دینا
پھل,591.607148091499,639.027062585581,-0.998429455771952,-0.755757294610587,31.6136356896088,42.9349001608797,0.0634645009486719,0.0946014711095896,55,41,0,0,27,16,27,16,0,0,1,1,55,41,0,0,25,15,27,16,0,0,0.925925925925926,0.9375,27,16,47.4199144940827,0.242672161161365,ur,apple,fruit,سیب,پھل,سیبپھل
پھول,534.205599992468,690.36562501512,-0.878778354818498,-0.600204102590891,35.505284216799,75.7815544860316,0.108332015676649,0.167742847764262,27,36,0,0,15,24,15,24,0,0,1,1,26,35,1,1,14,21,15,24,0,0,0.933333333333333,0.875,15,24,156.160025022652,0.278574252227607,ur,plant,flower,پودا,پھول,پوداپھول
پہاڑ,595.507666622959,747.94513042871,-0.87785695028144,-0.686738834113253,64.6774920176665,67.5970387694123,0.151221506186119,0.116619154961913,50,38,1,0,30,23,30,23,0,0,1,1,50,38,1,0,30,23,30,23,0,0,1,1,30,23,152.437463805751,0.191118116168188,ur,hill,mountain,پہاڑی,پہاڑ,پہاڑیپہاڑ
پہلے,657.009952392366,578.723709667768,-0.63523235487179,-0.934867474063009,51.9670862261343,20.1696546361008,0.160565741940524,0.0511160691320275,49,52,1,1,21,31,21,31,0,0,1,1,49,50,1,3,20,30,20,31,1,0,1,0.967741935483871,21,31,-78.2862427245975,-0.299635119191219,ur,late,early,دیر,پہلے,دیرپہلے
پیارا,632.82939994323,689.208421008055,-0.838217655625684,-0.55952861941143,49.083825401742,67.9047949449896,0.110320127279826,0.153369445212498,45,34,2,2,25,19,25,21,0,0,1,0.904761904761905,45,35,2,1,24,19,25,21,0,0,0.96,0.904761904761905,25,19,56.3790210648243,0.278689036214254,ur,nice,lovely,اچھا,پیارا,اچھاپیارا
پیاز,531.917461506593,709.27599997851,-0.932595212253873,-0.541271697877564,26.0249656252018,49.1277414612158,0.0855908704504787,0.128174993283257,50,49,1,4,26,21,26,23,0,0,1,0.91304347826087,50,49,1,4,24,23,26,23,0,0,0.923076923076923,1,26,21,177.358538471917,0.39132351437631,ur,garlic,onion,لہسن,پیاز,لہسنپیاز
پیاس,638.906214319793,759.756699973731,-0.800738257857876,-0.447841007365025,60.6877423631339,52.9954387419916,0.144124268153095,0.117136267845777,26,52,0,2,14,31,15,32,0,0,0.933333333333333,0.96875,25,51,1,3,14,28,15,32,0,0,0.933333333333333,0.875,14,30,120.850485653938,0.352897250492851,ur,hunger,thirst,بھوک,پیاس,بھوکپیاس
پیداوار,722.150733333773,863.486769262124,-0.469907373510207,-0.252704176376073,44.6816091607511,91.409058945455,0.0984165971307675,0.181927350732221,42,43,0,1,30,26,30,27,0,0,1,0.962962962962963,42,44,0,0,30,26,30,27,0,0,1,0.962962962962963,30,26,141.336035928351,0.217203197134134,ur,create,produce,بنانا,پیداوار,بناناپیداوار
پیداوار.1,808.324428496184,710.216249998682,-0.370646616170988,-0.518148241689711,70.5348594355279,51.4997462006814,0.126102542998222,0.114469258804925,30,40,1,1,14,24,14,24,0,0,1,1,29,40,2,1,13,24,14,24,0,0,0.928571428571429,1,14,24,-98.1081784975024,-0.147501625518723,ur,factory,production,فیکٹری,پیداوار,فیکٹریپیداوار
پیراگراف,717.942954618784,730.510399805082,-0.440094229867885,-0.415406585253756,42.3821629142376,59.4921554775728,0.103923082216507,0.0974853555169163,41,24,3,1,22,10,23,11,1,0,0.956521739130435,0.909090909090909,43,24,1,1,22,11,24,11,0,0,0.916666666666667,1,22,10,12.5674451862978,0.0246876446141296,ur,section,paragraph,سیکشن,پیراگراف,سیکشنپیراگراف
پیش آنا,710.506999992101,739.433941165646,-0.641629335307209,-0.430327992951926,55.5136611210687,73.1129298080386,0.0938614579423416,0.155792473494126,31,28,1,1,22,17,22,17,0,0,1,1,30,29,2,0,22,15,22,17,0,0,1,0.88235294117647,22,17,28.9269411735449,0.211301342355283,ur,occur,happen,واقع ہونا,پیش آنا,واقع ہوناپیش آنا
پیشاب,639.861187481123,690.536736843749,-0.667362784529708,-0.56218221919477,39.727279063644,49.1681309894462,0.0768658105915423,0.0963075592483855,41,40,0,2,16,19,17,21,0,0,0.941176470588235,0.904761904761905,40,40,1,2,16,21,17,21,0,0,0.941176470588235,1,16,19,50.6755493626258,0.105180565334938,ur,blood,urine,خون,پیشاب,خونپیشاب
