target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,nl_cue,nl_target,nl_word_combo
spiegel,508.207769220567,493.64920000445,-0.675358970667544,-0.725323531811282,47.8580618207482,39.5066748378398,0.135960344249762,0.123314101891872,14,15,0,0,13,15,13,15,0,0,1,1,14,15,0,0,13,15,13,15,0,0,1,1,13,15,-14.5585692161174,-0.0499645611437373,nl,reflection,mirror,reflectie,spiegel,reflectiespiegel
spier,566.199333327854,477.450437544499,-0.499178393894087,-0.804642405008231,84.1114143242312,14.6898602546958,0.270884429948148,0.0517023179900123,19,17,0,1,18,16,18,17,0,1,1,0.941176470588235,19,18,0,0,18,17,18,18,0,0,1,0.944444444444444,18,16,-88.7488957833543,-0.305464011114144,nl,nerve,muscle,zenuw,spier,zenuwspier
sport,463.166600006382,568.190285722792,-0.78103697646212,-0.394226148035667,33.263210000002,53.004354790881,0.15797771342846,0.175311025940715,10,14,0,0,10,14,10,14,0,0,1,1,10,14,0,0,9,14,10,14,0,0,0.9,1,10,14,105.023685716409,0.386810828426453,nl,hobby,sport,hobby,sport,hobbysport
spreken,439.546499955012,538.311555562296,-0.850147607143603,-0.469093747569126,17.769887436191,25.0968451282764,0.11662925539989,0.104177949369142,14,28,0,0,12,27,13,27,0,0,0.923076923076923,1,14,28,0,0,13,27,13,27,0,0,1,1,12,27,98.7650556072844,0.381053859574478,nl,talk,speak,praten,spreken,pratenspreken
springen,616.734538469827,500.314833334337,-0.218487755339565,-0.653389177401361,73.1347488252894,37.1866979517513,0.31341381289096,0.208796746075503,14,6,0,0,13,6,13,6,0,0,1,1,14,6,0,0,13,6,13,6,0,0,1,1,13,6,-116.41970513549,-0.434901422061796,nl,climb,jump,beklimmen,springen,beklimmenspringen
spuit,544.571555571212,586.285090922127,-0.394047036853147,-0.352089994190337,21.9997258201621,50.5996175328345,0.13024200040924,0.174593886662187,19,12,0,0,18,11,19,11,0,0,0.947368421052632,1,19,12,0,0,18,11,19,11,0,0,0.947368421052632,1,18,11,41.7135353509148,0.0419570426628101,nl,needle,syringe,naald,spuit,naaldspuit
staal,533.957999997604,518.635625022031,-0.50681575593108,-0.617191207226934,37.2300542861292,30.8697354815353,0.14218709002254,0.135116080426186,18,16,0,2,18,16,18,16,0,1,1,1,18,15,0,3,15,15,18,15,0,2,0.833333333333333,1,18,16,-15.3223749755734,-0.110375451295854,nl,concrete,steel,beton,staal,betonstaal
staat,583.772666665,525.982571429739,-0.423970717966057,-0.592859531616575,44.9200336911664,52.9096377747012,0.149134744637197,0.158836541492816,15,7,0,0,12,7,12,7,0,0,1,1,15,7,0,0,10,7,12,7,0,0,0.833333333333333,1,12,7,-57.790095235261,-0.168888813650517,nl,federal,state,federaal,staat,federaalstaat
stad,463.635294120014,569.115166668387,-0.786105513349031,-0.433656409138554,30.6724292839981,51.5151669288518,0.139917132574809,0.161523099711263,17,13,0,0,17,12,17,12,0,0,1,1,17,13,0,0,17,10,17,12,0,0,1,0.833333333333333,17,12,105.479872548373,0.352449104210477,nl,capital,city,hoofdstad,stad,hoofdstadstad
standbeeld,759.105583349495,551.81700001266,0.208070640630638,-0.454359271616945,182.16790932783,30.439236023726,0.60298637540337,0.115052025730844,13,21,0,1,12,21,12,21,0,1,1,1,13,21,0,1,12,21,12,21,0,1,1,1,12,21,-207.288583336834,-0.662429912247583,nl,monument,statue,monument,standbeeld,monumentstandbeeld
station,569.125100010896,531.107944456897,-0.620487250434205,-0.484720677229989,76.0563989432011,25.688884536136,0.203979346503536,0.10148165687639,10,20,0,0,10,18,10,20,0,0,1,0.9,10,20,0,0,9,20,10,20,0,0,0.9,1,10,18,-38.017155553999,0.135766573204217,nl,platform,station,platform,station,platformstation
steeg,533.521076926462,572.971874987204,-0.365753196485552,-0.35035346113795,30.9591918499863,55.468643327794,0.186370267761236,0.209407599525689,13,17,0,0,13,16,13,17,0,0,1,0.941176470588235,13,17,0,0,13,16,13,17,0,0,1,0.941176470588235,13,16,39.4507980607419,0.0153997353476023,nl,corner,alley,hoek,steeg,hoeksteeg
steen,480.163437505504,567.965812518421,-0.64625024683218,-0.251524737833286,45.6546841985427,28.9149530250872,0.172856074450038,0.13851168837018,18,16,0,0,16,16,17,16,0,0,0.941176470588235,1,18,16,0,0,12,13,17,16,0,0,0.705882352941177,0.8125,16,16,87.8023750129175,0.394725508998894,nl,rock,stone,rots,steen,rotssteen
stem,556.131666598133,494.289230756462,-0.362542807037377,-0.68988985294301,78.9855512111982,28.1705046076437,0.24442701862522,0.138998031697738,6,14,0,1,6,13,6,13,0,0,1,1,6,14,0,1,6,13,6,13,0,0,1,1,6,13,-61.8424358416715,-0.327347045905633,nl,majority,vote,meerderheid,stem,meerderheidstem
ster,464.682899988443,587.130699990125,-0.673172924246681,-0.358910822985551,18.3787763633683,77.7367263558242,0.0912395045730587,0.214281192754853,11,10,0,0,10,10,10,10,0,0,1,1,11,10,0,0,10,10,10,10,0,0,1,1,10,10,122.447800001682,0.31426210126113,nl,celebrity,star,beroemdheid,ster,beroemdheidster
sterk,475.557842133666,487.293500024593,-0.665973699651356,-0.548857855601363,31.0463670708511,20.0831522010987,0.11566728751412,0.156936368323266,20,8,0,0,19,8,19,8,0,0,1,1,20,8,0,0,19,8,19,8,0,0,1,1,19,8,11.7356578909262,0.117115844049993,nl,firmly,strongly,stevig,sterk,stevigsterk
sterven,546.867882319813,611.523133316508,-0.449533271337341,-0.153858881745754,38.5547136757177,64.1538355486237,0.143284371599725,0.181365441356187,17,15,0,0,17,15,17,15,0,0,1,1,17,15,0,0,17,12,17,15,0,0,1,0.8,17,15,64.6552509966946,0.295674389591588,nl,suffer,die,lijden,sterven,lijdensterven
stijl,489.373066672624,500.82499997534,-0.664298540212203,-0.575033461538554,36.5918601595797,28.5534880460286,0.134593706503766,0.123287081406892,15,13,0,0,15,11,15,11,0,0,1,1,15,13,0,0,15,9,15,11,0,0,1,0.818181818181818,15,11,11.4519333027151,0.089265078673649,nl,rhythm,style,ritme,stijl,ritmestijl
stilte,544.02380002393,541.686166631155,-0.414193966709294,-0.441424874497501,27.833206487628,63.236386906548,0.108477262898808,0.215906172168339,10,6,0,0,10,6,10,6,0,0,1,1,10,6,0,0,9,5,10,6,0,0,0.9,0.833333333333333,10,6,-2.33763339277561,-0.0272309077882074,nl,silent,silence,stil,stilte,stilstilte
stoel,521.599500010484,567.55230770124,-0.496154637727994,-0.458608438590049,27.0286715549783,43.8814420711468,0.134212075534566,0.172524100114794,14,14,0,0,14,13,14,13,0,0,1,1,14,14,0,0,14,13,14,13,0,0,1,1,14,13,45.9528076907553,0.0375461991379455,nl,table,chair,tafel,stoel,tafelstoel
stof,562.180923156718,454.839851854919,-0.279551976308927,-0.82643115646713,63.6523336773774,16.2443075015141,0.289119931613034,0.0785953319009959,14,28,2,0,13,27,13,28,1,0,1,0.964285714285714,14,28,2,0,9,26,13,28,1,0,0.692307692307692,0.928571428571429,13,27,-107.341071301799,-0.546879180158203,nl,ash,dust,as,stof,asstof
stoffig,630.18830771299,536.568636396511,0.0197845683331749,-0.361934862797523,64.0477726931359,24.6304746347236,0.333540801425565,0.121978134565521,13,23,0,0,13,22,13,22,0,0,1,1,13,23,0,0,12,20,13,22,0,0,0.923076923076923,0.909090909090909,13,22,-93.6196713164787,-0.381719431130698,nl,rusty,dusty,roestig,stoffig,roestigstoffig
stoppen,550.64229997528,485.240533343885,-0.509638378758644,-0.621729940793795,40.2656565417096,19.757548193627,0.159620699288192,0.0726493196832875,10,16,0,0,10,15,10,15,0,0,1,1,10,16,0,0,10,13,10,15,0,0,1,0.866666666666667,10,15,-65.4017666313952,-0.112091562035151,nl,prevent,stop,voorkomen,stoppen,voorkomenstoppen
storen,519.407277777728,545.748428632761,-0.553819028760631,-0.441735059591491,40.5512006548767,50.7396976183828,0.18756241157271,0.162735364133489,20,10,2,0,18,7,18,7,1,0,1,1,20,10,2,0,18,7,18,7,1,0,1,1,18,7,26.3411508550332,0.11208396916914,nl,interrupt,disturb,onderbreken,storen,onderbrekenstoren
storm,463.09331250409,631.586187495705,-0.690918349224166,-0.00816891285704772,20.3925704655565,103.934394429676,0.127292943022179,0.40315873719994,17,18,0,0,16,16,16,17,0,0,1,0.941176470588235,17,18,0,0,16,17,16,17,0,0,1,1,16,16,168.492874991615,0.682749436367118,nl,wind,storm,wind,storm,windstorm
straat,620.211550008794,462.262052622149,-0.233065106195691,-0.761238632494637,51.6634945869938,26.6962786794211,0.15531819237541,0.115402931380806,20,19,0,0,20,19,20,19,0,0,1,1,20,19,0,0,14,18,20,19,0,0,0.7,0.947368421052632,20,19,-157.949497386645,-0.528173526298947,nl,avenue,street,laan,straat,laanstraat
straling,638.656235328301,509.283999992664,0.0345924520468766,-0.530322318338365,52.1274060262932,34.2613833360259,0.215965096423163,0.141926969212915,17,9,0,0,17,9,17,9,0,0,1,1,17,9,0,0,17,7,17,9,0,0,1,0.777777777777778,17,9,-129.372235335637,-0.564914770385242,nl,contamination,radiation,besmetting,straling,besmettingstraling
strategie,561.790714284887,593.393999991065,-0.467209376168709,-0.283181609704184,46.4180786899044,94.6096107374899,0.168180272599961,0.295154340072388,9,5,0,0,7,4,8,4,0,0,0.875,1,9,5,0,0,7,4,8,4,0,0,0.875,1,7,4,31.6032857061781,0.184027766464525,nl,plan,strategy,plan,strategie,planstrategie
strijd,492.953000003176,515.737105264527,-0.589336637196543,-0.518104660481826,31.0693101485233,25.1475589727515,0.155439057594542,0.133453808326376,11,19,0,0,11,19,11,19,0,0,1,1,11,19,0,0,11,18,11,19,0,0,1,0.947368421052632,11,19,22.7841052613518,0.0712319767147174,nl,combat,fight,gevecht,strijd,gevechtstrijd
strijd.1,604.880399990478,537.425466621418,-0.290996084457927,-0.456607199538022,122.102445972504,37.5006109903608,0.341479120769692,0.141894911312136,5,15,0,0,5,15,5,15,0,0,1,1,5,15,0,0,5,15,5,15,0,0,1,1,5,15,-67.4549333690602,-0.165611115080095,nl,war,battle,oorlog,strijd,oorlogstrijd
strijder,532.83633332489,580.043800020841,-0.578025946818874,-0.368047328819523,33.5179604557332,58.3346824161211,0.110700420401524,0.194673615916747,19,10,0,0,18,10,18,10,0,0,1,1,19,10,0,0,17,7,18,10,0,0,0.944444444444444,0.7,18,10,47.2074666959504,0.209978617999351,nl,soldier,warrior,soldaat,strijder,soldaatstrijder
stropdas,649.210727245079,600.833222224092,0.166474616310257,-0.119027184595839,56.9441461898466,35.8723540332218,0.267621663367568,0.188421742394097,12,9,0,0,11,9,12,9,0,0,0.916666666666667,1,12,9,0,0,12,8,12,9,0,0,1,0.888888888888889,11,9,-48.3775050209865,-0.285501800906096,nl,bind,tie,binden,stropdas,bindenstropdas
structuur,653.286473689487,524.269600006721,-0.0068112687228838,-0.67565787376192,75.6884578254665,25.4783565934807,0.260479563338578,0.0810075633792507,20,16,0,0,19,15,19,15,0,0,1,1,20,16,0,0,18,15,19,15,0,0,0.947368421052632,1,19,15,-129.016873682767,-0.668846605039037,nl,pyramid,structure,piramide,structuur,piramidestructuur
studie,453.231214278494,480.74571428228,-0.854610002812241,-0.561265086360047,21.8330499927955,30.850672528,0.0788278158093402,0.184603439572278,16,8,0,0,14,7,14,8,0,0,1,0.875,16,8,0,0,14,8,14,8,0,0,1,1,14,7,27.5145000037861,0.293344916452194,nl,research,study,onderzoek,studie,onderzoekstudie
symbool,550.409823532463,623.537785724101,-0.37622738006478,-0.27653321594083,25.4742479201973,63.4290153862366,0.103134342621426,0.186242107771899,17,16,0,0,17,14,17,14,0,0,1,1,17,16,0,0,16,13,17,14,0,0,0.941176470588235,0.928571428571429,17,14,73.127962191638,0.0996941641239502,nl,flag,symbol,vlag,symbool,vlagsymbool
syndroom,573.38209996011,710.658727262229,-0.31803468367214,0.406941404458136,59.8179646001212,131.351920426853,0.246240056332457,0.587817613404292,11,11,0,0,10,11,10,11,0,0,1,1,11,11,0,0,10,11,10,11,0,0,1,1,10,11,137.276627302119,0.724976088130275,nl,symptom,syndrome,symptoom,syndroom,symptoomsyndroom
systeem,540.630799998296,498.112999977986,-0.646027324000768,-0.647198123907926,49.9866808978919,29.6811775695383,0.163352122583428,0.115114527378695,10,10,0,0,10,10,10,10,0,0,1,1,10,10,0,0,10,10,10,10,0,0,1,1,10,10,-42.51780002031,-0.00117079990715807,nl,network,system,netwerk,systeem,netwerksysteem
taart,503.172714309167,511.299099997658,-0.643677302631782,-0.541098540992596,26.2457151916584,29.5056145145763,0.0969712474718155,0.113088340585724,22,10,0,0,21,10,21,10,0,0,1,1,22,10,0,0,19,9,21,10,0,0,0.904761904761905,0.9,21,10,8.12638568849133,0.102578761639185,nl,dessert,cake,toetje,taart,toetjetaart
talent,478.359625011541,589.526037030875,-0.667699626587539,-0.381936416677293,17.2961657716985,52.9179092503775,0.0920452194288325,0.149316271635955,9,29,0,0,8,27,9,27,0,0,0.888888888888889,1,9,29,0,0,9,18,9,27,0,0,1,0.666666666666667,8,27,111.166412019334,0.285763209910247,nl,potential,talent,potentieel,talent,potentieeltalent
tand,543.370461543742,551.89447368203,-0.516109139812054,-0.443358244615995,51.4949532251463,36.9796190633168,0.1671641166654,0.14483780054013,17,22,0,0,13,19,14,20,0,0,0.928571428571429,0.95,17,22,0,0,14,19,14,20,0,0,1,0.95,13,19,8.5240121382875,0.072750895196059,nl,nail,tooth,nagel,tand,nageltand
tapijt,504.879375019343,545.962733347448,-0.537726475361739,-0.463375194919838,34.6165340552769,21.8876862533628,0.160466480386443,0.118325318749232,17,15,0,0,16,15,16,15,0,0,1,1,17,15,0,0,14,15,16,15,0,0,0.875,1,16,15,41.0833583281046,0.074351280441901,nl,floor,carpet,vloer,tapijt,vloertapijt
tas,485.44585713122,615.083999979842,-0.697517209388816,-0.398460261779216,23.7834218786333,55.4090652408619,0.144122557553457,0.193996310199569,15,7,0,0,14,7,14,7,0,0,1,1,15,7,0,0,14,7,14,7,0,0,1,1,14,7,129.638142848622,0.2990569476096,nl,box,bag,doos,tas,doostas
team,706.505857165681,549.92355555922,0.197359728258357,-0.54846734108601,41.1913388811468,85.4846099597343,0.154520944650357,0.227419990903026,37,9,0,0,35,9,36,9,0,0,0.972222222222222,1,36,9,1,0,10,8,35,9,1,0,0.285714285714286,0.888888888888889,35,9,-156.582301606461,-0.745827069344367,nl,league,team,liga,team,ligateam
techniek,594.1470908969,631.308111096519,-0.235872852956516,-0.0968986872429286,61.9349605101505,63.6692143703524,0.323213911207227,0.200542319711847,12,10,0,0,11,9,11,9,0,0,1,1,12,10,0,0,10,5,11,9,0,0,0.909090909090909,0.555555555555556,11,9,37.1610201996184,0.138974165713588,nl,method,technique,methode,techniek,methodetechniek
teder,697.062545449404,688.588647057672,0.327751749010774,0.262732075559605,67.9116034374936,49.615243952274,0.298071262199211,0.192197644841983,14,22,0,0,11,17,14,20,0,0,0.785714285714286,0.85,14,21,0,1,13,19,14,20,0,0,0.928571428571429,0.95,11,17,-8.47389839173161,-0.0650196734511691,nl,soft,gentle,zacht,teder,zachtteder
tegendeel,577.319235287514,539.23561540203,-0.413329083033476,-0.542764373051684,84.6403936369536,27.5478364083713,0.234162963585869,0.0756946887518673,17,13,0,0,17,13,17,13,0,0,1,1,17,13,0,0,17,13,17,13,0,0,1,1,17,13,-38.0836198854839,-0.129435290018207,nl,opposite,contrary,tegenovergestelde,tegendeel,tegenovergesteldetegendeel
tegenslag,509.098272739534,574.999555535863,-0.560775745097999,-0.437856789104494,24.4181255050581,43.2692177213112,0.0850459901358282,0.116217875950829,23,19,0,0,22,18,22,18,0,0,1,1,23,19,0,0,22,18,22,18,0,0,1,1,22,18,65.901282796329,0.122918955993505,nl,unfortunate,misfortune,ongelukkig,tegenslag,ongelukkigtegenslag
tegenstander,564.679714289126,574.901952404933,-0.251030003551322,-0.36874759775111,81.6411423174597,30.2262223183723,0.262057672098123,0.094265687130464,14,23,0,0,14,21,14,22,0,0,1,0.954545454545455,14,22,0,1,13,17,14,21,0,1,0.928571428571429,0.80952380952381,14,21,10.222238115807,-0.117717594199788,nl,enemy,opponent,vijand,tegenstander,vijandtegenstander
tekenen,538.686666666152,512.806545462927,-0.455214830442134,-0.559890272813228,45.9641914997502,28.243950984206,0.17331520491002,0.0781397735642593,6,24,0,0,6,22,6,23,0,0,1,0.956521739130435,6,24,0,0,4,21,6,23,0,0,0.666666666666667,0.91304347826087,6,22,-25.8801212032243,-0.104675442371094,nl,paint,draw,verven,tekenen,verventekenen
telefoon,579.97920005091,497.979285713859,-0.471412181201883,-0.697394102221535,36.6493522224366,28.4822210483372,0.127821689812975,0.130596701413821,11,7,0,0,10,7,10,7,0,0,1,1,11,7,0,0,10,7,10,7,0,0,1,1,10,7,-81.999914337051,-0.225981921019653,nl,call,telephone,telefoongesprek,telefoon,telefoongesprektelefoon
teleurstelling,597.948476204902,695.161545438962,-0.290068791092429,0.0268927766733918,36.1263858513066,67.3090287667058,0.129967640425976,0.256534938991388,22,13,0,0,21,11,21,11,0,0,1,1,22,13,0,0,21,10,21,11,0,0,1,0.909090909090909,21,11,97.2130692340597,0.316961567765821,nl,surprise,disappointment,verrassing,teleurstelling,verrassingteleurstelling
televisie,599.852919998381,551.989000014972,-0.301311372570803,-0.32655519552344,63.592016489814,24.2333798781162,0.193674326804047,0.081473141605461,26,17,0,0,25,15,25,16,0,0,1,0.9375,25,17,1,0,23,15,24,16,1,0,0.958333333333333,0.9375,25,15,-47.8639199834083,-0.0252438229526368,nl,radio,television,radio,televisie,radiotelevisie
temperatuur,525.356857147317,511.516095227114,-0.561045615805751,-0.608044776632475,27.4664350156903,24.455813183334,0.116459429584688,0.068665128898793,14,22,0,0,14,21,14,21,0,0,1,1,14,22,0,0,14,21,14,21,0,0,1,1,14,21,-13.8407619202029,-0.0469991608267234,nl,heat,temperature,warmte,temperatuur,warmtetemperatuur
tennis,488.352499996766,453.904250000291,-0.49964274887745,-0.823171386957718,35.5418045412829,23.7777938988114,0.155621772063936,0.109924933780985,13,9,0,1,12,8,13,8,0,0,0.923076923076923,1,13,9,0,1,13,7,13,8,0,0,1,0.875,12,8,-34.4482499964748,-0.323528638080268,nl,golf,tennis,golf,tennis,golftennis
tentoonstelling,649.096857133097,745.90262497458,-0.132585625908301,0.423254158588685,41.8844777392299,96.4524591706058,0.102822919010909,0.469758452978558,9,20,0,0,7,16,7,16,0,0,1,1,9,20,0,0,7,14,7,16,0,0,1,0.875,7,16,96.8057678414834,0.555839784496986,nl,gallery,exhibition,galerij,tentoonstelling,galerijtentoonstelling
terugkeer,505.349799914204,540.180666651833,-0.559107324167721,-0.441518886515402,63.7420850737855,34.9122400771308,0.239690259629656,0.17987373594048,5,21,0,0,5,21,5,21,0,0,1,1,5,21,0,0,5,21,5,21,0,0,1,1,5,21,34.8308667376291,0.117588437652319,nl,back,return,terug,terugkeer,terugterugkeer
test,546.97347369638,495.120523815625,-0.44158459314478,-0.46392584986609,47.2660796906899,39.9511960708753,0.194889385773488,0.206165936948109,21,23,0,0,19,21,19,22,0,0,1,0.954545454545455,21,23,0,0,19,21,19,22,0,0,1,0.954545454545455,19,21,-51.8529498807542,-0.02234125672131,nl,experiment,test,experiment,test,experimenttest
theater,505.433714288337,560.406214284669,-0.711631765656937,-0.344274039468776,18.3868883021834,27.56414043171,0.0419016354324012,0.118231766132275,8,14,0,1,7,14,7,14,0,0,1,1,8,14,0,1,7,10,7,14,0,0,1,0.714285714285714,7,14,54.9724999963321,0.367357726188161,nl,cinema,theater,bioscoop,theater,bioscooptheater
theorie,559.944727277478,479.727624991767,-0.532811515442658,-0.744384158746902,52.9659690784829,21.0237542072862,0.140384400884663,0.125504692449607,11,9,0,0,11,8,11,8,0,0,1,1,11,9,0,0,10,8,11,8,0,0,0.909090909090909,1,11,8,-80.2171022857116,-0.211572643304244,nl,idea,theory,idee,theorie,ideetheorie
tijdschrift,665.382499994054,533.206950009687,-0.134538444928663,-0.519450491772988,84.4319806630354,26.5541432435469,0.223338471080024,0.0803888371813849,21,20,0,0,20,20,21,20,0,0,0.952380952380952,1,21,20,0,0,20,20,21,20,0,0,0.952380952380952,1,20,20,-132.175549984367,-0.384912046844325,nl,playboy,magazine,playboy,tijdschrift,playboytijdschrift
timer,658.389400001332,583.440933320408,-0.132825536940784,-0.417454736483434,53.7202239921599,60.5707809620492,0.171791450768773,0.258255150632663,17,17,0,0,15,15,17,17,0,0,0.88235294117647,0.88235294117647,16,17,1,0,3,17,16,17,1,0,0.1875,1,15,15,-74.9484666809244,-0.28462919954265,nl,detonator,timer,detonator,timer,detonatortimer
titel,582.784428579909,489.962999979163,-0.332795911277706,-0.562810545613447,97.1157860381628,31.8676035226944,0.317204711273377,0.0991329200796137,16,9,0,0,14,9,14,9,0,0,1,1,16,9,0,0,14,9,14,9,0,0,1,1,14,9,-92.8214286007457,-0.230014634335741,nl,name,title,naam,titel,naamtitel
toegeven,625.351000017846,669.631100012798,-0.224215159496919,-0.0201385817079881,34.5855015232284,82.1001367073804,0.210021399856981,0.347382444403945,6,11,0,0,6,10,6,10,0,0,1,1,6,11,0,0,5,9,6,10,0,0,0.833333333333333,0.9,6,10,44.2800999949526,0.204076577788931,nl,admit,confess,erkennen,toegeven,erkennentoegeven
toewijding,707.901142847722,618.495714275599,0.225817308175405,-0.153834324952914,91.3035202624212,55.3892063640623,0.38596981539844,0.194334287312501,15,7,1,0,14,7,14,7,0,0,1,1,15,7,1,0,13,7,14,7,0,0,0.928571428571429,1,14,7,-89.4054285721231,-0.379651633128318,nl,fidelity,devotion,trouw,toewijding,trouwtoewijding
tomaat,562.270642825341,555.60247058577,-0.353157490709253,-0.507177017885851,109.90228988602,30.8197402720592,0.48252448953696,0.112050366851587,14,17,0,1,14,17,14,17,0,1,1,1,14,17,0,1,14,14,14,17,0,1,1,0.823529411764706,14,17,-6.66817223957116,-0.154019527176598,nl,potato,tomato,aardappel,tomaat,aardappeltomaat
tornado,557.653571461575,703.301448273368,-0.260951573985555,0.0175360705325166,30.2347412253107,75.0434531874286,0.13168635765701,0.208229588059163,15,31,0,0,14,29,14,30,0,0,1,0.966666666666667,15,31,0,0,11,27,14,30,0,0,0.785714285714286,0.9,14,29,145.647876811793,0.278487644518071,nl,hurricane,tornado,orkaan,tornado,orkaantornado
touw,518.673181781225,529.042571436947,-0.476763368439715,-0.600067458711672,34.3981650534264,50.400926194459,0.172108780184072,0.174825686578709,11,9,0,1,11,7,11,7,0,1,1,1,11,9,0,1,8,7,11,7,0,1,0.727272727272727,1,11,7,10.3693896557214,-0.123304090271957,nl,chain,rope,keten,touw,ketentouw
traditioneel,633.396999999277,522.798833329109,-0.171434071812496,-0.348445728735165,51.9664800101772,35.301805804473,0.130241998520154,0.150677829209685,20,13,0,0,19,12,19,13,0,0,1,0.923076923076923,20,13,0,0,16,13,19,13,0,0,0.842105263157895,1,19,12,-110.598166670168,-0.177011656922669,nl,modern,traditional,modern,traditioneel,moderntraditioneel
tragisch,632.054111138748,510.121363625261,-0.0934176197304284,-0.535862655454955,61.0652766998066,42.6140546167949,0.198355695018874,0.153529067370201,19,12,0,0,18,11,18,12,0,0,1,0.916666666666667,19,12,0,0,18,12,18,12,0,0,1,1,18,11,-121.932747513487,-0.442445035724526,nl,sad,tragic,triest,tragisch,triesttragisch
trekken,504.231950008108,540.493199979353,-0.485674902962902,-0.514072344651686,19.3394851032767,40.7033889468418,0.084634200007274,0.126489543695206,23,17,0,0,20,15,20,15,0,0,1,1,23,17,0,0,19,15,20,15,0,0,0.95,1,20,15,36.2612499712446,-0.0283974416887837,nl,push,pull,duw,trekken,duwtrekken
troon,516.428842131262,512.968800017261,-0.589123465729972,-0.592735771005713,35.526597085725,41.9064011268875,0.114589602253772,0.312989825963558,21,7,0,0,19,5,20,6,0,0,0.95,0.833333333333333,21,7,0,0,17,6,20,6,0,0,0.85,1,19,5,-3.460042114001,-0.00361230527574152,nl,crown,throne,kroon,troon,kroontroon
trouw,548.019090928598,550.846769195883,-0.354419138085416,-0.69084891263941,33.9724191959819,38.1657034701913,0.144196576411011,0.122842674698496,12,15,0,0,11,13,11,13,0,0,1,1,12,15,0,0,11,13,11,13,0,0,1,1,11,13,2.82767826728502,-0.336429774553994,nl,loyal,faithful,loyaal,trouw,loyaaltrouw
tunnel,555.255315813632,539.250333329866,-0.415480365876909,-0.52270086592141,30.5737038049565,95.3743143349629,0.140718991738918,0.311283953444534,20,6,0,0,19,6,19,6,0,0,1,1,20,6,0,0,18,6,19,6,0,0,0.947368421052632,1,19,6,-16.0049824837657,-0.107220500044501,nl,bridge,tunnel,brug,tunnel,brugtunnel
ui,540.91213635574,574.414166690263,-0.416809020659374,-0.199734036861296,26.050675215804,33.9072193855248,0.118914646013398,0.225999425359547,25,7,0,0,22,6,24,7,0,0,0.916666666666667,0.857142857142857,25,7,0,0,22,1,24,7,0,0,0.916666666666667,0.142857142857143,22,6,33.5020303345225,0.217074983798078,nl,garlic,onion,knoflook,ui,knoflookui
uitdaging,575.470769263235,625.206187508406,-0.321712193241132,-0.186566421313793,70.8379725802567,69.397837019821,0.312012873387789,0.239924069407659,15,16,0,0,13,16,13,16,0,0,1,1,14,16,1,0,10,15,12,16,1,0,0.833333333333333,0.9375,13,16,49.7354182451706,0.135145771927339,nl,obstacle,challenge,obstakel,uitdaging,obstakeluitdaging
uitdrukken,570.558312518871,559.018692299563,-0.298096227833601,-0.396305850211906,58.8789187545515,41.1506859414829,0.234537626279316,0.150180362599545,20,14,0,0,16,13,16,13,0,0,1,1,20,14,0,0,16,12,16,13,0,0,1,0.923076923076923,16,13,-11.5396202193086,-0.0982096223783055,nl,describe,express,beschrijven,uitdrukken,beschrijvenuitdrukken
uiteindelijk,510.275400009338,503.48568182284,-0.577178023877102,-0.579769157726856,27.4162080515579,24.8132492457106,0.101280527286253,0.094620844809127,20,23,1,0,20,22,20,22,0,0,1,1,20,23,1,0,19,22,20,22,0,0,0.95,1,20,22,-6.78971818649848,-0.00259113384975407,nl,finally,eventually,tenslotte,uiteindelijk,tenslotteuiteindelijk
uitgeven,520.624666633856,547.687307683312,-0.429444064884776,-0.490961255500106,54.7252593388142,27.9415130171589,0.282243727797416,0.0870482975035241,7,13,0,0,6,13,6,13,0,0,1,1,7,13,0,0,6,13,6,13,0,0,1,1,6,13,27.0626410494564,-0.0615171906153298,nl,waste,spend,verspillen,uitgeven,verspillenuitgeven
uitkomst,573.032769223187,499.524625017137,-0.459665593811488,-0.713257939526536,57.6018377798887,24.0215357587849,0.181631535668175,0.111057025793486,13,9,0,0,13,8,13,8,0,0,1,1,13,9,0,0,12,7,13,8,0,0,0.923076923076923,0.875,13,8,-73.50814420605,-0.253592345715048,nl,result,outcome,resultaat,uitkomst,resultaatuitkomst
