target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,ro_cue,ro_target,ro_word_combo,unrelated_ro_cue
linge,607.083589253782,733.987407408571,-0.495924453683918,0.0351496301945609,19.9550476407158,27.8157967420026,0.0675845069150669,0.095652354957554,57,63,0,0,56,54,56,58,0,0,1,0.931034482758621,57,63,0,0,54,58,56,58,0,0,0.964285714285714,1,56,54,126.903818154789,0.531074083878479,ro,suck,lick,suge,linge,sugelinge,descriere
literatură,614.618472706744,613.363553194594,-0.480361475745633,-0.510371988291928,27.6935986788143,26.4761829441115,0.0827951957218387,0.0618666732735579,64,50,2,1,55,47,55,49,1,0,1,0.959183673469388,64,50,2,1,55,47,55,49,1,0,1,0.959183673469388,55,47,-1.25491951215031,-0.0300105125462948,ro,art,literature,artă,literatură,artăliteratură,simptom
local,552.583647886492,627.73663264409,-0.680158663407238,-0.45272168785897,14.2103345914207,44.7747155764547,0.0524603189680701,0.121304402685144,77,53,2,1,72,49,74,49,0,1,0.972972972972973,1,78,54,1,0,72,50,74,50,0,0,0.972972972972973,1,71,49,75.1529847575978,0.227436975548268,ro,regional,local,regional,local,regionallocal,plăcere
locație,567.07753193043,601.736978716523,-0.60998413116074,-0.580156930721918,26.9722630949223,22.229642875024,0.0921061554256653,0.079315106351301,52,54,2,1,47,47,49,47,0,0,0.959183673469388,1,52,54,2,1,45,45,49,47,0,0,0.918367346938776,0.957446808510638,47,47,34.6594467860934,0.0298272004388216,ro,place,location,loc,locație,loclocație,lesbiană
locotenent,730.837560002497,766.162844415669,-0.177151762186719,0.0182879956825141,44.4832259897962,35.0247778068451,0.125820171433816,0.104440994856502,62,52,3,0,50,45,54,49,0,0,0.925925925925926,0.918367346938776,63,52,2,0,46,49,54,49,0,0,0.851851851851852,1,50,45,35.3252844131715,0.195439757869233,ro,sergeant,lieutenant,sergent,locotenent,sergentlocotenent,spectacol
lume,583.062612239854,591.724627491655,-0.637399260823811,-0.637153680877955,19.997881452375,20.6037600707999,0.0882584203144502,0.0853612851934923,53,56,0,3,49,51,50,52,0,1,0.98,0.980769230769231,52,56,1,3,48,48,50,52,0,1,0.96,0.923076923076923,49,51,8.662015251801,0.000245579945855834,ro,international,world,internaţional,lume,internaţionallume,ciment
luminos,632.00899997288,582.142212726287,-0.557141996801097,-0.59049513671013,31.5429316261814,20.6479696287113,0.100637302388648,0.0577608835514264,61,50,3,1,57,47,57,47,0,1,1,1,61,50,3,1,56,47,57,47,0,1,0.982456140350877,1,57,47,-49.8667872465924,-0.0333531399090332,ro,shine,bright,strălucire,luminos,strălucireluminos,canapea
lumină,518.174374990191,642.076433943612,-0.775163912185017,-0.368180149472384,19.120195606856,29.2430763432166,0.05869269724138,0.0971778262600211,50,56,3,1,40,53,40,53,0,0,1,1,50,55,3,2,40,37,40,52,0,1,1,0.711538461538462,40,53,123.902058953421,0.406983762712633,ro,darkness,light,întuneric,lumină,întunericlumină,cosiderare
lumânare,645.858625023686,608.251173095584,-0.429190422019003,-0.549762755361644,35.2314184107326,21.410457850341,0.110016754395966,0.05455424263763,53,55,1,0,48,52,48,52,0,0,1,1,53,55,1,0,47,50,48,52,0,0,0.979166666666667,0.961538461538462,48,52,-37.6074519281018,-0.120572333342641,ro,lamp,candle,lampă,lumânare,lampălumânare,construcție
lunetist,669.621660997679,768.979928592136,-0.142368256113145,0.0432458884469263,21.5621710134132,36.1140827586956,0.0823074288537611,0.112534454981489,60,50,0,1,59,42,60,45,0,0,0.983333333333333,0.933333333333333,60,50,0,1,60,38,60,45,0,0,1,0.844444444444444,59,42,99.3582675944565,0.185614144560071,ro,shooter,sniper,trăgător,lunetist,trăgătorlunetist,salva
lung,503.63894440456,590.140129633121,-0.88655662878888,-0.61095573077705,11.770912074635,20.7391949879261,0.0364330440879317,0.065199151069934,63,57,0,1,54,54,54,54,0,0,1,1,63,57,0,1,54,52,54,54,0,0,1,0.962962962962963,54,54,86.5011852285609,0.27560089801183,ro,short,long,scurt,lung,scurtlung,scăpa
lungime,579.117586182882,595.018879970795,-0.636326878428962,-0.63298877266676,19.1065868636573,19.7115452914305,0.0539403652939341,0.061528940918124,61,59,0,2,58,50,58,50,0,0,1,1,61,59,0,2,58,45,58,50,0,0,1,0.9,58,50,15.9012937879129,0.00333810576220239,ro,size,length,mărime,lungime,mărimelungime,sfat
lup,477.79438295312,605.309187496544,-0.896369900044457,-0.547548157683038,16.6298216339902,20.5924448842617,0.0500899408149192,0.0685648478706226,50,76,0,2,47,65,47,66,0,1,1,0.984848484848485,50,76,0,2,47,66,47,66,0,1,1,1,47,64,127.514804543424,0.348821742361419,ro,bear,wolf,urs,lup,urslup,conspiraţie
luptător,617.389021732054,623.306874969394,-0.509169000429275,-0.444088334967239,30.2875400420178,30.0984562367792,0.0759780487088342,0.0843453542538097,50,51,2,0,46,48,47,49,0,0,0.978723404255319,0.979591836734694,49,51,3,0,46,48,46,49,1,0,1,0.979591836734694,46,48,5.91785323733939,0.0650806654620365,ro,champion,fighter,campion,luptător,campionluptător,rotund
lăsa,644.192369550263,725.530444470522,-0.373473124613127,-0.213494894123328,29.5009881431007,42.4495933822199,0.0946002230674541,0.138506117414755,50,55,1,2,46,45,48,47,1,0,0.958333333333333,0.957446808510638,50,55,1,2,47,42,48,47,1,0,0.979166666666667,0.893617021276596,46,45,81.3380749202587,0.159978230489799,ro,allow,let,permite,lăsa,permitelăsa,strat
magazin,601.928983328796,615.085085109256,-0.649397621581768,-0.535262907251916,43.2851452567167,22.8649453695177,0.143278645550677,0.0917154806144209,65,53,3,3,60,47,60,47,1,0,1,1,65,53,3,3,60,39,60,47,1,0,1,0.829787234042553,60,47,13.1561017804598,0.114134714329852,ro,shop,store,atelier,magazin,ateliermagazin,ligă
mai sus,554.044936162976,655.29244898228,-0.679568150082195,-0.227022264762673,25.2759452174347,30.3677432949408,0.0653581756717283,0.104600310459505,52,52,1,1,47,49,50,49,0,0,0.94,1,52,52,1,1,50,47,50,49,0,0,1,0.959183673469388,47,49,101.247512819305,0.452545885319523,ro,lower,upper,mai jos,mai sus,mai josmai sus,ruginit
maioneză,654.955981790437,752.744999993577,-0.415539567684281,-0.194579714696624,24.4102637950578,29.9173442819659,0.0775071199855803,0.0921693485736367,59,56,1,1,55,48,55,50,0,0,1,0.96,59,56,1,1,48,50,55,50,0,0,0.872727272727273,1,55,48,97.7890182031401,0.220959852987658,ro,ketchup,mayonnaise,ketchup,maioneză,ketchupmaioneză,merge mai departe
manipulare,622.309946408738,650.550571365807,-0.321769686526876,-0.272970237935859,17.4699838434173,24.5531040463406,0.0672766683449758,0.0798023666198445,58,54,0,1,56,49,56,51,0,0,1,0.96078431372549,58,54,0,1,55,50,56,51,0,0,0.982142857142857,0.980392156862745,56,49,28.2406249570686,0.0487994485910177,ro,control,manipulate,control,manipulare,controlmanipulare,perete
marfă,728.070767452371,602.151865390575,-0.224283380840837,-0.570253501293702,68.0315670742544,23.0236491695414,0.214766125966798,0.0764759637689168,50,56,1,2,43,52,45,52,0,1,0.955555555555556,1,49,55,2,3,42,49,44,51,1,2,0.954545454545455,0.96078431372549,43,52,-125.918902061795,-0.345970120452866,ro,load,cargo,încărcătură,marfă,încărcăturămarfă,blestem
marinar,664.919529395364,691.141260775353,-0.240050708870055,-0.146058060425858,29.2569176355995,40.4566971558304,0.0976839424756253,0.13263378439685,52,51,1,1,51,46,51,49,0,0,1,0.938775510204082,52,51,1,1,47,47,51,49,0,0,0.92156862745098,0.959183673469388,51,46,26.2217313799883,0.0939926484441972,ro,pirate,sailor,pirat,marinar,piratmarinar,chimic
marină militară,861.970571417293,1066.3659565843,0.406863840832606,0.983045896196692,52.7212077779678,69.7931026965228,0.155361125365629,0.194195741595059,50,50,1,1,49,46,50,47,1,0,0.98,0.978723404255319,51,50,0,1,42,46,51,47,0,0,0.823529411764706,0.978723404255319,49,46,204.395385167005,0.576182055364086,ro,marine,navy,pușcaș marin,marină militară,pușcaș marinmarină militară,comoară
marketing,673.770522731745,670.511500037976,-0.36978040912397,-0.270818674435002,21.0480623705272,22.8547624640237,0.0590885865649508,0.0642331210799867,52,54,2,2,44,44,44,48,0,0,1,0.916666666666667,52,54,2,2,43,48,44,48,0,0,0.977272727272727,1,44,44,-3.25902269376877,0.0989617346889682,ro,advertising,marketing,publicitate,marketing,publicitatemarketing,contact
marţi,471.595787269538,667.34056521754,-0.944563076055419,-0.296772680984998,16.2800819366106,62.8416385053705,0.0557257238037679,0.246424315026797,50,51,1,0,47,46,47,47,1,0,1,0.978723404255319,50,50,1,1,44,46,47,46,1,1,0.936170212765957,1,47,46,195.744777948003,0.647790395070421,ro,monday,tuesday,luni,marţi,lunimarţi,pânză
masaj,573.82172917038,565.681291654342,-0.582504096032937,-0.664217672406301,28.6339017493189,21.2369811639688,0.0667868216760601,0.061804877080017,50,50,2,3,48,48,48,48,1,0,1,1,50,50,2,3,35,47,48,48,1,0,0.729166666666667,0.979166666666667,48,48,-8.14043751603765,-0.0817135763733637,ro,yoga,massage,yoga,masaj,yogamasaj,scurt
matematică,584.051720021821,668.310590905005,-0.55015977691807,-0.482375528081802,35.7468488630132,26.3035211605258,0.131455234773146,0.0632235853740583,56,72,2,2,50,66,50,67,0,0,1,0.985074626865672,56,72,2,2,48,66,50,67,0,0,0.96,0.985074626865672,50,66,84.2588708831843,0.0677842488362675,ro,physics,mathematics,fizică,matematică,fizicămatematică,aproape
maxim,535.356701731169,609.587849059113,-0.82584547050725,-0.565530359526296,16.7300971247735,41.8783360310886,0.0489760547749561,0.0993910046288093,63,56,1,0,58,53,58,53,0,0,1,1,63,56,1,0,56,52,58,53,0,0,0.96551724137931,0.981132075471698,57,53,74.2311473279437,0.260315110980955,ro,minimum,maximum,minim,maxim,minimmaxim,general
mașină,580.709428558856,611.726345457991,-0.732403224809315,-0.636613878478647,25.0971507641951,41.838742832852,0.0551304686594603,0.133629220737856,52,59,2,2,50,55,50,55,1,1,1,1,52,58,2,3,49,53,50,54,1,2,0.98,0.981481481481482,49,55,31.0169168991358,0.0957893463306684,ro,vehicle,car,vehicul,mașină,vehiculmașină,salut
mașinărie,732.705033325423,766.71098000275,-0.119785801491262,-0.133479373008466,36.3896082087699,42.1633517200178,0.120568495843763,0.110676543144217,68,56,2,3,60,50,62,52,0,1,0.967741935483871,0.961538461538462,67,56,3,3,60,50,62,52,0,1,0.967741935483871,0.961538461538462,60,50,34.0059466773273,-0.0136935715172036,ro,robot,machine,robot,mașinărie,robotmașinărie,odihni
mecanic,583.010187476687,605.732500027219,-0.633426866343611,-0.564864719712347,27.9710245297038,20.4271074424498,0.0703485481498925,0.0505199685947239,52,56,1,0,48,50,48,51,0,0,1,0.980392156862745,52,56,1,0,46,50,48,51,0,0,0.958333333333333,0.980392156862745,48,50,22.7223125505325,0.0685621466312643,ro,technical,mechanical,tehnic,mecanic,tehnicmecanic,plajă
meci,607.370423093854,656.096039141867,-0.506609681332554,-0.308615607011269,31.7664563464709,29.8955603791196,0.0980971212339863,0.108695837536233,58,58,2,1,52,51,53,53,1,0,0.981132075471698,0.962264150943396,58,58,2,1,52,53,53,53,1,0,0.981132075471698,1,52,51,48.7256160480133,0.197994074321285,ro,tournament,match,turneu,meci,turneumeci,neajutorat
medalie,687.656057702596,769.843638302513,-0.282352043384382,-0.0932112755785717,30.5646829439889,39.461483425045,0.0934675367623406,0.121881450514073,57,56,2,1,52,47,54,49,1,0,0.962962962962963,0.959183673469388,58,56,1,1,52,49,55,49,0,0,0.945454545454545,1,52,47,82.1875805999173,0.189140767805811,ro,trophy,medal,trofeu,medalie,trofeumedalie,traseu
medalion,782.612159084377,780.605627933301,0.0641227945414735,0.00973901825190176,53.2501414685202,66.2642127408945,0.153513484579544,0.179788266309765,53,51,1,2,44,43,48,46,1,1,0.916666666666667,0.934782608695652,53,51,1,2,37,45,49,46,0,1,0.755102040816326,0.978260869565217,44,43,-2.00653115107593,-0.0543837762895718,ro,artifact,medallion,artefact,medalion,artefactmedalion,bancar
menţinere,660.512565228207,641.736865442906,-0.368062716602864,-0.361903192592547,33.1896236762485,24.6492154082153,0.0926588556600591,0.0705062882808117,52,57,5,3,46,52,46,54,2,0,1,0.962962962962963,51,57,6,3,46,53,46,54,2,0,1,0.981481481481482,46,52,-18.7756997853016,0.00615952401031711,ro,preserve,maintain,conservare,menţinere,conservaremenţinere,surpriză
merge,585.083000022758,553.138266669025,-0.611072423584711,-0.669057322599442,27.5498207458273,18.9763743074463,0.0844520375602302,0.0709544461833944,52,50,1,2,47,45,47,46,0,0,1,0.978260869565217,52,50,1,2,47,45,47,46,0,0,1,0.978260869565217,47,45,-31.9447333537331,-0.05798489901473,ro,enter,go,intra,merge,intramerge,cantitate
mers pe jos,711.550061567297,650.066460002286,-0.208233581858897,-0.258138174156833,28.6183776576242,19.2265746011026,0.0742594548028588,0.0693488485794863,74,56,3,1,65,50,67,51,0,0,0.970149253731343,0.980392156862745,74,55,3,2,65,51,67,51,0,0,0.970149253731343,1,65,50,-61.4836015650114,-0.0499045922979363,ro,run,walk,alerga,mers pe jos,alergamers pe jos,fizică
mesaj,552.215714311409,618.791450955576,-0.666237425374081,-0.500326018450658,19.6373663841662,27.8198528785985,0.0566898914827933,0.110425158459063,58,63,2,2,49,51,49,51,1,2,1,1,58,63,2,2,48,51,49,51,1,2,0.979591836734694,1,49,51,66.5757366441675,0.165911406923423,ro,warning,message,avertizare,mesaj,avertizaremesaj,sărăcie
mesteca,706.229382984398,737.549199934444,-0.231761801385427,0.0581506162086956,41.0667386760107,35.0924774921915,0.0887096099193582,0.1024463346714,52,50,0,0,47,45,50,48,0,0,0.94,0.9375,52,49,0,1,49,46,50,47,0,1,0.98,0.978723404255319,47,45,31.3198169500458,0.289912417594123,ro,swallow,chew,înghiți,mesteca,înghițimesteca,viitor
metal,538.035431381386,581.394073183192,-0.712968273606799,-0.533591561927517,29.529305797085,26.9304778775391,0.126685477177099,0.0906953717010867,54,50,0,0,51,41,51,44,0,0,1,0.931818181818182,54,50,0,0,49,44,51,44,0,0,0.96078431372549,1,51,41,43.3586418018065,0.179376711679282,ro,iron,metal,fier,metal,fiermetal,impresie
metru,577.941816252761,571.691363616586,-0.558048952653112,-0.643648641316925,22.1907449526893,12.1846656194732,0.0885978958777142,0.0480865258849628,55,62,2,1,49,55,49,55,0,0,1,1,55,62,2,1,47,54,49,55,0,0,0.959183673469388,0.981818181818182,49,55,-6.25045263617437,-0.0855996886638127,ro,kilometer,meter,kilometru,metru,kilometrumetru,soț
mic,531.331021280541,544.08408338438,-0.660271054224825,-0.732329574386708,24.6082560190879,18.3077734694729,0.0972939620488309,0.0641030536960668,51,51,1,0,47,48,47,49,0,0,1,0.979591836734694,51,50,1,1,46,48,47,48,0,1,0.978723404255319,1,47,48,12.7530621038394,-0.0720585201618836,ro,little,small,puțin,mic,puținmic,fază
mic dejun,699.208266659421,630.138208320761,-0.0657922990114294,-0.45985870187522,63.7130191729972,20.1099403790712,0.293354838290265,0.0530285299761075,50,52,1,1,45,48,47,50,0,0,0.957446808510638,0.96,50,52,1,1,43,49,47,50,0,0,0.914893617021277,0.98,45,48,-69.0700583386591,-0.394066402863791,ro,dinner,breakfast,cină,mic dejun,cinămic dejun,rău
microfon,636.455612300192,625.106786903497,-0.499206600555214,-0.49227653364893,32.8393004860543,23.9113581864043,0.139624125451405,0.0615714114152588,52,63,3,1,49,61,49,62,0,0,1,0.983870967741935,52,63,3,1,46,60,49,62,0,0,0.938775510204082,0.967741935483871,49,61,-11.3488253966956,0.0069300669062845,ro,camera,microphone,aparat foto,microfon,aparat fotomicrofon,subestima
microscop,716.492645826098,690.124274516734,-0.234631568368605,-0.140258188250169,41.9528595984854,18.619801006965,0.10687625508039,0.0656564422817924,54,55,2,1,48,51,48,52,0,1,1,0.980769230769231,54,55,2,1,47,52,48,52,0,1,0.979166666666667,1,48,51,-26.3683713093648,0.0943733801184363,ro,telescope,microscope,telescop,microscop,telescopmicroscop,frumușel
miliard,599.44199999899,723.890433945397,-0.572484163700472,-0.172016997876799,17.3578477345523,40.4023368039128,0.0573089221801198,0.112459953620831,55,56,1,1,51,53,51,55,0,0,1,0.963636363636364,55,56,1,1,50,55,51,55,0,0,0.980392156862745,1,51,53,124.448433946407,0.400467165823673,ro,million,billion,milion,miliard,milionmiliard,natural
militar,664.925360004525,607.124499996078,-0.423372494329673,-0.526206661618671,37.3293450852586,20.9276993274616,0.121878529650484,0.073120726795064,54,66,2,2,50,56,50,57,1,0,1,0.982456140350877,53,66,3,2,49,54,49,57,2,0,1,0.947368421052632,50,56,-57.8008600084471,-0.102834167288999,ro,civil,military,civil,militar,civilmilitar,veveriţă
milă,531.973470589696,556.74083928175,-0.723686974685845,-0.64469317376273,19.3287993037553,15.3425181717525,0.0668624266820247,0.0546762044089462,53,62,0,1,51,56,52,56,0,0,0.980769230769231,1,52,62,1,1,51,55,51,56,1,0,1,0.982142857142857,51,56,24.7673686920541,0.0789938009231157,ro,forgiveness,mercy,iertare,milă,iertaremilă,punct
mincinos,676.915982146093,739.862177757072,-0.401822531088493,-0.296296706763809,38.7401651187324,42.813277300774,0.0964823252568223,0.080746195199642,64,51,0,0,57,45,59,45,0,0,0.966101694915254,1,63,50,1,1,58,45,58,45,1,0,1,1,56,45,62.9461956109793,0.105525824324685,ro,lie,liar,minciună,mincinos,minciunămincinos,ieșire
minister,633.877520041665,774.667478259692,-0.494000337133408,0.184587709576374,28.2817273706155,65.1324140752245,0.077742725015487,0.221917663745218,55,51,2,2,50,46,51,48,0,1,0.980392156862745,0.958333333333333,54,50,3,3,48,44,50,47,1,2,0.96,0.936170212765957,50,46,140.789958218027,0.678588046709782,ro,embassy,ministry,ambasadă,minister,ambasadăminister,a-și da seama
ministru,687.0007333327,579.069352938457,-0.227397528938208,-0.650588040873113,52.3525480840046,18.0214404440176,0.14969690439173,0.0593507041060562,50,57,0,2,45,51,45,51,0,1,1,1,49,57,1,2,39,50,45,51,0,1,0.866666666666667,0.980392156862745,45,51,-107.931380394243,-0.423190511934905,ro,ambassador,minister,ambasador,ministru,ambasadorministru,înapoi
minunat,579.990396250093,595.27440002136,-0.641058851670458,-0.589612049225557,25.852749082289,35.5654148313757,0.063516645843892,0.0950615156627556,57,51,2,0,53,45,53,45,0,0,1,1,57,51,2,0,53,44,53,45,0,0,1,0.977777777777778,53,45,15.2840037712671,0.0514468024449007,ro,nice,lovely,drăguț,minunat,drăguțminunat,cerc
minus,604.262145436329,645.582851866973,-0.511947761539738,-0.336582766349859,33.2174843495443,34.3194139979334,0.0967614329664021,0.134441481207575,56,60,1,2,55,54,55,54,0,1,1,1,56,60,1,2,55,54,55,54,0,1,1,1,55,54,41.3207064306437,0.175364995189878,ro,plus,minus,plus,minus,plusminus,tatuaj
minut,606.571499992988,579.690333310378,-0.658635235099645,-0.592274853018553,44.3838862416868,27.1695378764587,0.125455248237411,0.0938625529376642,55,53,3,2,46,51,47,51,0,0,0.978723404255319,1,55,53,3,2,47,48,47,51,0,0,1,0.941176470588235,46,51,-26.8811666826097,0.0663603820810921,ro,second,minute,secundă,minut,secundăminut,caritate
mireasă,600.718392161241,751.043653049254,-0.572605447108699,0.0467398328547093,31.7838500596916,68.7940031211326,0.114044927238769,0.266417036359417,60,51,1,0,51,49,52,50,0,0,0.980769230769231,0.98,60,50,1,1,45,37,52,49,0,1,0.865384615384615,0.755102040816326,51,49,150.325260888012,0.619345279963408,ro,groom,bride,mire,mireasă,miremireasă,sudic
miros,536.161218195627,637.080557656613,-0.799276264465271,-0.453102356391974,26.7208916103113,36.6334512487743,0.0705194584761104,0.124452079055546,56,56,0,2,55,52,55,52,0,1,1,1,56,56,0,2,54,52,55,52,0,1,0.981818181818182,1,55,52,100.919339460986,0.346173908073297,ro,taste,smell,gust,miros,gustmiros,nedreptate
misiune,610.211470565337,622.97972727814,-0.548495846422277,-0.507818167589549,27.8247107290642,27.2682472387598,0.0797665104797995,0.0903986057315174,72,53,4,1,68,44,68,44,3,0,1,1,72,52,4,2,68,41,68,43,3,1,1,0.953488372093023,68,44,12.7682567128026,0.0406776788327275,ro,task,mission,sarcină,misiune,sarcinămisiune,admite
mister,586.164687471416,626.340729173565,-0.617117428592548,-0.448578153441976,25.0213480443029,28.5727902524562,0.0623211742461277,0.0891623710319101,52,54,2,0,48,48,48,48,0,0,1,1,52,54,2,0,47,40,48,48,0,0,0.979166666666667,0.833333333333333,48,48,40.1760417021487,0.168539275150572,ro,secret,mystery,secret,mister,secretmister,izbucni
modest,576.44095833083,588.722278682439,-0.651512706055719,-0.526932842812598,16.9432644824699,19.1695867985021,0.0501307486638164,0.0636825639887881,50,70,3,1,48,61,48,61,1,0,1,1,50,70,3,1,45,61,48,61,1,0,0.9375,1,48,61,12.2813203516084,0.124579863243122,ro,humble,modest,umil,modest,umilmodest,articol
momeală,734.555799980408,721.847132094887,-0.0800768554323433,-0.076869531180196,34.6619039579972,35.6354699562255,0.092862334090419,0.103783751693036,55,57,1,0,55,53,55,54,0,0,1,0.981481481481482,55,57,1,0,54,48,55,54,0,0,0.981818181818182,0.888888888888889,55,53,-12.7086678855208,0.00320732425214725,ro,trap,bait,capcană,momeală,capcanămomeală,federal
monitor,583.218918357291,596.24200001293,-0.543398865100263,-0.570979371836285,23.9424175009272,25.383782859032,0.0993398189052093,0.0770381147492755,51,51,3,0,49,44,49,45,0,0,1,0.977777777777778,50,51,4,0,48,45,48,45,1,0,1,1,49,44,13.0230816556393,-0.0275805067360223,ro,screen,monitor,ecran,monitor,ecranmonitor,băieți
morfină,635.882293116756,700.961297882202,-0.346433222573792,-0.193026536324567,21.2765934084741,25.7485718432735,0.0734682180672088,0.0656322895754782,58,52,0,0,58,47,58,49,0,0,1,0.959183673469388,58,52,0,0,55,45,58,49,0,0,0.948275862068966,0.918367346938776,58,47,65.0790047654459,0.153406686249225,ro,aspirin,morphine,aspirină,morfină,aspirinămorfină,loc
mort,573.667897969709,553.328326512742,-0.807687212021475,-0.620786400617065,22.4716167847971,21.2372986529886,0.0658438557497557,0.0613306641058411,54,53,2,0,49,49,50,49,0,0,0.98,1,54,52,2,1,47,48,50,49,0,0,0.94,0.979591836734694,49,49,-20.3395714569668,0.18690081140441,ro,alive,dead,viu,mort,viumort,introduce
motel,611.8844347583,721.722589288278,-0.496926358265576,-0.234518204454978,25.9596824272943,30.7034083123321,0.0832948003422168,0.0897916422273532,50,59,1,3,46,56,47,58,0,1,0.978723404255319,0.96551724137931,51,59,0,3,47,57,47,58,0,1,1,0.982758620689655,46,56,109.838154529978,0.262408153810598,ro,hotel,motel,hotel,motel,hotelmotel,clasă
motor,517.137018195223,580.680500015061,-0.821413641260468,-0.493190313254812,16.8567353556462,23.6366976475671,0.0463204857045994,0.0916873085132411,57,51,1,0,55,48,55,48,0,0,1,1,57,51,1,0,53,48,55,48,0,0,0.963636363636364,1,55,48,63.5434818198376,0.328223328005656,ro,tank,engine,rezervor,motor,rezervormotor,suferinţă
moștenire,601.822764704353,693.3334583308,-0.535470648440628,-0.249599668390998,19.7376211197473,37.5611359646804,0.0587506457361725,0.0936232603001057,53,50,1,0,51,48,51,49,1,0,1,0.979591836734694,53,49,1,1,44,46,51,48,1,1,0.862745098039216,0.958333333333333,51,48,91.5106936264474,0.285870980049629,ro,heritage,inherit,patrimoniu,moștenire,patrimoniumoștenire,brutal
mulțumire,594.677319188927,603.76228890182,-0.587013651027986,-0.450446396314367,32.4852396867466,23.2350021843465,0.0837267505793925,0.0778439909526558,51,50,1,0,47,45,48,46,0,0,0.979166666666667,0.978260869565217,51,50,1,0,48,41,48,46,0,0,1,0.891304347826087,47,45,9.08496971289298,0.136567254713619,ro,grateful,thank,recunoscător,mulțumire,recunoscătormulțumire,apus
muncitor,603.972249994858,670.621960775428,-0.630858380063746,-0.308187142773936,29.4118045541115,39.0664046827598,0.0770241445334348,0.111362254135166,65,55,4,2,60,51,60,51,2,1,1,1,65,56,4,1,59,47,60,52,2,0,0.983333333333333,0.903846153846154,60,51,66.6497107805696,0.32267123728981,ro,farmer,worker,agricultor,muncitor,agricultormuncitor,înlătura
muncă,534.787187505956,549.467448971978,-0.777691178789964,-0.655084840684559,29.5866384411071,27.8013315531634,0.0890001802503391,0.094345171419545,67,51,3,0,64,49,65,49,1,0,0.984615384615385,1,67,51,3,0,65,48,65,49,1,0,1,0.979591836734694,64,49,14.6802614660219,0.122606338105405,ro,job,work,loc de muncă,muncă,loc de muncămuncă,vedere
munte,556.238437497413,555.993897976952,-0.621546262546851,-0.68988717769069,23.0215272574574,24.0491185814985,0.0901848591690768,0.0737808860912344,50,51,0,1,48,50,48,50,0,0,1,1,50,51,0,1,45,50,48,50,0,0,0.9375,1,48,49,-0.244539520461217,-0.0683409151438388,ro,hill,mountain,deal,munte,dealmunte,asculta
muri,592.986300028885,652.397717053267,-0.644827773962578,-0.328002291180318,23.2639958592763,36.9570503362177,0.0750995612951807,0.107104284617948,58,62,0,3,50,53,51,58,0,1,0.980392156862745,0.913793103448276,57,62,1,3,48,54,50,58,1,1,0.96,0.931034482758621,50,53,59.4114170243813,0.31682548278226,ro,suffer,die,suferi,muri,suferimuri,fenomen
mutaţie,658.266875034486,681.835044426351,-0.308402366079041,-0.291632734794437,23.2010505903276,31.8457988570739,0.0753307437790953,0.0872773491378143,60,51,0,2,56,45,56,45,0,0,1,1,60,51,0,2,55,43,56,45,0,0,0.982142857142857,0.955555555555556,56,45,23.5681693918648,0.0167696312846042,ro,evolution,mutation,evoluţie,mutaţie,evoluţiemutaţie,pod
muzeu,549.463518524172,618.377408173973,-0.607353626538859,-0.404490901125035,20.9257712327806,45.5264444362714,0.0884096460015881,0.198185673432989,54,56,1,2,54,49,54,49,0,1,1,1,54,56,1,2,54,48,54,49,0,1,1,0.979591836734694,54,49,68.9138896498002,0.202862725413823,ro,library,museum,bibliotecă,muzeu,bibliotecămuzeu,rezolva
muzician,584.0374043001,593.025941093887,-0.480724728823112,-0.470278555070613,22.6094716551211,27.4557990230087,0.0768775194208492,0.0749611093864557,50,52,2,0,47,51,47,51,1,0,1,1,51,52,1,0,46,50,47,51,1,0,0.978723404255319,0.980392156862745,47,51,8.98853679378703,0.0104461737524985,ro,singer,musician,cântăreţ,muzician,cântăreţmuzician,măr
muzică,575.418533343946,537.420068226904,-0.630683570089415,-0.739599942907158,28.168673328199,26.8198498001161,0.0817255305728994,0.0691184319323967,50,50,3,1,45,44,46,44,1,0,0.978260869565217,1,50,50,3,1,29,43,46,44,1,0,0.630434782608696,0.977272727272727,45,44,-37.9984651170417,-0.108916372817743,ro,jazz,music,jazz,muzică,jazzmuzică,deja
