target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,zh_hk_cue,zh_hk_target,zh_hk_word_combo
潮濕,588.477111237822,812.781769233884,-0.323110528745801,0.148510124830925,52.8601260587675,124.429844011779,0.256851479517256,0.360134015759192,10,16,2,0,9,13,9,13,1,0,1,1,9,16,3,0,9,11,9,13,1,0,1,0.846153846153846,9,13,224.304657996062,0.471620653576726,zh_hk,dry,wet,乾燥,潮濕,乾燥潮濕
激情,522.66942857057,638.15936363275,-0.501741964111665,-0.177803627043889,47.3690343129462,65.398592401386,0.194771062640874,0.258906712463212,9,12,1,0,7,11,8,11,0,0,0.875,1,9,12,1,0,8,11,8,11,0,0,1,1,7,11,115.48993506218,0.323938337067775,zh_hk,enthusiasm,passion,熱血,激情,熱血激情
激氣,746.847875002993,618.682466659882,0.306964483027571,-0.362589699461544,131.722481793346,49.6427786340806,0.498234919199736,0.116534536178816,10,16,0,2,8,15,9,16,0,0,0.888888888888889,0.9375,10,16,0,2,6,16,9,16,0,0,0.666666666666667,1,8,15,-128.165408343111,-0.669554182489114,zh_hk,jealous,angry,呷醋,激氣,呷醋激氣
濃厚,567.346739129378,723.427466669915,-0.425330627260874,0.00688713378384715,32.3301135727281,80.2195654662374,0.108443238166168,0.239574406913189,23,16,1,2,23,15,23,15,0,0,1,1,23,16,1,2,20,15,23,15,0,0,0.869565217391304,1,23,15,156.080727540537,0.432217761044721,zh_hk,thin,thick,稀薄,濃厚,稀薄濃厚
火焰,622.592187508186,698.947000000233,-0.306664469611514,0.0966515074123074,28.6450341074014,118.912301663132,0.12706559493466,0.473958314500734,20,15,0,1,16,10,16,10,0,0,1,1,20,15,0,1,12,10,16,10,0,0,0.75,1,16,10,76.3548124920475,0.403315977023821,zh_hk,fire,flame,熱力,火焰,熱力火焰
火雞,819.811583327566,642.198888889501,0.203421277093489,-0.236523610140006,81.0595221720405,57.9300002556737,0.199983520375281,0.146624073661145,16,12,0,0,12,9,12,9,0,0,1,1,16,12,0,0,11,9,12,9,0,0,0.916666666666667,1,12,9,-177.612694438066,-0.439944887233495,zh_hk,chicken,turkey,雞仔,火雞,雞仔火雞
灰塵,548.763599995697,691.474333334779,-0.601927077416568,-0.0419396256832831,32.0449694034145,71.8706326757017,0.0911612755635433,0.239619891905852,13,22,0,1,10,18,10,20,0,1,1,0.9,13,22,0,1,10,17,10,20,0,1,1,0.85,10,18,142.710733339082,0.559987451733285,zh_hk,ash,dust,灰燼,灰塵,灰燼灰塵
灰狼,752.441583337451,730.894000003454,-0.236351385214607,0.0323023669936479,138.58330670471,70.3914852083813,0.275257364998594,0.191418339024524,13,25,0,2,12,21,12,21,0,1,1,1,13,25,0,2,9,18,12,21,0,1,0.75,0.857142857142857,12,21,-21.5475833339976,0.268653752208254,zh_hk,bear,wolf,黑熊,灰狼,黑熊灰狼
灰鴨,787.923368422443,804.082666673846,0.437983037351379,0.28719652691261,80.204671271472,113.340475422096,0.271700733622991,0.311977633072986,24,13,0,2,19,9,22,12,0,1,0.863636363636364,0.75,23,14,1,1,20,12,22,13,0,0,0.909090909090909,0.923076923076923,19,9,16.1592982514026,-0.150786510438769,zh_hk,goose,duck,天鵝,灰鴨,天鵝灰鴨
炸藥,569.471357151731,647.986399980559,-0.300807596710879,-0.190924200328719,35.5781917069876,87.162326482636,0.251652989214243,0.237086742821754,17,7,1,2,14,5,14,6,1,0,1,0.833333333333333,17,7,1,2,13,5,14,6,1,0,0.928571428571429,0.833333333333333,14,5,78.5150428288277,0.10988339638216,zh_hk,gunpowder,dynamite,火藥,炸藥,火藥炸藥
烏龜,641.7501764782,648.857650002972,-0.388073515773177,-0.25702558470306,70.3777889012571,69.0685380151542,0.145963816857208,0.287768687214814,22,23,1,2,17,20,17,20,0,0,1,1,22,25,1,0,17,20,17,20,0,0,1,1,17,20,7.10747352477176,0.131047931070117,zh_hk,snail,turtle,蝸牛,烏龜,蝸牛烏龜
無力,614.643000001532,550.684444438931,-0.433192305001065,-0.520311376121286,126.49558919851,47.529839865919,0.274649387420893,0.134449141640615,18,14,1,0,15,9,15,9,0,0,1,1,19,14,0,0,15,9,15,9,0,0,1,1,15,9,-63.958555562601,-0.0871190711202207,zh_hk,helpless,powerless,無助,無力,無助無力
煙肉,665.834357145899,656.999833328567,-0.371086313215174,-0.0220254525069103,86.1030558074949,73.1941930192598,0.196969235576925,0.34363791836787,16,18,0,0,14,12,14,17,0,0,1,0.705882352941177,16,18,0,0,14,16,14,17,0,0,1,0.941176470588235,14,12,-8.83452381733218,0.349060860708264,zh_hk,toast,bacon,多士,煙肉,多士煙肉
照片,654.871000015583,476.931299998797,-0.256327346057786,-0.720219048619783,102.42460820784,18.7471905429585,0.255784423829899,0.0875358451131272,16,10,1,1,11,10,11,10,0,1,1,1,16,10,1,1,11,9,11,10,0,1,1,0.9,11,10,-177.939700016786,-0.463891702561997,zh_hk,picture,photo,圖像,照片,圖像照片
燃料,794.689916669983,596.031899998488,-0.0718315063957921,-0.333877612717675,139.024068358884,37.9922783074058,0.277856839149006,0.14387867348924,13,13,0,0,12,10,12,10,0,0,1,1,13,13,0,0,9,6,12,10,0,0,0.75,0.6,12,10,-198.658016671494,-0.262046106321883,zh_hk,gas,fuel,氣體,燃料,氣體燃料
營銷,608.734583328451,812.736687575356,-0.40968487442282,0.236247177083719,46.724078373938,96.6636680280862,0.12963717424079,0.411960919560127,16,18,1,1,13,16,13,17,1,0,1,0.941176470588235,17,18,0,1,13,16,14,17,0,0,0.928571428571429,0.941176470588235,12,16,204.002104246905,0.645932051506539,zh_hk,advertising,marketing,廣告,營銷,廣告營銷
爆炸,711.054999999737,665.973374999106,-0.293386629974428,-0.148642764754133,116.761273832155,175.304700604378,0.226672211862891,0.648190685065568,8,12,1,1,5,8,5,9,0,0,1,0.888888888888889,8,12,1,1,5,9,5,9,0,0,1,1,5,8,-45.0816250006305,0.144743865220294,zh_hk,earthquake,explosion,地震,爆炸,地震爆炸
爆炸.1,629.133777786859,576.864529411181,-0.411685239856313,-0.577365289563972,85.9982527593463,49.127166321166,0.198526804172231,0.0956045598589988,12,21,2,1,9,17,10,18,0,1,0.9,0.944444444444444,12,21,2,1,10,19,10,19,0,0,1,1,9,17,-52.2692483756787,-0.165680049707659,zh_hk,burst,explode,破裂,爆炸,破裂爆炸
爆炸性,661.690428571576,668.506299999316,-0.137620805996221,-0.0624426701827307,62.9623282428766,35.0580511828678,0.192106468777084,0.156249863032068,9,23,0,1,7,20,7,20,0,0,1,1,9,22,0,2,7,19,7,19,0,1,1,1,7,20,6.81587142773935,0.07517813581349,zh_hk,bomb,explosive,炸彈,爆炸性,炸彈爆炸性
爐頭,837.862400006682,817.065571428268,0.63656141802244,0.326332031792802,125.940515083092,90.0400702687095,0.54335594962005,0.364267206866651,14,12,1,1,10,7,12,10,0,0,0.833333333333333,0.7,14,12,1,1,10,10,12,10,0,0,0.833333333333333,1,10,7,-20.7968285784145,-0.310229386229638,zh_hk,oven,stove,焗爐,爐頭,焗爐爐頭
爭議,548.40987500038,708.222166695154,-0.606019472900857,-0.0241974900433573,29.3854071590028,112.8201404327,0.109572669528453,0.34648856805208,13,13,0,0,8,12,9,12,0,0,0.888888888888889,1,13,13,0,0,8,12,9,12,0,0,0.888888888888889,1,8,12,159.812291694775,0.5818219828575,zh_hk,conflict,dispute,衝突,爭議,衝突爭議
父母,537.345272728439,562.918266671364,-0.698302876062277,-0.580495694185472,42.856697667452,90.9237824190729,0.122967153995332,0.188387031085196,11,18,0,2,11,15,11,15,0,0,1,1,10,18,1,2,10,14,10,15,1,0,1,0.933333333333333,11,15,25.5729939429251,0.117807181876804,zh_hk,adult,parent,成人,父母,成人父母
爸爸,439.665333334211,581.785857140983,-0.903995879708215,-0.49668954213976,21.9026878655131,94.3550749369814,0.0371410862114019,0.281626065677423,14,18,0,0,12,14,12,14,0,0,1,1,13,18,1,0,11,14,11,14,1,0,1,1,12,14,142.120523806772,0.407306337568455,zh_hk,uncle,dad,叔叔,爸爸,叔叔爸爸
爸爸.1,449.158066668476,503.260590916464,-0.982697467419163,-0.849295884953624,21.0209615024754,33.0037955497853,0.0747909579802983,0.0598682870475243,19,27,0,0,15,23,15,23,0,0,1,1,19,27,0,0,15,23,15,23,0,0,1,1,15,22,54.1025242479878,0.133401582465539,zh_hk,mother,father,媽媽,爸爸,媽媽爸爸
牙齒,553.233199994656,481.807722221953,-0.599628754213874,-0.762211939804896,32.4659436341173,17.0624648743069,0.106489350846247,0.0528906109921054,12,20,0,0,10,18,10,18,0,0,1,1,12,19,0,1,10,17,10,18,0,0,1,0.944444444444444,10,18,-71.4254777727029,-0.162583185591022,zh_hk,nail,tooth,指甲,牙齒,指甲牙齒
牛仔,555.814875051559,548.024285727139,-0.526824893707661,-0.602222201304138,41.4714698969042,32.8661220475674,0.16977479918708,0.110725822719418,19,16,0,1,16,14,16,14,0,0,1,1,19,16,0,1,16,13,16,14,0,0,1,0.928571428571429,16,14,-7.79058932442024,-0.075397307596477,zh_hk,rodeo,cowboy,競技,牛仔,競技牛仔
牛油,541.798222283847,593.76038461359,-0.643100209698262,-0.502856240726178,33.1019839794431,62.2718686500896,0.127880009720761,0.114596790717263,23,18,2,2,18,13,18,13,0,0,1,1,23,18,2,2,16,13,18,13,0,0,0.888888888888889,1,18,13,51.9621623297427,0.140243968972085,zh_hk,honey,butter,蜜糖,牛油,蜜糖牛油
牧師,565.874636360423,589.871700012483,-0.68421085691451,-0.550997696259978,32.8584305724039,39.4683197645502,0.0804594610226087,0.147398984740526,13,12,0,0,11,10,11,10,0,0,1,1,13,12,0,0,11,10,11,10,0,0,1,1,11,10,23.9970636520602,0.133213160654532,zh_hk,monk,priest,僧人,牧師,僧人牧師
犬儒,890.173000000417,506.590000000142,2.12062728447242,-0.160243883664052,,,,,10,28,1,2,1,1,7,24,0,1,0.142857142857143,0.0416666666666667,10,29,1,1,7,25,7,25,0,0,1,1,1,1,-383.583000000275,-2.28087116813647,zh_hk,naive,cynical,天真,犬儒,天真犬儒
狂怒,581.89392858273,617.590250000521,-0.397863398658811,-0.209974677690891,50.3348535110358,59.2509079393471,0.213193725932552,0.23715592822391,17,11,1,3,14,9,14,9,1,0,1,1,16,11,2,3,14,9,14,9,1,0,1,1,14,8,35.6963214177911,0.18788872096792,zh_hk,anger,rage,憤恨,狂怒,憤恨狂怒
狙擊手,586.935800000746,547.491600003344,-0.432379522365741,-0.515083082583572,50.6599909530064,16.8377149466059,0.105809867804247,0.0752550600839075,15,10,1,1,10,10,10,10,0,0,1,1,16,10,0,1,10,10,10,10,0,0,1,1,10,10,-39.4441999974019,-0.0827035602178312,zh_hk,shooter,sniper,射手,狙擊手,射手狙擊手
獅子,535.944466661493,565.8132941298,-0.660351040435796,-0.570244180980419,34.9032953553584,34.0149993571839,0.128324905371498,0.0900220150628371,18,21,1,2,15,17,15,17,1,1,1,1,18,22,1,1,13,17,15,17,1,1,0.866666666666667,1,15,17,29.8688274683075,0.0901068594553774,zh_hk,dragon,lion,巨龍,獅子,巨龍獅子
獎牌,610.020900117038,508.496181832007,-0.258290081761164,-0.743681939937636,88.171031040059,30.6927111383492,0.340783271095483,0.049361222649092,15,15,0,0,10,11,10,11,0,0,1,1,15,15,0,0,9,11,10,11,0,0,0.9,1,10,11,-101.524718285031,-0.485391858176471,zh_hk,trophy,medal,獎盃,獎牌,獎盃獎牌
獎章,591.991199997675,677.413235296307,-0.357525200360069,-0.0965898069870266,60.4876797060978,66.9189840454677,0.211124215872591,0.306418003264107,26,21,0,0,20,17,21,17,0,0,0.952380952380952,1,25,21,1,0,19,17,20,17,1,0,0.95,1,20,17,85.4220352986315,0.260935393373043,zh_hk,artifact,medallion,文物,獎章,文物獎章
獎項,515.248200007112,594.895466776294,-0.618052239344307,-0.399531527639761,36.3143343297617,38.8148525477952,0.117505612106464,0.203841992941126,11,15,1,1,10,15,10,15,0,1,1,1,11,16,1,0,9,16,10,16,0,0,0.9,1,10,15,79.6472667691822,0.218520711704546,zh_hk,nobel,prize,諾貝爾,獎項,諾貝爾獎項
獨特,550.819083332848,534.399428569791,-0.663772497480787,-0.497715845780813,50.7483220868175,28.1672233195267,0.139246021175889,0.0717027634870603,14,16,0,0,12,14,12,14,0,0,1,1,14,16,0,0,11,14,12,14,0,0,0.916666666666667,1,12,14,-16.4196547630572,0.166056651699974,zh_hk,special,unique,特別,獨特,特別獨特
王國,537.579999997834,562.481533332545,-0.652962025387209,-0.336103939485235,33.1764883581754,29.8100745353667,0.0859157197390907,0.169552291670124,20,19,0,0,15,15,15,15,0,0,1,1,20,19,0,0,14,15,15,15,0,0,0.933333333333333,1,15,15,24.9015333347111,0.316858085901974,zh_hk,royal,kingdom,皇室,王國,皇室王國
王子,484.840583327932,672.31126315825,-0.767662095709642,-0.0591109137246122,44.1546408765879,116.458119446365,0.179581795341281,0.327629870545801,14,22,2,1,12,19,12,19,0,0,1,1,15,21,1,2,12,15,12,18,0,1,1,0.833333333333333,12,19,187.470679830318,0.70855118198503,zh_hk,princess,prince,公主,王子,公主王子
玩具,575.810533344934,614.988875006749,-0.580304105020006,-0.534162436961681,70.6886366479631,126.002796685527,0.196503555429131,0.256685438543907,17,18,1,2,15,16,15,16,0,0,1,1,17,18,1,2,14,16,15,16,0,0,0.933333333333333,1,15,16,39.1783416618155,0.0461416680583246,zh_hk,doll,toy,公仔,玩具,公仔玩具
玩笑,591.510349998964,631.930058826639,-0.514620887938415,-0.43802353218099,50.2648947526991,54.1882423681287,0.137883164131898,0.132601747507364,26,18,1,1,21,17,21,17,0,0,1,1,25,18,2,1,21,17,21,17,0,0,1,1,20,17,40.4197088276748,0.0765973557574249,zh_hk,trick,joke,詭計,玩笑,詭計玩笑
珠寶,582.237000001697,566.306000029775,-0.207804202560652,-0.518896500478366,65.418095070952,51.1940737998308,0.300092329896056,0.153200997623624,16,19,1,0,11,12,12,12,0,0,0.916666666666667,1,16,19,1,0,10,10,12,12,0,0,0.833333333333333,0.833333333333333,11,12,-15.9309999719225,-0.311092297917713,zh_hk,diamond,jewel,鑽石,珠寶,鑽石珠寶
理解,573.166695651505,629.579666663943,-0.460978221567675,-0.366660036711995,58.5080954365999,92.2410276639212,0.176719187930525,0.290632954788382,26,17,0,1,23,15,23,15,0,0,1,1,26,16,0,2,22,13,23,14,0,1,0.956521739130435,0.928571428571429,23,15,56.4129710124382,0.0943181848556801,zh_hk,realize,understand,意識到,理解,意識到理解
理論,600.807769283295,582.121333340208,-0.390027754075724,-0.489392264981064,48.3215936243216,35.1658311252359,0.139373709751013,0.0913849808108885,16,16,0,0,13,15,13,15,0,0,1,1,16,16,0,0,12,14,13,15,0,0,0.923076923076923,0.933333333333333,13,15,-18.6864359430871,-0.0993645109053404,zh_hk,idea,theory,主意,理論,主意理論
瓶子,553.569461589787,518.919666667284,-0.366037600678548,-0.720700056165664,39.5956960650496,43.4751852070256,0.158289058670642,0.114673857548782,14,5,1,0,13,3,13,3,0,0,1,1,14,5,1,0,13,3,13,3,0,0,1,1,13,3,-34.6497949225022,-0.354662455487116,zh_hk,glass,bottle,玻璃,瓶子,玻璃瓶子
生存,576.74799999729,578.319624995529,-0.556747530520746,-0.589634568531854,47.9729966049258,76.4938527265092,0.122685932982414,0.148537294067311,20,9,2,0,14,8,15,8,0,0,0.933333333333333,1,20,9,2,0,15,8,15,8,0,0,1,1,14,8,1.57162499823903,-0.0328870380111085,zh_hk,live,survive,生活,生存,生活生存
生意,646.997583342869,771.825250011956,-0.266089600551966,-0.0755159179126378,129.185681014723,224.084688596822,0.416461928636009,0.522889169401724,18,12,1,0,12,8,12,8,0,0,1,1,19,12,0,0,10,8,12,8,0,0,0.833333333333333,1,12,8,124.827666669087,0.190573682639328,zh_hk,industry,business,產業,生意,產業生意
生日,570.278000001008,459.720874998151,-0.596502659657021,-0.907052560385609,54.5624240877273,25.3273436106257,0.178431312072311,0.0503288789297162,16,10,2,1,13,8,13,8,0,0,1,1,15,10,3,1,12,7,12,8,1,0,1,0.875,13,8,-110.557125002857,-0.310549900728588,zh_hk,anniversary,birthday,週年,生日,週年生日
生果,600.906416668013,596.79088888871,-0.41882622925237,-0.322138562897242,73.3930671918066,41.3381678722004,0.221110065866441,0.152959201549534,18,13,1,0,12,9,13,10,0,0,0.923076923076923,0.9,17,13,2,0,12,9,13,10,0,0,0.923076923076923,0.9,12,9,-4.11552777930353,0.0966876663551285,zh_hk,apple,fruit,蘋果,生果,蘋果生果
生物,509.900583333234,614.155000000051,-0.829668682697876,-0.311075153152322,32.8788083535528,74.607566877338,0.0697796856219735,0.35924780965338,18,11,1,1,12,10,12,10,0,0,1,1,18,11,1,1,11,9,12,10,0,0,0.916666666666667,0.9,12,10,104.254416666818,0.518593529545554,zh_hk,chemistry,biology,化學,生物,化學生物
生物.1,524.936111105625,538.912500004082,-0.664815900574092,-0.477044448327236,19.6506204397454,33.8290748566866,0.0797575882977419,0.162477259838511,16,18,0,0,9,16,11,16,0,0,0.818181818181818,1,16,18,0,0,10,16,11,16,0,0,0.909090909090909,1,9,16,13.9763888984569,0.187771452246856,zh_hk,monster,creature,怪獸,生物,怪獸生物
生理,546.096090900902,696.249111112417,-0.651433792405698,-0.0313088251228887,40.2078783002378,124.698804093889,0.103912218454852,0.438701836352404,13,10,1,0,11,9,11,9,0,0,1,1,13,10,1,0,7,9,11,9,0,0,0.636363636363636,1,11,9,150.153020211515,0.620124967282809,zh_hk,chemical,biological,化工,生理,化工生理
生產,585.643909107626,677.692100001212,-0.365572270016,-0.317624065939259,62.0095677059951,97.8271941002669,0.214834857672619,0.18060795305445,13,13,2,0,11,10,11,10,0,0,1,1,13,13,2,0,11,10,11,10,0,0,1,1,11,10,92.0481908935858,0.0479482040767407,zh_hk,create,produce,創作,生產,創作生產
生產.1,536.935833422467,489.450909092197,-0.575761082769796,-0.73319525540766,34.4969145672357,45.318134027128,0.160876592384787,0.139012493211864,14,15,0,1,12,11,12,11,0,0,1,1,14,15,0,1,12,11,12,11,0,0,1,1,12,11,-47.4849243302704,-0.157434172637864,zh_hk,factory,production,工廠,生產,工廠生產
產品,562.543461542984,550.804999994644,-0.606767070045196,-0.599397792076633,53.0988486417908,27.3610065949739,0.110642149635639,0.116606581316745,15,9,0,1,13,9,13,9,0,0,1,1,15,9,0,1,13,9,13,9,0,0,1,1,13,9,-11.7384615483396,0.00736927796856335,zh_hk,brand,product,品牌,產品,品牌產品
由得,1129.9700000119,851.129750006373,0.993917807009111,0.301461843705313,182.885307048184,61.0403530225236,0.469531962369833,0.227981430304033,8,22,3,3,4,4,7,15,1,1,0.571428571428571,0.266666666666667,8,23,3,2,7,15,7,16,1,0,1,0.9375,4,4,-278.840250005523,-0.692455963303798,zh_hk,allow,let,允許,由得,允許由得
甲板,641.559117646627,767.373285712499,-0.341232486623656,0.175439615239766,82.9683386263794,75.2914711824511,0.220661081117955,0.194636704458633,21,16,0,0,17,14,17,14,0,0,1,1,21,16,0,0,16,10,17,14,0,0,0.941176470588235,0.714285714285714,17,14,125.814168065872,0.516672101863422,zh_hk,cabin,deck,船艙,甲板,船艙甲板
甲等,884.61773333308,816.437900000226,0.518811853433987,0.233774556369497,98.3253804093495,77.7796239756811,0.215487447691845,0.291865472392901,25,17,1,2,15,10,23,14,0,0,0.652173913043478,0.714285714285714,25,17,1,2,23,13,23,14,0,0,1,0.928571428571429,15,10,-68.1798333328538,-0.285037297064491,zh_hk,bravo,alpha,優秀,甲等,優秀甲等
男同志,562.922312509447,643.579833427575,-0.526878874718366,-0.279438561009718,31.0279908701561,77.9279766138288,0.117236374362098,0.257771905480898,19,22,1,0,16,18,16,18,0,0,1,1,18,22,2,0,16,15,16,18,0,0,1,0.833333333333333,16,18,80.6575209181282,0.247440313708648,zh_hk,lesbian,gay,女同性戀,男同志,女同性戀男同志
男孩,487.763214289001,688.813499995532,-0.84142072914901,-0.00248264222672701,29.2245116976272,162.981014690001,0.0650245202257357,0.331284977319975,19,9,0,1,14,6,14,6,0,0,1,1,19,9,0,1,13,3,14,6,0,0,0.928571428571429,0.5,14,6,201.050285706531,0.838938086922282,zh_hk,girl,boy,女生,男孩,女生男孩
畢業,701.018166652929,585.489800002298,-0.272722466242039,-0.435534999660883,267.128323929432,52.6598500596821,0.696999389307994,0.157752087715975,10,10,0,1,6,10,7,10,0,0,0.857142857142857,1,9,10,1,1,5,7,7,10,0,0,0.714285714285714,0.7,6,10,-115.528366650631,-0.162812533418844,zh_hk,diploma,graduate,文憑,畢業,文憑畢業
番茄,491.120333333563,637.878733331527,-0.74038233221213,-0.323378772105933,17.5934454276731,95.9333035026599,0.0511225015767971,0.280989355883975,15,20,2,0,13,15,13,15,1,0,1,1,15,20,2,0,12,15,13,15,1,0,0.923076923076923,1,12,15,146.758399997965,0.417003560106197,zh_hk,potato,tomato,薯仔,番茄,薯仔番茄
畫家,538.009384629254,492.131090906136,-0.620283398442367,-0.638513030124413,55.1444123292765,27.018240260481,0.179416082538129,0.110622695967226,15,13,0,1,13,11,13,12,0,0,1,0.916666666666667,15,13,0,1,13,10,13,12,0,0,1,0.833333333333333,13,11,-45.878293723118,-0.0182296316820457,zh_hk,artist,painter,藝術家,畫家,藝術家畫家
異象,832.704444451466,920.149000029356,0.489796839658245,0.446525195039406,117.558390321831,176.841577497507,0.504252689039737,0.440500411580319,13,13,0,1,10,8,11,8,0,1,0.909090909090909,1,13,13,0,1,10,8,11,8,0,1,0.909090909090909,1,9,8,87.4445555778897,-0.0432716446188394,zh_hk,revelation,vision,啟示,異象,啟示異象
疤痕,574.924692308734,532.68815385312,-0.328252834638326,-0.602001105193483,36.4331802852553,30.533177629522,0.105048850340472,0.0728328832290269,14,17,0,1,13,13,13,13,0,0,1,1,14,17,0,1,13,13,13,13,0,0,1,1,13,13,-42.2365384556134,-0.273748270555156,zh_hk,tattoo,scar,紋身,疤痕,紋身疤痕
疫苗,673.710615386754,722.915499997826,-0.397552407586057,-0.221496319108038,95.6935474362064,141.564811944646,0.188836485061879,0.338219452769202,15,19,2,1,13,14,13,14,0,1,1,1,15,19,2,1,13,13,13,14,0,1,1,0.928571428571429,13,14,49.2048846110719,0.176056088478018,zh_hk,antidote,vaccine,解藥,疫苗,解藥疫苗
疾病,527.353749999997,568.772562502578,-0.509954456761882,-0.552250480918575,61.2798060606458,60.7443520107719,0.194720514932206,0.191695775996491,17,17,2,0,12,16,13,17,0,0,0.923076923076923,0.941176470588235,18,17,1,0,13,16,13,17,0,0,1,0.941176470588235,12,16,41.4188125025801,-0.0422960241566928,zh_hk,flu,disease,流感,疾病,流感疾病
痛楚,522.428000011999,624.404357259829,-0.604006498868217,-0.282648881785747,34.1721633242695,41.5734400930442,0.0913226800775676,0.170661503806665,11,17,0,0,10,14,10,14,0,0,1,1,11,16,0,1,9,13,10,13,0,1,0.9,1,10,14,101.97635724783,0.321357617082469,zh_hk,suffering,pain,受苦,痛楚,受苦痛楚
瘀腫,612.56753333367,807.273666667537,-0.2216482205669,0.643473964365481,46.287029701776,59.0431209415301,0.259922527383605,0.278509864098994,17,19,0,0,15,15,17,17,0,0,0.88235294117647,0.88235294117647,17,19,0,0,17,17,17,17,0,0,1,1,15,15,194.706133333867,0.865122184932381,zh_hk,scratch,bruise,刮傷,瘀腫,刮傷瘀腫
瘋狂,533.263583335315,553.666749999834,-0.601681720983743,-0.414500769640554,29.8741188159623,40.6153419395889,0.145863402206324,0.181315310273218,13,12,1,0,12,12,12,12,0,0,1,1,13,12,1,0,12,11,12,12,0,0,1,0.916666666666667,12,12,20.4031666645193,0.187180951343189,zh_hk,paranoid,crazy,偏執,瘋狂,偏執瘋狂
療程,739.697799998189,611.333611110229,0.164243067723945,-0.109814847538721,81.3225661443379,50.9881722328912,0.305022399393799,0.240086607439538,12,21,0,0,10,18,10,18,0,0,1,1,12,21,0,0,10,17,10,18,0,0,1,0.944444444444444,10,18,-128.36418888796,-0.274057915262666,zh_hk,therapy,treatment,治療,療程,治療療程
癌症,564.08416666546,593.113933341393,-0.531352808367766,-0.538860878697609,43.608087149019,23.4884176024049,0.12710542424383,0.0608793981565534,13,20,0,0,12,15,12,16,0,0,1,0.9375,13,20,0,0,12,16,12,16,0,0,1,1,12,15,29.0297666759333,-0.00750807032984291,zh_hk,tumor,cancer,腫瘤,癌症,腫瘤癌症
癒合,616.556153848022,714.603000010273,-0.319727210432252,0.0483257676130537,55.8538078809181,78.107626076064,0.199334257005626,0.281274186493258,14,15,0,1,13,8,13,8,0,1,1,1,14,15,0,1,13,8,13,8,0,1,1,1,13,8,98.046846162251,0.368052978045306,zh_hk,recover,heal,恢復,癒合,恢復癒合
發問,634.518300000019,631.492000079161,-0.0684162304531269,-0.354856338107324,80.6361404298693,55.4946372103753,0.339620182071428,0.160809029015195,15,17,0,0,10,16,12,16,0,0,0.833333333333333,1,15,17,0,0,11,15,12,16,0,0,0.916666666666667,0.9375,10,16,-3.02629992085792,-0.286440107654197,zh_hk,question,ask,問題,發問,問題發問
發射器,565.058647057464,685.783541666734,-0.573498993458262,-0.0532528468784344,41.3225682384016,41.9634000580766,0.107225878264816,0.113859919136243,21,29,1,0,17,24,17,25,0,0,1,0.96,21,29,1,0,15,25,17,25,0,0,0.88235294117647,1,17,24,120.72489460927,0.520246146579827,zh_hk,sensor,transmitter,感應器,發射器,感應器發射器
發展,555.334285717266,595.24273912837,-0.422090750861357,-0.497453034640665,78.9712120217052,36.3694924781334,0.32659905673255,0.0892807546770083,10,24,0,0,7,23,8,23,0,0,0.875,1,10,24,0,0,8,23,8,23,0,0,1,1,7,23,39.9084534111042,-0.0753622837793088,zh_hk,progress,development,進步,發展,進步發展
發燒,518.138999997621,685.720090911126,-0.674873161755047,-0.172887311292008,15.3077821572897,193.133883864124,0.0634449634982104,0.548495387495507,24,18,0,1,15,11,15,12,0,0,1,0.916666666666667,24,18,0,1,15,12,15,12,0,0,1,1,15,11,167.581090913505,0.501985850463039,zh_hk,cough,fever,咳嗽,發燒,咳嗽發燒
發生,534.020166665992,528.017125026909,-0.752163980644022,-0.564706609848463,48.1970385480743,27.019846363303,0.143180089533646,0.157004312211752,14,13,0,0,12,8,12,8,0,0,1,1,14,13,0,0,12,8,12,8,0,0,1,1,12,8,-6.00304163908356,0.187457370795559,zh_hk,occur,happen,出現,發生,出現發生
白銀,569.673875002831,736.982533342185,-0.478226466859103,0.0770653358062022,48.2982844177686,73.9599243660064,0.124590244427985,0.259950590374874,20,16,1,1,16,15,16,15,0,0,1,1,21,16,0,1,16,15,16,15,0,0,1,1,16,15,167.308658339354,0.555291802665305,zh_hk,golden,silver,黃金,白銀,黃金白銀
