target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,sr_cue,sr_target,sr_word_combo,unrelated_sr_cue
мучнина,725.604020813025,785.645488382023,-0.453758086732799,-0.318895190881616,27.6881242060531,40.2916400524349,0.0539450643188824,0.0775756529209541,53,51,2,3,49,43,50,45,1,1,0.98,0.955555555555556,53,52,2,2,50,46,50,46,1,0,1,1,48,43,60.0414675689979,0.134862895851183,sr,diarrhea,nausea,пролив,мучнина,проливмучнина,семинар
навести,899.820108710128,808.735479161765,0.0619816269881024,-0.277891593029953,56.9428808898412,37.8283271164436,0.143282143678029,0.0924671770164759,51,53,6,1,46,48,50,49,0,1,0.92,0.979591836734694,51,53,6,1,49,49,50,49,0,1,0.98,1,46,48,-91.0846295483633,-0.339873220018055,sr,point,indicate,тачка,навести,тачканавести,анђео
награда,663.524891251104,662.48428302788,-0.710055497213284,-0.602131715002397,31.5410698541438,35.722695124908,0.0690341808974254,0.0822612334453594,50,54,1,3,46,53,46,53,0,0,1,1,50,54,1,3,43,44,46,53,0,0,0.934782608695652,0.830188679245283,46,53,-1.04060822322344,0.107923782210887,sr,bonus,reward,бонус,награда,бонуснаграда,секундаран
награда,663.524891251104,662.48428302788,-0.710055497213284,-0.602131715002397,31.5410698541438,35.722695124908,0.0690341808974254,0.0822612334453594,50,54,1,3,46,53,46,53,0,0,1,1,50,54,1,3,43,44,46,53,0,0,0.934782608695652,0.830188679245283,46,53,-1.04060822322344,0.107923782210887,sr,bonus,reward,бонус,награда,бонуснаграда,гостопримство
награда.1,635.410708315653,609.556326107147,-0.605494215272625,-0.684922767906358,24.5543286753338,22.5318280938815,0.0728928877773809,0.0706014814414056,53,50,1,1,48,46,49,46,0,0,0.979591836734694,1,52,50,2,1,37,41,48,46,1,0,0.770833333333333,0.891304347826087,48,46,-25.8543822085061,-0.0794285526337328,sr,nobel,prize,нобел,награда,нобелнаграда,секундаран
награда.1,635.410708315653,609.556326107147,-0.605494215272625,-0.684922767906358,24.5543286753338,22.5318280938815,0.0728928877773809,0.0706014814414056,53,50,1,1,48,46,49,46,0,0,0.979591836734694,1,52,50,2,1,37,41,48,46,1,0,0.770833333333333,0.891304347826087,48,46,-25.8543822085061,-0.0794285526337328,sr,nobel,prize,нобел,награда,нобелнаграда,гостопримство
надлежни,885.452200002957,807.618367338068,0.0355977215430046,-0.0775938901616479,52.2948143001537,30.258903692368,0.125785457426655,0.0767095545931713,61,55,3,2,55,49,57,51,1,0,0.964912280701754,0.96078431372549,61,55,3,2,53,51,57,51,1,0,0.929824561403509,1,55,49,-77.833832664889,-0.113191611704653,sr,jurisdiction,authority,надлежност,надлежни,надлежностнадлежни,потез
намера,768.390547617823,695.54219148596,-0.392538311281265,-0.575395875346837,58.4007180195508,40.7012417401343,0.167337101996203,0.0839777881773961,51,52,1,0,43,48,44,48,1,0,0.977272727272727,1,52,52,0,0,42,45,45,48,0,0,0.933333333333333,0.9375,42,47,-72.8483561318634,-0.182857564065573,sr,purpose,intention,сврха,намера,сврханамера,вентил
намерно,645.807851051541,694.281632650404,-0.652233670338184,-0.570757567840562,28.2103469213034,27.9166612001219,0.0731775824053939,0.0799121686899935,54,50,1,2,47,49,49,49,0,0,0.959183673469388,1,53,50,2,2,47,43,48,49,1,0,0.979166666666667,0.877551020408163,47,49,48.4737815988631,0.0814761024976212,sr,accidentally,intentionally,случајно,намерно,случајнонамерно,близу
напад,638.517264157216,573.013059994056,-0.80542292313215,-0.892401067715444,37.6851178387704,20.7348952917184,0.0787218224866323,0.0415877860036449,57,52,1,2,53,50,53,51,1,0,1,0.980392156862745,57,52,1,2,49,50,53,51,1,0,0.924528301886792,0.980392156862745,53,50,-65.5042041631601,-0.086978144583294,sr,invasion,attack,инвазија,напад,инвазијанапад,шампион
напад,638.517264157216,573.013059994056,-0.80542292313215,-0.892401067715444,37.6851178387704,20.7348952917184,0.0787218224866323,0.0415877860036449,57,52,1,2,53,50,53,51,1,0,1,0.980392156862745,57,52,1,2,49,50,53,51,1,0,0.924528301886792,0.980392156862745,53,50,-65.5042041631601,-0.086978144583294,sr,invasion,attack,инвазија,напад,инвазијанапад,кост
напад.1,616.794862747735,659.715444417633,-0.743892654395907,-0.508360788066619,30.091635319174,49.6034859008518,0.0903838172137825,0.195563125656386,52,51,0,0,51,45,51,46,0,0,1,0.978260869565217,51,51,1,0,50,45,50,46,1,0,1,0.978260869565217,51,45,42.9205816698973,0.235531866329288,sr,hit,strike,ударац,напад,ударацнапад,шампион
напад.1,616.794862747735,659.715444417633,-0.743892654395907,-0.508360788066619,30.091635319174,49.6034859008518,0.0903838172137825,0.195563125656386,52,51,0,0,51,45,51,46,0,0,1,0.978260869565217,51,51,1,0,50,45,50,46,1,0,1,0.978260869565217,51,45,42.9205816698973,0.235531866329288,sr,hit,strike,ударац,напад,ударацнапад,кост
нападач,642.581354165965,687.271107142268,-0.649970721404005,-0.551912476066109,20.132373195611,29.2703596483765,0.0564739659175792,0.0831473706830321,52,60,3,5,48,56,49,56,2,0,0.979591836734694,1,53,60,2,5,50,56,50,56,1,0,1,1,48,56,44.6897529763033,0.0980582453378959,sr,victim,attacker,жртва,нападач,жртванападач,пиштољ
напустити,708.157255319072,728.908409087252,-0.485438110130824,-0.400706193807653,27.4677941054061,25.5743169312491,0.0599963373681059,0.0668391269416445,51,50,0,2,47,44,47,46,0,1,1,0.956521739130435,51,51,0,1,47,46,47,47,0,0,1,0.978723404255319,47,44,20.75115376818,0.0847319163231702,sr,leave,abandon,отићи,напустити,отићинапустити,канал
наранџаста,802.734708327867,976.02602223141,-0.225910668583742,0.241481086956203,45.7461165111185,65.8418524540517,0.133192432980323,0.178801222081166,51,52,3,1,48,45,49,46,0,0,0.979591836734694,0.978260869565217,51,52,3,1,47,42,49,46,0,0,0.959183673469388,0.91304347826087,48,45,173.291313903544,0.467391755539945,sr,green,orange,зелена,наранџаста,зеленанаранџаста,цивилни
наређење,828.265069767537,980.006604182522,-0.211478700080763,0.105937924325239,54.9742049093334,49.778224551901,0.127060225214041,0.0828160209287369,51,51,1,1,43,48,45,48,1,0,0.955555555555556,1,52,51,0,1,42,47,46,48,0,0,0.91304347826087,0.979166666666667,43,48,151.741534414985,0.317416624406001,sr,command,order,команда,наређење,команданаређење,магнетни
народ,584.591911121938,598.036456519993,-0.817735361716178,-0.861122556300644,26.7291682195968,27.2917906129662,0.0756579170906622,0.0641256026410788,50,50,3,1,45,46,45,47,0,0,1,0.978723404255319,50,50,3,1,45,47,45,47,0,0,1,1,45,46,13.4445453980554,-0.043387194584466,sr,country,nation,земља,народ,земљанарод,никада
наследити,716.945255801864,784.714448967608,-0.541678537382838,-0.187057469203745,36.63312506066,32.0107614651549,0.063148017264709,0.0709087291572322,50,52,0,0,44,49,44,49,0,0,1,1,49,52,1,0,43,48,43,49,1,0,1,0.979591836734694,43,49,67.7691931657446,0.354621068179093,sr,heritage,inherit,наслеђе,наследити,наслеђенаследити,област
наслов,573.81935557081,673.515137245336,-0.876696891779975,-0.655175538094137,17.6870972248744,39.5818223525028,0.0535554931410048,0.0960988687616416,50,52,2,2,45,52,46,52,1,1,0.978260869565217,1,50,52,2,2,44,52,46,52,1,1,0.956521739130435,1,45,51,99.6957816745262,0.221521353685838,sr,name,title,име,наслов,именаслов,велики
наставити,698.906204088166,737.972428564859,-0.549575477819341,-0.423744007348653,34.7481579170974,43.4983984609099,0.0831703012574617,0.0674346779027992,51,51,1,1,49,49,50,49,0,1,0.98,1,51,52,1,0,47,38,50,50,0,0,0.94,0.76,49,49,39.0662244766928,0.125831470470688,sr,proceed,continue,продужити,наставити,продужитинаставити,витрина
наука,556.773920020118,629.769893631241,-0.926593728885396,-0.671206403950956,17.9523262946117,39.0713277690792,0.0472248377561691,0.101368038999198,55,51,0,2,50,47,51,47,0,0,0.980392156862745,1,55,51,0,2,51,40,51,47,0,0,1,0.851063829787234,50,47,72.995973611123,0.25538732493444,sr,technology,science,технологија,наука,технологијанаука,грип
научник,632.629137261363,653.879040005902,-0.723199947202659,-0.566979765964718,20.3120032376962,31.8799135622945,0.0671873980469353,0.0741423189617137,57,52,2,1,51,50,52,50,0,0,0.980769230769231,1,57,52,2,1,52,50,52,50,0,0,1,1,51,50,21.2499027445391,0.156220181237941,sr,genius,scientist,геније,научник,генијенаучник,застрашујући
нафта,608.574784316917,663.280980008136,-0.791886901126529,-0.624689986517123,30.3735725690698,27.2455877203634,0.0748895809104752,0.073103194901026,54,52,1,1,51,50,51,50,0,0,1,1,54,53,1,0,50,45,51,50,0,0,0.980392156862745,0.9,51,50,54.7061956912194,0.167196914609406,sr,coal,oil,угаљ,нафта,угаљнафта,супермен
најзад,620.055632657772,764.504404250559,-0.635436367842278,-0.371454457847298,19.9465449343203,54.3978512458049,0.0569545061212268,0.113589126011083,54,52,2,1,49,47,51,48,1,0,0.96078431372549,0.979166666666667,55,52,1,1,52,46,52,48,0,0,1,0.958333333333333,49,47,144.448771592786,0.26398190999498,sr,finally,eventually,коначно,најзад,коначнонајзад,море
небески,700.758431339365,749.778294130902,-0.495587536350594,-0.356284639934425,25.1338027917627,32.4051837981428,0.0600535381201625,0.0637151683091994,55,54,1,1,51,51,52,53,0,0,0.980769230769231,0.962264150943396,55,54,1,1,51,53,52,53,0,0,0.980769230769231,1,51,51,49.0198627915374,0.139302896416169,sr,sky,heavenly,небо,небески,небонебески,тужан
невероватан,832.046795912652,903.895720933697,-0.151381177094815,0.0493476549414915,60.2413416569517,48.5183926794487,0.105224572960455,0.105243938038635,53,50,1,4,49,43,51,45,0,1,0.96078431372549,0.955555555555556,53,51,1,3,51,42,51,46,0,0,1,0.91304347826087,49,43,71.8489250210449,0.200728832036306,sr,impressive,amazing,импресиван,невероватан,импресиванневероватан,племенит
невеста,652.973100024139,878.877999972067,-0.601438168826948,-0.0237528164411549,21.119343648499,50.3150396117453,0.0599581485874196,0.138484158100476,52,53,1,0,50,45,50,48,0,0,1,0.9375,52,53,1,0,49,46,50,48,0,0,0.98,0.958333333333333,50,44,225.904899947927,0.577685352385793,sr,groom,bride,младожења,невеста,младожењаневеста,обично
негативан,676.810392148577,709.753640005876,-0.589006211645926,-0.438516452951095,33.0515707325751,37.3014352350929,0.0741529735565417,0.080926179974473,55,51,1,0,51,50,54,50,0,0,0.944444444444444,1,55,51,1,0,50,50,54,50,0,0,0.925925925925926,1,51,50,32.9432478572991,0.150489758694831,sr,positive,negative,позитиван,негативан,позитиваннегативан,споменик
негде,671.213787264332,676.292541663843,-0.602341885169568,-0.556542236687982,37.9189757474385,33.5040304552225,0.0922221498541769,0.0800735214601394,51,51,2,1,47,48,48,49,0,0,0.979166666666667,0.979591836734694,51,51,2,1,28,46,48,49,0,0,0.583333333333333,0.938775510204082,47,48,5.07875439951158,0.0457996484815862,sr,elsewhere,somewhere,другде,негде,другденегде,пулс
недавно,746.904187495073,701.71712242634,-0.464760349473563,-0.438527364121131,46.6323897885949,30.5608755939112,0.0686272048025711,0.0973479604705443,50,53,0,2,48,49,49,50,0,0,0.979591836734694,0.98,50,52,0,3,48,45,49,50,0,0,0.979591836734694,0.9,48,49,-45.1870650687332,0.0262329853524325,sr,just,recently,управо,недавно,управонедавно,оперативан
недеља,558.814562511341,738.724416633852,-0.916700397238013,-0.491458147233356,24.4662962836072,43.9689582380791,0.0603327786717355,0.124862774041947,50,51,2,2,48,49,48,49,1,0,1,1,50,51,2,2,48,48,48,49,1,0,1,0.979591836734694,48,48,179.909854122512,0.425242250004656,sr,saturday,sunday,субота,недеља,суботанедеља,кратак
недељни,752.205083335371,995.019204071053,-0.414725329821512,0.298861681623232,40.4625095344616,68.7284946192363,0.102726026303015,0.175664948439503,52,53,0,0,48,49,50,52,0,0,0.96,0.942307692307692,52,53,0,0,49,48,50,52,0,0,0.98,0.923076923076923,48,49,242.814120735682,0.713587011444745,sr,daily,weekly,дневни,недељни,дневнинедељни,кап
нежан,694.459204072508,631.349333325364,-0.569186482211907,-0.685218457037102,34.191389261749,21.7074390455218,0.0877722559101796,0.072908754545288,50,51,4,0,49,48,49,48,2,0,1,1,50,51,4,0,47,46,49,48,2,0,0.959183673469388,0.958333333333333,49,48,-63.1098707471444,-0.116031974825195,sr,soft,gentle,мекан,нежан,меканнежан,пуж
незгода,687.43157446847,873.539830172414,-0.567096058981426,-0.101751804157721,28.6005102869067,52.8109777542,0.0758033016456907,0.145131114861119,56,56,1,1,47,53,50,53,0,0,0.94,1,56,55,1,2,48,50,50,52,0,1,0.96,0.961538461538462,47,53,186.108255703944,0.465344254823704,sr,incident,accident,инцидент,незгода,инцидентнезгода,амбасадор
немоћан,778.713510630954,716.816934783674,-0.492684221264914,-0.437724110909997,62.556419987314,35.1344183752223,0.110363446811505,0.0756759094936496,52,51,1,0,47,46,48,47,0,0,0.979166666666667,0.978723404255319,52,51,1,0,47,46,48,47,0,0,0.979166666666667,0.978723404255319,47,46,-61.8965758472799,0.0549601103549169,sr,helpless,powerless,беспомоћан,немоћан,беспомоћаннемоћан,владавина
немоћан,778.713510630954,716.816934783674,-0.492684221264914,-0.437724110909997,62.556419987314,35.1344183752223,0.110363446811505,0.0756759094936496,52,51,1,0,47,46,48,47,0,0,0.979166666666667,0.978723404255319,52,51,1,0,47,46,48,47,0,0,0.979166666666667,0.978723404255319,47,46,-61.8965758472799,0.0549601103549169,sr,helpless,powerless,беспомоћан,немоћан,беспомоћаннемоћан,грм
немоћан.1,710.357729135324,720.763978272029,-0.511818624811691,-0.379002199155361,40.9621735274049,41.1092404219347,0.0956318787396787,0.109765186835059,51,52,0,0,48,46,49,46,0,0,0.979591836734694,1,51,52,0,0,47,41,49,46,0,0,0.959183673469388,0.891304347826087,48,46,10.4062491367044,0.132816425656331,sr,inability,unable,неспособан,немоћан,неспособаннемоћан,владавина
немоћан.1,710.357729135324,720.763978272029,-0.511818624811691,-0.379002199155361,40.9621735274049,41.1092404219347,0.0956318787396787,0.109765186835059,51,52,0,0,48,46,49,46,0,0,0.979591836734694,1,51,52,0,0,47,41,49,46,0,0,0.959183673469388,0.891304347826087,48,46,10.4062491367044,0.132816425656331,sr,inability,unable,неспособан,немоћан,неспособаннемоћан,грм
неодговоран,827.807823549279,867.288893613173,-0.193699823287444,0.0463676989049224,44.825019733713,58.2805329468285,0.0733653430434346,0.143109807523057,51,50,1,1,51,47,51,48,1,0,1,0.979166666666667,52,49,0,2,51,44,52,47,0,1,0.980769230769231,0.936170212765957,51,47,39.4810700638942,0.240067522192366,sr,unreasonable,irresponsible,неразуман,неодговоран,неразуманнеодговоран,наредник
неочекивано,790.498977790581,843.24195832593,-0.272403019809218,-0.0643885920629679,53.0197217689058,44.4080353555522,0.144212776465952,0.11917377706725,52,50,1,1,45,48,46,48,1,1,0.978260869565217,1,53,51,0,0,46,48,47,49,0,0,0.978723404255319,0.979591836734694,45,48,52.7429805353491,0.20801442774625,sr,suddenly,unexpectedly,изненада,неочекивано,изненаданеочекивано,захвалан
непознат,733.198520830454,859.875020843112,-0.468608550756962,-0.0358871578248601,41.5042671001912,65.3325754531499,0.122131486268071,0.203893941165531,54,51,3,1,48,49,48,49,2,0,1,1,54,50,3,2,46,48,48,48,2,1,0.958333333333333,1,48,48,126.676500012658,0.432721392932102,sr,anonymous,unknown,анонимни,непознат,анонимнинепознат,доле
неправедан,1021.69720000423,1114.59721741329,0.380772274725829,0.485749096705723,63.7089483612347,74.9377583622291,0.137619073430186,0.126501513593454,51,53,2,0,45,46,46,49,0,0,0.978260869565217,0.938775510204082,51,53,2,0,44,47,46,49,0,0,0.956521739130435,0.959183673469388,45,46,92.9000174090643,0.104976821979894,sr,injustice,unfair,неправда,неправедан,неправданеправедан,крв
непријатан,727.078062468917,813.927115377071,-0.543216819481515,-0.27041212429799,34.6010197286156,68.0639211162096,0.0602748419950378,0.104322787284711,52,57,1,1,48,52,48,54,1,0,1,0.962962962962963,53,57,0,1,48,52,49,54,0,0,0.979591836734694,0.962962962962963,48,52,86.8490529081547,0.272804695183525,sr,uncomfortable,unpleasant,неудобан,непријатан,неудобаннепријатан,лудило
нервозан,666.606038445495,815.436999982561,-0.611813004988341,-0.183573707363055,30.5931502897695,52.2919928529352,0.057666876059303,0.14326457810645,53,56,2,1,52,51,53,54,1,1,0.981132075471698,0.944444444444444,53,56,2,1,50,51,53,54,1,1,0.943396226415094,0.944444444444444,52,50,148.830961537067,0.428239297625286,sr,worried,nervous,забринут,нервозан,забринутнервозан,крађа
несрећа,772.02929164816,830.833407417575,-0.38857791759648,-0.275048654236656,43.9018383464833,55.6926127587675,0.105547452522873,0.115681098872586,50,59,0,0,48,54,48,54,0,0,1,1,50,59,0,0,48,52,48,54,0,0,1,0.962962962962963,48,54,58.8041157694151,0.113529263359824,sr,unfortunate,misfortune,несрећан,несрећа,несрећаннесрећа,песник
нестанак,833.019333341587,789.469500000427,-0.245000834021059,-0.273128594513395,57.9820520800959,48.2525923530797,0.113388106189062,0.0885355602790561,53,52,1,0,51,50,51,50,1,0,1,1,54,52,0,0,50,50,52,50,0,0,0.961538461538462,1,51,50,-43.5498333411595,-0.0281277604923353,sr,death,disappearance,смрт,нестанак,смртнестанак,тражити
нетачан,700.593431371283,806.749543482967,-0.495994087203296,-0.237930677177571,33.8909931522606,51.0534130920464,0.0795388500123576,0.132158137109301,53,50,0,0,51,46,51,48,0,0,1,0.958333333333333,52,50,1,0,50,47,50,48,1,0,1,0.979166666666667,51,46,106.156112111684,0.258063410025725,sr,fake,false,лажан,нетачан,лажаннетачан,понедељак
неуспех,717.357056611246,716.165304386504,-0.500254686400279,-0.421907064196673,35.3706556641146,29.2792593267506,0.120263386314235,0.0830909461167425,56,51,1,3,53,46,54,47,0,0,0.981481481481482,0.978723404255319,56,52,1,2,54,46,54,47,0,0,1,0.978723404255319,53,46,-1.191752224742,0.078347622203606,sr,success,failure,успех,неуспех,успехнеуспех,крпа
нешто,569.646792443376,663.138020807034,-0.8867740696046,-0.708031339775229,18.167965450815,55.8683793863056,0.0671908247958022,0.147589164935555,54,54,4,2,53,48,53,49,2,0,1,0.979591836734694,54,54,4,2,53,47,53,49,2,0,1,0.959183673469388,53,48,93.4912283636581,0.178742729829371,sr,nothing,something,ништа,нешто,ништанешто,необичан
нећак,742.623058827967,720.0561276588,-0.487927534407831,-0.421387255197514,41.7187479860914,27.2620757693978,0.110319168905228,0.0762628139987612,58,51,0,0,51,47,54,47,0,0,0.944444444444444,1,58,51,0,0,53,46,54,47,0,0,0.981481481481482,0.978723404255319,51,47,-22.566931169167,0.0665402792103168,sr,grandson,nephew,унук,нећак,унукнећак,смрт
новац,556.382425529337,659.52567997966,-0.931827678418558,-0.521672549997118,22.3730010005003,45.5683639925698,0.0613996375360771,0.124712755167218,53,53,0,5,47,50,47,51,0,2,1,0.980392156862745,53,52,0,6,45,44,47,50,0,3,0.957446808510638,0.88,47,50,103.143254450322,0.41015512842144,sr,cash,money,кеш,новац,кешновац,киднаповати
новинар,598.365641499521,603.953130429793,-0.871971424655061,-0.777482397335154,20.7556386892999,22.8341084783525,0.0479686540518086,0.0552674857437455,57,50,2,0,53,46,54,46,0,0,0.981481481481482,1,57,50,2,0,46,45,54,46,0,0,0.851851851851852,0.978260869565217,53,46,5.58748893027223,0.0944890273199069,sr,reporter,journalist,репортер,новинар,репортерновинар,полако
новине,619.06374576296,634.865814806471,-0.811246296203157,-0.723941331709026,28.8718134398061,22.3512725090283,0.0594100158837394,0.0577974538174091,61,59,1,3,59,54,59,54,0,0,1,1,61,58,1,4,58,52,59,54,0,0,0.983050847457627,0.962962962962963,59,54,15.8020690435111,0.0873049644941315,sr,article,newspaper,чланак,новине,чланакновине,профит
новчаник,677.11695834602,705.602755563004,-0.550803059629038,-0.514740014340289,41.0854950757343,39.1762460438384,0.106942518295319,0.094822004254138,51,50,2,1,48,45,48,45,1,0,1,1,51,49,2,2,47,41,48,45,1,0,0.979166666666667,0.911111111111111,48,45,28.4857972169843,0.0360630452887488,sr,pocket,wallet,џеп,новчаник,џепновчаник,применити
нож,555.898061215897,594.02430001991,-1.0093102668016,-0.908079462417752,17.6047650266825,29.3396655935148,0.0539648434967562,0.0569271204788712,53,55,3,2,49,50,49,50,0,0,1,1,53,55,3,2,49,50,49,50,0,0,1,1,49,50,38.1262388040137,0.101230804383851,sr,sword,knife,мач,нож,мачнож,стићи
нормалан,759.617659085989,644.781090902191,-0.488576142352469,-0.667849890121797,44.9068983707817,23.7215823355685,0.0883466599815629,0.0500063782514307,51,55,2,1,44,55,45,55,1,0,0.977777777777778,1,51,56,2,0,44,54,45,55,1,0,0.977777777777778,0.981818181818182,44,55,-114.836568183798,-0.179273747769328,sr,healthy,normal,здрав,нормалан,здравнормалан,победа
нос,580.225608698166,613.93223913737,-0.918445057083102,-0.734874496892661,22.753864462395,36.8806229930396,0.0634314036401463,0.105880269846652,50,51,0,0,46,46,47,47,0,0,0.978723404255319,0.978723404255319,49,51,1,0,47,45,47,47,0,0,1,0.957446808510638,46,46,33.7066304392036,0.183570560190441,sr,mouth,nose,уста,нос,устанос,алат
нуклеарни,817.167478238962,1030.20260418104,-0.231396945388308,0.216633526653928,37.5826597027425,76.7294483370103,0.120562621222419,0.134829618255701,53,52,2,1,46,48,47,49,1,0,0.978723404255319,0.979591836734694,53,52,2,1,45,47,48,49,0,0,0.9375,0.959183673469388,46,48,213.035125942077,0.448030472042236,sr,atomic,nuclear,атомски,нуклеарни,атомскинуклеарни,буџет
обала,587.06866666799,610.044130425507,-0.897562326170613,-0.848153401194653,25.9824180458385,25.8762338372154,0.0643595647018355,0.0490442088063377,51,51,0,1,48,46,48,46,0,0,1,1,51,51,0,1,48,45,48,46,0,0,1,0.978260869565217,48,46,22.9754637575165,0.0494089249759603,sr,beach,coast,плажа,обала,плажаобала,туш
обезбедити,760.602618192756,802.975061232766,-0.412691982308599,-0.185464885680741,45.4355471164844,35.4089054000909,0.0680736986035407,0.0987488950205182,60,52,1,0,55,49,55,49,0,0,1,1,60,52,1,0,55,48,55,49,0,0,1,0.979591836734694,55,49,42.3724430400102,0.227227096627858,sr,enable,provide,омогућити,обезбедити,омогућитиобезбедити,течност
обећање,785.571872338266,779.87736364329,-0.307176093104959,-0.213384858434915,45.962924773336,51.8705542182433,0.102019852352436,0.146803941139403,50,50,0,1,47,44,48,46,0,0,0.979166666666667,0.956521739130435,50,50,0,1,46,41,48,46,0,0,0.958333333333333,0.891304347826087,47,44,-5.69450869497678,0.093791234670044,sr,guarantee,promise,гаранција,обећање,гаранцијаобећање,натприродан
обим,614.894062488782,658.63995832777,-0.76694062369135,-0.669720652206305,23.5040363185624,21.5510592795195,0.0441251229622334,0.0663284452516743,52,52,0,1,48,48,48,48,0,0,1,1,52,52,0,1,48,48,48,48,0,0,1,1,48,48,43.7458958389874,0.0972199714850447,sr,radius,perimeter,полупречник,обим,полупречникобим,топао
образ,561.669979172637,669.530199987522,-0.859435881249632,-0.637648334018005,19.3160891224039,29.5840927653357,0.0481171429822897,0.0855444246383206,52,53,3,0,48,50,48,51,1,0,1,0.980392156862745,52,53,3,0,48,49,48,51,1,0,1,0.96078431372549,48,50,107.860220814885,0.221787547231628,sr,lip,cheek,усна,образ,уснаобраз,приватан
образовање,736.8092352736,739.816306109795,-0.40683955382975,-0.349525994783212,41.0038289183569,43.6997994277644,0.104295377974702,0.0897264245531216,53,51,4,0,51,49,51,50,0,0,1,0.98,53,50,4,1,51,48,51,49,0,1,1,0.979591836734694,51,49,3.00707083619488,0.0573135590465377,sr,health,education,здравље,образовање,здрављеобразовање,страшан
оброк,646.448448982936,665.678937491039,-0.635993926270106,-0.585412521382402,25.9682307217358,29.9963183835875,0.0691349335970703,0.0741270067743742,54,52,2,1,49,48,49,48,0,1,1,1,54,52,2,1,48,46,49,48,0,1,0.979591836734694,0.958333333333333,49,48,19.2304885081027,0.0505814048877041,sr,food,meal,храна,оброк,хранаоброк,беспомоћан
огледало,667.800632655723,696.854359986472,-0.617273176314607,-0.578021354634351,24.0173679008995,26.845028695438,0.0530315550699194,0.0533049961155753,53,53,1,0,49,50,50,51,0,0,0.98,0.980392156862745,53,53,1,0,46,49,50,51,0,0,0.92,0.96078431372549,49,50,29.0537273307494,0.0392518216802556,sr,reflection,mirror,одраз,огледало,одразогледало,гроб
ограда,698.75881632265,734.52857143154,-0.566318195290308,-0.456461120979951,35.8637226132861,36.0533224464473,0.0738546205958191,0.073951154687269,53,56,0,2,51,49,52,50,0,0,0.980769230769231,0.98,53,56,0,2,51,48,52,50,0,0,0.980769230769231,0.96,49,49,35.7697551088899,0.109857074310357,sr,wall,fence,зид,ограда,зидограда,драматичан
огрлица,679.510416673153,753.319608704514,-0.518264976875826,-0.357917848770132,27.5422738376485,32.1403338252902,0.0607746725519515,0.0797475393663604,50,51,2,1,48,46,48,48,2,0,1,0.958333333333333,50,51,2,1,48,42,48,48,2,0,1,0.875,48,46,73.8091920313617,0.160347128105694,sr,ring,necklace,прстен,огрлица,прстеногрлица,жупанија
огроман,743.18487498904,793.569978711323,-0.550152328126028,-0.361640447616315,52.665580930294,62.3551733101868,0.101162991511055,0.125735708155713,50,51,0,1,48,47,48,47,0,1,1,1,50,51,0,1,47,42,48,47,0,1,0.979166666666667,0.893617021276596,48,47,50.3851037222831,0.188511880509713,sr,big,huge,велики,огроман,великиогроман,морнарички
одабрати,734.801978268246,795.108255843217,-0.554460628389557,-0.287345496526098,52.576218516964,44.019744511357,0.112227703015361,0.0888681568403959,52,51,1,0,46,43,46,44,0,0,1,0.977272727272727,52,51,1,0,44,44,46,44,0,0,0.956521739130435,1,46,43,60.306277574971,0.267115131863458,sr,choose,select,изабрати,одабрати,изабратиодабрати,значење
оданост,740.040134617345,830.213446814751,-0.526393027547475,-0.222666448229212,38.8904790108182,31.8780790082362,0.0804900234592197,0.0850287376090763,54,50,0,0,52,48,52,49,0,0,1,0.979591836734694,54,50,0,0,50,49,52,49,0,0,0.961538461538462,1,52,47,90.1733121974054,0.303726579318263,sr,fidelity,devotion,верност,оданост,верностоданост,блато
одбранити,755.376739137415,913.11737496476,-0.281185380729785,0.0771219228980241,39.5386072337461,62.153453934382,0.107331982989433,0.122007976841073,51,53,0,3,47,48,47,49,0,1,1,0.979591836734694,51,53,0,3,46,49,47,49,0,1,0.978723404255319,1,46,48,157.740635827345,0.358307303627809,sr,protect,defend,заштитити,одбранити,заштититиодбранити,лепо
одвратан,649.843608693436,914.443618164768,-0.649584833994572,-0.0729067999244609,22.7504993215949,59.0337466129199,0.0535703361255122,0.10579750299517,50,56,1,3,46,55,47,55,0,1,0.978723404255319,1,50,56,1,3,43,54,47,55,0,1,0.914893617021277,0.981818181818182,46,55,264.600009471332,0.576678034070111,sr,dirty,disgusting,прљав,одвратан,прљаводвратан,африка
