target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,ja_cue,ja_target,ja_word_combo,unrelated_ja_cue
囚人,710.674975617585,861.409712128875,-0.051184677712356,0.312982996785562,19.8743323217082,28.3593321827586,0.0729380571762723,0.086675136533764,99,81,6,2,82,66,84,74,0,0,0.976190476190476,0.891891891891892,99,81,6,2,84,74,84,74,0,0,1,1,82,66,150.73473651129,0.364167674497918,ja,hostage,prisoner,人質,囚人,人質囚人,熱
四,667.20225804952,711.252372871814,-0.334555532163466,-0.12189945659522,36.2918318816693,19.9014554154931,0.113321076878411,0.087518383087443,70,68,7,0,62,59,63,62,0,0,0.984126984126984,0.951612903225806,69,68,8,0,47,60,62,62,1,0,0.758064516129032,0.967741935483871,62,59,44.0501148222941,0.212656075568246,ja,two,four,二,四,二四,スープ
回転させる,632.568983351058,687.319031741105,-0.586116142913712,-0.233672654537066,25.9576290846682,18.7212065698324,0.0479310755987413,0.0572261462106599,65,79,3,1,60,64,60,65,1,0,1,0.984615384615385,65,79,3,1,60,64,60,65,1,0,1,0.984615384615385,60,63,54.7500483900467,0.352443488376645,ja,turn,rotate,変化する,回転させる,変化する回転させる,軍団
困窮,739.788360655065,828.288036361776,-0.00121211096694037,0.355395685885022,28.1594011116335,29.8606905130841,0.101832096899957,0.0920889820703857,82,63,2,7,62,55,66,61,1,5,0.93939393939394,0.901639344262295,83,63,1,7,63,58,67,61,0,5,0.940298507462687,0.950819672131147,61,55,88.4996757067112,0.356607796851962,ja,poverty,misery,貧困,困窮,貧困困窮,夕食
国家,584.082573011694,583.898614029545,-0.734568663868779,-0.639211816933449,17.0339430520502,17.7539956865611,0.0434773248216739,0.0652010431178306,71,70,4,5,63,57,63,58,0,0,1,0.982758620689655,71,70,4,5,62,57,63,58,0,0,0.984126984126984,0.982758620689655,63,57,-0.183958982149306,0.0953568469353305,ja,country,nation,地方,国家,地方国家,デスク
地区,578.577760007856,636.246983605855,-0.70285567470807,-0.378550425204833,14.7359581889888,24.5095802814555,0.0472528611208645,0.093006496955839,84,65,2,7,76,61,78,61,1,5,0.974358974358974,1,84,65,2,7,72,59,78,61,1,5,0.923076923076923,0.967213114754098,75,61,57.6692235979982,0.324305249503237,ja,county,district,郡,地区,郡地区,使える
地図,590.273868847978,552.418081974511,-0.53116956412055,-0.834348678886378,31.8069431074732,14.8341424600038,0.173199879185369,0.0502731290204461,74,71,1,4,61,61,61,62,0,0,1,0.983870967741935,74,71,1,4,52,60,61,62,0,0,0.852459016393443,0.967741935483871,61,61,-37.8557868734666,-0.303179114765828,ja,compass,map,方位磁石,地図,方位磁石地図,公平な
地獄,606.568435476992,591.365751575824,-0.575527573996805,-0.665905554367169,19.9886921485791,19.8722877753892,0.0535862513659436,0.0619570400975575,73,73,5,3,63,64,63,64,1,0,1,1,74,73,4,3,61,59,63,64,1,0,0.968253968253968,0.921875,62,63,-15.2026839011677,-0.0903779803703634,ja,paradise,hell,楽園,地獄,楽園地獄,未亡人
埋める,654.307392837228,685.592307691099,-0.299349784663289,-0.303291724507235,26.1853140033198,19.8694180340822,0.0814454196069303,0.0544833859921759,72,141,4,3,56,118,57,118,2,2,0.982456140350877,1,71,141,5,3,53,118,57,118,2,2,0.929824561403509,1,56,117,31.284914853871,-0.00394193984394597,ja,dig,bury,掘る,埋める,掘る埋める,タンパク質
城,582.414564514936,586.28724999193,-0.624346173213866,-0.6606216228628,14.7383199571813,20.56400396254,0.0559655277506017,0.0604815552790728,76,63,1,2,63,56,63,56,0,1,1,1,77,63,0,2,63,56,63,56,0,1,1,1,62,56,3.87268547699398,-0.0362754496489344,ja,palace,castle,宮,城,宮城,指
壮観な,817.717549993486,941.257301601912,0.138742402991662,0.581171023456486,44.1625553237182,41.5238314492278,0.112589295650301,0.131219762440755,71,82,2,2,61,63,65,68,1,0,0.938461538461538,0.926470588235294,70,82,3,2,60,68,65,68,1,0,0.923076923076923,1,60,63,123.539751608426,0.442428620464824,ja,sensational,spectacular,驚くべき,壮観な,驚くべき壮観な,読んでいる
声明,660.9522285622,725.338652175725,-0.208928380793628,-0.0820724158743302,23.2030781115385,35.3448693510267,0.0957695425300691,0.146397625650746,86,73,1,0,70,69,75,69,0,0,0.933333333333333,1,86,73,1,0,72,69,75,69,0,0,0.96,1,70,69,64.3864236135254,0.126855964919297,ja,comment,statement,意見,声明,意見声明,駅
売る,576.579129073493,597.270205054812,-0.748452765208247,-0.710694007527698,19.3789088460511,14.5061226113695,0.0554660879342655,0.0477755683995305,70,88,2,2,62,73,63,74,0,0,0.984126984126984,0.986486486486487,70,87,2,3,60,71,63,73,0,1,0.952380952380952,0.972602739726027,62,73,20.6910759813189,0.0377587576805497,ja,buy,sell,買う,売る,買う売る,あだ名
変わった,596.989949147045,754.069457135228,-0.617751076226104,-0.128502561241826,25.1748057797861,27.6854445480461,0.0691632672695309,0.0665821045666119,67,78,5,1,59,70,59,71,2,1,1,0.985915492957746,67,77,5,2,59,68,59,71,2,1,1,0.957746478873239,59,70,157.079507988183,0.489248514984278,ja,unusual,strange,普通でない,変わった,普通でない変わった,茶色
変異,708.73033333643,775.138777782894,-0.0348329906187788,0.0162968791427106,28.1317465009472,25.7169338114898,0.118028224580105,0.0897618532903848,68,81,0,3,63,63,64,67,0,0,0.984375,0.940298507462687,68,81,0,3,64,62,64,67,0,0,1,0.925373134328358,63,63,66.4084444464647,0.0511298697614894,ja,evolution,mutation,進化,変異,進化変異,懸念
外周,826.160576914131,833.592064931606,0.290614540509954,0.180292780829222,47.5887350786005,39.689314076355,0.148054527937287,0.120276994214973,76,92,5,2,53,77,61,80,0,1,0.868852459016393,0.9625,76,93,5,1,59,81,61,81,0,0,0.967213114754098,1,52,77,7.43148801747498,-0.110321759680732,ja,radius,perimeter,範囲,外周,範囲外周,楽観的
外科手術,824.817112919248,844.979084108453,0.20064106752119,0.380634511197479,42.0874636605844,28.7723414517307,0.129268910504346,0.104956592561596,74,129,7,6,62,108,63,113,1,2,0.984126984126984,0.955752212389381,74,129,7,6,63,111,63,113,1,2,1,0.982300884955752,62,107,20.1619711892049,0.17999344367629,ja,operate,surgery,手術する,外科手術,手術する外科手術,家
外部の,578.931738456236,694.441777782288,-0.740341204077798,-0.131864843858279,23.0260043002195,22.0547167192308,0.0499320215938613,0.0759455459725144,75,89,6,4,65,73,65,76,1,0,1,0.960526315789474,75,89,6,4,62,74,65,76,1,0,0.953846153846154,0.973684210526316,65,72,115.510039326052,0.608476360219519,ja,internal,external,内部の,外部の,内部の外部の,通話
夜明け,605.538071423765,622.218465520672,-0.607937985377663,-0.482074800940906,21.0336924672882,15.2020741526647,0.0800273454668434,0.0542517889585838,70,64,1,1,56,58,57,60,0,0,0.982456140350877,0.966666666666667,70,64,1,1,55,57,57,60,0,0,0.964912280701754,0.95,56,58,16.6803940969071,0.125863184436757,ja,sunset,dawn,夕暮れ,夜明け,夕暮れ夜明け,避難
夢,548.414568949432,536.663203127057,-0.754876966887917,-0.908112816907366,16.6566192871088,13.1162250514738,0.0466834937471839,0.0396826856361477,62,70,7,4,58,64,58,64,1,2,1,1,63,70,6,4,58,59,58,64,1,2,1,0.921875,58,64,-11.7513658223746,-0.15323585001945,ja,nightmare,dream,悪夢,夢,悪夢夢,白
大メダル,1236.50053999803,1286.91734546183,1.65682820765279,1.67877579243852,83.3870135368559,83.7248841501662,0.287813542284948,0.232302929263836,181,169,8,7,50,55,161,135,6,4,0.31055900621118,0.407407407407407,186,173,3,3,160,133,166,138,1,1,0.963855421686747,0.963768115942029,50,55,50.4168054637921,0.0219475847857318,ja,artifact,medallion,人工物,大メダル,人工物大メダル,銀行業務
大佐,663.6628441598,786.667253964771,-0.303429330328924,0.0896294608734919,18.1373993909078,32.0049868186657,0.061914377206177,0.103543616834615,89,70,1,0,77,63,79,64,0,0,0.974683544303797,0.984375,89,70,1,0,77,64,79,64,0,0,0.974683544303797,1,77,63,123.004409804972,0.393058791202416,ja,general,colonel,大将,大佐,大将大佐,苦痛
大家,818.691058830974,779.844190472644,0.171038793409193,0.0749055542665116,42.7406899898387,38.1125015283955,0.165503825324707,0.143581254072806,79,76,1,3,68,63,71,64,0,1,0.957746478873239,0.984375,79,76,1,3,69,63,71,64,0,1,0.971830985915493,0.984375,68,63,-38.84686835833,-0.0961332391426813,ja,tenant,landlord,住人,大家,住人大家,孫
大目に見る,975.761982463431,1124.3270909128,0.882394684075792,1.48036094873516,47.2843817984166,73.6675127164977,0.171286989501213,0.240591750202793,68,82,1,3,58,55,60,72,0,2,0.966666666666667,0.763888888888889,68,82,1,3,60,71,60,72,0,2,1,0.986111111111111,57,55,148.565108449369,0.597966264659367,ja,forgive,excuse,許す,大目に見る,許す大目に見る,健康な
大統領,613.231790327779,661.392852441545,-0.576686770891146,-0.172678609470684,19.9114102086942,24.0945132134805,0.0510796309530501,0.121014447849819,73,68,4,1,62,61,62,61,0,1,1,1,73,68,4,1,62,61,62,61,0,1,1,1,62,61,48.161062113766,0.404008161420462,ja,chancellor,president,首相,大統領,首相大統領,ピストル
大臣,721.951800002911,673.890119400983,-0.207973752881738,-0.26086182524076,25.2971621783783,39.4734275970189,0.0792786955736594,0.0987104750208934,103,79,1,6,91,67,91,67,1,4,1,1,103,79,1,6,86,67,91,67,1,4,0.945054945054945,1,90,67,-48.0616806019283,-0.0528880723590223,ja,ambassador,minister,大使,大臣,大使大臣,心配した
大西洋の,669.51442372639,702.073960370554,-0.260194677322761,-0.261049392441332,28.1672441400965,32.3590471283112,0.115094413101415,0.0859667952654381,63,72,3,3,59,61,59,62,0,0,1,0.983870967741935,63,71,3,4,56,62,59,62,0,0,0.949152542372881,1,59,61,32.559536644165,-0.000854715118570992,ja,pacific,atlantic,太平洋の,大西洋の,太平洋の大西洋の,有名人
大隊,800.101542386453,921.681147542452,0.127863979718633,0.663635989302978,40.7516946009119,44.365000062455,0.147298270253519,0.170172603192055,82,122,1,3,59,62,67,104,1,1,0.880597014925373,0.596153846153846,83,123,0,2,61,104,68,105,0,0,0.897058823529412,0.99047619047619,59,61,121.579605155999,0.535772009584345,ja,regiment,battalion,連隊,大隊,連隊大隊,電流
天の,736.042661294544,767.587431044489,-0.135481840514,0.0544787648321958,25.952186975074,31.4506840277197,0.0961861586690629,0.139466960054019,79,88,6,1,63,59,69,73,2,0,0.91304347826087,0.808219178082192,79,88,6,1,68,71,70,73,1,0,0.971428571428571,0.972602739726027,62,58,31.5447697499444,0.189960605346196,ja,sky,heavenly,空,天の,空天の,財産
天皇,586.889999989817,601.712759031341,-0.730053070784171,-0.572902493467506,16.8626000551093,18.7361932032283,0.0454303016872964,0.0515866702555725,68,91,5,5,59,83,62,83,2,1,0.951612903225806,1,68,92,5,4,55,82,62,83,2,1,0.887096774193548,0.987951807228916,58,83,14.8227590415243,0.157150577316666,ja,imperial,emperor,皇室,天皇,皇室天皇,トースト
太陽,583.843111992586,638.523808830086,-0.644207896785426,-0.577105931812737,16.3456592804672,25.4709275280061,0.0504446497688308,0.0710832123631382,141,74,1,4,125,68,126,69,1,2,0.992063492063492,0.985507246376812,141,74,1,4,121,64,126,69,1,2,0.96031746031746,0.927536231884058,125,68,54.6806968374997,0.067101964972689,ja,moon,sun,月,太陽,月太陽,形
太陽の,574.182322023295,563.642197365015,-0.644529579287179,-0.757448424811667,16.8639136605315,11.9258952840255,0.0454840508064119,0.0423656691544688,75,85,5,5,59,77,59,77,1,2,1,1,74,86,6,4,53,75,59,78,1,1,0.898305084745763,0.961538461538462,59,76,-10.5401246582796,-0.112918845524489,ja,lunar,solar,月の,太陽の,月の太陽の,積み荷
失敗,598.847467739981,605.34117646977,-0.610345430074939,-0.705446374188649,15.4186702443335,20.2401126822835,0.0478625526134074,0.0411608892078156,75,78,3,4,63,68,63,69,1,1,1,0.985507246376812,75,78,3,4,61,63,63,69,1,1,0.968253968253968,0.91304347826087,62,68,6.49370872978841,-0.0951009441137101,ja,success,failure,成功,失敗,成功失敗,呪い
失望,600.129537010404,635.142463760621,-0.502190386248292,-0.347375829067212,16.2992114323437,18.418256759555,0.0697513433907978,0.0634642084431189,60,78,6,5,54,70,55,70,1,2,0.981818181818182,1,61,78,5,5,54,70,56,70,0,2,0.964285714285714,1,54,69,35.0129267502172,0.15481455718108,ja,surprise,disappointment,驚き,失望,驚き失望,スパイ
女の子,536.561162584614,619.35484209091,-0.93177422571646,-0.504371780283367,13.6336209164505,16.1066717830178,0.0417219980583978,0.05467261473604,87,67,3,1,75,57,75,58,0,0,1,0.982758620689655,87,66,3,2,74,57,75,57,0,1,0.986666666666667,1,75,57,82.793679506296,0.427402445433094,ja,boys,girls,男の子,女の子,男の子女の子,ナビゲーション
女子修道院,1021.34189999628,1078.13610832091,0.990670994374003,1.15744794926368,49.3461440286958,51.5596278992517,0.164233073240119,0.174754432546233,103,71,3,2,80,61,86,63,1,0,0.930232558139535,0.968253968253968,103,71,3,2,76,59,86,63,1,0,0.883720930232558,0.936507936507937,80,61,56.794208324632,0.166776954889673,ja,orphanage,convent,孤児院,女子修道院,孤児院女子修道院,嘘
女性,552.736830495264,549.986885235249,-0.757462423863137,-0.720644942851254,20.0013814025511,15.5608954508012,0.054078637192254,0.0509426740946053,65,73,3,3,59,61,59,64,0,0,1,0.953125,65,73,3,3,58,63,59,64,0,0,0.983050847457627,0.984375,59,61,-2.74994526001512,0.0368174810118821,ja,widow,woman,未亡人,女性,未亡人女性,砕く
女性,552.736830495264,549.986885235249,-0.757462423863137,-0.720644942851254,20.0013814025511,15.5608954508012,0.054078637192254,0.0509426740946053,65,73,3,3,59,61,59,64,0,0,1,0.953125,65,73,3,3,58,63,59,64,0,0,0.983050847457627,0.984375,59,61,-2.74994526001512,0.0368174810118821,ja,widow,woman,未亡人,女性,未亡人女性,プレイボーイ
女性.1,550.411617285989,573.177475608315,-0.824893477048123,-0.669237646402815,30.3805029064981,17.7799923494335,0.0790578059258689,0.0604148450384341,94,92,4,4,81,83,82,84,1,1,0.98780487804878,0.988095238095238,94,93,4,3,78,78,82,85,1,0,0.951219512195122,0.917647058823529,81,82,22.7658583223259,0.155655830645308,ja,male,female,男性,女性,男性女性,砕く
女性.1,550.411617285989,573.177475608315,-0.824893477048123,-0.669237646402815,30.3805029064981,17.7799923494335,0.0790578059258689,0.0604148450384341,94,92,4,4,81,83,82,84,1,1,0.98780487804878,0.988095238095238,94,93,4,3,78,78,82,85,1,0,0.951219512195122,0.917647058823529,81,82,22.7658583223259,0.155655830645308,ja,male,female,男性,女性,男性女性,プレイボーイ
妊娠,612.277453340909,692.446001961191,-0.658144988758098,-0.205203180315111,20.5520103967806,25.3330111399464,0.0433966022150476,0.128924322308187,84,84,2,4,76,71,77,74,0,1,0.987012987012987,0.959459459459459,84,76,2,12,76,59,77,66,0,9,0.987012987012987,0.893939393939394,75,70,80.1685486202826,0.452941808442987,ja,birth,pregnancy,誕生,妊娠,誕生妊娠,方位磁石
妻,503.740814401245,582.862192309558,-1.02977432975827,-0.661200602984069,13.5242804272479,17.87611086944,0.041839206436987,0.0591585048725918,64,86,1,2,55,78,56,78,0,0,0.982142857142857,1,64,86,1,2,55,76,56,78,0,0,0.982142857142857,0.974358974358974,55,78,79.1213779083122,0.368573726774203,ja,husband,wife,夫,妻,夫妻,くま
姓,616.817249975908,784.019600003746,-0.439883299599586,0.236353952362594,13.0045089484015,45.4075988123832,0.0686975059521908,0.190763345847095,63,75,4,0,56,65,56,67,1,0,1,0.970149253731343,63,75,4,0,52,67,56,67,1,0,0.928571428571429,1,56,65,167.202350027837,0.67623725196218,ja,nickname,surname,あだ名,姓,あだ名姓,生きている
委員会,641.313903237321,650.904417465683,-0.568569453988959,-0.429140383899703,20.6506940856158,18.1133934972168,0.0590000682804301,0.0532258204626686,68,116,5,9,63,103,64,103,2,2,0.984375,1,67,116,6,9,61,101,63,103,3,2,0.968253968253968,0.980582524271845,62,103,9.59051422836149,0.139429070089255,ja,commission,committee,委任状,委員会,委任状委員会,満足
威厳,964.644296285769,916.387689657943,0.784361989347104,0.540291610132155,39.1009470001289,48.4708994422577,0.114620885822717,0.134980581197526,82,71,1,4,54,58,65,62,0,0,0.830769230769231,0.935483870967742,82,70,1,5,60,60,65,62,0,0,0.923076923076923,0.967741935483871,54,58,-48.256606627826,-0.24407037921495,ja,pride,dignity,誇り,威厳,誇り威厳,緑
婦人,639.316399991707,642.325169496574,-0.450209577733843,-0.392303286942058,34.0862187870554,24.4621545645399,0.165745141294921,0.10423684985399,67,64,2,1,61,59,63,60,1,1,0.968253968253968,0.983333333333333,67,64,2,1,58,58,62,60,2,1,0.935483870967742,0.966666666666667,60,59,3.00876950486668,0.0579062907917849,ja,lord,lady,主人,婦人,主人婦人,ピラミッド
子,613.506898563267,649.26930159701,-0.57159710278796,-0.415422911551719,21.5598278670472,16.7022915473748,0.0796551511447992,0.0730313872498843,78,79,3,1,69,63,69,64,1,0,1,0.984375,77,79,4,1,68,63,68,64,2,0,1,0.984375,69,63,35.7624030337422,0.156174191236241,ja,baby,child,赤ちゃん,子,赤ちゃん子,ちょうど
子供時代,613.003881579958,787.941645175768,-0.574488396408804,-0.0332205684159506,20.3275131133053,42.6362848663682,0.0586302677545924,0.117197142198645,82,72,1,1,76,62,76,62,0,0,1,1,82,72,1,1,75,62,76,62,0,0,0.986842105263158,1,76,62,174.93776359581,0.541267827992853,ja,youth,childhood,青年時代,子供時代,青年時代子供時代,法律
孤独な,676.450265627578,729.769508205975,-0.334046318210016,-0.146147721555267,23.9644188923015,37.8044847886095,0.0696529265929473,0.137711029943412,74,74,3,2,65,61,65,63,0,1,1,0.968253968253968,74,74,3,2,64,63,65,63,0,1,0.984615384615385,1,64,61,53.3192425783966,0.187898596654749,ja,alone,lonely,孤立した,孤独な,孤立した孤独な,インターナショナル
学校,619.619666680058,555.35074463852,-0.560246889675622,-0.810297644996978,23.322394243645,21.7692071510476,0.078074381501283,0.0881940541225844,72,61,3,5,63,54,64,54,0,1,0.984375,1,72,61,3,5,64,53,64,54,0,1,1,0.981481481481482,63,54,-64.268922041538,-0.250050755321356,ja,class,school,学級,学校,学級学校,血液
安い,559.435449255416,563.216921455169,-0.669492236846672,-0.777094274553374,30.2518906023914,14.6455814440136,0.112253382122322,0.0511889613368487,80,76,2,6,70,65,71,66,0,2,0.985915492957746,0.984848484848485,80,77,2,5,70,67,71,67,0,1,0.985915492957746,1,69,65,3.78147219975267,-0.107602037706702,ja,expensive,cheap,高い,安い,高い安い,図書館
安全,520.49026313849,602.577684230003,-0.857572686170132,-0.628684493184918,13.4567869931018,34.2690659658272,0.0377852587558898,0.10531646588837,65,84,1,3,58,76,58,77,0,0,1,0.987012987012987,65,83,1,4,58,76,58,76,0,1,1,1,57,76,82.0874210915124,0.228888192985214,ja,security,safety,安心感,安全,安心感安全,銀行員
安心,583.424234373599,554.254599997822,-0.619204378335833,-0.748187884925352,17.5772358084268,9.14328835987605,0.0661986557808966,0.0319781370470157,74,85,4,3,65,70,65,70,1,1,1,1,74,85,4,3,62,67,65,70,1,1,0.953846153846154,0.957142857142857,64,70,-29.1696343757768,-0.128983506589519,ja,safe,secure,安全,安心,安全安心,赤
完全な,608.762784615212,629.48246666861,-0.527478633644327,-0.450307529518107,20.6736817764317,22.2220307463534,0.0671618488509646,0.0874286458044646,72,86,3,1,65,75,65,76,0,0,1,0.986842105263158,72,86,3,1,65,76,65,76,0,0,1,1,65,75,20.7196820533984,0.0771711041262191,ja,total,complete,全体の,完全な,全体の完全な,胃
完全に,563.55020371056,636.49795384151,-0.730434663148586,-0.49970973048097,19.3434740794687,24.8517017792065,0.0567937795307672,0.0690979295067427,66,78,3,3,55,65,57,65,0,0,0.964912280701754,1,66,78,3,3,56,60,57,65,0,0,0.982456140350877,0.923076923076923,54,65,72.9477501309502,0.230724932667616,ja,absolutely,completely,絶対に,完全に,絶対に完全に,空の
完璧な,642.958034478842,744.623150672881,-0.365770272859805,-0.0655016340459399,25.4281246113995,32.4228718453581,0.0913984185807244,0.0971344936568714,72,85,5,5,58,73,61,76,0,3,0.950819672131147,0.960526315789474,72,85,5,5,59,73,61,75,0,4,0.967213114754098,0.973333333333333,58,73,101.665116194038,0.300268638813866,ja,ideal,perfect,理想的な,完璧な,理想的な完璧な,ウイルス
宗教,620.94859740613,658.620800005713,-0.524091100928802,-0.351365179216133,12.8663589275365,24.4615352073644,0.03534780848233,0.0849876444560093,84,64,2,2,77,60,78,60,0,2,0.987179487179487,1,84,65,2,1,73,59,78,61,0,1,0.935897435897436,0.967213114754098,77,60,37.6722025995824,0.172725921712669,ja,philosophy,religion,哲学,宗教,哲学宗教,命に関わる
定義,567.614406253845,701.304927535745,-0.637747680536821,-0.207326317750675,17.3609106499928,29.4533042157775,0.0668112242406682,0.0994437965090314,73,77,3,2,65,69,65,70,2,1,1,0.985714285714286,73,78,3,1,65,68,65,71,2,0,1,0.957746478873239,64,69,133.6905212819,0.430421362786146,ja,concept,definition,概念,定義,概念定義,クリスマス
宝石,561.629559354432,646.553306449502,-0.768714192404038,-0.308885590864974,16.8693683816079,18.2820366865655,0.0598297212611221,0.0606710081080859,65,84,1,5,59,62,60,66,0,0,0.983333333333333,0.93939393939394,65,85,1,4,59,62,60,66,0,0,0.983333333333333,0.93939393939394,59,62,84.92374709507,0.459828601539064,ja,diamond,jewel,ダイヤモンド,宝石,ダイヤモンド宝石,直接の
実際に,662.538815822124,583.501745760735,-0.372063592474037,-0.680760502014115,38.2089323930527,19.4632756005359,0.145511483134056,0.0675144722592836,85,63,2,3,76,60,77,60,1,1,0.987012987012987,1,85,63,2,3,76,60,77,60,1,1,0.987012987012987,1,76,59,-79.0370700613886,-0.308696909540078,ja,literally,practically,文字通り,実際に,文字通り実際に,酒類
家族,687.978560595721,579.36989656407,-0.198148325164994,-0.69820913901883,36.0451758477404,20.4243365542904,0.172239737767574,0.0567054237476765,89,65,3,2,67,58,68,60,0,1,0.985294117647059,0.966666666666667,87,64,5,3,67,49,67,59,1,2,1,0.830508474576271,66,58,-108.608664031651,-0.500060813853837,ja,clan,family,一族,家族,一族家族,ここ
家賃,652.957350003099,648.28038887899,-0.489654097433714,-0.349219845387042,45.4276337723897,29.2969535517197,0.113413262002718,0.120922668320526,69,80,2,3,61,72,61,72,2,0,1,1,70,80,1,3,61,71,62,72,1,0,0.983870967741935,0.986111111111111,60,72,-4.67696112410829,0.140434252046672,ja,hire,rent,賃金,家賃,賃金家賃,怒り
容疑者,690.280756402847,680.099796880538,-0.264337877414454,-0.252949903413253,26.26026372797,24.702942604351,0.0821957452151241,0.091731556592267,89,73,1,7,78,64,79,65,0,0,0.987341772151899,0.984615384615385,89,73,1,7,78,65,79,65,0,0,0.987341772151899,1,78,64,-10.1809595223087,0.0113879740012015,ja,doubt,suspect,疑惑,容疑者,疑惑容疑者,インターネット
寄せ集める,812.259344277067,872.710473676366,0.1104625871134,0.382836520327807,41.4932939145698,48.5882718115333,0.125187814915903,0.108033973236833,73,76,2,3,61,57,62,63,0,1,0.983870967741935,0.904761904761905,73,76,2,3,58,58,62,63,0,1,0.935483870967742,0.920634920634921,61,57,60.4511293992995,0.272373933214408,ja,collect,gather,収集する,寄せ集める,収集する寄せ集める,王女
寄付,687.480413771487,687.527761908541,-0.222810136943471,-0.220674674345743,19.8918803038678,32.1526486676386,0.0528140566130235,0.0948753263101862,101,69,1,3,88,63,88,63,0,0,1,1,100,69,2,3,39,63,88,63,0,0,0.443181818181818,1,87,63,0.0473481370535183,0.00213546259772776,ja,charity,donation,義援,寄付,義援寄付,毎日の
審判,644.366573338186,608.615037085948,-0.458484004685575,-0.586736485539042,23.1830945433808,22.4390163454275,0.0585465540459665,0.0710788374345495,87,61,7,2,75,54,77,55,1,1,0.974025974025974,0.981818181818182,88,61,6,2,75,54,77,55,1,1,0.974025974025974,0.981818181818182,75,54,-35.7515362522385,-0.128252480853466,ja,court,judge,法廷,審判,法廷審判,広告
対戦相手,807.243805975324,747.871333326596,0.17928422062365,0.000471398609485883,35.199951901667,33.6864954504397,0.0972767435657331,0.124127239648523,75,65,3,7,68,58,68,58,1,2,1,1,76,64,2,8,68,51,69,57,0,3,0.985507246376812,0.894736842105263,67,57,-59.3724726487283,-0.178812822014164,ja,enemy,opponent,敵,対戦相手,敵対戦相手,すり傷
専門家,640.036106049466,660.573855250344,-0.380595673490681,-0.322242571952191,24.658676391135,18.3535293112209,0.105171118569722,0.0617022805933733,74,87,5,6,66,76,67,76,0,0,0.985074626865672,1,72,87,7,6,49,72,64,76,3,0,0.765625,0.947368421052632,66,76,20.5377492008777,0.0583531015384903,ja,expert,specialist,熟達者,専門家,熟達者専門家,値する
尋ねる,696.552754365771,713.9128181757,-0.0930961420201917,-0.0274050747037779,24.2578237569974,20.3408661694101,0.0928375622431213,0.0660364329353661,67,81,5,3,57,67,61,72,0,0,0.934426229508197,0.930555555555556,67,81,5,3,59,72,61,72,0,0,0.967213114754098,1,57,66,17.3600638099283,0.0656910673164138,ja,question,ask,質問,尋ねる,質問尋ねる,契約
小さい,607.779515150674,573.505909120773,-0.592830210522266,-0.759272989291229,25.6797743297053,18.8663620953475,0.065231633525232,0.0538694877001909,85,75,2,2,66,66,66,67,0,0,1,0.985074626865672,85,73,2,4,66,63,66,65,0,2,1,0.969230769230769,66,66,-34.2736060299005,-0.166442778768962,ja,little,small,かわいらしい,小さい,かわいらしい小さい,シャツ
小麦粉,675.809199999978,697.185859385946,-0.33186468376651,-0.184177001116252,32.4203927079872,38.8581791209467,0.134976240816813,0.122694121108064,64,80,3,0,55,64,56,64,0,0,0.982142857142857,1,63,80,4,0,53,64,55,64,1,0,0.963636363636364,1,55,64,21.3766593859679,0.147687682650258,ja,grain,flour,穀物,小麦粉,穀物小麦粉,静かな
尿,632.665281675786,634.985921922344,-0.430424736518809,-0.482693151430735,16.4926325933056,30.2666602060974,0.0597511227396371,0.0838288608897394,80,73,1,2,72,65,72,66,1,1,1,0.984848484848485,80,72,1,3,72,63,72,65,1,2,1,0.969230769230769,71,64,2.32064024655813,-0.0522684149119259,ja,blood,urine,血液,尿,血液尿,植物
展覧会,702.741641597221,740.281912001517,-0.239579053791673,-0.0206716128595714,24.3988859085231,18.3832496209852,0.082230456880017,0.0703393921995988,79,143,5,2,68,125,69,126,1,0,0.985507246376812,0.992063492063492,80,144,4,1,70,123,70,126,0,0,1,0.976190476190476,68,125,37.5402704042953,0.218907440932101,ja,gallery,exhibition,ギャラリー,展覧会,ギャラリー展覧会,認める
山,581.555553584014,544.356068949517,-0.756546815576843,-0.719247568529676,41.8604339378799,14.6083008983339,0.131812759192484,0.0657708462932341,66,65,3,6,57,59,57,59,1,1,1,1,66,65,3,6,55,59,57,59,1,1,0.964912280701754,1,56,58,-37.1994846344966,0.037299247047167,ja,hill,mountain,丘,山,丘山,モデル
