target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,ko_cue,ko_target,ko_word_combo,unrelated_ko_cue
쓰다.1,549.3484655256,732.325153843512,-0.50935799794258,0.202556719050623,16.7942760914721,45.3977735108631,0.0708458156812138,0.143437478795172,68,61,0,5,58,52,58,55,0,2,1,0.945454545454545,68,63,0,3,57,54,58,57,0,0,0.982758620689655,0.947368421052632,58,52,182.976688317913,0.711914716993203,ko,read,write,읽다,쓰다,읽다쓰다,선택
씹다,615.295053189357,692.631454543015,-0.298361027832649,0.0502691342726216,16.2698642602805,29.6812798843445,0.0623274917439698,0.117243182186379,118,65,3,1,96,55,98,56,0,0,0.979591836734694,0.982142857142857,119,65,2,1,97,54,98,56,0,0,0.989795918367347,0.964285714285714,94,55,77.3364013536583,0.348630162105271,ko,swallow,chew,삼키다,씹다,삼키다씹다,미래
씻다,664.195118648742,629.763470596124,-0.142964813350053,-0.173192414178751,41.8825537173621,25.2325298805186,0.136353889209788,0.0943900022431805,74,58,1,2,59,51,59,51,0,0,1,1,74,58,1,2,59,50,59,51,0,0,1,0.980392156862745,59,51,-34.4316480526174,-0.0302276008286979,ko,clean,wash,깨끗한,씻다,깨끗한씻다,알림
아드레날린,656.56764150194,803.420245284,-0.0679764685620912,0.576354558247247,27.8485578866566,31.3386584521329,0.0853944995940999,0.114943225346095,64,69,3,2,53,53,54,60,0,0,0.981481481481482,0.883333333333333,64,69,3,2,53,59,54,60,0,0,0.981481481481482,0.983333333333333,53,53,146.85260378206,0.644331026809339,ko,hormone,adrenaline,호르몬,아드레날린,호르몬아드레날린,예쁜
아들,499.93622413961,540.862945432519,-0.731512101840752,-0.462566978942134,16.7340325267644,20.2077835130464,0.0697677332364251,0.101018428231039,63,67,1,4,58,56,58,56,0,0,1,1,64,66,0,5,57,52,58,56,0,0,0.982758620689655,0.928571428571429,58,55,40.9267212929084,0.268945122898618,ko,daughter,son,딸,아들,딸아들,읽다
아름다운,566.440699990348,613.314779990889,-0.368423645360837,-0.310096370140504,25.7777376672473,31.1607832939167,0.0968564605127621,0.0918733888949895,71,66,2,2,60,50,60,53,0,1,1,0.943396226415094,71,65,2,3,60,6,60,53,0,1,1,0.113207547169811,60,50,46.8740800005409,0.0583272752203331,ko,pretty,beautiful,예쁜,아름다운,예쁜아름다운,가동상의
아름다움,535.008534493928,568.626709091399,-0.65790447604728,-0.445458604027762,17.4154694722605,20.8127290336519,0.0542986297299741,0.069328201653039,66,60,2,1,58,55,58,55,0,0,1,1,66,60,2,1,57,55,58,55,0,0,0.982758620689655,1,58,55,33.6181745974709,0.212445872019518,ko,charm,beauty,매력,아름다움,매력아름다움,독서
아름다움,535.008534493928,568.626709091399,-0.65790447604728,-0.445458604027762,17.4154694722605,20.8127290336519,0.0542986297299741,0.069328201653039,66,60,2,1,58,55,58,55,0,0,1,1,66,60,2,1,57,55,58,55,0,0,0.982758620689655,1,58,55,33.6181745974709,0.212445872019518,ko,charm,beauty,매력,아름다움,매력아름다움,지사
아름다움.1,,571.894370376902,,-0.451420866565568,,18.1418116030192,,0.0658163727051121,,65,,3,,54,,55,,0,,0.981818181818182,,65,,3,,42,,55,,0,,0.763636363636364,,54,,,ko,,,,,,
아마,611.129714274786,727.242803922014,-0.248890980466649,0.128040256340278,52.2547984657969,44.808873799405,0.165464156233364,0.148888842762226,73,60,4,1,56,51,59,55,0,0,0.949152542372881,0.927272727272727,72,60,5,1,51,53,58,55,1,0,0.879310344827586,0.963636363636364,56,51,116.113089647228,0.376931236806927,ko,maybe,probably,아마도,아마,아마도아마,물리학
아버지,502.66150909184,522.052054548537,-0.767931818313603,-0.658758001280755,23.3970738507023,21.6946525821805,0.059196405808701,0.0927317127287317,60,65,1,2,55,57,55,57,0,1,1,1,60,65,1,2,53,55,55,57,0,1,0.963636363636364,0.964912280701754,55,55,19.3905454566969,0.109173817032848,ko,mother,father,어머니,아버지,어머니아버지,오케스트라
아빠,478.539784301465,578.915749986776,-0.803428471306437,-0.354504039301827,16.6640030417906,43.6677758084668,0.0507805906446133,0.215496389880352,57,63,5,2,51,52,51,52,3,0,1,1,57,62,5,3,49,51,51,52,3,0,0.96078431372549,0.980769230769231,51,52,100.375965685311,0.44892443200461,ko,uncle,dad,삼촌,아빠,삼촌아빠,발생하다
아이러니 한,925.967758072005,825.092019601803,0.9794868599844,0.657834879046079,43.7615006303065,29.9380103582422,0.181155663228799,0.124727910883826,103,85,5,4,62,51,88,72,3,0,0.704545454545455,0.708333333333333,104,85,4,4,70,69,90,72,1,0,0.777777777777778,0.958333333333333,62,51,-100.875738470201,-0.321651980938321,ko,irony,ironic,반어,아이러니 한,반어아이러니 한,곡물
아직,552.0561447301,594.189186429636,-0.616124312132728,-0.36310880824304,17.1197701389255,19.7850140908013,0.058235608575896,0.0764926099603074,97,71,2,1,76,59,77,59,0,0,0.987012987012987,1,97,70,2,2,73,54,77,59,0,0,0.948051948051948,0.915254237288136,76,59,42.1330416995369,0.253015503889688,ko,already,still,이미,아직,이미아직,바이러스
아침,503.652160717424,562.426684195428,-0.778274419157388,-0.566451607842717,19.6736730339649,56.6259179221585,0.0614961725846636,0.196372797164042,64,65,1,4,56,57,56,58,0,3,1,0.982758620689655,64,65,1,4,56,57,56,58,0,3,1,0.982758620689655,56,57,58.7745234780037,0.211822811314671,ko,tomorrow,morning,내일,아침,내일아침,공장
아침밥,621.860872735095,568.724711544398,-0.211791958982982,-0.488190485780716,28.5317054635453,25.6017355846315,0.0967347332264406,0.0646100044647143,66,64,3,3,55,52,57,52,1,0,0.964912280701754,1,65,65,4,2,56,47,57,52,1,0,0.982456140350877,0.903846153846154,55,52,-53.1361611906967,-0.276398526797735,ko,dinner,breakfast,저녁,아침밥,저녁아침밥,사악한
아파트,507.260545464195,501.83209429943,-0.681439653743188,-0.714821841019289,14.2201192039154,15.812154476063,0.0506291619042446,0.0688417682538999,62,69,1,5,55,54,55,55,0,0,1,0.981818181818182,62,69,1,5,55,52,55,55,0,0,1,0.945454545454545,55,53,-5.42845116476434,-0.0333821872761001,ko,house,apartment,집,아파트,집아파트,우주
아픈,529.133290869599,537.920022726473,-0.553490782810185,-0.506363918973541,17.7901038025926,19.7176707792763,0.0631178122027127,0.0813087113470109,76,57,7,0,55,44,56,46,1,0,0.982142857142857,0.956521739130435,76,57,7,0,48,44,56,46,1,0,0.857142857142857,0.956521739130435,55,44,8.78673185687444,0.0471268638366447,ko,ill,sick,병든,아픈,병든아픈,헬멧
악기,533.983448273167,541.303107149225,-0.610304449760885,-0.595269312769769,14.1384922258892,21.8276205884068,0.0479969923733416,0.0709520159570668,67,61,2,3,58,56,58,56,0,0,1,1,68,61,1,3,57,56,58,56,0,0,0.982758620689655,1,58,56,7.31965887605804,0.0150351369911164,ko,tool,instrument,도구,악기,도구악기,종양
악마,518.413907402278,548.087087708703,-0.584164979440643,-0.620761753197886,16.469087134738,21.7150478660024,0.0589023922061478,0.058263406161271,65,73,3,2,55,57,55,57,1,0,1,1,65,73,3,2,54,57,55,57,1,0,0.981818181818182,1,54,57,29.673180306425,-0.0365967737572432,ko,angel,devil,천사,악마,천사악마,밤
악센트,699.595446422698,644.518804875591,-0.0114964674648164,-0.104465303387094,41.4525709469012,35.4810748758605,0.117033680224557,0.100221345472659,73,58,5,2,56,41,59,45,3,1,0.949152542372881,0.911111111111111,73,60,5,0,59,36,60,46,2,0,0.983333333333333,0.782608695652174,56,41,-55.0766415471066,-0.0929688359222779,ko,voice,accent,목소리,악센트,목소리악센트,킬로
안개,549.698000012584,548.304403872342,-0.606774591935845,-0.560899554495532,32.0048066626578,27.8721655570266,0.0897005177928582,0.0881647587312041,60,68,3,5,55,53,55,54,1,1,1,0.981481481481482,61,68,2,5,55,51,55,54,1,1,1,0.944444444444444,55,52,-1.39359614024193,0.0458750374403136,ko,cloud,fog,구름,안개,구름안개,조언
안녕히 가십시오,725.359240733267,878.126078449402,0.29346135254271,0.971360492002278,28.248921788667,51.709355547173,0.107033844638224,0.19160456266923,72,59,2,4,54,51,54,51,0,1,1,1,73,61,1,2,53,52,54,52,0,0,0.981481481481482,1,54,51,152.766837716135,0.677899139459568,ko,hello,bye,안녕하세요,안녕히 가십시오,안녕하세요안녕히 가십시오,신장
안에,564.819442583358,675.797600002617,-0.40897268112164,-0.00324847207072404,19.789145274991,35.2999423990524,0.0721468200167698,0.123709985583577,79,80,5,1,61,65,62,72,1,0,0.983870967741935,0.902777777777778,79,80,5,1,58,70,62,72,1,0,0.935483870967742,0.972222222222222,61,65,110.978157419259,0.405724209050916,ko,outside,inside,밖의,안에,밖의안에,모욕하다
안전,577.379387101026,489.889245271047,-0.489446669510536,-0.654998039114764,47.7134932260145,42.2462192448217,0.181200456734144,0.186140966441377,73,65,6,1,62,53,62,54,2,0,1,0.981481481481482,74,65,5,1,56,53,62,54,2,0,0.903225806451613,0.981481481481482,62,53,-87.4901418299793,-0.165551369604229,ko,security,safety,보안,안전,보안안전,듣다
앉다,559.740388065131,702.772232139646,-0.511043126079388,0.203793730195695,18.6060539966352,45.4452569711284,0.0697535825317233,0.194267540413976,81,70,5,5,68,56,69,60,0,1,0.985507246376812,0.933333333333333,81,68,5,7,65,51,69,59,0,2,0.942028985507246,0.864406779661017,67,56,143.031844074515,0.714836856275083,ko,stand,sit,서다,앉다,서다앉다,연대
알고있다,624.974526296052,556.167290918119,-0.228491483897269,-0.468032923093393,44.6055938352467,20.9738974061701,0.125586029190223,0.0737611895295762,64,63,3,2,57,55,58,56,1,0,0.982758620689655,0.982142857142857,64,63,3,2,58,54,58,56,1,0,1,0.964285714285714,57,55,-68.8072353779331,-0.239541439196124,ko,now,know,지금,알고있다,지금알고있다,동물원
알려지지 않은,818.571018522013,828.072538471593,0.582294499460017,0.653252594814242,56.6264594983674,32.8240200067375,0.172162478527405,0.114953704460834,66,70,4,4,54,52,56,56,1,1,0.964285714285714,0.928571428571429,66,70,4,4,49,54,56,56,1,1,0.875,0.964285714285714,54,52,9.50151994958014,0.0709580953542251,ko,anonymous,unknown,익명의,알려지지 않은,익명의알려지지 않은,크기
알리다,687.482036373735,600.211155195094,-0.0558252240143547,-0.343379949088957,33.043837093187,45.6502338463587,0.102214997840288,0.139936578539082,69,64,1,4,55,58,63,58,0,0,0.873015873015873,1,69,64,1,4,60,57,63,58,0,0,0.952380952380952,0.982758620689655,55,58,-87.2708811786412,-0.287554725074602,ko,report,inform,보고서,알리다,보고서알리다,무서운
알리다,687.482036373735,600.211155195094,-0.0558252240143547,-0.343379949088957,33.043837093187,45.6502338463587,0.102214997840288,0.139936578539082,69,64,1,4,55,58,63,58,0,0,0.873015873015873,1,69,64,1,4,60,57,63,58,0,0,0.952380952380952,0.982758620689655,55,58,-87.2708811786412,-0.287554725074602,ko,report,inform,보고서,알리다,보고서알리다,왕조
알리다.1,661.194428571542,603.360508762415,0.00891580650686029,-0.25546318143581,30.7441846222187,16.3013496583403,0.130171889629334,0.0666513034059735,79,65,4,1,63,57,66,60,2,0,0.954545454545455,0.95,76,65,7,1,58,58,63,60,5,0,0.920634920634921,0.966666666666667,63,57,-57.8339198091265,-0.264378987942671,ko,say,tell,얘기하다,알리다,얘기하다알리다,무서운
알리다.1,661.194428571542,603.360508762415,0.00891580650686029,-0.25546318143581,30.7441846222187,16.3013496583403,0.130171889629334,0.0666513034059735,79,65,4,1,63,57,66,60,2,0,0.954545454545455,0.95,76,65,7,1,58,58,63,60,5,0,0.920634920634921,0.966666666666667,63,57,-57.8339198091265,-0.264378987942671,ko,say,tell,얘기하다,알리다,얘기하다알리다,왕조
알았다,514.167339303394,665.132036373297,-0.703105233971654,-0.00541668623037496,17.1621213699272,37.7939999982014,0.0657317603759033,0.130666025428204,64,64,1,2,56,55,56,57,0,0,1,0.964912280701754,64,66,1,0,56,20,56,57,0,0,1,0.350877192982456,56,55,150.964697069903,0.69768854774128,ko,recognize,knew,인정하다,알았다,인정하다알았다,배지
알약,615.801578922754,594.208134563017,-0.167097348828332,-0.282444038985303,28.9972631078969,19.790797482225,0.109340718926887,0.0752699520855587,71,62,5,2,57,52,57,52,1,0,1,1,71,62,5,2,49,49,57,52,1,0,0.859649122807018,0.942307692307692,57,52,-21.5934443597368,-0.115346690156971,ko,tablet,pill,태블릿,알약,태블릿알약,갑자기
알파의,755.157921574851,834.377859635167,0.478415061867031,0.639801154382167,38.5650758641395,41.3860050838478,0.164624962484067,0.132889751525984,71,104,1,7,51,57,62,88,1,0,0.82258064516129,0.647727272727273,71,104,1,7,57,87,62,88,1,0,0.919354838709677,0.988636363636364,51,57,79.2199380603162,0.161386092515136,ko,bravo,alpha,브라보,알파의,브라보알파의,영화
암,598.824277780437,533.35890196301,-0.330940395482066,-0.564243320809728,28.4505563247238,15.2760375161231,0.115692803505461,0.0615744211384978,62,60,0,1,54,52,55,52,0,0,0.981818181818182,1,61,59,1,2,50,52,54,52,1,0,0.925925925925926,1,54,51,-65.4653758174279,-0.233302925327662,ko,tumor,cancer,종양,암,종양암,길
암살자,538.646224133582,595.080085090924,-0.456173773401011,-0.371060383748611,11.3890031841873,28.6070722143294,0.0514686191251227,0.0583963918592516,69,58,2,0,58,47,58,48,0,0,1,0.979166666666667,69,58,2,0,53,43,58,48,0,0,0.913793103448276,0.895833333333333,58,47,56.4338609573417,0.0851133896523994,ko,mercenary,assassin,용병,암살자,용병암살자,왕실의
압력,588.39316667613,526.252322016672,-0.391637142559423,-0.542783388782773,36.6210730628567,20.4420111422333,0.111789261921629,0.0905678157638124,62,72,0,1,54,59,54,60,0,0,1,0.983333333333333,61,72,1,1,49,59,54,60,0,0,0.907407407407407,0.983333333333333,54,59,-62.1408446594579,-0.151146246223351,ko,pulse,pressure,맥박,압력,맥박압력,이혼
애인,590.146181816069,644.52029412872,-0.416815818010627,-0.213822035959687,27.4608165158793,20.4403349353599,0.0851581078245686,0.0763371776613476,65,60,0,0,55,52,56,52,0,0,0.982142857142857,1,63,60,2,0,52,28,54,52,2,0,0.962962962962963,0.538461538461538,55,51,54.3741123126512,0.20299378205094,ko,mistress,lover,첩,애인,첩애인,이
야구,501.284852441934,502.433578894358,-0.761422132105374,-0.726640418813187,28.2665261738974,15.1116871439009,0.0817461624503461,0.0560504549017669,66,71,0,8,61,57,61,57,0,2,1,1,65,71,1,8,61,56,61,57,0,2,1,0.982456140350877,61,57,1.14872645242377,0.0347817132921869,ko,stadium,baseball,경기장,야구,경기장야구,화성
약,478.884226420046,536.383129627399,-0.767849909624912,-0.578130783696057,22.8017227099921,16.3782143851751,0.0851724337354116,0.0758720060859564,60,70,4,0,53,54,53,54,1,0,1,1,58,70,6,0,51,52,51,54,3,0,1,0.962962962962963,53,54,57.4989032073522,0.189719125928855,ko,alcohol,drug,술,약,술약,금지된
약속하다,481.816019246481,547.140413794236,-0.807164084337992,-0.597662872213744,16.2089326925147,25.5389853917991,0.048239201800773,0.0647803142896907,60,68,3,1,52,59,52,60,1,0,1,0.983333333333333,60,68,3,1,51,59,52,60,1,0,0.980769230769231,0.983333333333333,52,58,65.3243945477553,0.209501212124248,ko,guarantee,promise,보장하다,약속하다,보장하다약속하다,원본
약탈,569.177559326087,558.033254904692,-0.479932878065925,-0.511044082731538,12.1145959318062,23.6417837526132,0.0520953275466937,0.0886472274653553,78,58,3,3,62,51,65,51,2,1,0.953846153846154,1,79,59,2,2,62,50,66,52,1,0,0.93939393939394,0.961538461538462,59,51,-11.1443044213947,-0.0311112046656137,ko,bribe,blackmail,뇌물,약탈,뇌물약탈,농장주
약한,582.21622413455,632.177259259565,-0.369185841686988,-0.276967795993868,42.4434874997037,28.0988987998665,0.16848982814586,0.0836561623983319,65,65,4,0,58,55,60,57,0,0,0.966666666666667,0.964912280701754,65,65,4,0,58,55,60,57,0,0,0.966666666666667,0.964912280701754,58,54,49.9610351250143,0.0922180456931201,ko,strong,weak,강한,약한,강한약한,겁주다
얌전한,586.578824565213,537.231052587239,-0.418810062793178,-0.489566883557934,44.5653952294881,20.7671263577412,0.16537199692205,0.0882702566189361,66,78,3,4,57,58,57,59,0,0,1,0.983050847457627,65,79,4,3,53,58,56,59,1,0,0.946428571428571,0.983050847457627,57,57,-49.3477719779744,-0.0707568207647557,ko,humble,modest,겸손한,얌전한,겸손한얌전한,사령관
양,579.178309089334,576.568320752364,-0.352878647103133,-0.352745143198339,36.8032417035065,26.6539512455282,0.142059816128754,0.0980067837459958,62,66,3,3,55,53,55,54,0,0,1,0.981481481481482,62,67,3,2,54,41,55,54,0,0,0.981818181818182,0.759259259259259,55,53,-2.60998833696988,0.00013350390479383,ko,sum,amount,총,양,총양,아첨하다
양초,573.949810352862,593.328407399933,-0.481955927670666,-0.294447537645248,30.0968627130242,23.2345363723384,0.0935826595657443,0.124175969630936,67,58,5,5,58,54,58,55,2,3,1,0.981818181818182,67,59,5,4,57,54,58,55,2,3,0.982758620689655,0.981818181818182,58,54,19.3785970470707,0.187508390025418,ko,lamp,candle,램프,양초,램프양초,남성
양파,527.061229492063,573.457092594906,-0.637809974916881,-0.472170804174193,36.4256915312132,26.3029558209028,0.117221371331866,0.111536290903178,68,59,2,1,61,54,61,55,1,0,1,0.981818181818182,68,59,2,1,59,43,61,55,1,0,0.967213114754098,0.781818181818182,61,54,46.3958631028432,0.165639170742688,ko,garlic,onion,마늘,양파,마늘양파,관할권
어두운,523.437370976458,613.029072739739,-0.607676593519706,-0.270526929224345,12.2783840527656,25.2809364790714,0.043984092833526,0.108816875032529,72,66,5,0,62,55,63,57,2,0,0.984126984126984,0.964912280701754,72,65,5,1,60,55,63,56,2,1,0.952380952380952,0.982142857142857,62,55,89.5917017632804,0.337149664295362,ko,shadow,dark,그림자,어두운,그림자어두운,보너스
어딘가에,551.334475399208,720.311697923475,-0.480073150220276,0.0663250252755566,18.0392134389677,31.0445769726996,0.0532625651234509,0.0956675981192605,72,120,0,3,61,96,61,98,0,0,1,0.979591836734694,72,121,0,2,57,98,61,98,0,0,0.934426229508197,1,61,96,168.977222524268,0.546398175495833,ko,elsewhere,somewhere,다른 곳에,어딘가에,다른 곳에어딘가에,절도
어린,505.695018474527,639.779113193063,-0.596521902578677,-0.224655401707131,15.371993715469,37.5626415241589,0.070800238115533,0.111974709001464,72,71,5,3,54,53,55,59,1,0,0.981818181818182,0.898305084745763,72,69,5,5,54,33,55,58,1,1,0.981818181818182,0.568965517241379,54,53,134.084094718536,0.371866500871546,ko,old,young,나이 많은,어린,나이 많은어린,불법적 인
어린 시절,634.231683323759,623.255574070147,-0.119550938402699,-0.115522785533443,24.0962600850032,25.5555224606159,0.106345417058625,0.0890995319474559,65,71,1,2,60,54,60,56,0,0,1,0.964285714285714,63,70,3,3,57,53,59,56,1,0,0.966101694915254,0.946428571428571,60,54,-10.976109253612,0.00402815286925604,ko,youth,childhood,청소년,어린 시절,청소년어린 시절,법
어린이,539.295771928584,614.638333324538,-0.57441595847562,-0.254499649447734,16.3545437525012,33.1827952879633,0.0573894300990525,0.104164985533406,70,61,2,4,57,54,58,54,0,0,0.982758620689655,1,70,61,2,4,57,49,58,54,0,0,0.982758620689655,0.907407407407407,57,54,75.3425613959535,0.319916309027886,ko,baby,child,아기,어린이,아기어린이,진화
어업,708.653929824098,757.598636370254,0.124852910085557,0.308279591568714,20.2038188728034,30.1306804705992,0.089596518535789,0.124572487415544,83,93,2,5,57,55,70,76,0,2,0.814285714285714,0.723684210526316,84,94,1,4,64,75,70,77,0,1,0.914285714285714,0.974025974025974,57,55,48.9447065461558,0.183426681483156,ko,hunting,fishing,수렵,어업,수렵어업,조용한
어제,473.538603757438,616.422274517147,-0.758906768525864,-0.25671445615118,18.8662538179836,25.093253619013,0.0690480088982419,0.119097664402239,67,59,3,1,53,51,53,51,0,0,1,1,67,59,3,1,52,51,53,51,0,0,0.981132075471698,1,53,51,142.883670759709,0.502192312374684,ko,today,yesterday,오늘,어제,오늘어제,삼키다
얼다,544.963271177978,733.365545447473,-0.601582723505434,0.17100086944474,26.5020721140116,47.2605084107492,0.0939295168220603,0.180124466120672,68,77,4,6,59,55,60,63,1,1,0.983333333333333,0.873015873015873,68,77,4,6,55,59,60,64,1,0,0.916666666666667,0.921875,59,55,188.402274269496,0.772583592950174,ko,melt,freeze,녹다,얼다,녹다얼다,의회
엄마,507.370467743364,505.245588259358,-0.761323669926102,-0.71666919626435,36.0357156806273,12.5446711031939,0.123276062388865,0.0479599121495049,78,60,4,5,62,51,62,51,2,1,1,1,76,60,6,5,61,50,61,51,3,1,1,0.980392156862745,62,51,-2.12487948400604,0.0446544736617525,ko,daddy,mum,아빠,엄마,아빠엄마,제어
엄마,507.370467743364,505.245588259358,-0.761323669926102,-0.71666919626435,36.0357156806273,12.5446711031939,0.123276062388865,0.0479599121495049,78,60,4,5,62,51,62,51,2,1,1,1,76,60,6,5,61,50,61,51,3,1,1,0.980392156862745,62,51,-2.12487948400604,0.0446544736617525,ko,daddy,mum,아빠,엄마,아빠엄마,작업장
엄마.1,,493.278119989044,,-0.635599602478769,,14.260625339747,,0.060179224427746,,60,,3,,50,,50,,0,,1,,59,,4,,40,,49,,1,,0.816326530612245,,50,,,ko,,,,,,
엄지손가락,602.582781243885,596.443865408991,-0.315670502918927,-0.29526394578008,22.3300737191734,17.3851433440444,0.0911471403457179,0.0866833781599341,118,59,6,1,97,52,98,53,1,0,0.989795918367347,0.981132075471698,119,59,5,1,99,44,99,53,0,0,1,0.830188679245283,96,52,-6.13891583489374,0.020406557138847,ko,finger,thumb,손가락,엄지손가락,손가락엄지손가락,폐하
엄청난,529.502054534878,608.998254910708,-0.674026578040575,-0.329710131121309,18.2096776521074,20.7633449291028,0.0849548334288335,0.0519888598381412,68,62,3,2,55,51,55,52,1,0,1,0.980769230769231,68,63,3,1,54,29,55,52,1,0,0.981818181818182,0.557692307692308,55,51,79.4962003758301,0.344316446919266,ko,excellent,great,훌륭한,엄청난,훌륭한엄청난,크루
엉덩이,594.909946447999,542.470240748143,-0.338227741934868,-0.583425584333836,27.0253547342873,23.1473245034501,0.0830055089590912,0.0678728648090172,60,65,3,1,56,54,56,54,1,0,1,1,61,65,2,1,23,54,56,54,1,0,0.410714285714286,1,56,54,-52.4397056998562,-0.245197842398968,ko,ass,butt,나귀,엉덩이,나귀엉덩이,거주자
에너지,562.541099995353,555.640098040157,-0.50865341291876,-0.539282995259746,30.8466697952319,21.4563656818649,0.0722390935323895,0.0807949796725264,71,62,2,1,60,51,61,52,0,1,0.983606557377049,0.980769230769231,71,62,2,1,55,52,61,53,0,0,0.901639344262295,0.981132075471698,60,51,-6.90100195519653,-0.0306295823409863,ko,power,energy,힘,에너지,힘에너지,요리하다
에이즈 바이러스,799.684180341963,937.037333306476,0.402968713519826,1.39059168541103,34.6351803513859,50.4455588140251,0.102969097843821,0.189529217598946,73,72,1,0,61,57,62,57,1,0,0.983870967741935,1,74,71,0,1,59,56,63,56,0,1,0.936507936507937,1,61,57,137.353152964513,0.987622971891199,ko,aids,hiv,에이즈,에이즈 바이러스,에이즈에이즈 바이러스,인내심
에피소드,659.041017237908,672.33659259202,-0.0757131978134342,-0.121244771418129,31.7572822105488,21.7936314048072,0.0874667065395573,0.0731627508571512,62,69,0,6,58,54,58,56,0,0,1,0.964285714285714,62,69,0,6,57,53,58,56,0,0,0.982758620689655,0.946428571428571,58,54,13.2955753541114,-0.045531573604695,ko,series,episode,연속,에피소드,연속에피소드,다리
엔진,600.871222224507,626.046931797376,-0.277602475327244,-0.320497299992901,19.1077387891276,43.1970669635685,0.0743722931563546,0.105375092407716,66,54,1,2,54,44,55,45,0,1,0.981818181818182,0.977777777777778,65,55,2,1,55,41,55,46,0,0,1,0.891304347826087,54,44,25.1757095728688,-0.0428948246656574,ko,tank,engine,탱크,엔진,탱크엔진,나침반
여권,543.137696988278,562.518178559019,-0.541744669300092,-0.521805076766737,14.2668274621726,13.100803733683,0.0565838737073812,0.0488864540955887,73,62,2,3,66,56,66,56,0,1,1,1,73,62,2,3,53,54,66,56,0,1,0.803030303030303,0.964285714285714,66,56,19.3804815707407,0.0199395925333552,ko,ticket,passport,티켓,여권,티켓여권,극적인
여성,527.285416669049,528.175944458059,-0.600672193299313,-0.597486228846713,17.9814379827987,11.9728865876662,0.0671114373418593,0.0473564531210213,66,67,2,1,60,55,60,55,0,0,1,1,66,67,2,1,57,53,60,55,0,0,0.95,0.963636363636364,60,54,0.890527789010207,0.00318596445260022,ko,widow,woman,과부,여성,과부여성,맨 위
여자,473.862763653442,606.392169493447,-0.872125509699939,-0.323321243291587,13.5936341774141,27.3841524560679,0.0643207851157869,0.0790281653311474,69,69,1,1,55,59,56,60,0,0,0.982142857142857,0.983333333333333,69,68,1,2,55,57,56,59,0,1,0.982142857142857,0.966101694915254,55,59,132.529405840006,0.548804266408352,ko,male,female,남성,여자,남성여자,박살내다
역,637.850301918465,602.662526314771,-0.0753738229759981,-0.282088175033375,27.0504601697867,20.992430766917,0.151315152199805,0.0863078941946447,63,67,0,1,53,57,54,60,0,0,0.981481481481482,0.95,63,67,0,1,50,60,54,60,0,0,0.925925925925926,1,53,57,-35.187775603694,-0.206714352057377,ko,platform,station,플랫폼,역,플랫폼역,건강
역겨운,540.367410712218,718.260603456101,-0.408429540657619,0.23903756392323,14.4597387342012,24.5895480863282,0.0620409237495853,0.089760119422591,67,70,1,4,56,58,56,60,0,0,1,0.966666666666667,67,70,1,4,54,59,56,60,0,0,0.964285714285714,0.983333333333333,56,58,177.893192743883,0.647467104580849,ko,dirty,disgusting,더러운,역겨운,더러운역겨운,출생
연결,556.961894732852,505.533363654354,-0.48611261955142,-0.74911045108841,26.7419891858576,12.1022500122768,0.0958988746419804,0.039858852556402,63,72,4,5,57,56,57,58,1,0,1,0.96551724137931,63,72,4,5,57,57,57,58,1,0,1,0.982758620689655,57,55,-51.4285310784975,-0.26299783153699,ko,contact,connection,연락하다,연결,연락하다연결,코카인
연료,560.280716972099,522.157215690126,-0.40696674354041,-0.638835215133958,24.7261977759205,13.594804016342,0.0745561044062421,0.0548947632337722,62,62,1,1,53,51,53,52,0,0,1,0.980769230769231,62,62,1,1,53,52,53,52,0,0,1,1,53,51,-38.1235012819733,-0.231868471593548,ko,gas,fuel,가스,연료,가스연료,직업
연봉,577.546355913315,549.025163648848,-0.382031343545714,-0.512167233238201,32.9069603095286,18.2325540453595,0.161613038894753,0.067550854191805,66,70,4,4,59,55,60,55,3,0,0.983333333333333,1,63,70,7,4,58,55,58,55,5,0,1,1,59,55,-28.521192264467,-0.130135889692487,ko,pension,salary,연금,연봉,연금연봉,멋진
연합,604.153901640158,524.429779992651,-0.246639263174819,-0.55898897877109,28.3965199924449,16.0648778767306,0.108682358241155,0.0720880371207122,67,65,2,5,61,50,61,50,0,2,1,1,66,65,3,5,57,51,60,51,1,1,0.95,1,61,50,-79.7241216475068,-0.312349715596271,ko,colony,federation,식민지,연합,식민지연합,스트레스
